arith.div_active,arith.divider_active,arith.fp_divider_active,arith.idiv_active,arith.int_divider_active,assists.any,br_inst_retired.all_branches,br_inst_retired.cond,br_inst_retired.cond_ntaken,br_inst_retired.cond_taken,br_inst_retired.far_branch,br_inst_retired.indirect,br_inst_retired.near_call,br_inst_retired.near_return,br_inst_retired.near_taken,br_misp_retired.all_branches,br_misp_retired.cond,br_misp_retired.cond_ntaken,br_misp_retired.cond_taken,br_misp_retired.indirect,br_misp_retired.indirect_call,br_misp_retired.near_taken,br_misp_retired.ret
125221,94450,0,54330,193687,13042,26231487,22313712,16010272,9967566,15692,133635,2501499,2324405,16915873,275075,238336,127259,149282,15070,3763,109111,4211
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,120,125,19,4,210,66
952,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,295,397,34,15,508,77
36738,36631,0,4452,3888,21456,5698925,3765240,3911242,2897869,19204,197876,1153844,1223907,9156540,143303,70528,31683,37666,5914,1345,29034,497
65464,68193,4361,9922,9921,1007,1576604,1073593,719575,360066,3064,31213,692832,831106,7685788,133755,106484,52569,65058,11335,2683,76681,17335
12339,12599,0,12615,12155,1023,6163400,4055230,2704609,1357883,216,18250,729801,752642,3228580,24867,7514,2647,5654,8599,2724,23924,11291
10419,10854,0,10851,10702,850,5653511,3886310,2727774,1354405,219,15517,765626,794970,3375714,14826,2029,868,1106,5971,1392,12003,5593
12226,11784,0,11092,11067,941,5906721,3906422,2611194,1301825,202,5495,724058,716335,3071542,12840,1650,844,1288,6045,1483,13276,5885
10291,10292,0,11013,10687,935,5994501,4103431,2829086,1414006,226,15371,779794,771826,3305348,14524,1495,591,900,5501,1091,12425,5969
11777,11079,0,11313,10965,1021,5750407,3957442,2642361,1318723,192,5534,768809,758319,3236591,13680,1959,943,1140,6580,1496,13250,5832
10424,10439,0,10830,11095,986,5961167,4212675,2812052,1401368,212,13294,768886,761372,3261495,13320,1673,735,1036,5543,1118,13272,6255
10866,10360,0,10810,10806,900,5736876,3943225,2628228,1314933,198,16532,775537,764736,3259401,13572,2050,884,1187,6125,1456,12769,5572
11866,11127,0,11533,11491,979,6019934,4110809,2744804,1360521,202,5540,735111,722358,3102067,12472,1624,656,942,5560,1483,12807,5596
10299,10093,0,10419,10422,903,5965137,4094708,2731210,1363231,208,23715,813427,810549,3286805,18122,2081,843,1176,5526,1106,15689,9415
11925,11820,0,11846,11258,944,5757945,3956479,2643493,1312596,186,5571,732093,722393,3234679,18293,1934,800,1116,6555,1720,19136,11272
10301,10242,0,10219,11029,923,6161067,4218328,2719966,1408305,227,19808,792475,763383,3276782,18377,1957,817,862,5592,1115,17378,11033
11069,10808,0,10790,11062,851,5773411,3966468,2661323,1320994,202,5564,742185,778945,3319497,16540,1919,800,1123,6602,1724,15018,7756
11394,11803,0,10866,11459,906,6314607,4130821,2752041,1378123,195,13086,739546,730592,3132822,13125,1606,774,873,5591,1174,12403,5955
10266,10294,0,10549,10289,1007,5763710,3966646,2736420,1362476,201,14441,777949,813172,3482255,18560,2004,848,1129,6303,1515,14820,8309
12155,11902,0,11772,11808,1001,6117547,3987722,2665654,1329278,198,5533,733011,724298,3104371,14022,2533,1226,1520,6495,1689,14571,6578
10251,10286,0,10650,10586,958,5980186,4219665,2900681,1446157,227,20547,837769,830086,3553394,16100,2081,973,1140,6293,1150,12997,6604
11482,10739,0,11212,11484,824,5816626,4013745,2669325,1335614,185,5612,739035,730756,3134428,18528,1937,968,1067,6063,1416,17830,9830
10504,10488,0,10528,10577,963,6098312,4307264,2861443,1422038,198,13345,767262,759251,3247881,14824,1787,878,944,5555,1133,14383,7837
10444,10463,0,10554,10554,920,5780576,3974762,2647667,1321503,214,14094,775483,766718,3291203,16972,2178,1057,1022,6260,1517,14979,7678
11165,11731,0,12131,11540,880,6096288,4162527,2784448,1314951,195,5571,738589,728515,3124276,14202,1770,778,960,6055,1383,13529,6625
10468,10316,0,10362,10378,908,6043968,4136553,2754632,1376768,220,20718,807603,766017,3293068,15884,2254,1166,1027,5597,1156,14257,7800
11356,11541,0,11347,10820,906,6027850,4137393,2668589,1320123,199,5650,740464,731633,3322868,15780,2009,923,1058,6715,1749,14617,6776
10779,10766,0,10764,9841,885,6080759,4161049,2760654,1435639,231,21473,806058,762049,3256922,19390,1917,923,881,5594,1163,17062,10493
10591,10604,0,10212,10480,910,5754860,3975516,2652228,1310857,195,5602,733253,762673,3266621,17154,2134,993,1216,7052,1939,14829,7704
10886,11407,0,11461,12033,888,6302333,4138406,2779818,1400693,220,15922,734918,726301,3120802,14162,1948,947,941,5562,1118,13554,6968
11005,10862,0,10343,10375,913,5799072,3990213,2752832,1366049,212,13109,771199,793124,3377815,16554,2315,1184,1180,6292,1575,13700,7170
10899,11222,0,11265,11207,948,6262774,4150143,2775674,1387637,216,5598,738837,729938,3131001,14777,1777,982,1051,6146,1440,14864,7674
10886,10888,0,10802,10604,870,5806052,4168161,2774464,1376194,206,21990,805865,793503,3384459,15761,2079,1083,988,5574,1162,13671,7090
11081,10646,0,10655,10988,953,5794292,3990992,2672425,1331689,180,5621,741190,732301,3142805,14635,2146,1099,1205,6175,1966,15273,7055
10412,10969,0,11217,11227,914,6295093,4299751,2868034,1376608,206,16417,783004,772261,3132481,14374,2042,1034,1028,5547,1083,13287,6960
10655,10420,0,10394,10423,965,5830937,4016305,2682098,1338735,215,13178,777097,767443,3284548,17532,2372,1227,1086,6366,1621,16085,8526
10829,11665,0,11819,10964,903,6406057,4345961,2912798,1416584,193,14983,781518,728245,3140115,15618,1848,903,945,6121,1404,14909,7678
50921,59053,0,61503,64552,21,3614318,2201530,1478509,848151,5484,98611,663804,607042,2399554,53061,2496,3573,4882,34505,17180,53104,4406
12498,12052,0,11466,10822,12,193399,126486,83898,42379,424,2086,28605,28798,49301,2304,639,605,995,2336,1656,6006,491
10354,10604,0,11210,11603,9,378791,422496,289446,162284,152,11843,69664,65910,248114,3780,699,321,355,2518,1121,1814,320
12390,10885,0,10530,10544,11,84023,52174,34959,16161,120,4090,44116,43543,171921,3522,1870,941,1043,2124,1658,3210,423
18728,18361,1201,19545,21150,262,4691103,3908971,2511155,1678370,2335,68950,521022,518671,3255599,53441,11377,5255,4404,26521,12083,30979,4437
11523,11498,0,11189,11202,73,2762727,2305128,1689021,792759,233,14040,280955,262678,1534754,17562,3795,1082,2567,6221,1830,16848,8315
10777,11374,0,11581,11395,114,3271719,2609600,1797710,770693,247,5519,242580,231546,1361529,14331,2803,651,2493,5877,1910,15156,5592
10978,10622,0,10964,11226,86,3225162,2654789,1775152,795076,294,28445,355961,353465,1668990,16066,2985,644,2084,5426,1512,14713,6830
12264,12227,0,11703,10829,68,2880973,2346283,1601532,722616,226,5549,237863,234407,1368492,15034,2547,606,2101,6974,2217,16227,6659
11071,11240,0,11141,11150,90,3392446,2666275,1744566,768537,239,14235,271449,225050,1376513,14716,3338,584,2585,5227,1503,13851,5756
11863,11926,0,11461,11076,97,2979973,2391608,1689984,800985,278,15146,302051,296414,1755214,16146,2517,703,1889,6663,2052,15760,6408
10807,11027,0,11039,12035,114,3430804,2672252,1650313,746866,274,13355,247025,259811,1455936,15614,2882,614,2214,5455,1491,14025,6144
11011,11007,0,10757,10625,85,2389868,1914234,1329163,718770,244,15536,302002,347591,1795791,15561,3148,660,2522,6299,1817,14847,6390
12227,12305,0,12149,11614,28,412712,63138,41806,20882,148,1756,15469,14820,57703,2327,162,70,127,2257,1819,2977,559
27901,36518,742,234938,249394,3045,12576040,9078197,5334334,3790003,5607,161219,800694,932935,7260293,127376,45648,19340,19927,42362,12253,30486,3949
133539,128717,0,118403,102834,760,12124209,6673281,3784742,1747342,6922,173084,801896,808986,4887827,132670,21572,9992,11710,142376,71300,172112,7234
187021,186574,0,187589,186949,105,7624358,4440021,2849164,1594328,12988,234673,1187690,1174100,4415304,226093,921,428,419,219431,115224,225956,6606
55831,52487,0,52038,47279,779,9372883,6125181,3927010,2033337,4717,239507,1270610,1251840,4758916,108820,5699,2661,4625,84863,40141,92162,9002
68742,72750,0,72063,63554,797,11491383,7012194,4129673,1911459,2706,236914,1193376,1247341,5829118,66315,6948,4168,5124,74395,44529,106533,9021
19291,19836,0,14776,13251,78,1766249,1471210,1072596,662569,272,6226,242070,265252,1551096,16365,4759,2621,2675,14248,6184,20835,5668
71024,70804,0,70182,73014,1646,11018914,6784838,4520415,2169794,11018,254567,1487318,1442745,5600016,152330,10227,3919,4767,116715,53238,127427,13288
131930,132266,0,132224,132020,1673,10374448,6448277,4230617,2172953,18866,242908,1543759,1546988,6128534,244474,9506,5889,3998,224207,105506,242831,15626
69284,69371,0,69468,69866,310,4193251,2741534,2016058,1166303,9438,161015,870509,852695,3150536,129782,1542,775,362,104495,48672,107941,4745
69110,68730,0,68374,68486,190,3589182,2132836,1352262,781831,6606,113963,592763,623468,2380786,111733,488,359,246,104278,50108,111109,6829
69122,69204,0,70109,70172,333,4143184,2320899,1478469,852502,6633,114828,597285,591097,2246127,111005,348,260,87,104174,49687,109672,5268
69392,69164,0,68465,68256,242,3581796,2136276,1448861,831558,6627,121663,665410,658642,2518555,109364,467,287,181,105021,49931,108648,3599
69415,69303,0,69744,69615,232,3819463,2277718,1448415,837033,6614,114113,595879,588466,2228563,114464,389,321,155,110143,54861,113545,3657
68972,68905,0,68656,68587,190,3570420,2316760,1462119,838365,6588,129479,666455,656236,2500791,114791,424,242,162,106555,51806,113693,6815
68966,68692,0,68775,68629,445,3594691,2144919,1358191,783264,6636,114422,594975,588979,2232470,110299,427,327,109,103708,49929,110998,6813
68454,68496,0,69115,69560,278,4095377,2454508,1569239,908742,6652,125297,648886,638595,2232544,111774,341,247,96,104545,49736,111287,6839
69483,69011,0,68568,68143,280,3584800,2137919,1351889,780535,6613,120955,626801,620042,2358035,112107,482,327,165,104702,49720,111448,6899
68375,68982,0,69254,69331,215,4031675,2403011,1521408,828840,6589,121724,631954,628052,2223595,110893,419,247,147,104095,49525,111355,6820
68975,68946,0,68918,68974,198,3581698,2135993,1354959,779862,6552,123218,675003,664249,2526865,112482,859,350,483,104701,49801,111877,6766
69335,69388,0,69422,68827,220,3787729,2252333,1381941,780318,6592,114039,594367,586818,2227339,111021,336,222,116,103929,49503,110925,6788
68729,68876,0,68842,68884,302,3849595,2299750,1464081,902301,6630,134237,695247,641730,2443968,109593,375,223,117,105256,50000,108968,3595
69825,69867,0,69269,68904,224,3601735,2139919,1358450,782491,6599,114163,595070,588632,2370433,109300,467,300,152,105380,50129,109086,3658
68682,68674,0,69040,69558,252,4049524,2411926,1444568,878814,6638,129642,633632,629406,2405606,109477,439,284,90,104674,49782,108305,3585
69311,69371,0,69226,69375,72,3615864,2148774,1360254,785033,6606,113956,593339,628643,2376758,104268,395,270,180,101995,47873,106056,3587
70244,71484,0,77973,79988,629,5483214,3142250,2003056,1068910,8339,131930,654060,622033,2258105,114690,376,277,110,109348,55337,114404,4031
68559,68760,0,68701,68673,214,3601773,2144821,1450701,836750,6646,123471,639243,683650,2640213,107953,477,326,156,98846,50107,107106,8015
70190,70182,0,70042,70240,257,3608874,2152632,1362544,784920,6650,114657,595801,590186,2236051,109941,360,262,124,103026,50077,110157,6804
68136,68570,0,69026,69047,273,3838373,2416088,1532308,879736,6627,121514,664764,660715,2537804,112274,386,280,141,105346,49861,112103,7122
69657,69027,0,69511,69487,234,3591044,2139200,1360845,785326,6649,114836,597184,592724,2243960,108825,394,270,146,104423,50026,108067,3636
69276,69269,0,69039,69006,228,3868514,2453090,1550273,887428,6649,122078,632310,625631,2383850,108970,390,256,135,104342,49613,108147,3579
69016,68544,0,68400,68273,202,3586514,2139205,1359883,786461,6650,123054,640073,634216,2426713,108812,469,294,173,104796,49439,107951,3606
69806,70588,0,70403,70443,289,3931276,2350180,1487254,849730,6626,114479,595147,589646,2236990,103326,392,252,137,99070,50183,102867,3611
68583,68676,0,68546,68536,211,3835503,2278333,1445588,833648,6637,128827,665319,658587,2378819,109282,386,276,95,105074,49900,108936,3649
69680,69482,0,68843,69508,242,3842958,2291652,1352551,778960,6618,114003,594161,588064,2417232,106688,460,283,234,102604,50040,106111,3672
69181,69346,0,68902,69569,158,3877380,2300938,1456218,886181,6607,128447,628803,621832,2364917,105805,417,270,119,100929,49644,104680,3568
69546,69512,0,69204,69153,162,3828942,2152448,1363974,787266,6662,114700,597833,632032,2417312,105827,534,352,218,99312,50381,105522,6395
69782,69825,0,70211,70440,270,4220835,2337424,1482603,851075,6633,123532,594719,590030,2235191,106883,347,215,130,102686,49834,106737,3545
68163,68022,0,67975,68055,217,3601367,2143260,1445613,834607,6663,121951,630732,658057,2523224,109185,421,281,144,105198,50158,108660,3525
69512,69791,0,69970,69823,254,3903033,2300580,1463059,844351,6670,115225,599389,592670,2241153,108890,332,262,105,105122,49986,108971,3645
69722,69341,0,69505,68510,191,3588013,2305893,1455231,837376,6598,121769,662461,653349,2499275,108615,483,297,197,105256,49975,109005,3589
69670,68659,0,69089,69222,190,3610748,2148283,1362492,786932,6666,114794,597709,591706,2241484,109011,481,335,142,105223,50073,109220,3623
80505,80705,0,80070,77585,570,4290988,2620805,1603605,928547,6623,124450,638691,631286,2400274,109093,401,278,257,113164,55871,126077,5155
69794,69060,0,68262,68273,216,3597723,2139146,1356234,783372,6647,121828,630287,624369,2378830,109504,500,329,179,105875,50376,109301,3654
69007,69006,0,69926,69763,205,4047954,2424379,1547337,893712,6634,123507,643474,641113,2247803,108714,372,257,117,104279,50013,108003,3657
68532,68961,0,69250,69467,125,3615949,2152861,1365205,787824,6725,122643,631813,622987,2368474,109581,547,317,179,104734,49897,108226,3597
69245,69643,0,69119,68515,187,3822612,2279911,1446806,788190,6693,115450,600246,593691,2250912,107488,434,282,132,102840,50067,106656,3594
68845,68818,0,69252,69332,208,3864906,2310054,1472439,851084,6648,136174,695970,635619,2409098,108859,433,296,124,104554,49759,108302,3561
70171,69923,0,68973,68499,229,3591612,2142852,1361332,786149,6682,115125,598801,593092,2381506,109380,377,299,104,105810,50522,109466,3641
69255,69206,0,69083,69054,215,4048142,2409784,1447257,836257,6675,123256,639829,592297,2253601,109304,307,255,61,105289,50062,108547,3587
69255,69250,0,68685,69020,227,3603057,2151707,1364140,851991,6627,123763,638394,629604,2534912,108368,462,313,140,104323,49810,108123,3600
68787,68806,0,69091,69323,251,4042731,2331760,1451533,836373,6669,122363,600219,593954,2252474,108525,398,278,124,104585,49921,107974,3605
68787,68836,0,68693,68782,335,3592644,2141597,1461153,843555,6643,124956,648449,691833,2625460,109695,495,322,127,105195,50137,108613,3581
70594,70586,0,69735,69254,239,3874053,2141447,1359245,783840,6649,121659,628067,621270,2364115,111856,532,312,252,104775,49990,111926,6848
68679,68828,0,69614,69326,217,3831432,2281597,1532676,880472,6660,122867,636819,631176,2412948,111888,385,272,112,104420,49859,111160,6696
69473,69753,0,68932,68979,196,3596049,2145390,1358400,784637,6642,114500,640796,629886,2385628,105977,507,365,142,99103,50035,106146,6900
68923,68913,0,69274,69199,263,3828780,2415823,1525137,875600,6607,121199,628085,621322,2368190,103423,409,324,79,98777,49997,102705,3675
68693,68389,0,68613,68775,182,3600987,2142038,1360024,784768,6661,116924,638145,635118,2424183,102945,509,325,176,98077,49732,102067,3586
69855,69931,0,70211,70140,266,3895795,2307852,1455001,835662,6577,113753,593428,585249,2224427,105675,360,255,95,102726,49934,107498,3642
75057,71444,0,68237,68387,215,3803631,2266083,1436000,826483,6574,128504,665796,695199,2721171,127918,2273,1580,1426,135877,63898,133857,4668
68919,69785,0,69674,69623,256,3861687,2308631,1469377,780463,6620,114395,594785,588754,2232078,102573,373,254,115,99450,50119,103907,3613
69635,68806,0,68879,68746,192,3850822,2284517,1447193,831843,6612,128678,662892,657010,2375799,106519,396,311,88,101645,49867,106372,3853
68536,68372,0,68775,68467,192,3594374,2142590,1358959,783197,6650,114533,594916,589340,2238006,106347,359,261,122,99925,50284,106581,6356
69589,69281,0,69759,69845,244,4271178,2547056,1596689,848914,6637,123136,634706,589850,2237739,102495,342,237,102,98698,49906,102186,3561
67673,67798,0,67991,68033,242,3566759,2126886,1431687,824195,6585,120805,626222,658548,2539566,105413,437,309,108,101613,49861,104432,3535
69658,69689,0,69538,69310,218,3849515,2139036,1357129,782566,6635,114140,595297,588646,2230553,108857,379,266,131,105232,49906,108623,3625
68631,68735,0,68658,68371,204,3848824,2287350,1535457,878282,6586,121185,661418,654172,2497000,109002,385,314,96,104662,49617,108150,3548
69178,69092,0,69166,68661,205,3590290,2140340,1358654,783534,6626,113890,593573,586709,2232403,108493,394,273,159,105517,50072,109225,3631
68970,69082,0,69800,70149,284,3908877,2522867,1591411,906771,6511,121523,626815,619813,2355290,107643,358,232,125,104631,49737,108546,3595
69241,68627,0,68462,68593,230,3595689,2141935,1358007,785295,6632,114759,631225,625207,2382377,109161,538,348,206,105336,49957,109550,3611
69315,69257,0,69599,69775,206,3832481,2291122,1457558,842160,6609,114587,596435,589288,2232805,108632,385,283,121,104885,49918,108764,3604
68632,68857,0,68433,68194,244,3895674,2310720,1462166,839602,6637,129203,662767,654597,2367145,108523,420,282,148,103683,49176,108009,3637
69006,69452,0,69142,69346,260,3803723,2263157,1438834,781774,6619,113925,592366,584508,2215846,105917,382,225,160,103316,49799,108279,3598
68934,68683,0,69031,68809,259,3895616,2338824,1479166,915943,6641,132130,675292,625532,2376174,108936,395,212,137,104890,49838,108705,3563
68388,68460,0,67919,67822,221,3563483,2123039,1348575,777464,6599,114098,594360,589028,2379122,109548,613,375,304,105459,50349,109205,3582
68617,68884,0,68728,69577,222,4071138,2437322,1458066,840201,6594,124324,591928,585635,2220192,107987,411,275,118,103602,49568,107166,3598
69457,69810,0,69134,68275,132,3970842,2600280,1814779,1048816,9221,144146,790568,815127,2961538,119855,1043,502,165,104365,50161,110989,5570
69011,68957,0,69338,69305,257,4029065,2270933,1441030,830308,6622,114155,594668,588329,2234315,109955,375,270,116,100816,49548,111632,9980
68159,68623,0,68662,68882,202,3601477,2145193,1482743,852742,6643,124020,681410,668446,2541893,111502,379,257,122,100703,49352,111079,9972
69892,69560,0,68784,68771,250,3578978,2134108,1350823,779964,6605,114252,594112,588406,2234267,110810,361,249,142,104278,50035,112002,6831
68425,68482,0,69335,69256,247,3820175,2420332,1541976,891588,6613,123176,640890,637364,2440331,111924,330,262,77,104526,49637,111220,6763
69511,69129,0,69042,69310,232,3587540,2132479,1351524,780096,6624,114367,632948,623267,2371555,111981,428,300,145,104273,48848,110854,6806
68846,68937,0,69348,69397,280,4035379,2404067,1526801,878969,6615,121514,628183,623224,2228498,111708,344,277,70,103822,50112,111650,6810
68562,68974,0,69140,69138,254,3592134,2141561,1364392,785950,6646,124647,638004,628478,2553251,109724,440,282,120,104686,50078,109769,4636
70624,70083,0,69537,68530,269,3849050,2286430,1357459,783164,6645,114374,596036,589899,2237229,108344,338,229,101,104506,49982,108464,3661
68101,68416,0,68151,68447,292,3799467,2267589,1443850,886136,6580,131466,681431,633711,2426089,108816,430,298,108,104445,49418,108035,3558
70061,70076,0,69400,69378,175,3589776,2136668,1465310,840561,6607,122164,631838,622374,2507254,107264,415,277,150,103881,48857,108277,3637
68303,68632,0,68563,68938,303,4027352,2404080,1464786,873790,6625,127965,625930,621248,2370822,109003,424,282,113,104995,49961,108607,3616
69105,68992,0,68909,68994,222,3603826,2149529,1364927,789468,6678,114960,596540,637289,2416505,109328,411,260,171,105631,50266,108980,3550
70390,70181,0,69880,69604,288,4144947,2293831,1447792,830510,6607,113978,592887,586123,2228522,108456,330,218,113,105133,49906,108830,3601
68550,68528,0,68747,68718,197,3617181,2152084,1448931,837454,6657,122961,679782,676905,2609137,109770,402,255,128,105013,49848,108203,3527
69819,69917,0,69458,69150,277,3592707,2134610,1358016,783703,6635,114621,596728,588682,2232356,107691,330,255,125,104319,49366,108646,3664
73959,77524,0,83275,85012,704,5518939,3549095,2361750,1327314,8170,180813,1047293,1052938,4209861,94823,2776,1124,912,97753,47905,108535,3707
31063,31591,0,32602,31835,814,13031562,8237100,5198571,2844124,1716,336326,1775492,1740095,7624548,48079,7302,2870,4374,32657,17661,45775,7577
30870,30961,0,31194,32082,801,13812408,8649785,5643937,3056412,1848,363093,1900597,1886498,7985599,49048,6055,2370,3788,34604,17229,45465,7527
31376,31352,0,32352,32099,842,13968780,9083429,5905434,3195802,1896,366168,1917602,1906105,8087357,48689,6237,2355,3945,35432,18768,47694,8094
31950,31608,0,32227,32328,946,14194701,9046944,5864420,3136125,1880,366373,1938421,1945471,8182229,52461,6709,2557,4167,36429,19045,49408,9463
32324,32160,0,32331,31934,787,14180462,9149437,5946453,3216874,1918,374761,1966951,1951021,8292286,50238,6355,2506,4038,36055,19018,48034,8374
32966,32769,0,33022,32801,860,13813392,8682396,5631169,3055132,1860,369143,1936382,1922912,8162656,51110,6626,2596,3979,36398,19373,48833,8058
31166,31482,0,31976,31960,838,13460887,8690140,5629894,3014875,1841,353809,1867510,1829841,7843523,50094,6326,2569,3885,35779,19699,49862,9046
31166,31094,0,31104,31600,826,14123420,8998929,5838383,3163260,1900,389355,2029895,2011743,8316804,50787,6350,2447,3962,35754,18860,47857,8017
11726,12140,0,12035,12129,113,2332001,1854421,1421036,875397,727,125708,662387,655536,2775622,19760,2249,860,1097,10184,5286,10006,1129
18738,19330,0,19170,19171,310,5764716,4008578,2845614,1549031,1032,201040,1106782,1110498,4540747,28968,3484,1264,2050,17566,9022,21665,3809
31906,31873,0,32133,31778,796,13753887,8786021,5797050,3167041,1915,383699,2006779,1984837,8552932,52542,6771,2494,4218,37100,19670,49210,8001
31961,32140,0,32119,32040,883,14656352,9291175,5858421,3168754,1863,376483,1975990,1924871,8028701,48880,6208,2383,3820,34684,18302,46392,8035
31262,31536,0,31672,31755,826,13609499,8659366,5625829,3118180,1852,366725,1930062,1975597,8830378,54075,6525,2434,4030,38069,20109,49888,8023
32885,33156,0,32820,32236,880,14760858,9181066,5965477,3218174,1906,381546,1999469,1933525,8205018,48932,6119,2340,3784,35555,18118,47545,8124
32386,32464,0,31944,32006,814,13676503,8744655,5743638,3093132,1848,369621,1937606,1966418,8314683,50268,6190,2359,3917,36480,18963,47930,8169
31696,31719,0,32428,31996,841,14360797,8998381,5906603,3204669,1891,375896,1970225,1964633,8353476,50406,6411,2360,4075,35396,18557,47853,8423
32251,32595,0,32161,32089,834,13842974,8843877,5745663,3098152,1865,371154,1990528,1975475,8371015,50464,6240,2371,3888,36359,18631,47815,8168
31956,31825,0,32862,32737,873,14354988,9116758,5913698,3193506,1866,369331,1944088,1926064,8187239,49462,6252,2360,3955,34682,17720,46614,7994
31261,31262,0,31375,31319,795,13941112,8757730,5675277,3062672,1851,362206,1947523,1933322,8203318,50307,6308,2315,4069,36074,18116,47442,8155
32751,32450,0,32995,33063,801,13973324,9071127,5890140,3189711,1867,376431,1976125,1962475,8316429,49973,6332,2308,3934,36186,19497,48364,8269
31919,31493,0,31862,31895,885,14424172,9161354,5938658,3214650,1846,384396,1964742,1953758,8136547,49618,6259,2310,3977,34294,17935,48474,8654
32071,31782,0,32567,32976,838,14068968,8966182,5827241,3155057,1904,369983,2002507,1991901,8439428,51495,6220,2261,3971,36195,18738,48846,8564
31871,33202,0,32239,32059,855,14101150,8974641,5838111,3104122,1839,369336,1943394,1926980,8194484,49732,6021,2143,3999,35504,18436,47902,8506
31775,31561,0,32359,32383,873,14150683,9030481,5638019,3071058,1832,364051,1889669,1887229,8037833,49696,6570,2512,3960,35937,18674,48256,8445
12761,13326,0,13230,12365,36,487574,299853,193381,30494,227,3051,23859,22662,86270,3870,426,87,347,3669,2477,4662,580
13087,17911,138,26130,29745,474,3061472,2008095,1390690,735991,3532,49673,310927,151881,1121215,10512,3122,576,2122,3959,1588,7003,2206
11710,11734,0,12249,11454,991,6653928,4635845,3089334,1537317,3244,57460,933232,915041,3606012,29232,3562,1397,1458,6249,1607,13366,4627
11308,11955,0,11601,10718,983,6031290,4142632,2782826,1323783,230,5858,737360,729075,3137966,12554,2354,1292,1149,6398,1588,12158,4605
10587,10849,0,11153,11164,1048,6117991,4204863,2827506,1388546,293,27373,827360,769289,3284466,13189,2357,1140,1076,5674,1200,11237,4533
11848,11733,0,11134,10422,376,2200321,1443368,925334,435734,180,3028,255373,251957,1211702,7265,1216,607,643,4285,1934,8432,2392
11654,11447,0,11512,11252,15,556038,336626,134134,72906,166,10833,60579,14439,54894,2151,274,143,251,1528,1300,2194,414
11411,11337,0,11102,11118,3,94812,57284,38825,83427,167,10697,55637,53360,350713,4694,1586,440,925,2592,1929,3887,480
12998,12915,0,17455,19571,112,1138164,556815,366572,190253,930,13932,16059,14476,55005,2591,638,307,357,1531,3661,8429,815
10916,10916,0,11241,11604,469,2909492,2142744,1637643,777615,222,14918,256378,248306,824791,6338,1190,470,758,2599,1525,5859,3466
12772,12486,0,11110,10675,1137,6088689,4013266,2689609,1319372,235,5720,728204,717895,3079816,18410,2082,1286,1144,6278,1676,18363,10533
10532,10577,0,11061,11319,728,4649402,3026607,1999691,985065,261,13171,613827,636801,2877595,20858,2374,1294,1021,5718,1326,20308,13630
7654,8071,0,8496,8580,172,1401488,1013274,602334,161776,112,1107,84654,116980,609315,7557,2564,976,1682,3544,1642,7121,2064
11409,11353,0,10751,10657,978,5963775,3986876,2558361,1265849,253,20547,745180,736348,3012937,18884,2407,1205,1118,5606,1303,16891,10165
10778,10918,0,10990,10780,913,5676953,3915581,2632503,1287640,249,5721,719964,712916,3250570,17601,2301,1262,1087,6870,1903,16421,8591
11828,11581,0,11631,12252,909,6361851,4148320,2777945,1367581,255,14765,724771,715371,3077015,15902,2116,1148,1007,5556,1192,15214,8935
10334,10687,0,10732,10765,896,5725421,3948644,2730114,1340346,265,13222,757475,782171,3344666,17342,2392,1205,1198,6304,1672,14104,7796
11523,11514,0,11790,11945,1015,6190119,4073156,2742028,1352601,264,5734,723467,714687,3071422,15886,2093,1170,1106,6154,1603,15188,8023
11838,11907,0,11306,10734,827,5670285,3927360,2730117,1339624,262,13276,785312,775934,3309946,18058,2286,1256,1069,6210,1377,16289,9773
11321,10900,0,10866,10865,931,5704439,3931910,2631414,1287976,235,5768,715737,705842,3213199,17100,2957,1339,1689,7017,2066,17273,8250
11317,11304,0,11635,11685,513,3524837,2503125,1587273,801587,216,13741,511153,549407,2515823,13300,1864,1061,1026,5581,1343,13367,6809
11340,10284,0,11375,11504,25,129642,79173,52456,25819,150,9230,50546,49928,200834,3124,928,379,657,2386,1918,3674,499
11190,11189,0,11705,11704,22,340748,212549,143939,78553,152,1676,15291,14449,54971,2263,207,118,104,1609,1685,3125,493
11280,11356,0,11385,11027,0,417596,240079,151249,76551,165,17961,88783,84911,196138,3474,287,125,137,2060,1639,2781,503
10967,11521,0,11416,11653,7,323936,195620,128612,18989,150,1673,15315,14738,57169,2201,188,70,81,1487,1733,2864,526
7244,7178,0,8487,8540,24,732308,479365,337495,198902,304,14358,65927,60329,35221,1388,151,60,93,1003,860,1363,277
1834,1834,0,1292,1279,17,302218,186978,121063,65915,114,0,0,0,0,0,0,0,0,1605,1330,2935,642
1911,1911,0,1476,1466,19,301907,186858,121001,65856,118,0,0,0,0,0,0,0,0,1816,1529,2819,764
2160,2160,0,1502,1483,23,394624,242123,156762,85361,123,0,0,0,0,0,0,0,0,1800,1548,2844,864
1412,1412,0,1128,1119,24,287316,178208,115494,62714,88,0,0,0,0,0,0,0,0,1130,953,1801,565
1424,1424,0,1102,1092,26,288602,178952,115966,62986,88,0,0,0,0,0,0,0,0,1139,997,1745,569
1424,1424,0,1086,1076,17,285344,176958,114644,62314,82,0,0,0,0,0,0,0,0,997,854,1602,569
