br_inst_retired.cond_ntaken
129642
141072
139840
141080
134681
131714
129697
133802
128294
131120
140083
130801
138623
134128
139987
136610
140051
132226
136001
132013
133403
132594
129181
135688
131229
139044
138071
132055
140886
133935
137952
131948
133511
138183
130418
133914
138775
130000
139158
137404
129213
138776
132754
130759
137410
130645
138688
128651
129368
133091
128905
137780
139778
135320
129932
134077
130390
136112
130369
141641
133172
138113
133184
140008
132141
141055
128999
138552
138711
137932
137626
139414
139298
138262
140045
137669
138571
131725
139151
138131
140874
132583
139073
139248
140553
138098
139562
140409
137926
140294
139142
139183
132289
138994
139640
137354
137496
135381
134800
136423
136620
133531
138410
138878
135207
130332
141060
136241
139962
138966
141707
141014
134545
140610
134079
138266
141248
141769
137955
138214
140694
136157
137379
138250
138230
138833
138169
140650
138447
137266
138114
137611
133977
137815
139781
139959
141341
139665
140617
140918
136949
135507
140421
136257
138483
140417
131735
130821
131004
132113
131812
132801
133153
133268
137041
140634
131032
136971
140427
138685
137619
137466
136684
137850
139250
137438
139979
137037
138036
139846
140015
141395
139119
134211
136230
137455
133490
137891
130146
138669
135793
137819
137692
137397
137562
137436
131786
141784
140885
137985
137677
139391
136081
138817
141335
135378
135153
139958
140113
137240
133985
135769
130480
136740
140642
134325
141233
138909
140036
136311
140727
135701
134769
129029
139223
128366
134790
136053
137405
135045
135195
141151
137775
139390
138816
136843
140514
136179
138915
136216
134381
139384
134797
141287
139811
138394
138283
134657
138658
135742
139740
134667
134941
134398
135587
137272
135517
141652
129470
139204
137467
136393
138907
134287
139343
136676
135957
140992
134423
139581
134431
129115
139875
137024
141111
138473
130975
141300
136204
140246
137993
139247
139796
140091
141069
136874
134760
136983
136008
138469
137755
134445
138263
134568
133148
132157
135581
141714
135548
135196
140718
140206
138617
137366
132415
130151
140151
136037
134052
136299
136804
137595
139294
136163
135958
139437
137429
137566
133203
134723
140954
141057
138185
135530
130772
138237
135730
134541
139140
135797
141670
135034
138680
137079
138801
141112
133978
140939
134609
135334
134276
141642
131853
133159
132110
140329
129273
133050
137162
136260
136028
130454
140232
135610
134541
135446
129360
135860
135111
141139
141095
139347
140320
135504
139337
135389
136557
136153
135396
137808
134767
130942
134216
136894
133866
135713
137765
134541
133581
133674
138188
135480
139388
135966
135176
138809
135635
135108
139859
134842
134232
134145
131839
136443
137826
134991
141211
140267
136785
137296
139277
134423
134381
135452
134225
136421
135347
135744
134359
134250
131863
138548
136579
139730
134751
140874
141284
134704
136239
135258
136230
135758
137311
135948
135400
135624
136281
138517
138056
137072
135764
141687
141082
139619
139007
136221
137853
134886
133304
137992
138999
139432
139385
140395
135836
137187
138731
140749
139894
140219
136938
139000
139320
139024
141341
138560
138456
137368
140082
141095
140469
139656
141049
132439
137305
138857
138427
139614
138331
138088
137763
139459
136931
137324
139928
136492
137981
138140
138379
140319
137581
138034
138093
139506
139369
131917
141750
138848
139366
135621
138159
131482
138119
134000
137183
137906
139668
137946
131289
137903
140780
132627
140914
137886
139463
134241
136979
137567
136565
137893
136884
131096
136593
137587
133820
130198
141057
138561
139102
137849
141713
138079
140888
138694
136348
138115
135991
132212
139152
136986
137271
135847
140103
138130
136251
136391
137878
140279
137163
137484
141491
138749
137887
139315
138631
139783
137805
138518
138632
137712
137984
139211
138400
141347
140081
136349
137446
136972
136056
136961
138286
136184
137862
140416
138617
141675
135574
139345
138740
137578
139048
138919
139087
138696
134763
139204
136511
140412
134037
138782
138857
139385
138145
138483
133756
138097
139086
138411
138930
135007
138935
141288
140057
129205
140253
138801
138506
140923
141301
140882
139183
135023
134053
140300
141731
131545
137707
131383
137317
138464
131841
137868
140901
138470
138347
139221
138255
138397
137885
140942
135045
139943
136948
136875
136842
138231
137286
134320
131591
136841
137039
136176
139273
136852
136254
138740
137884
137992
136890
137639
136863
140811
141364
141550
137120
139206
137165
129758
140524
138328
137501
135610
141067
130392
136033
139416
141105
139778
137975
136750
137920
137353
136601
136201
138663
138647
136726
139201
137949
131110
137969
137453
138556
139200
137161
138759
134574
141552
139569
138319
138707
138419
139857
140165
139741
138755
137983
138132
140102
139585
139031
139027
140314
138801
138687
138286
141085
138748
138953
138136
139001
138967
139398
138870
139569
132541
139879
137943
140975
138646
139698
140894
141633
139264
139442
140977
133830
139726
138726
139060
138078
139119
140411
138598
140817
137412
139503
138275
132669
137777
139631
141783
138575
138778
138085
130421
132487
132548
137698
139336
138366
137437
137908
136547
131219
137063
137783
141119
138648
137891
137034
137061
137902
137702
137282
137420
136953
132913
136873
137467
137588
136550
138716
141732
138027
134740
141249
136202
137495
137574
138315
140616
138872
137780
139385
137395
136848
140822
139197
132293
138000
139475
134586
133299
141430
138843
133871
138299
129854
139410
136983
135126
138198
139070
137936
138820
138074
137057
139864
138990
139625
138425
135113
138268
131149
138636
132308
139876
138275
136036
140116
138401
138262
138785
138482
139745
139303
137800
140650
139627
137573
138896
137966
140143
138913
138576
140646
140600
139256
135137
132036
138751
137412
141102
141633
139068
138717
138851
139867
139904
139611
137440
135366
135213
140127
138420
136700
139288
129258
138607
135060
130299
129493
139016
132520
132583
137925
137394
139755
138157
138401
137686
138515
134935
139904
138096
138404
138448
132111
137507
137613
137915
139395
135826
138086
137057
139325
136676
141397
137067
138368
137028
138491
130926
135721
140579
136846
137564
136898
140753
137074
137328
137776
139732
139039
136838
137132
138847
136003
137320
136957
136907
141535
136871
130080
138566
139401
136857
132339
135847
139832
141338
138553
136540
140351
137106
140030
137184
141184
131715
140631
139138
139887
140374
140219
131478
134253
131238
137574
133959
140551
132284
133699
130888
132371
131439
138672
140902
138719
139829
140724
141419
138383
138431
138413
139833
138906
140050
140386
139266
140986
135361
139757
132656
138852
138932
138855
140081
139821
139482
139197
135827
134277
138273
140312
139284
140919
139583
133619
138262
141085
138167
138698
139994
139605
138267
141589
139715
140350
136984
135729
140139
137797
137994
137062
130264
137000
137966
138718
138716
140215
141754
138086
138235
139066
138025
138135
138194
137030
139147
137776
138423
131385
137582
138906
137246
135195
137461
137151
131449
136171
136807
137728
131703
137063
137156
138226
140396
136970
137133
136245
137646
136899
141232
138571
137844
138636
131258
139747
137330
136064
140597
137930
140885
140749
133856
136085
135951
140671
138465
141446
138085
141389
137190
141605
136638
138469
140200
136867
137929
137172
133976
139346
141450
138193
141740
