br_misp_retired.cond_ntaken
131
137
131
131
141
139
140
130
140
132
133
139
137
134
135
136
131
129
129
133
133
141
131
136
132
141
130
134
134
136
134
130
134
139
134
132
133
132
137
139
135
137
135
140
132
130
133
130
135
138
138
137
140
135
141
132
132
132
137
132
132
140
132
137
132
135
133
134
139
138
130
132
140
135
135
139
130
137
137
135
134
135
132
137
131
137
132
133
140
141
135
137
140
137
140
131
135
140
129
140
138
139
132
133
132
132
139
137
139
130
130
132
139
138
137
138
140
136
137
138
140
138
130
129
136
136
135
138
130
130
132
130
135
139
137
140
140
129
137
139
130
138
139
132
135
141
131
132
140
135
135
133
132
132
133
139
132
139
135
131
129
135
139
132
137
132
131
140
135
138
133
133
137
141
138
132
138
132
132
137
140
132
140
135
139
139
135
134
138
140
132
140
140
135
137
137
134
137
134
137
137
136
136
131
130
130
133
129
131
140
131
138
130
130
139
130
134
140
132
130
137
138
129
134
140
141
130
137
139
138
136
130
138
134
133
139
135
137
138
139
138
134
135
138
141
134
139
131
129
141
140
133
129
140
129
135
140
138
131
140
139
137
132
130
140
139
132
131
133
140
136
132
137
141
138
135
140
135
141
132
140
136
137
130
130
135
129
136
132
136
139
140
141
134
135
137
137
132
139
141
133
129
137
133
133
137
130
135
137
135
129
137
131
140
138
135
140
132
132
