br_inst_retired.near_return
50645
51580
49676
49058
51790
48362
51285
50079
48040
48513
47620
49888
50343
47588
48124
50796
51797
48103
48382
47754
50858
47434
49165
47141
51345
48666
47300
49066
50789
51403
48535
50490
50605
48394
49721
48150
49425
50666
47851
49428
48825
47460
47600
48415
48853
47925
48713
46882
49515
51296
47175
48858
47903
48650
49878
47184
51699
47091
50834
49251
49034
48265
46980
47176
51394
51141
50856
50456
51177
51063
50415
48758
50460
48900
50980
50782
51081
50917
50445
50978
50643
50442
49660
50929
51237
50355
51488
50642
50579
50622
48059
51741
50117
50645
51261
51308
51253
47120
50956
48513
51410
50447
50378
51616
49518
49469
50029
49577
51204
50157
49804
50160
50137
50012
51018
48711
50057
48844
50465
48796
49456
50739
49745
48953
50567
48192
50329
51340
51147
51569
49296
51173
51592
49583
50755
49910
51132
50690
51390
50684
50475
49669
49248
50690
49850
48547
49942
51164
50924
48866
51430
48090
48923
48646
48315
51336
50454
49174
50612
50647
50671
51036
50609
51400
50915
51446
50660
47943
51547
49450
50433
51286
51524
50242
50449
50863
50866
51244
48763
50572
50880
51232
49339
50984
50915
50857
50522
50299
51188
51718
51169
50197
50452
50505
51286
50848
50154
48300
48813
51420
47235
49515
50512
47382
49602
49081
48829
49585
50470
49346
50122
49345
51500
48936
49617
49944
48937
47268
49936
49340
49366
48761
49086
50343
49028
49644
50344
48861
51549
50420
49746
48998
48871
50690
50443
50547
49336
50713
48587
49939
49698
50620
49270
49066
50081
49357
51498
51059
51041
49423
50211
48249
51040
51004
48916
49041
49248
49584
49178
48823
50209
50083
50830
50303
50248
50405
48895
48192
51088
49102
48440
49034
51475
49556
49892
48924
48996
49976
50666
50779
49549
50577
48950
50540
51096
50812
50653
51356
48087
48821
49140
50186
51212
50317
51229
50465
48917
48463
51295
51215
50815
49243
50212
50858
50282
50514
49859
50483
51333
50779
50139
49852
47350
49466
48422
47455
47387
50732
49878
48821
51365
49246
50763
49466
51448
50355
48588
50108
49031
49842
51471
50428
48878
51414
49802
49788
50922
50542
48278
51800
48935
48190
49765
50147
47539
51659
48312
48253
48019
48307
47827
47879
50266
47566
48146
49712
48668
48463
48210
47814
48043
49273
47055
49068
48405
48394
51490
51518
48731
49063
49684
48926
48540
50400
51252
48252
48965
51190
47892
49403
51707
48614
49021
48629
49435
48580
48781
49184
48553
49158
48777
49544
48575
49232
46902
48297
48873
48463
48441
49009
48819
47153
47138
48230
48167
50666
51474
49538
48593
49499
48936
49306
48916
48580
48342
50693
49521
48822
49943
48390
48763
49287
50048
51660
49057
48888
48227
48173
50509
48967
48431
48306
49025
49078
49090
48332
48893
50774
47981
49693
49629
48798
49153
50818
51003
51776
50980
50960
49381
50153
51467
49239
50034
49275
51248
51232
50868
51245
51651
50820
48478
51198
51477
50921
51240
50828
51063
50765
51185
51521
51078
51220
50872
51668
51321
51240
49036
51676
50752
48200
51583
51390
51340
50684
51578
51263
50809
51325
50826
51731
50073
51121
51630
51033
50480
51421
51236
51208
51113
50828
51730
50148
51343
49434
48830
50444
49477
50577
50838
50972
50761
51020
48266
50268
50792
50936
48638
50918
51231
48095
48484
51421
50357
50876
50990
48441
50897
50768
50867
50855
51271
49994
50890
51084
49725
47071
49743
46988
49091
48917
47763
47060
49344
51774
51085
51072
51174
51061
51194
51120
51783
50786
50977
49514
50804
50968
50695
51026
48383
50942
51576
50890
51054
51498
51028
51020
50865
50565
50865
50966
51243
50928
51738
48367
50540
51348
50903
51269
51055
51029
50790
51137
50615
51348
51208
51625
50848
51148
50883
51118
51281
48950
51055
50124
50399
51001
50507
51431
51067
50597
51022
51478
51155
49195
51429
49725
51419
48101
49930
50975
51191
50795
48647
47170
48294
50999
51145
50520
50051
51616
51275
51230
50552
51652
51648
51150
51621
49063
51478
50718
50891
51375
49954
51142
50974
51088
51248
50734
50482
51233
51083
50750
51705
51333
51230
51148
50937
51804
51319
51216
51284
49431
50507
51143
50962
49183
50668
49642
50950
51142
50665
50402
51238
51759
51100
50455
51156
50675
50857
50694
47388
47514
47196
50671
51039
50695
50797
51103
51138
50875
50695
48672
51264
50931
51429
48850
47827
48375
50837
48991
51177
49612
49638
49811
51629
49321
49091
50562
51061
48646
50789
49797
51099
48453
51009
50635
48470
50594
49792
51321
50244
51279
50953
51021
50311
51112
50890
51535
50683
48318
51166
51028
51233
50600
50859
50757
50797
50821
51243
49777
51365
51319
50756
51003
51291
51243
50673
51039
51062
51251
51253
51180
51095
47709
51135
50850
51503
49686
50544
50967
50495
49133
51237
51790
50905
51002
49343
49586
50802
50967
50667
51241
50224
50760
49271
50973
48150
48114
50608
50315
51163
51340
50838
51139
50775
50898
51266
49916
51086
51692
50988
50555
49791
49715
47128
51670
50733
50848
51218
50401
50969
50837
51243
50980
50457
51453
50986
49733
51078
51403
50768
50595
51000
50877
51124
51000
50925
51070
51436
51268
50762
51340
50937
51054
51275
51446
49298
51415
51338
51009
50907
50940
51087
50513
51171
49732
50461
