br_inst_retired.cond_taken
74291
76886
75073
74687
79753
79107
79453
80683
77582
76231
78791
76322
76954
74907
76334
73877
79933
80811
77359
77696
80192
79688
78437
78110
80884
76224
77708
79948
76529
76014
75895
76039
77281
74001
80961
76390
79704
78879
77066
74074
78574
79708
79059
76963
80563
79327
78220
75212
74237
77599
73573
77449
78568
80340
78173
78386
76547
79728
80096
78936
80390
77394
74681
77400
77709
77267
81108
80964
76870
77188
77099
78034
79002
75773
79929
79630
79575
80780
79983
79250
79427
79590
78237
79549
80998
74584
79364
78098
80130
75127
79344
79216
80058
80878
79214
78892
78481
79787
79599
75631
78245
79281
79002
79447
78362
78368
76456
76777
80940
77969
77066
76147
80280
78935
80732
76049
77920
77279
79171
76967
76340
75971
76026
79198
77407
76641
73619
76307
77912
77117
77225
78454
79472
77833
78619
75985
79144
78822
78591
77557
78832
79518
76136
79035
78585
79107
78724
79654
79364
78188
75135
77710
78277
77782
81043
75707
74940
80359
75200
75300
75858
76154
76190
78092
81062
78876
78632
80076
78154
75191
79758
78635
78225
77951
78171
79069
80802
78918
79670
78253
79142
79114
79414
80880
78463
80351
79125
78345
78994
80857
77495
79163
77143
79806
78532
73511
79241
78887
78288
80991
80179
78929
80327
78216
78083
78255
77806
78499
78209
79336
79068
79081
80789
78673
77236
79218
77460
80940
79818
77241
73985
77820
79348
77857
79072
80768
77322
80132
76781
76378
78938
79026
76723
81068
78273
76383
81027
78301
77995
77813
78387
76380
80976
76353
77919
78217
79389
77610
78489
79974
78620
76251
76638
79616
76192
76498
76123
77805
75925
78931
78449
79458
79632
77355
76892
76157
76973
76718
77606
76137
76070
76006
76118
81038
76779
79245
80124
77685
80977
73671
76793
76860
78924
77539
78838
80360
79286
80779
77529
76173
80615
77122
79648
76989
80284
79684
78372
77074
80025
75089
76501
76220
79145
78067
76403
78892
77945
74735
74239
78974
79055
75894
76444
78749
77339
80289
78014
79564
79056
77042
78479
75577
73878
80648
80160
77733
79335
78282
77081
77671
76948
76497
75953
79358
79507
76663
79729
76409
75665
74866
76100
75676
76343
77803
75621
79952
80684
78530
76892
77781
76798
75620
76922
73752
76255
78931
76079
78358
75802
75946
78517
76457
81047
77336
80371
77086
77878
76633
77749
78066
76061
73554
80208
75848
75831
76793
76651
75212
78278
80321
76957
77989
78459
76274
78519
76442
80688
77320
76359
75990
76178
75766
76174
79371
75864
76169
78024
80798
75964
77302
81024
75685
75863
80947
76455
77019
79662
76488
76440
79521
75049
78558
77167
78829
81010
76281
77472
77548
77694
77231
75666
75743
76893
76769
76861
77900
77228
77597
77321
76415
76526
76564
77435
79655
76441
78324
78332
77614
80485
76741
76506
78071
79730
79229
76439
76911
78495
78623
78180
79138
79171
80312
79918
78478
78108
77693
77727
79207
79755
80099
78512
79218
80200
79737
79750
79081
80845
79963
80351
79951
79729
80500
80150
80124
77097
79199
78084
80295
80214
80409
80731
79460
77948
75936
79709
78709
80438
80186
79877
77719
79393
78790
78967
78928
79820
79329
78977
74891
79224
76628
79048
79465
74725
78231
76016
78135
78375
78842
78523
78735
77999
75390
78555
77127
80458
77466
78903
75984
78691
78309
78526
78914
78396
78571
78486
74545
77948
77923
80511
78466
79652
79269
78529
77902
78157
79620
78289
80243
78455
78293
75094
78360
79723
79634
79713
79443
77972
78394
78796
80096
78317
80219
78269
79179
80586
79058
78751
78797
75477
78884
80230
79724
78685
78561
78985
79048
79061
79446
78093
78606
78332
78357
79417
76908
80804
79497
80314
80060
79963
79804
79358
79950
76603
79809
78193
80385
79549
79623
79797
80262
79837
76210
79830
79464
80817
73995
80826
80287
75987
79951
79925
73429
79788
79535
79754
80530
79964
76320
79395
79683
80086
74639
75397
77469
77389
80853
80331
74810
79337
79231
80377
74604
78785
78915
80742
78641
78973
80934
79108
76084
80448
80220
79426
78375
80742
77212
80703
78107
78382
80777
79019
76446
74627
80006
78455
81061
78748
80155
77798
79229
78953
78873
78102
79579
79234
78442
79003
80532
73797
80311
74551
79161
78983
78926
78500
77708
80165
80397
80628
78099
77714
78102
78203
80531
78295
78093
78471
79153
77958
79101
79368
78798
78832
76536
80150
80849
80236
79996
78682
77542
79083
80564
79321
80250
78378
78145
79901
79451
79929
77894
80392
79852
79187
80249
80659
79640
79599
81044
81065
79969
79723
79599
80206
79855
80170
79696
79945
79840
80140
79793
80078
81057
79485
76535
79848
79891
79820
81081
79840
78334
78310
77916
80109
77675
78781
75214
79203
80258
78395
79092
79056
79261
78901
79741
79173
74090
79670
76669
74898
81016
76471
79042
78472
79555
78423
78738
74401
78049
78619
80777
78120
78595
78235
78278
78664
78215
78609
78281
78600
79787
80185
80419
79608
74447
78827
78064
78275
78255
78625
78989
81012
78323
79520
78497
79838
79188
79066
79266
78941
78089
76525
80776
79421
74966
80953
73786
78344
74042
79960
75148
79470
76666
79419
79036
78820
78227
79791
79662
79652
79640
76586
80294
75089
79941
79817
75781
80013
79571
80227
79594
79843
79558
80370
79767
79694
80495
79919
79179
77182
80200
79999
80872
77026
79339
78052
75374
80554
79982
79578
79866
79588
78570
79612
79791
79854
80060
80043
79783
80224
80950
77260
80218
78600
77845
79571
80047
75209
77139
80022
80739
78935
80821
78385
80019
79157
74756
78870
79394
79869
81004
79204
79432
79013
78860
78594
78585
80220
77513
79235
78323
78813
80953
78294
78429
78844
78415
79236
78764
81088
77549
80430
78005
78956
80297
78418
80881
77837
81057
77737
79716
78245
77981
79902
78260
73842
78105
78761
77583
78357
78237
78980
80825
78431
78092
80573
79520
80100
81091
76892
78936
76644
80469
80672
77228
75421
80752
75622
79246
78965
80412
80102
80559
79430
79318
79524
80044
80192
80234
79789
80272
80148
80083
80906
80227
79886
80350
79945
80173
77203
80408
77956
76124
80004
80280
80737
80126
81025
76334
79227
80229
80594
79792
79569
79886
80236
78480
80126
78523
78174
80944
78635
78907
78748
78272
80660
80555
78663
80287
79171
80998
78382
78849
80644
79063
79219
79221
79025
79351
78148
79448
78980
79046
79689
79028
80519
78462
74300
80040
78370
74758
78513
79693
78189
78119
74429
78741
80307
78285
78905
78060
78313
80458
78156
79573
78711
74200
78495
76469
80660
78562
78162
79690
78542
80908
79091
77896
75109
78246
78518
78258
79215
78824
78746
74321
78706
76542
73845
78392
79007
80859
74093
