br_inst_retired.near_taken
204920
197290
211803
197788
211700
210079
206085
211831
211733
212511
203921
204284
202056
198710
211773
196486
202023
198607
204299
194795
200244
200120
202180
207523
199831
205177
205443
211072
203532
198598
208930
207148
201489
202057
197636
205517
206354
203453
206817
198782
208509
198816
203356
205520
202510
206534
195507
208115
198983
209071
208152
204889
198323
198607
197847
199339
202982
198775
198558
199084
200933
207524
209072
210211
209959
199329
209247
208456
201468
210152
211222
208837
208640
208024
198798
208506
211271
211297
207820
208094
206816
198252
207045
207182
206623
200857
208656
211515
204803
210561
209238
209462
199373
201033
211123
205390
206935
213218
201722
203391
210594
201621
206778
211716
212777
207911
197546
206340
202364
208014
200664
200603
208741
208222
200865
201312
207458
213082
207090
210127
209352
194928
210233
209467
210878
197629
211556
202806
208950
199564
209773
207436
205591
204033
208846
209041
197380
203168
206244
205617
201341
198343
197378
208354
199403
205741
200387
211514
211521
208281
210432
208216
208433
209611
208094
204954
208515
197095
205805
202046
212643
207398
206338
210498
208222
210431
212893
210691
212674
207334
202580
208353
196280
209687
207441
210587
209117
209297
208535
206251
207694
210315
209295
207654
199663
209283
211709
207449
207528
208980
198358
198413
213027
204950
207170
200376
196225
210443
208914
193884
204390
201571
202680
209558
207671
204766
211240
199804
210862
202506
208096
204893
208293
208488
202695
194940
211199
212024
202901
204195
200658
205824
201815
200611
204278
212831
202195
206303
207273
209927
201569
206603
206755
210742
208044
203860
203860
199847
199934
206189
204304
208205
201631
206526
209425
212059
201555
193350
209170
210753
212764
197082
196449
202013
201129
201693
202938
200491
200817
206784
202362
200423
209575
209895
209960
202045
207117
210278
205472
197361
194168
202759
202980
204610
201796
209839
202417
202426
212656
206667
210625
204052
207914
201918
206508
203928
196422
201042
203244
201948
200957
212232
204535
209862
209606
201689
204664
207766
210755
207245
201257
199265
205792
203347
206663
203699
207139
201703
208113
206261
206948
208867
200377
194052
203277
200670
206836
209354
211368
212744
206242
205672
200792
203915
209026
202034
207609
200148
208383
211342
213188
207735
212179
199610
209907
206332
199073
206756
200979
197285
209890
199992
198574
199375
212757
197098
200869
198939
211977
204049
195039
206195
199737
193564
198999
201213
202784
200650
211441
199924
200338
206749
206133
200221
211301
203669
203553
213126
203929
209895
204747
200444
201271
202161
200125
198937
199895
202510
210868
202144
199131
209391
211541
208427
206515
200384
203859
203063
213092
200154
200261
200891
208470
202622
204610
199252
199006
200742
211237
211979
201808
206774
209067
200153
205148
201796
198035
210738
210614
202118
211930
198951
210268
200290
193672
203524
201588
200315
211076
202951
200757
200824
201892
200866
207427
202111
213272
202391
202305
199686
203507
206816
202714
204361
200133
209239
202615
200572
213257
202003
208223
201746
201694
197657
202071
204212
205547
207314
208144
210018
202992
211481
208726
211651
213269
212947
204828
206839
212880
212235
212818
203655
213207
212385
213029
207129
206806
201564
209404
213289
208826
211715
211762
208903
209399
211042
210034
209679
210442
208404
208335
209937
205952
209622
211138
198299
210007
211456
211127
211400
211487
208909
207581
210225
206169
207768
209563
210511
209201
209184
209323
208485
209642
209579
207853
203346
204447
210083
212783
198434
202312
208352
208429
208070
208807
211305
209943
204790
212830
199483
210103
210623
208295
210377
198704
199801
209507
204267
211351
197421
209852
203515
209648
209440
208556
209765
209796
213177
212803
209308
212495
212900
213196
213059
205138
206691
213274
212059
208080
198687
210201
199728
209373
199469
208398
206792
201927
199770
208348
208606
210030
212308
211655
209420
212219
210550
210921
208610
212130
209216
210703
210187
209533
201889
211039
208102
197871
212937
211254
209617
208517
209404
210232
207772
208718
208513
204268
207132
209664
208868
209917
209527
208324
208252
208729
209279
207934
207304
211658
208502
210187
209500
212267
208923
211211
208288
209203
209216
207381
212183
210668
210325
208653
204710
212588
211274
206680
211135
209089
213309
208120
210702
210808
210476
199918
212674
200036
213221
211144
212231
213206
199260
212496
204017
212633
213193
212031
212364
195209
208564
209809
208286
206499
200229
204781
209670
210845
207929
205539
211603
210815
210112
210873
211161
209530
210120
210997
203488
211401
207797
210897
207673
210888
211301
208793
212823
209775
209762
207718
209864
209051
208546
208247
209101
209612
208864
198779
208997
200961
213293
209097
201539
209369
208797
208674
200207
207433
209167
213027
210098
209119
209546
208529
212003
213214
207402
197502
212747
207429
209780
210745
206849
209899
209881
208936
210281
200957
201717
208299
209715
212428
210360
207772
209999
211300
209233
209515
211018
210577
211871
198395
210828
211017
213271
212941
213312
212562
213218
213273
212260
198019
201044
200154
198867
201529
209649
212953
211466
209392
208394
206610
199781
209079
212460
204741
209594
209589
208233
199025
211040
211753
206121
210117
211752
209780
200089
209196
207530
207566
200871
209415
210481
210331
208989
209028
208316
212529
198501
209395
208861
202432
210277
205875
209046
210221
209659
202907
210073
208702
210884
208113
208211
208996
208717
209704
208470
208800
202882
208844
209781
209417
207131
200200
197740
212024
208821
208735
200727
210775
203147
208834
211447
209751
200120
207814
202982
204488
195193
209896
207023
209910
211611
210114
207645
207478
213043
208699
211994
209070
212863
208235
213212
206848
208568
203105
208956
209161
210017
209771
207181
197755
211363
210928
199127
208394
208720
196202
210510
212574
210729
207865
210413
200432
211247
210156
209655
210581
209677
211756
209962
201925
209360
213034
207150
212455
208158
208598
210424
208674
213248
208578
208703
209064
208842
209938
208669
207877
212308
209418
209086
194920
209252
209087
208101
208945
208888
209273
208645
212716
210097
211201
199473
203374
213281
208410
207060
210459
208646
208875
209491
209365
210443
212767
210410
210462
210317
