br_inst_retired.near_call
50645
49676
49058
51790
48307
51285
48492
50079
48040
48513
49888
50343
48609
51821
48620
47950
50358
49964
48834
48382
47756
50858
49167
52036
51522
48483
51941
49066
50789
51404
48535
47897
50490
50605
48394
51885
49721
48150
49425
49563
51811
52329
50666
47851
49428
48825
48415
48853
47925
48713
52590
49515
52582
48912
49878
51699
50834
52064
49251
49034
48265
49589
52687
52059
52598
52157
52480
50256
51355
51382
49827
51758
50481
51974
51861
51940
51295
51146
51177
51206
52457
52692
51353
51541
51461
51458
51916
48945
51351
51460
51836
51373
52134
52179
51555
50323
49416
51574
51206
51527
50821
51234
51107
50784
50395
50687
49462
51015
49715
51026
51141
48105
49622
50943
49624
49583
52723
49784
49697
50838
50399
50803
51659
51319
52059
49849
51563
50149
52290
52012
51571
51100
52166
51592
49419
49835
51465
51522
50372
51558
50496
51519
52104
49384
51046
50929
51945
49661
50087
48235
49384
48941
48752
51257
49634
51675
52432
51898
51471
51709
51086
51776
51394
52401
51674
52127
51077
48763
49926
51326
52434
51728
52162
51568
51435
51576
51292
51764
50407
51371
51024
51484
51862
52523
51779
52123
51746
51405
51893
52079
51401
51315
52068
51284
51306
51111
51433
49133
51916
51764
51811
51686
50154
48300
48813
52231
51420
51878
52149
51716
49956
50401
50267
49707
50279
50739
49810
50538
49852
49849
48180
49922
50515
50289
49977
52615
49969
52397
49959
49766
49983
52089
49862
50067
51587
51256
50265
49516
51583
50340
50150
52526
49979
50646
50272
52266
51469
51759
50407
50340
51937
50660
49729
49916
50002
50766
52172
50046
49684
51090
52493
51360
51779
49680
51204
51251
50661
49782
49276
50337
51811
49760
51950
51882
50066
52171
50728
50427
50893
50780
51095
52469
49999
49663
52052
49836
51686
51501
50001
50031
51396
51717
51110
51203
49578
49716
50083
50430
50240
52416
51481
52077
51818
51832
49865
51382
48975
51746
51143
51115
49512
51012
50195
50128
51034
50727
52362
51804
50395
49594
49646
52195
49949
49727
51065
48410
50828
50768
50069
50785
50104
50387
51733
49481
50212
50686
51039
51118
50029
50803
48654
51687
51466
49071
52157
49284
49285
52292
49809
48190
49767
52657
50239
48436
48189
51090
49219
52271
49043
50153
49311
48798
49806
52718
49796
49303
49932
52044
52078
48718
50221
52157
48683
52618
50197
50354
49717
49312
52558
49289
49943
49977
48990
50758
49104
48253
48802
51380
51181
49365
49024
50838
49769
51259
49584
51241
49278
52038
51752
49651
50356
49758
51041
50774
49216
50113
51023
48876
50210
52296
49448
50160
52122
49257
49750
50432
49366
49668
49926
49394
49303
49000
51001
49228
51819
51701
49491
49978
50845
49539
50229
49030
49455
49212
50466
50034
52286
51486
49223
49908
51537
50960
50220
49782
49315
49121
51575
50944
50490
51234
52266
48986
52209
49958
50584
49511
52309
49917
51399
52016
50632
51046
49705
52457
50207
52010
52582
52195
52708
52657
51843
51813
50104
52170
52400
50951
51806
49365
51581
51753
51933
51706
51524
52023
52406
50211
52499
51866
52025
51803
51951
51671
52732
52038
51190
51507
52231
51498
48960
52407
51959
51809
51614
49684
52470
52162
51659
52292
51989
51676
52086
52116
51347
52643
52163
51357
52340
52194
51871
52011
52589
52018
51980
51992
50730
51706
52098
50403
52517
51731
50353
51677
51787
51690
51880
52235
48266
50268
51678
51829
51545
52136
48898
52209
51782
52317
51269
52064
51749
52038
52728
50689
52189
51860
49628
51790
52081
51721
52394
52297
52267
51895
51912
49725
49745
49091
48917
47763
49346
51812
52015
51919
51978
52063
51936
51800
51805
51885
51774
52689
51633
52055
51678
51902
51689
52031
52635
51858
52138
51578
51751
51864
49455
51831
52197
52581
51866
51874
51932
51771
51816
51995
51792
52181
52058
51792
52167
51689
51880
52064
51536
51804
51474
52595
52046
51803
51800
52162
51591
50644
50139
52444
52264
51293
51444
51906
51977
51933
52039
52319
50094
52441
52339
52304
52318
51324
52227
52478
51769
48647
48296
52478
52044
51681
52033
51495
51233
51953
51736
51771
51583
52179
52132
49969
51690
52314
50561
51768
51791
51987
52294
52440
51633
52304
51838
51988
51736
51652
52120
52098
50958
52166
52215
50286
51478
49453
51857
51556
50360
51525
52305
51835
52103
52178
51260
51375
51290
52157
51526
52155
51246
51638
50527
51561
52153
52452
51589
48107
48094
51866
52370
51884
51661
52011
51681
52039
51919
50229
52051
51776
52294
52495
50916
51055
52103
51806
48436
51782
51553
51546
49526
51714
49591
48497
49766
49609
52094
49612
49638
52013
49811
51629
49321
51481
51950
51472
52652
50638
51726
51808
51527
51452
50685
52305
52354
52298
52331
51107
51859
52044
51773
52694
52008
51769
49361
51997
52713
51467
52020
51657
51171
51767
50107
51698
52131
52171
51320
50995
52118
51693
51884
51486
52552
52163
51931
51907
51954
51994
52024
51705
52506
51444
51829
52277
51888
51241
51795
49904
52273
51842
51888
50542
50450
51694
51737
51682
51011
50457
51790
50349
49881
51590
52042
52024
50283
51183
51429
51659
52111
52037
51859
50845
51964
51106
52145
51451
51880
49791
51670
51024
51525
51753
52166
52599
51876
51343
51856
52371
52226
51878
51978
51177
51694
52029
52512
52079
51853
52174
51501
51744
51794
52002
52110
52547
51884
49365
51399
51899
51871
51402
51731
52375
50234
52169
51285
51603
51895
51791
51880
51706
49220
51411
52573
51928
52298
49285
