l2_rqsts.rfo_miss
489
495
476
480
490
500
480
495
490
500
468
492
477
494
465
490
475
485
505
495
487
492
467
463
484
482
480
477
507
502
472
499
477
502
507
490
470
505
505
485
490
497
467
473
497
507
500
465
465
465
500
479
495
465
500
485
490
500
465
475
474
472
463
488
470
485
470
480
485
485
505
495
485
480
495
480
485
475
480
500
497
501
480
470
500
480
495
500
505
507
485
470
485
480
505
465
473
485
480
505
477
482
472
467
472
490
505
475
480
495
500
465
495
487
470
485
495
482
475
470
480
475
480
480
485
465
485
495
475
480
475
485
470
476
495
474
