mem_load_retired.l2_hit
21773
20562
20564
21129
21022
21346
20969
20803
21405
21435
21285
22010
20909
20895
21112
21172
21202
21278
21615
20896
21277
21180
21060
21135
21360
21366
21442
20752
21278
21375
21240
21481
21329
21525
21007
22343
22131
20782
21623
22575
21479
22096
22050
21605
21290
22058
21398
21149
20910
22238
21352
22118
22111
20984
22081
22119
21209
22075
21135
21518
21885
20969
21473
21163
21893
22306
21165
21442
21255
21247
21976
21179
21080
21113
21249
21518
21334
20932
21556
21173
21473
21223
21329
21375
20812
21375
21223
21519
21344
20640
21119
21022
22298
21457
21353
21459
21337
22014
21946
21299
21549
21954
22268
21337
21600
21578
21322
21090
22027
21729
21363
21810
21900
21743
21121
22073
21540
21360
21374
22620
20871
21946
22336
21788
21948
22193
22319
22080
22268
21778
21850
22304
22311
22482
22372
22238
22395
22186
22290
22447
22299
21566
21390
21074
21940
21187
21495
21352
21526
22051
21399
22263
21579
21389
21218
22193
21893
21173
22230
21639
21292
21945
22232
21405
21234
22171
22112
21420
21544
22305
21922
21376
22010
21999
21308
22608
21556
21848
21443
22078
22344
21345
21908
21744
21557
21691
21150
21495
21908
21654
21683
21735
21997
20925
22302
21390
22147
21172
22405
21349
21848
22073
21158
21555
21292
21519
21258
21496
21232
21270
21586
21404
21554
21359
21435
21451
21750
21244
21511
21262
21075
22111
21190
21097
21383
21442
22038
21210
21202
21197
20970
21563
21269
22629
21952
21090
21653
21142
21878
21781
21287
21451
20714
21061
21435
21341
21510
20917
21218
21489
21203
21142
21256
21614
21397
21052
21377
21172
21145
21030
20804
21371
21167
21233
21232
20798
21293
21265
21397
20707
21158
21164
21059
21183
20729
21068
21924
21391
21270
21064
21396
20923
21290
21102
21188
21081
21270
21352
21395
21211
21223
21120
21118
21128
21240
21353
21183
21730
21262
22189
21523
21486
21082
22441
20886
21796
20949
21360
21727
22635
21494
21406
21707
22257
21037
22592
21007
21025
21275
21197
21832
20579
22127
21833
20662
21766
20894
21225
21739
21030
22037
21435
21030
21565
21375
22517
21253
21172
21030
21390
21053
21894
21289
21997
21421
21191
22425
21819
20894
21818
21720
21735
21451
21382
21713
21442
21833
21931
21540
21314
21618
22284
21277
21225
21458
21563
22224
22463
21344
21089
21120
21742
21572
21338
21413
21712
21608
21645
21307
21698
21562
21359
21615
21578
21770
21547
21442
21488
21375
21420
21998
21400
21765
22613
21211
21900
21766
22358
22599
22156
21465
22366
21578
21563
21699
21248
21353
21517
21135
21037
21547
22276
21639
20970
21398
22638
21570
22418
21457
21405
22366
21757
21104
21330
22059
22322
22432
22460
22524
22440
20774
21165
21435
21518
20610
21286
21481
22141
21901
21796
22314
22009
21502
22013
21956
21440
21532
21736
20961
22590
22363
21841
21375
22479
21770
22174
21413
21375
21532
22583
21060
22314
21736
22510
21425
21849
21491
21608
21653
22014
22594
22635
22216
22155
22538
22455
21317
22051
22517
21527
22134
22157
22014
21742
22231
22171
21693
22178
22374
21510
21503
22403
21706
22610
22464
21720
22264
22148
21554
21436
22599
22539
22196
22186
22365
21367
22452
22149
21652
22470
21747
21547
21864
21635
22484
22276
21889
21322
21450
22496
21745
21690
21285
22245
21493
20956
21422
21675
21533
21142
20999
21340
20910
21518
21413
21292
21923
21610
21405
21376
21225
21324
21383
21352
21349
21374
21443
21481
22188
21407
21608
21532
21292
21255
21029
21219
21668
21468
21136
22014
21408
21285
21243
21449
21420
21541
22342
22290
22552
22305
22381
22514
22574
22559
22291
22576
22499
22439
22298
22306
22447
21957
22214
21560
20723
21558
22042
21479
22423
21968
21168
21053
22441
20527
22076
21495
21161
20962
21975
21776
21423
21442
21820
22080
21134
21901
21547
21515
22095
21983
21435
21207
21888
21803
21491
21414
21856
22006
21350
21724
21713
21846
21721
21756
21172
21875
21863
20519
22040
20768
21783
21361
21556
21223
21922
21217
22613
21282
21134
21435
22080
21127
21062
21542
21629
21520
21975
21442
21481
21824
21719
21060
21478
21384
21504
21795
21690
21517
21541
21681
21089
22260
22461
21134
22457
22051
22614
21406
21715
22320
21105
21361
21622
22524
21594
21835
22043
21870
21366
20916
21505
22358
21184
21879
21495
21606
22052
21683
21570
21698
21647
21637
21127
22620
21614
21969
21284
21653
21577
21608
21662
21161
21194
21637
21616
21285
22074
21593
21570
21615
21705
21495
21338
21323
21563
21248
22299
21563
21699
22066
21150
22502
22064
21593
21691
21375
21390
21691
21632
21832
22111
21735
21595
21331
21660
21945
21675
21803
21682
21734
21423
22118
21512
20535
21443
21255
21114
21308
21225
21765
21495
21505
21498
21547
21495
22043
21471
