cycle_activity.stalls_l1d_miss
137667
131985
139059
141342
135208
136648
129881
140673
132473
134459
143073
135589
133713
136618
139772
143119
131524
133022
130086
139195
142976
140708
132219
137156
135365
135485
136945
143204
136891
130601
136967
132936
134302
133039
141623
