cycle_activity.stalls_total
703712
746467
705551
759494
706330
744379
755944
771296
754763
745240
711812
736900
739234
714352
750681
711493
715149
700737
739950
733355
741072
725380
729496
752030
743519
735797
751015
758984
745303
771224
752042
739115
753500
770256
749831
741484
770383
754334
746141
771035
768931
742700
756429
727033
748162
732294
763709
766565
749382
738224
756748
757846
734424
742235
755890
733210
753943
769352
721970
772856
740730
770817
765870
756210
771283
744554
770551
772682
757759
753552
744513
742125
748374
738289
738029
734129
767775
770044
768513
752075
741903
753921
752320
760623
756355
732216
757172
742772
748508
768106
728177
769089
742056
735583
739144
768325
746867
771242
756333
757923
755795
733797
752598
753301
748564
773756
755859
745988
753776
737849
772536
769655
763160
757045
752505
705984
722952
721057
732760
714618
756166
764919
757630
769000
746061
718130
747721
729632
752081
731893
771673
756102
751792
771060
747435
760926
757491
753332
754660
748156
770917
740863
728576
731973
757568
715357
769492
771138
756279
717300
734193
736876
740614
742994
762317
757513
765695
771935
733018
758691
764753
760350
734392
748626
751812
769700
743370
738129
741408
727954
724357
726829
772676
716066
708946
733862
723097
727920
726654
730021
757968
753702
768316
732698
770586
753838
767256
767895
725533
729959
747647
761078
755289
736760
738894
734527
770431
763289
743221
745531
766312
737318
745277
708648
712712
712946
702061
723389
742796
751957
759170
734066
761925
759566
749821
750733
745807
768024
760500
740913
755470
762381
748937
746089
748310
754485
764026
772328
752021
768435
753104
772458
725382
732628
710759
772557
736616
740932
715569
748860
766355
761571
765370
752030
747048
770953
771728
765461
763022
768360
768010
742240
716083
715358
745231
761715
746066
760720
720545
713190
750037
713078
717979
757159
702413
734149
711166
772147
735531
728240
701247
736503
734404
714879
753209
772705
730868
735166
764054
771341
758019
703288
763190
724542
754257
752250
713438
705380
754705
756820
736788
754477
724031
758032
708749
713117
713456
720942
710475
762402
752854
726319
718485
700931
749188
773088
732502
749286
763394
738440
706135
752250
755080
761116
723001
718259
752853
766609
731350
769297
744618
724534
741379
707215
762384
773992
764291
720470
726961
770155
761383
745530
724859
755822
755436
730173
703079
741698
717094
772219
750757
745755
732910
743684
742451
728523
760299
766957
753607
713308
771528
734086
743126
768719
714402
737016
759808
765076
758485
744405
742438
757911
755204
752842
743964
753470
737396
741590
750560
727794
735856
750139
733065
744230
752733
755076
742001
746910
771057
746341
743049
761943
770742
745234
752856
733693
738324
748902
748886
759332
737533
700875
724113
764128
707708
721669
723640
744352
734836
712439
714383
743470
745530
752976
722362
705910
763149
752503
768722
773202
761284
766754
772128
762220
769162
769758
764641
752948
771259
765426
773860
764480
762765
754597
764851
730623
767345
728134
746268
721291
738785
764043
769326
763812
770779
767690
759313
766382
762302
765031
719643
755749
723942
769139
765516
752414
732112
759637
769725
753556
718368
763669
715425
720273
740735
728362
768641
739344
705890
769207
760518
716453
749828
725816
737075
762926
761955
755688
731930
764655
748862
763707
745966
749972
766790
748850
735678
766473
742649
754692
773383
749035
768040
768376
767309
754259
751866
753554
746071
764889
763302
750479
757813
751898
759779
739858
766969
746224
753128
756187
760499
767134
765199
761201
766727
733653
772393
774050
742984
735818
752611
747773
736177
756963
767023
715076
725388
753755
727404
713393
721443
768957
765981
745677
727487
705328
740083
772609
757215
734530
759823
765602
762561
767539
760747
770735
756325
744908
769103
753750
737828
755201
766888
762681
733010
763584
747069
773751
762966
772553
768837
773341
743217
759492
755214
769654
758869
766244
726213
750599
764366
771453
764764
771405
754282
768899
765479
756479
764248
772186
760704
752118
772238
755307
772503
770420
763048
757542
753731
769377
745265
759611
769826
767317
756198
769138
767637
770488
716092
729241
714830
733653
744097
733527
763755
736115
772424
759812
772741
772091
770810
770566
770753
764343
765379
749397
762506
773643
744324
773612
766078
756703
766218
767342
763798
767097
752069
767676
758604
768617
765131
770119
752419
772973
751619
756528
753201
758148
762532
756609
738463
751434
754869
769014
765645
772979
756853
758262
763949
744804
771027
759388
773937
771709
744687
756518
767620
760375
715855
739027
767592
768254
768213
729394
772284
762067
740956
761592
740113
752239
748285
769117
754589
732830
755945
732500
761563
770998
751736
750333
722877
760311
710460
708090
718622
706255
721980
743281
756129
706052
726129
722188
769986
728250
717750
716411
703272
771887
708055
715034
709138
715452
702550
711960
769961
743604
704255
702148
767842
748471
733365
725096
743924
738231
740595
748603
703276
714470
731378
717207
705724
744116
720149
747197
766115
748828
706037
739782
737312
724022
751810
747215
728569
747504
731626
733291
746517
737256
756457
723066
719508
761623
745459
755279
762401
740030
737162
756198
761517
759993
741462
750104
747291
744325
748230
746988
760995
760611
738936
735749
734744
753053
737757
771735
716757
758081
769178
714056
747403
719288
725952
758729
739504
737971
746611
725764
741434
744202
742436
762509
768241
754001
762574
714861
771204
743706
762822
770150
769747
749280
740990
751348
752330
733753
738377
768442
738606
766040
769961
764512
758496
769581
761777
751536
757072
760139
772674
765891
752045
769888
750126
755534
755300
766501
769494
753950
766821
758580
748367
763390
744501
772645
754832
764545
768364
769099
757941
762684
765489
750678
772729
760952
773302
766951
714557
738110
755641
733255
732287
727706
702926
772843
763452
764234
731068
729912
729184
700522
716183
769961
708774
712439
753401
769109
759418
749134
770432
773122
756365
741933
754925
768948
751627
757752
768605
755169
750943
745196
759044
757244
736819
735270
767589
747599
764721
750297
747722
728935
761037
764895
757972
773442
759344
752158
747432
737241
744025
762626
754486
762641
750982
756614
724291
764530
767609
731973
739591
752233
771875
755433
760122
756717
746865
750179
762038
765197
762520
763001
754166
735359
768131
766303
772505
751307
764761
766307
768757
773405
768908
748947
734689
732692
755009
758528
743474
746354
700516
701423
740549
704848
721900
770374
747161
760442
764058
747870
752257
766132
726626
762370
766604
713564
748735
758544
720170
705897
762024
713410
734067
729434
738212
715808
701315
727966
741728
728463
723727
766877
742389
706026
724115
707115
752433
736399
754921
752625
740938
737878
711399
726293
763690
715994
761912
727371
758420
732856
726473
703931
758733
734075
772349
702061
700942
746583
744052
765088
763918
773392
719540
714789
727882
767446
747742
719864
769117
725954
755341
768839
734288
748833
721272
773994
707900
764612
722657
763082
768195
744766
713887
704202
752223
747582
751493
738882
738670
727256
758859
773619
766516
762618
767876
773263
751886
748582
773255
752652
749395
730553
720499
723799
711096
745204
709444
713666
711463
766657
774066
711454
710027
704227
756743
739842
774043
745743
762309
759404
755993
751664
771777
757049
760200
743674
764068
742849
729284
729578
734864
758329
768633
735756
762357
765361
739388
758876
769796
729069
727547
744253
758735
740582
750040
747727
745852
734141
716025
766321
748391
768447
747615
739513
747878
754368
745972
754839
758505
762140
723792
738273
768112
724361
745467
761121
754748
753714
760706
743170
750898
769067
769010
770330
759838
737673
762306
745792
772611
760023
740819
764312
773468
759188
756243
757524
756483
753431
772053
