uops_executed.thread
827041
807847
804463
819947
812956
756306
805825
795334
816415
805283
819447
822565
805572
792902
818221
805109
791709
808923
826255
803581
822725
809999
788210
806960
815598
822383
818345
810393
818264
811857
808440
750322
826358
801347
789071
823604
800294
821654
810359
798114
821213
794642
826384
810497
783258
798120
806544
814341
788666
795271
799412
803496
818473
810360
817752
787551
808519
814460
806683
794470
812880
790414
811751
800031
806152
809863
791135
805112
807057
797202
809161
808132
823767
798205
792012
816940
813788
819452
805904
791370
807575
809301
817152
821571
817437
794242
791309
812063
801590
780122
815263
813289
811080
824803
811718
791196
796931
799506
813188
790934
812179
824716
805634
811524
796300
792029
798703
814647
801511
825816
810236
811268
795628
803759
798217
780994
808915
811885
823776
821692
808104
793032
796126
786748
801005
800942
810791
804371
810990
798799
785655
796885
805906
817926
790645
809463
798554
819240
807511
799196
798358
798498
795675
816995
771830
823979
797775
787924
811974
813982
810669
802577
821551
815175
802433
799762
806519
788833
787113
810318
822339
776544
798550
807692
811593
818592
811517
750930
798732
798961
796930
804291
794095
813339
763109
799574
821636
820426
793135
797855
822607
800362
809020
808415
799168
816581
807398
825440
808120
782879
811348
800589
800696
804175
798324
797283
805198
799740
820820
813401
809693
765206
809548
809067
820048
787547
790271
793018
809389
811290
797593
802481
797332
786920
787137
826546
813812
807427
796848
819760
810851
821871
799217
814995
806640
799849
821291
779362
818867
800698
813043
803343
813241
792204
796080
816617
800879
803064
822356
802936
824837
808119
798572
790917
787752
812409
802072
794859
782705
819993
814101
814416
826848
796203
799579
809597
795708
806926
822883
791317
807195
815635
805530
812637
786191
748803
804323
797916
818890
798703
807669
805811
796704
813903
821932
790463
796125
804501
803918
823893
812280
813739
795070
811316
793268
800546
781338
790617
807619
812614
801724
818871
825713
825628
778309
814352
795380
802746
812196
825078
799752
798136
820416
802901
809688
826080
783625
802871
812978
793662
789905
806310
815646
822063
782780
809016
788283
819602
798644
792326
799766
809776
803143
817720
801700
795111
795270
798869
817761
820332
812980
817535
806496
806564
811969
808400
803293
790409
800064
801708
803175
814341
807943
794643
824580
803442
820742
797170
806915
800362
800920
789232
798375
749654
799862
798463
812678
803444
808311
792916
806271
813141
800531
814080
786902
813260
803085
799617
794540
815913
805421
823027
806601
809139
797359
804722
813593
793579
809423
819687
802686
798774
804141
815296
809300
798998
797758
790641
819977
811861
796233
811066
802712
791142
802272
800196
824924
820705
803336
817585
818881
817741
766574
764921
799413
823040
814096
798155
801088
788477
812358
801194
802005
808420
805485
796149
802322
796853
806590
768615
797563
792583
802419
762897
811363
804903
790874
785094
797475
819718
786327
807180
789780
784518
799392
764139
807192
797480
819721
786640
796220
791697
793874
814448
809660
819915
757716
802704
802951
797437
788096
817880
793259
788094
776058
818621
819899
796532
813550
795676
812202
809515
799643
792823
800247
772659
805464
807816
798229
797823
804451
793194
784602
815065
799201
801275
810676
795854
814718
820914
787429
794922
809467
800309
813270
810398
826680
807781
817837
801293
814792
804016
818853
816559
804915
813826
823482
809017
816533
806515
798130
811903
801551
807929
801202
795996
803131
810359
805843
797454
797234
792899
815747
801199
797417
823656
813946
797617
817362
795173
785942
812290
795087
807145
794274
805249
791622
784323
815690
809437
790385
801491
823385
802548
789752
814753
803570
810313
811799
801276
812184
810538
824260
802489
814339
800604
787146
824123
794117
814372
787772
819787
792448
796989
795496
794906
807360
799662
800939
794241
805118
813158
816308
785839
808959
809981
817385
799282
803311
822079
785866
803380
807985
799842
791430
795077
811192
793527
802844
801327
792577
798102
812662
825145
808493
802595
795237
797901
800220
801906
812317
825247
793628
802057
804778
777680
801276
806390
805293
803747
817193
814807
800051
820230
782291
800592
809737
791487
764567
825972
811789
815919
799871
812176
810952
819430
824511
799001
800131
792279
799261
791500
810806
825686
815315
797074
797734
802143
811186
800954
794920
791511
823962
794406
803457
800218
811101
803043
794936
796755
801457
815659
802769
794915
800266
794084
821587
794401
815167
819165
811604
819976
811704
816695
812265
800261
812301
812308
815499
795354
809607
800970
822826
813298
809104
789283
826087
807533
795062
793832
800811
802311
799753
808410
813875
826009
809520
815967
802964
749298
821161
792275
808431
788382
753056
797446
799656
801211
792803
810119
800449
798245
796095
809038
818231
817433
812415
800251
826379
821345
795097
766108
759548
812958
803599
792607
798823
798496
799395
810053
810144
818369
796893
797906
798327
808998
801676
795693
794771
798138
793171
808372
802106
812241
823464
799268
792155
796913
788416
796048
815395
798289
818169
779948
782472
823916
763776
801959
800077
791828
823866
793375
787823
790213
799199
806387
810947
750001
756871
781493
816631
797105
801709
823991
812776
808564
792987
812806
813595
805948
800418
822027
787444
818679
788204
808793
807707
799852
791189
809741
784058
813018
818144
811658
794930
798281
822981
818913
801567
799838
822489
800448
812692
818134
756389
805922
791834
811754
796874
812878
798746
807028
815381
788537
802021
812847
790169
811499
824300
809293
791809
803589
797096
801077
817181
818962
778740
808250
810523
814771
813259
813546
814005
810329
795436
795826
807377
821376
802654
768813
794082
774299
807621
808253
810460
801219
816718
811753
791983
794281
808768
801896
809701
813855
796012
803330
774212
764629
813466
800739
808402
802904
797382
800400
813568
818080
798744
814036
789129
800970
807017
797846
799730
795066
805942
798796
792957
801323
758211
820847
811756
806511
807640
796748
818212
790781
798630
794473
812063
802371
800177
825373
749469
802218
810012
801190
810271
795657
812218
798711
772596
749711
801115
804584
826263
813050
818311
798892
813109
800944
788967
795040
796977
786937
813247
800852
809694
786826
796242
802260
800427
825131
797696
819923
791863
809793
807597
817037
821138
800259
811417
815987
814012
802008
813957
813523
787139
795427
800564
805244
795306
807414
797251
800547
799070
814554
819279
794629
806781
818133
790307
787829
806187
796000
826459
812410
814811
798889
810523
820565
816205
827107
818031
822623
799026
799488
799968
823361
826915
789996
789326
810991
811312
794847
799500
799137
791492
793063
798559
790924
803962
793268
814233
807361
805436
800301
802064
801512
795764
798899
806877
792058
793388
797147
791646
797024
791697
796889
797607
813455
791401
805552
813654
795788
789106
807387
818801
807503
809778
809205
795237
799347
778200
798952
815011
793136
824294
815592
795595
782989
771324
821135
811056
768582
813026
794780
809388
797567
794888
790194
798303
826107
797644
768773
795371
758266
771096
810399
791526
800615
810046
800809
806656
810225
810582
817233
806509
754435
815646
824804
819297
813197
799381
800228
818795
827195
807909
808200
798616
798662
807950
811702
802436
823892
801507
792594
799965
806472
784827
822611
810230
798563
789032
804246
801188
810991
802546
801652
810583
807078
753638
781419
787032
799202
798023
809917
810907
812321
781577
800281
824025
800791
795413
797738
800725
799725
814068
780724
791340
808962
824370
805286
793690
814215
825830
775520
748819
773391
795813
825836
809803
793654
791672
789550
793241
793067
823899
824832
786885
811895
801275
809229
807800
805424
796768
821437
813928
819081
799306
815157
809756
815581
809609
813729
805470
812636
818865
823130
812917
794574
815855
803412
797351
810744
802850
822113
802783
810581
785586
819564
806560
818725
808035
780172
802457
803437
816104
815722
790148
798257
806829
820676
802536
794922
824157
822745
790540
804957
822320
794260
808078
788781
792099
804777
805975
799391
811895
823892
819225
798988
786381
793672
826734
815558
792603
805845
803891
792052
811050
815962
800223
814687
803057
753119
818364
799938
811456
803518
816509
799364
795435
810388
808431
789619
807752
801952
812858
791741
818715
802941
794565
812400
820123
805143
797281
804405
801569
811275
796533
801224
766894
799935
788056
796255
796971
802732
805032
808453
786991
802500
799611
826752
796756
823292
800378
803118
801749
787903
757305
819316
807896
813238
816108
810046
808842
802749
821805
805303
792646
807236
786423
796619
788428
800879
795840
804269
795313
807250
796209
804949
797688
795190
804799
820147
793888
817124
791344
766488
824897
789318
825642
789250
800026
807304
811806
792141
790586
811565
811283
820630
786068
813326
803549
823602
802251
774560
766459
791828
825211
789936
818486
810686
817197
812079
812059
805202
794575
810965
826877
808503
801011
803203
770272
803369
803582
796463
791165
796877
799159
795569
811161
786068
802048
796024
788253
796800
818545
797638
812604
797904
807882
813080
812814
808723
797044
800550
796204
790265
809610
796479
800822
809778
822976
815900
798671
818645
804372
805018
792301
814314
790311
824057
807959
800178
810898
795545
805792
809568
796113
787108
804488
790690
787334
797547
809837
808941
824902
809151
813745
821134
811508
786596
816068
805924
808919
812827
794724
812907
810594
823206
804604
792104
811758
782777
800248
800544
795672
800980
799736
806730
819972
803087
812361
814246
819218
796594
766877
805549
809222
783621
812569
807007
795124
807886
800939
786572
778190
789587
790484
820149
799156
806775
807757
798402
792554
796654
806593
792614
782710
812008
804535
823066
798759
798792
817262
819750
802026
823328
784227
795509
791023
756349
798352
796013
798840
803207
798795
796880
804677
824877
798456
802349
789168
788780
806656
792917
818930
812241
809170
813429
795879
782858
792715
807558
825734
