Value
8889
8900
9005
8989
8399
8347
8707
8694
9018
8476
8781
8894
8924
8734
8560
8856
8623
8621
8653
8876
8662
8789
8973
8645
8721
9009
8581
8509
9022
8679
8562
8713
8889
8888
8609
8625
8724
8806
8598
8866
8538
8473
8460
8774
8898
9067
8932
8863
8546
8769
9081
8595
8898
8703
8802
8360
8742
8462
8400
8716
9145
8528
8914
8576
9137
8880
8580
8839
8803
9008
8351
8553
8851
8623
8708
9036
8575
8831
8317
8329
8583
8715
8503
8451
8771
8807
8593
8357
8468
8640
8696
8720
9042
8288
8701
8700
8629
8367
8602
8623
8879
8602
8821
8911
8805
8522
8381
8860
8942
8821
