inst_retired.macro_fused
48313
47329
48814
48787
49407
49097
49564
46137
49207
49241
48483
48415
49932
49762
49284
49552
49560
49991
49957
49403
49906
48769
48460
49827
48487
49160
48490
49318
49358
49200
48518
49280
47171
50186
48550
49185
48225
48492
49080
49521
49554
48652
48646
48815
48137
49381
48707
49344
48061
49672
47573
48344
50039
49270
49235
49307
50156
47820
48104
49467
49641
49659
48772
47867
48033
49206
49473
49946
49305
49155
45836
49681
48175
48251
48854
48686
48757
49843
49481
49238
49620
48402
49409
49570
48747
48005
48564
49003
49918
49954
47176
48477
49394
49306
48462
48104
49461
49878
50087
49767
49347
48358
48791
48318
49244
47151
49759
47840
49459
48793
49659
49341
49094
49986
49348
48779
49400
48495
48193
49585
48847
48052
50066
49296
48788
49432
48060
50199
48173
48640
47712
49595
49889
49260
49340
49873
48067
47934
48027
49213
50023
49160
48500
48266
47142
50028
48064
49589
49640
49227
48626
49193
49062
49921
48996
48232
48525
47168
50248
48665
48268
48160
48721
48126
49670
49827
49259
48476
48957
49028
50259
48273
49722
47905
50169
50154
48479
48479
48645
48535
48866
48648
48590
47088
50249
48673
48496
48784
49818
46983
49280
49719
48618
49761
48382
48553
45789
48613
49239
50223
48590
47965
50212
50183
48182
50015
48439
50035
48554
50229
48087
50266
49738
49983
48795
48701
49982
49802
49552
49199
49811
49601
49299
50226
48229
48558
49376
49842
48459
48041
49922
49813
47999
49956
47090
48119
49240
50281
49924
45587
48650
48687
45990
49806
48476
49052
48599
49251
48131
49536
48330
48761
47100
47613
48204
49507
48734
48658
48470
46225
45509
49814
49120
48301
48079
49195
49853
48544
48260
49259
48594
48547
49941
49500
49327
50160
49574
50106
50280
49552
48768
48261
48488
48479
49053
49446
47574
48746
48777
50287
48708
50060
49682
50067
47099
50113
48667
49916
50041
49162
49025
48514
49283
48675
49299
49852
48397
49315
46766
47973
48701
45953
48824
48781
48912
49808
48527
48154
48434
48060
49138
49066
48503
49329
47218
48346
49186
49342
48581
48085
49561
48854
48770
48406
49381
49406
49021
50101
48224
49992
48416
49540
48365
50275
48140
48523
49578
48538
48835
49629
46020
48434
49221
50090
48704
48223
49769
49823
49616
49357
48641
48487
48508
48620
48676
48829
48348
50121
49667
48137
50070
49321
48318
50073
49409
49686
48646
48995
49070
48460
46236
48280
49506
49535
48570
49288
49454
48030
47825
48320
48508
48839
48750
48762
47615
46172
47758
48059
47826
48178
46598
46167
47084
48690
49208
47849
48421
49367
48413
47734
48077
48195
49735
47870
49269
50014
49663
47691
49980
49357
50284
50014
48741
46643
50178
48306
48619
48316
49427
49175
47630
49427
49414
48420
48920
48434
48548
48792
50200
49300
50042
48705
45605
48659
49024
49275
49007
48593
49711
49360
50285
49375
48575
47094
48063
48720
49258
49860
49912
48599
48041
49561
49893
49579
46327
48323
49324
47562
49328
48574
48759
48094
48348
49365
47918
49586
50129
49343
47500
49155
49282
47825
46689
46529
47673
48803
49414
49510
48054
48484
50242
47576
48746
48049
49245
49627
48158
48135
50113
48421
48918
48616
49610
48519
49948
48737
48411
46523
49390
48745
48884
47984
50081
49564
49416
48655
46968
50285
48953
48741
49923
48693
49588
48404
50111
49592
49546
49577
49214
49975
49596
48138
48732
48966
48301
48452
48795
49975
49300
48106
49728
49847
49466
48598
49417
48577
48692
49059
48106
47921
48187
48780
49414
49481
48985
47554
50048
48469
49514
49387
48164
49649
50001
48192
48519
49952
48708
48266
48173
49850
50067
49257
49101
49272
48735
49380
49304
47376
48520
48446
49204
49446
47651
48947
49102
48259
49965
49472
48071
47558
49411
48486
49773
48187
48812
47934
49408
49518
48806
48421
49475
49741
50129
49695
48712
48602
49350
49143
48800
49937
49394
47735
50142
48970
50080
49586
49245
49178
49948
49943
49073
49769
49502
49319
49132
49912
49394
48714
48358
50186
48774
49677
50222
48159
50227
48242
49305
48878
49373
48383
48663
48534
49094
50229
49506
48083
50095
49432
48509
49963
49486
48310
49757
49880
48472
50246
49945
48552
48371
48457
49174
49395
49167
49316
48319
49657
48413
49180
50097
49312
49074
48705
49615
47754
45544
46276
47400
46746
49615
49830
49280
48117
49392
49427
48494
48081
47803
48560
50258
45781
49673
48093
49897
49442
48345
48054
48206
48732
49336
48646
49307
47913
47782
48448
48432
49401
48253
49955
49332
49322
48552
49493
49109
49783
47446
47549
48521
47291
49631
50219
47651
48541
49776
50061
48381
48045
48499
48473
49451
48383
50025
50268
48425
48041
48643
49268
49740
50108
48053
48424
49462
48500
49697
48921
50287
48867
49579
47515
49093
47407
47382
48359
47332
49269
48729
49115
50278
49434
49955
50016
50231
48101
49441
48405
48480
48466
48451
48012
48579
49120
49154
49853
47916
48468
49513
49381
47917
48826
48550
50261
48175
49275
49461
48558
48308
49649
48909
49054
49424
49888
48417
49360
50067
48385
48971
48177
49905
47481
47887
50141
49294
49349
48955
49940
49168
48457
50023
49665
50064
48066
48034
48600
48606
50172
48685
49472
50249
48222
48214
49828
48146
49878
49474
49360
50001
48548
49619
48145
49309
48054
48824
50057
50034
49863
47636
48629
49715
50180
48478
48558
47724
45538
48153
50001
49549
49814
50178
48392
49411
49344
48609
48784
48214
49303
48481
49511
50247
48480
48633
50143
48240
49404
49282
48372
50014
50288
47138
49068
47874
48540
48540
49810
49993
48099
49249
48481
48051
49506
49862
48426
49568
49192
49161
49190
50234
48451
48951
48476
48724
49285
49789
48331
49399
49855
48036
49282
48524
47653
49074
48524
48126
49172
48261
48500
49882
48313
49443
48426
48685
48245
49996
48966
48671
47654
49870
50265
49307
48697
48244
49924
48426
48440
48446
48473
50137
48662
49821
48919
48235
49370
48345
49828
49436
48706
47689
49672
48617
49122
49364
48327
49299
49012
48263
