uops_executed.thread
1797358
1898431
1869709
1871960
1815059
1903279
1879855
1797809
1776573
1894802
1822524
1874675
1818936
1856276
1854013
1795599
1822794
1891473
1833364
1791647
1840977
1847053
1851696
1800714
1857837
1823971
1843655
1796305
1791597
1840945
1881773
1871483
1794034
1790060
1836221
1794727
1856222
1839521
1846241
1767671
1867069
1859576
1810167
1889811
1858877
1913360
1841200
1866164
1769503
1850989
1803211
1837721
1834614
1802642
1843879
1872343
1890349
1827519
1853829
1808439
1837325
1865976
1855599
1855851
1841083
1875948
1859210
1823972
1823689
1863082
1893735
1818966
1779767
1790151
1834931
1892960
1780101
1827857
1804544
1860009
1898029
1796847
1861905
1784297
1882878
1808471
1804566
1818525
1882359
1767498
1818518
1868417
1818885
1828678
1838590
1791195
1882217
1895297
1899895
1862243
1806844
1899575
1881816
1802060
1808433
1846451
1836500
1845604
1839569
1878413
1811410
1843102
1885170
1864257
1888972
1827668
1815141
1867957
1893539
1849808
1834245
1849855
1877193
1863172
1786100
1836798
1902214
1816084
1800635
1825154
1877396
1909866
1911605
1837643
1838474
1871018
1807750
1820716
1836944
1818246
1805994
1868575
1829527
1845834
1845064
1838993
1872565
1815965
1908893
1849560
1833131
1767389
1847207
1802554
1874163
1799606
1849901
1812338
1873918
1864522
1769480
1882433
1871635
1866253
1856581
1830202
1832441
1878881
1863139
1871311
1808513
1817579
1838544
1905253
1850172
1839018
1826032
1861557
1846257
1799348
1841629
1823309
1852550
1897785
1870286
1888565
1841960
1836863
1856442
1849153
1843508
1823951
1789996
1822830
1770736
1861147
1791669
1869611
1868007
1863104
1856582
1805721
1824809
1883802
1783903
1902572
1880189
1854541
1860847
1893828
1849779
1840921
1812802
1887043
1857861
1801872
1850225
1827567
1819831
1804299
1801431
1745707
1839167
1906725
1853916
1894301
1801015
1894412
1837801
1898686
1821141
1906763
1895609
1792342
1893914
1821949
1841978
1803662
1843410
1868959
1799358
1834684
1877451
1902045
1885688
1837304
1778103
1839437
1851327
1801767
1845322
1833179
1913733
1797595
1802657
1878018
1782303
1897221
1865270
1779676
1819909
1771745
1843472
1897274
1854547
1838276
1885264
1882606
1833053
1864642
1814108
1790687
1835551
1787776
1863636
1809494
1911568
1911471
1825592
1892573
1820561
1870624
1821435
1861199
1811091
1810954
1809268
1807134
1784545
1787554
1886093
1886979
1819389
1821439
1805215
1789983
1846065
1816973
1821289
1891466
1836726
1757182
1858135
1828137
1841104
1805292
1905046
1771998
1780197
1799668
1880119
1822043
1906381
1798052
1813749
1848256
1852422
1789784
1830804
1847404
1826293
1856867
1912975
1853013
1792854
1820223
1881027
1853618
1804963
1769396
1897772
1835201
1843320
1792426
1837644
1852318
1851857
1891981
1897960
1884098
1821359
1851863
1893551
1798660
1834878
1857574
1890522
1800235
1838127
1798348
1819062
1733773
1808854
1824825
1832248
1848922
1806126
1837001
1789443
1864349
1835271
1860119
1840850
1850369
1831432
1879654
1818237
1797196
1892418
1873050
1911772
1794126
1882178
1849189
1837645
1787463
1820380
1874613
1822113
1850769
1831011
1889994
1842933
1897616
1872440
1834742
1805080
1843871
1836511
1894140
1850456
1862129
1835950
1891396
1914075
1895917
1901396
1845013
1908491
1800895
1846203
1832361
1850500
1791811
1818979
1854684
1855117
1802645
1846462
1868612
1877920
1846487
1875317
1839454
1872529
1855968
1831928
1853940
1803754
1822206
1808660
1898916
1850733
1868296
1841008
1836737
1832424
1857462
1869470
1791586
1844692
1804274
1858119
1858925
1861912
1789607
1823920
1876661
1892904
1836940
1809831
1888108
