cycle_activity.stalls_l2_miss
19686
19192
19466
20604
20338
20603
19586
20597
20512
19481
20545
19236
19895
19797
19505
19152
19493
19407
20563
20477
20383
20352
19468
19234
20169
20956
19979
19052
20113
19030
19395
20748
19539
20337
21023
19893
19125
20089
19747
20771
20795
20242
19149
19656
20475
20681
20406
19077
20958
20206
20590
20596
20444
20322
19249
19077
19496
19833
20107
19690
19828
19203
19975
19647
20260
20034
19816
19427
19232
19695
21006
19803
19270
19929
19106
20105
19494
19556
20876
20592
19029
19216
20214
19841
20996
21016
20998
20421
20662
20169
19915
19900
19882
19317
19065
20718
19143
20958
20026
20389
20927
20685
19269
19360
20830
19599
19680
19707
19424
19601
20274
20731
20270
20181
20065
19356
20839
19293
20083
19314
20916
20473
19701
19635
20469
19665
19035
19107
20908
19173
19034
20916
19050
20024
19899
20096
19589
20918
20671
19117
20382
19457
19806
19431
20464
19761
20872
19776
20510
20263
19183
19161
20362
19925
19944
20805
20182
19342
19189
19953
19453
20535
19586
20663
19375
20824
20830
19057
20699
19730
20023
20387
19628
20318
20451
20044
20579
20926
20194
19732
19557
20068
20929
19401
19146
20089
19558
19962
19642
19239
19209
19301
19468
19668
20441
20219
19780
19655
20979
19641
20253
20866
20511
20182
19248
20101
19900
20927
20758
19297
20266
20595
19084
