mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any,mem_inst_retired.lock_loads,mem_inst_retired.split_loads,mem_inst_retired.split_stores,mem_inst_retired.stlb_miss_loads,mem_inst_retired.stlb_miss_stores,mem_load_completed.l1_miss_any,mem_load_l3_hit_retired.xsnp_fwd,mem_load_l3_hit_retired.xsnp_miss,mem_load_l3_hit_retired.xsnp_no_fwd,mem_load_l3_hit_retired.xsnp_none,mem_load_l3_miss_retired.local_dram,mem_load_l3_miss_retired.remote_dram,mem_load_l3_miss_retired.remote_fwd,mem_load_l3_miss_retired.remote_hitm,mem_load_l3_miss_retired.remote_pmm,mem_load_misc_retired.uc,mem_load_retired.fb_hit,mem_load_retired.l1_hit,mem_load_retired.l1_miss,mem_load_retired.l2_hit,mem_load_retired.l2_miss,mem_load_retired.l3_hit,mem_load_retired.l3_miss,mem_load_retired.local_pmm,mem_store_retired.l2_hit,mem_uop_retired.any,longest_lat_cache.miss
4777776,2602456,7232066,71653,10213,3444,0,0,251917,352,0,15,7,0,0,0,0,0,0,83633,4627357,148909,152758,82,29,0,0,17859,7890784,10
4778682,2610305,7259783,71881,10128,3418,0,0,259823,52,0,60,37,0,0,0,0,0,0,85622,4596773,152551,155654,403,67,0,0,21404,7871837,25
5328655,3123404,8852041,116075,10136,3432,0,0,262790,60,0,22,7,0,0,0,0,0,0,94758,4634427,153900,156380,274,37,0,0,18732,7797664,10
5359999,2874912,7274478,71878,10192,3438,0,0,253864,120,0,157,0,0,0,0,0,0,0,86417,4632565,154032,158355,14,0,0,0,19839,9848573,0
4775518,2605329,7233278,71564,10198,3445,0,0,261933,97,0,180,0,0,0,0,0,0,0,97129,5398582,156001,157468,119,0,0,0,19147,7884423,4
4770016,2605489,7239660,71717,10211,3446,0,0,259838,195,0,232,82,0,0,0,0,0,0,95370,4620142,152195,155018,344,0,0,0,16633,7869433,5
4758252,2601672,7235820,71587,10189,3445,0,0,280491,127,0,277,0,0,0,0,0,0,0,88417,4640909,155397,156552,439,0,0,0,18735,7831281,0
4779468,2858582,7990470,115560,9946,3425,7,0,260703,187,0,360,209,0,0,0,0,0,0,94976,4633651,152626,153910,432,37,0,0,20520,7873442,9
5876850,3113819,8022943,93789,10218,3445,0,0,264703,22,0,75,22,0,0,0,0,0,0,84806,4624257,151720,155090,334,0,0,0,19903,9766641,75
4787154,2611640,7281815,72118,10203,3446,0,0,263205,157,0,194,22,0,0,0,0,0,0,87494,6229400,154993,157580,640,29,0,0,19872,7824623,0
