mem_inst_retired.any
675086
699462
715561
707639
690884
682278
710627
707534
707750
709689
676408
709150
736721
698119
697771
691098
698892
705738
707018
681421
668111
720301
708682
682538
710550
719426
705462
728633
727946
713282
726474
708320
731093
717448
733261
736510
697553
727979
704362
729731
710189
729174
712074
728182
716447
734137
705822
725977
713193
726116
704741
726871
714073
735185
719961
704614
735205
736408
715548
724392
708622
735047
726871
736464
707225
700363
700440
725189
727009
718120
706899
731713
720779
734802
729553
702242
725370
701929
735020
722086
719467
710199
713560
675102
737056
736866
721754
704870
712231
722815
705862
705128
697198
724392
733041
731520
697037
712331
695798
715554
696360
714267
734157
736577
727402
678927
709608
708169
716283
735653
719243
709227
727261
703884
729239
701006
708375
695604
723031
726450
677903
734839
736865
706745
727794
734776
709929
731193
694022
736520
699749
710285
728160
705348
717203
733668
714630
725370
717226
703470
734395
712960
719247
727985
703307
734394
715852
734778
717033
731608
728503
722827
706959
692378
697440
720277
722717
723744
718350
702255
733101
684910
732557
733823
714362
696758
713562
671571
695932
695948
675791
679506
676323
669642
695566
683097
686925
692959
686931
695393
693208
708200
670869
690264
696208
671545
711346
712226
714515
703284
707500
668353
724170
719464
701123
724229
727572
713793
725766
698167
697549
722239
735995
727803
712780
732971
674745
701290
722340
704744
734968
713670
688002
720712
732058
683240
702065
732433
723943
721229
700615
713452
709658
706346
728044
709436
712549
713407
733857
710652
718885
705113
717113
727454
697480
713049
724551
717368
727327
682582
690671
712707
709980
726466
726366
691794
713465
692067
735964
733012
698108
721634
723543
678014
712342
709570
724627
696503
724222
704555
682105
691251
704860
716266
722679
707034
730061
721805
713522
700309
696625
695733
711060
723274
730529
700548
716781
695478
689351
724531
732806
725435
670927
685359
712600
697858
734691
734375
696218
695394
701988
717538
692210
718623
712764
711634
706865
704787
731093
723550
725023
730376
733913
705992
724162
710392
730778
736487
731969
730049
734563
686129
715630
703074
695261
699993
734244
734517
695222
730615
697921
724213
727339
694350
722397
721913
695311
722458
699148
717768
702895
722000
728426
727144
695976
701049
688075
712765
729627
733312
676387
711373
701028
724435
720302
716748
732602
732802
714002
727453
684107
719332
725930
677188
719181
718425
715826
697015
698534
709127
700385
722495
726183
687277
718720
714668
707944
730711
725866
669307
727234
728697
696699
735612
708909
725079
733516
714276
715001
717321
725423
723862
717079
726343
709276
689341
700617
727618
735127
695066
719474
717490
729030
703297
731396
695593
729954
716508
704246
727944
702833
727491
703870
733295
734461
725660
692854
696908
699661
725606
704951
716656
736649
721463
699064
726266
697177
731324
710523
732542
715354
718503
732089
699992
726734
726685
675801
699799
729626
722732
729245
725347
702098
717231
719309
695884
730627
724894
726876
696343
724334
688575
723999
707759
731169
703023
724387
682047
736698
723622
708025
725299
697926
726668
706125
705269
690675
724811
694894
736881
697974
694264
713771
725676
700134
724624
734879
698028
724722
719370
697888
725458
735165
708025
687925
687747
713491
716572
699032
728751
722073
700651
726774
697777
716158
716402
723529
696001
700793
724306
720438
702040
724385
719722
726719
699722
720332
711161
718178
728988
698186
727034
726595
735305
722832
716917
704448
724817
734280
721729
694212
716316
708421
710223
692821
704258
693029
707228
709342
714556
704849
722941
704064
728396
728127
692254
723195
711734
733276
706320
716582
712667
712785
736242
732446
698748
715268
705271
714798
703759
717091
692720
733493
725087
715459
708431
733754
724275
713162
698670
683068
706135
726233
723450
705272
681689
700141
707736
720121
709210
701189
687871
724443
717781
697008
699384
722838
731429
727320
696376
683052
700583
697281
724204
731886
730032
729396
678305
730498
692875
721307
702805
705902
735180
725674
714427
699226
687397
696796
722016
730694
687043
730246
719729
724920
703057
691000
731343
704313
715634
711454
704339
689293
729344
718529
684143
723727
682382
716321
696528
723185
698400
722912
700590
730910
718911
731373
694578
696230
681840
714740
703214
726905
687971
720424
711428
694676
679588
710880
722990
723099
726798
695502
688702
736799
706396
680791
722937
712101
669028
708022
702606
735072
723829
702965
710769
720459
709590
698513
