idq.ms_switches
30034
29462
27982
28003
29488
28637
28322
29607
29733
29853
29290
29148
28880
30067
28718
29843
28912
29194
28839
28426
29845
28676
28623
28979
29634
29307
29270
28836
29624
29018
28916
28956
28733
27741
29502
27762
28385
28594
28374
28466
28320
30067
28880
28167
28699
28806
27727
28502
28366
28412
28532
28359
28338
28586
28877
30245
29052
28495
30206
29011
28532
28545
29260
28559
28663
28903
28736
28871
28762
29743
28855
29978
28696
28500
30241
28545
30136
30077
29603
28488
28399
28778
29306
28674
28706
28806
30089
28653
28540
28812
28460
28955
30142
28444
30252
28661
28525
29055
28779
28541
29571
28812
29435
29360
28047
29250
29382
28723
28636
28717
29278
28382
29315
28737
29579
29269
28698
28998
29406
28391
28946
29820
29186
29874
30068
28694
28668
28636
29095
28677
29494
28669
29873
29253
29010
29020
29070
28913
28730
29689
28709
28898
30046
28913
29371
28331
28409
30106
29148
30111
29182
29747
29675
28556
28659
29533
29526
28871
29495
28311
29212
29378
28342
28689
29724
29220
28827
29246
28203
28547
28947
30075
29031
29383
28935
29665
29014
29332
29961
29499
29187
28836
28840
28702
28658
28663
28894
29472
29318
29373
28318
28749
28874
28772
28936
29288
29463
29504
29701
29801
28938
28949
28755
28443
29923
28249
29523
29283
29060
28238
28563
29863
28961
28845
28669
28796
28513
28270
28549
28930
28442
29032
28677
28391
28812
29330
28760
29537
28862
29106
28692
28763
29899
28643
28632
28543
29989
30105
28669
29742
28480
28692
29021
29063
29315
28767
29494
29395
28435
28587
28647
30197
30070
28840
28532
28571
28932
29546
28767
28946
28863
30161
28440
28565
29040
28472
28571
28594
28388
29478
28691
29337
30095
29354
30222
30004
28936
30201
30163
29466
28653
29393
28720
29652
28513
29043
28893
28708
28436
28666
29178
28505
29098
29306
29993
29808
30133
28556
28824
28394
28464
28414
28822
28397
28783
28759
28757
28840
30134
28946
29831
29223
28886
29611
28593
28701
28804
29179
29097
27735
28751
30207
28729
28856
28593
29727
28874
29039
28827
28859
28781
29120
30153
28976
29784
28811
29082
28575
28949
29831
29513
28925
28579
28916
28996
29463
29074
29066
29057
28873
29479
29056
29097
29578
28691
29038
30080
28215
29952
28798
28427
30205
29995
29794
28155
28795
29812
28452
28300
29870
28717
29888
29345
29666
28402
28751
29431
28630
28163
28492
28008
28274
28275
28809
28453
30096
28424
28329
28185
28849
28070
28315
28975
28572
29821
28551
29841
30182
30159
30097
28749
29924
30109
28139
28897
29945
28649
30004
28298
28771
28582
28286
29189
28572
28521
29803
28724
28447
30168
30112
28905
30039
28607
28541
29033
28527
28044
30135
28657
29588
28404
28395
28663
28500
28298
28373
28396
30024
28302
28282
28113
28070
28808
28305
28537
29318
28552
28371
28539
28531
28489
30023
29489
28566
29507
27792
28070
28371
28592
29333
28543
27918
28554
28988
28012
28684
30029
28754
29453
29271
28042
28447
28410
28992
28054
28446
30096
28104
30052
30251
29894
29757
29811
28611
28217
28582
29593
28597
28595
28580
28507
28363
27751
28261
28929
29025
28320
28392
28447
29403
30168
28496
30010
28667
28640
29319
28077
28317
28454
29542
28318
28272
28117
30157
28340
28576
28623
29610
28865
28432
28770
28512
29171
28285
28729
28476
28389
28523
28809
29910
28044
28306
28570
29216
28725
30030
28551
28908
29972
29937
30038
28508
28389
28665
28460
28875
29202
28541
30154
28635
30142
28274
28752
28461
29089
28238
28431
28503
28494
29460
28528
28688
28299
29903
28567
28466
28492
28582
28357
29270
28739
28771
29812
30179
29019
28659
29801
28328
28484
28274
28401
28748
27678
30037
29478
28371
28575
29969
28536
28508
28138
29764
30187
28145
27769
28422
28448
29884
28447
28284
28303
30098
29891
28469
28397
30116
28791
29976
28311
28921
30103
28748
