frontend_retired.latency_ge_2_bubbles_ge_1
48465
51762
50216
51353
49220
49728
51724
48124
50284
50528
50699
50721
52142
51556
51110
50872
51297
52019
51415
52042
52052
51678
49639
50573
47299
47463
48583
47478
47454
48383
50827
50332
49641
49797
51272
49098
48439
48640
51691
49626
50310
50745
50399
51478
48291
51506
51961
49077
49729
50217
51178
50155
50692
50110
50712
51299
49551
49011
50685
51265
50340
51991
49242
51340
49411
49792
50182
51938
50439
49673
47864
48052
48356
51182
51819
49630
50164
48905
50176
50055
49712
48242
48409
49258
49682
49609
50029
50850
50230
50399
50764
49535
50549
49041
49476
49962
49890
50717
50443
51528
50425
50825
51104
51381
50096
48656
48824
50670
49373
49490
49405
49877
50221
51845
49469
49292
50444
49797
49216
50992
50119
50922
50752
51762
50238
48857
48170
50897
49907
50009
49722
50087
49374
50822
50384
51763
47774
48025
51791
51829
49578
50246
48879
47614
50653
51681
48616
47874
49323
48247
51561
49117
50038
51262
49527
51697
48453
50528
49966
49852
49596
49711
50269
48999
49457
48703
50327
52126
49635
48978
49064
50503
50541
48758
48836
49311
50719
49198
48322
50314
49046
50213
50746
49888
51640
49101
48690
50401
50090
49767
49350
50942
49840
49416
50513
50153
50741
47664
51321
51587
50533
47709
48015
49304
50859
50299
50648
50241
49715
49337
50437
49670
50862
48776
51937
49106
48681
50800
50280
51305
50672
51269
49272
50875
48369
49107
51364
48331
47783
50376
50328
48890
50660
50322
52038
50294
50360
48559
49913
50624
50720
48890
49791
49912
49655
49943
49736
50067
50026
48327
49493
51225
48707
49960
49202
49201
49580
51902
49768
48455
49897
49518
49024
50334
48471
49544
49520
48812
50177
49226
51293
49854
48387
51241
49375
47770
49099
50670
48291
48878
51306
50509
50817
51049
51457
50083
49003
47902
48934
51158
49106
49985
47987
49140
49853
50619
49078
50117
49586
50618
50149
49368
49795
49194
50217
49256
50267
50134
47450
50101
49582
50538
50206
48049
50698
49749
50486
50373
50125
50096
49141
50108
48529
50565
49103
48572
48205
48290
49845
49652
48772
47896
49046
48345
50141
51237
48549
49739
50342
49838
48661
48174
47572
50955
48064
49068
49553
49491
49042
49238
49701
50335
48565
48143
50226
49548
49585
47505
49442
50021
47905
48556
48658
50682
49551
47677
49488
51240
48647
47732
49887
49901
50119
49756
51054
49800
49308
52030
47814
50272
49791
48675
47675
51049
49130
47808
50274
49994
47863
49553
50913
48653
49916
49683
47439
48660
48698
50527
48946
49492
49383
48658
50103
49763
48296
48305
47270
49396
47958
48143
49081
48947
48658
50089
49444
47850
48405
48353
50775
49973
50165
49191
49369
47785
47937
47397
48458
47803
50163
48227
49190
47521
49623
48800
48715
49160
49716
48837
47639
49503
47752
49234
48265
48887
47543
48641
49202
47831
49979
48800
48291
47240
49374
50627
50628
47756
49432
51534
49968
50068
51081
50630
49052
49707
49339
48557
48379
49193
47873
48440
48978
49675
49724
50181
48823
48833
50568
48250
49375
49553
50645
49949
50210
50441
49530
49198
49790
50291
50201
50246
49312
49974
50489
50314
50525
49585
48914
49118
50516
50189
51370
48386
50450
49799
49405
48535
50268
49874
49317
48141
48871
48820
49172
48773
49549
51244
47841
51056
49621
48355
50841
48972
50400
49156
51471
50022
50630
49741
49554
51213
50808
49108
49361
50268
51145
49255
50411
50314
50872
48156
50382
51362
49417
49960
50974
51085
48652
49549
49404
51438
50265
49461
49073
49436
49172
49904
51545
50089
51080
48835
50196
49620
50916
51261
48709
49231
51758
49058
48001
50390
50517
50871
51782
50319
49188
49450
50544
51121
49244
50476
50867
48963
48352
51590
50452
50398
50966
50900
51322
49960
50583
49849
50911
50098
51382
50396
50911
50588
49184
50767
49368
49987
50208
49646
52029
50047
50763
49780
49632
50571
50791
51459
50517
50966
50620
50285
52142
51356
50311
49753
49497
52007
49527
49650
49713
51871
49741
50595
49669
51811
49796
50760
51115
49977
50819
50075
50498
51393
49643
50583
49221
49414
52139
50875
51730
49996
50415
51038
50320
50454
51842
49466
50281
49027
51648
51958
50953
49109
48510
50246
51208
50392
50098
49844
48783
51215
50503
49339
51042
48485
49381
50614
51410
50269
50873
51827
50881
50270
49637
49190
49285
50032
49093
49959
50332
51260
49490
48071
49410
51524
49743
49616
50331
50152
50096
50432
48461
50358
50054
49152
50038
50126
50544
49619
47875
50322
50926
50000
48558
50083
47689
49943
49530
48533
49253
49563
50315
51196
50045
48323
51056
51311
51008
50696
50451
50461
48745
49030
50195
50795
50794
50955
51787
49217
51165
48830
50193
50838
50782
49900
50458
51259
51689
51416
49619
50618
50875
49165
50478
48204
50055
50687
49949
51777
50749
50526
50396
49640
50401
50965
49914
50237
49438
50847
49980
50681
50090
50711
51897
49194
51214
50031
50150
49780
51811
50101
50401
50877
50511
50477
50639
49598
51216
50397
50161
49428
49848
50995
50493
50642
50152
52188
49846
49990
50361
49858
49894
48483
49909
49805
51411
49149
50874
49222
50351
50214
49405
49790
49170
51743
51762
49739
50691
49781
48776
48388
50152
50729
48835
50741
50129
49805
50036
51339
49343
49158
49559
49013
49890
51682
50462
49730
49401
49928
49056
49822
49817
49942
50492
50147
50525
48388
49206
49081
48837
52112
49799
50422
50873
49347
50636
48686
48763
48325
48083
49220
50300
48402
49801
49857
51482
50396
49677
49333
50815
50158
48761
51547
50652
49787
49743
50246
48952
48557
49530
49800
50513
48347
49558
49170
49685
50516
50067
50043
50559
50759
50584
50235
51871
50578
51117
49915
50391
49790
50325
51506
50887
50792
49861
51772
50512
50250
49490
51359
50027
49885
51184
48466
50905
51607
48860
50926
50451
49945
49983
49958
50750
50664
50518
49732
50949
49595
49356
51101
50148
49673
49917
49607
51904
49903
51602
49671
49563
49686
50861
50523
50031
50214
50098
50517
49717
47511
50215
50313
50135
49526
49311
48861
51122
50886
48352
47873
49475
47566
49122
50365
48770
48079
49246
50754
47490
48297
49896
49733
51296
50069
49583
47956
48538
50552
50185
49113
51060
50720
49430
48655
49160
50237
49719
50972
49894
50667
49354
51947
49581
49621
52118
48828
50410
51354
50421
50645
50638
50390
51477
49860
48630
51081
50457
48518
51502
50388
50813
49546
51203
50790
