l2_rqsts.miss
84200
85143
81321
83099
83018
79370
79717
79386
78549
79928
80015
78144
80195
78252
78691
79360
84819
82748
81559
81285
83906
81593
80837
82654
79869
82598
78629
81143
82593
83953
80480
80930
80547
78095
81228
81037
80286
81476
80555
79971
81346
81416
79419
79390
79887
79553
78949
78616
78364
85656
79535
84687
80883
83651
83840
79228
78729
83555
79507
80704
79101
85026
81289
82528
78167
80590
80056
80783
84794
78356
82150
80324
79053
85375
81160
82482
79001
80058
83350
81950
81231
80868
79337
79715
79416
80654
80404
86213
84335
80384
81999
78583
84075
78949
82873
82365
81137
81507
83054
80279
81616
79703
80093
81589
86042
83743
83220
78727
78354
84137
80989
80829
78843
84171
81318
84724
80073
78680
79027
79883
80675
78284
80262
78665
82005
82088
78352
85717
82394
83261
84256
82049
84757
79073
81922
81074
81583
79284
82674
79087
85429
83061
79574
81729
85599
83038
84607
80259
82550
79007
81723
80016
81677
84644
84743
84980
81200
78871
79550
83150
78709
78609
85541
79111
78878
86251
84111
82704
85440
79483
79257
79945
78641
83774
78589
80380
83116
85232
78335
80494
79937
79195
79453
81932
85421
83464
86000
84540
84778
81657
80480
81336
82139
79503
84394
80805
81593
86158
81972
83328
79240
82186
80681
79159
80811
83583
85903
79287
79473
85694
83823
78575
81041
80751
79104
82327
85817
84182
84175
85697
83879
80456
78715
81690
79827
82978
79034
79030
86206
79439
83137
84425
82132
80670
81420
82685
79325
82975
80494
84247
80902
81046
84333
78858
84656
84851
85441
81300
78798
80513
84984
81140
79128
85711
84748
83359
84445
80040
82612
78358
79123
81991
83351
80653
81919
79593
84387
85477
84415
79386
85589
83589
83445
84167
83773
85616
80819
85422
85931
86154
78543
78512
79031
79626
79595
80263
84750
78972
83397
81859
80646
82440
80193
84323
78814
81574
84827
80277
82983
78968
80057
82799
83278
83674
84293
84984
78623
81002
83922
79576
82388
83826
85101
79639
81224
85880
80671
79844
85327
81529
85652
79809
83165
78396
82489
82612
82966
84817
79860
78501
78911
79398
82294
82333
84359
78194
79486
80856
82969
84564
83245
81735
81184
79257
85080
85292
81005
78926
78683
78491
81285
79034
79860
78537
80980
83129
78826
79819
82168
78751
82578
79136
83935
80569
81566
78536
79112
82634
79509
82229
78622
83404
80006
78398
83943
79543
78199
80081
79315
83836
80641
78892
81349
79208
80349
78210
79764
79307
85202
78862
80194
79716
78321
80853
81553
82722
85349
80712
80336
78762
81574
78338
80930
78604
79563
79117
84638
79865
80728
78715
78842
78568
80421
83006
79029
80078
78280
79032
80153
81516
81330
78551
80768
80444
78947
79880
84894
81817
78672
84297
85519
82868
85940
83431
80831
82844
82355
83882
78824
79157
84827
81567
84656
81755
79527
80104
84006
82991
84693
78364
84765
85111
85220
79247
84553
80274
81120
81433
78508
79214
79401
81908
81281
84647
83696
79631
80947
78475
78826
79314
79790
83686
79468
79180
78091
80681
81171
79521
78268
81450
80885
79038
84500
83845
78886
80705
80810
79048
79901
82301
80867
80626
81562
78090
78539
80107
78879
78772
80740
80490
79288
78115
81506
81704
80274
81340
81606
79447
82219
80914
79478
79110
78643
79722
78532
79773
78388
84142
83124
82979
80110
79249
79966
81788
78512
79870
80634
80856
79178
80277
83099
82733
78852
79949
82597
80870
81464
79354
79666
81164
80792
78637
78165
78122
78197
84252
78710
82058
81837
78603
85913
78518
80215
79189
79450
78200
83436
82507
79951
79540
80560
79928
78697
78211
78509
78736
80980
79060
78183
85007
79616
79006
82521
78339
80634
78744
78664
78087
83489
80157
78688
78475
80622
81389
80403
80941
79034
79642
79034
78754
81402
80618
85905
80613
79933
82411
80111
78544
79420
80565
80716
80237
80686
78861
81450
78474
80346
79558
79342
79060
81209
79996
