l2_rqsts.code_rd_miss
62798
65451
62276
67538
67548
67312
67256
67787
64600
67532
67320
68162
68201
66417
67433
67100
67540
68071
63801
62116
62028
63606
66640
67630
63044
62334
63574
64151
62657
62049
62904
64144
64796
66357
63483
64634
65117
65343
67168
62182
64461
62721
64993
62515
62216
67425
64094
62545
62360
63127
62285
63217
65439
62655
64665
62087
62514
62743
64069
64573
62270
62024
62784
63887
63019
63974
63093
63374
67208
62035
62236
63765
64072
63467
66194
64027
62313
65598
62234
64051
66301
65096
62897
62487
63062
63290
64463
66856
62028
62096
67511
68319
67891
66932
67462
65727
67105
65838
62755
68035
66165
66769
67174
67807
65404
65924
67491
67427
67606
63204
66133
62265
63176
62339
63445
63374
64263
65258
66240
65706
62412
66703
67951
68253
68115
67108
67873
63162
67656
63215
62165
68164
67643
64944
67921
66144
68247
66261
66220
67918
67308
63688
68141
64280
67292
67832
68142
67868
67451
61966
64380
68091
61960
68320
67685
66453
66230
65755
63821
65878
66812
66540
67431
65973
65355
67923
65561
66711
67487
63861
62005
63788
63347
64912
65423
67057
67195
62000
66510
62238
62769
66253
62065
64250
62496
63499
62514
62334
62327
61965
63418
62841
64836
65421
61985
65957
61982
62688
62114
63513
62864
62691
64918
61867
62969
63247
66844
65317
67425
65348
66332
62075
67705
66862
62936
62762
65037
63633
62829
62655
63873
63192
62062
63683
67163
65422
62747
62129
62006
62190
62137
64286
63085
62493
65130
63137
62091
62373
62044
64451
61955
63904
61907
62585
62656
67287
64750
64457
64191
63140
62362
62659
62894
63622
63748
62271
63642
62086
64629
64083
62080
62469
63186
66981
62013
62009
63193
67175
65618
61926
67862
65197
62053
67482
67283
62190
65373
67253
68132
67613
68213
66507
67752
63497
64919
67804
61961
65531
68048
66444
62493
66303
66916
62446
68333
64102
67206
68215
65397
62367
68287
68321
66884
65372
67797
64420
67989
65196
67388
67717
68172
66507
62510
67612
66445
67681
66913
68160
66970
67216
63349
66413
67942
68281
68315
66720
67251
67666
67386
67740
67734
67894
68203
66549
66642
67496
68142
66118
65582
68300
68312
67296
67964
67851
67908
64955
66481
67160
68085
67234
62693
65884
66739
61927
62145
62675
67415
67756
67834
62227
66833
67349
62699
67460
66662
63429
66007
67949
64311
64470
64625
65497
65039
62366
62179
62101
62051
63080
65382
63100
64176
67321
64993
66923
68058
64904
66157
63060
64997
62777
63018
63217
62125
66906
62270
63952
64847
65967
62673
64365
62108
66945
67769
64872
62426
67085
63265
63350
65485
64615
62959
68343
65762
67510
62805
62499
67142
62631
62524
63136
61969
67799
62370
64624
62210
65277
64277
63282
64055
68116
64851
63303
67232
62831
61850
62858
63913
62874
63372
63198
63730
62948
65093
64738
62638
63138
63223
62403
62805
63176
61897
62046
64663
62846
64576
63620
62872
67755
62964
63910
64822
65987
61954
63014
62977
62975
68284
63278
62793
62117
62648
62407
62964
64369
67692
64261
64223
62607
61890
64712
62655
61925
63908
64137
64039
62457
63091
67216
63205
62330
66495
67509
64757
62259
66405
65166
62947
63265
63111
64309
63150
62666
61978
63352
64264
67104
62473
64584
64942
65050
62923
63420
65980
62275
68302
63407
64156
65283
65529
63032
64527
65331
65793
