l2_rqsts.demand_data_rd_miss
9681
10298
9424
9734
9862
9851
10132
9419
9560
10062
9839
9438
10203
9353
9770
9545
10202
10170
9920
9485
9337
9386
9632
10132
9402
9804
9328
10052
9947
9731
10264
9927
9346
9507
9440
10133
9983
9481
9705
9742
9919
10086
9684
9361
9655
10217
9794
9688
9365
9763
9615
10134
9843
9520
9946
9835
9805
9545
9858
9901
9736
10207
9732
9377
9612
10088
9503
9484
9694
9419
9993
9364
9868
10251
9713
9573
10105
9578
9928
9919
9618
9996
9700
10035
9801
10078
9370
9962
9819
9416
9685
9451
9479
9595
9365
9520
9525
9887
9669
9610
9849
10283
9926
9598
9363
10192
9587
10173
9825
9559
9551
9804
9710
9943
9407
9564
9719
9796
9487
9387
9380
9439
9399
9426
10125
9763
9326
9515
9867
9964
10040
9702
9692
9777
10102
9841
9409
9460
9704
9483
10276
10227
9519
9379
9668
9330
9617
9701
9808
9866
9418
10094
10089
9439
9503
9379
9476
10172
9353
9908
9596
9392
9349
9500
9839
10203
9735
10068
9837
9399
9989
10038
9961
9500
10015
9818
9389
9469
10116
9585
10294
9355
9476
9999
9946
9336
9329
9691
9414
9944
9756
9732
9493
9611
9561
9330
9871
9348
9909
9544
10044
9366
9524
9441
9503
9596
9626
9673
9394
9894
10035
9425
9812
9630
9916
9760
9787
9520
9715
9555
9390
9518
9605
9886
9640
9766
9690
9510
10198
9755
9810
9475
10219
9360
9580
9506
9735
9985
9601
9420
9425
9905
9404
9392
9555
9605
9715
9776
10126
10121
9510
9785
9531
9680
9960
9596
9775
9434
9333
9365
10054
9775
9529
9598
9746
9569
9496
9961
9413
9505
9505
10118
9787
9675
9353
9325
9442
10007
9670
9375
9566
9435
9496
9474
9415
10021
9907
9605
9510
10126
10244
10035
9837
9450
10107
9765
9792
9526
9805
9420
9335
9555
9770
9900
9854
9330
9902
9400
9435
9515
10281
9480
9454
9505
9595
9653
9586
9496
9650
9951
9604
9340
9575
9661
9615
9776
9630
9776
9366
10091
9767
9956
9679
9711
9345
9430
9815
10181
9599
9551
9455
10044
9625
9408
9420
9345
9775
9400
9395
9498
9512
9759
9624
9660
9412
9443
9786
9760
9479
9454
9631
9461
9328
9407
9731
9413
9494
10218
9714
9326
9462
9694
9364
9466
9462
9673
9486
9884
9550
9344
9487
9530
9569
9793
9564
9369
9468
9377
9946
9747
9561
9372
9541
9560
9427
9967
9493
9355
9496
9544
9611
9574
9422
10007
9601
9421
9766
10011
9510
9433
9391
9326
9326
10007
9457
9343
9665
9735
9736
9350
9750
9680
10036
9797
9449
9509
9473
9377
9602
9578
9384
9678
9902
10290
9844
9842
9734
9482
10188
9765
9651
9672
9852
9497
9824
9439
9638
9402
9677
9647
9663
9535
9502
9636
9841
9631
9344
9912
10151
9425
9718
9427
9385
9557
9786
9428
9572
9661
9499
9374
9490
9529
9751
9340
9361
9564
9459
9324
9440
9843
9828
9651
9903
9491
9526
10002
9444
10077
9741
9476
9777
9442
9390
9645
9379
10166
9665
9551
9711
9754
9800
10073
9862
9708
10025
9609
10106
9608
10012
10055
9975
10189
9915
9511
10156
9434
9967
9644
9751
9742
9329
10020
9555
10236
9640
9877
9565
10091
9387
9520
9625
9712
10185
10133
9714
9325
9324
10035
9552
9903
9401
9627
9751
9834
9452
9352
10014
9696
9731
9384
9826
10008
9623
9796
9330
9449
9942
9873
9460
9895
9529
9639
9533
9819
9588
9873
9395
9509
9379
9415
9841
9743
9642
10031
9657
9686
10156
9859
9997
10235
9559
9391
9582
9999
10236
10042
9643
10027
9474
10002
9541
9758
9460
10236
9388
9894
10282
9721
9390
10055
9762
9922
9781
9573
9703
10215
9642
9824
10018
10298
10283
9376
9986
10192
10125
10290
10206
9980
9994
10268
9679
9438
9418
10226
10023
9466
9861
9669
10057
10210
10070
10078
9522
9473
9732
9339
9606
10180
9927
9326
9781
10139
9423
9992
9873
9800
9691
10258
9927
9774
10249
9605
10005
9615
9584
9816
9786
9788
9373
9738
9367
9610
9615
9720
9639
9826
9677
9386
9434
10099
9558
9677
9650
10042
9707
9423
10157
9364
9615
9602
9458
9838
10197
10047
9336
9572
10257
9422
10032
9956
9824
9733
9325
9591
10122
10110
10140
10140
10009
10166
10080
10099
9502
9460
9336
9584
10280
9521
9564
10250
9819
9382
10074
9706
9328
10240
9622
9485
9464
9790
10301
10285
10250
9491
10170
9699
9463
9887
9664
9425
9815
9598
9463
10022
9723
10177
9726
9494
9939
10021
9945
9484
10241
9515
9517
9541
9470
10141
10295
9906
9552
9803
9338
9434
9842
9733
9752
10292
10120
9594
9592
9381
9448
9486
10098
9860
9652
9708
9844
9657
9733
9944
9653
9600
9835
9852
9513
9419
9524
9977
9641
9958
9506
10141
9649
9484
10267
9788
9368
9742
9814
9593
10299
9422
9988
9508
9422
9547
9788
10189
9349
9425
9825
10265
9562
9377
9839
9552
10011
9783
10192
9481
9434
9851
9586
9522
10172
10271
9962
9927
9789
9905
9934
9644
9899
9947
9696
10058
10072
10217
9849
10215
10109
9897
9695
9590
9619
9738
9480
9958
9794
10202
9668
9528
9880
9923
9823
9595
9854
9478
9481
9881
9972
10062
10117
9627
10156
9485
9879
10184
10036
9962
10033
9925
9663
9546
9864
9827
10031
9584
9999
9859
9540
10253
9459
10175
9947
10140
9919
9378
9395
9543
9537
9647
10199
9698
10003
9837
9385
9681
9732
10176
9807
9501
10150
9906
9837
10220
9767
10160
10052
9660
10057
9493
10041
9926
9597
10135
10151
9764
9348
9938
9391
9513
9378
9937
9419
9324
9818
9910
9866
9926
9485
10062
9742
9721
9985
9765
9993
9885
9716
9339
9354
9685
9361
9390
9663
9880
9418
9612
9533
9354
9591
10264
9597
9831
10200
10140
9639
10048
9954
9880
9771
10045
9989
