l2_rqsts.demand_data_rd_miss
9632
10089
9691
9406
9736
9360
9476
9500
9454
9565
9490
9396
9337
9606
10276
9439
9345
9426
9715
9535
9506
9912
9397
9809
9491
9361
9384
9491
9332
9595
9460
9522
9338
9381
9946
9326
9679
9770
9768
10023
9525
9548
9417
9881
9334
9894
9811
9739
10007
9617
9626
9591
9366
9731
10160
9454
9517
9552
9756
9484
9729
9591
10282
10039
9736
9878
9352
9571
9627
9562
9593
10054
9467
9707
9714
9352
9443
9530
9730
9913
9471
9432
9400
9641
9572
9877
10031
9441
9717
9464
9787
9782
9738
9791
9685
9910
9523
9397
10168
9766
9660
9552
9367
9947
9336
9496
9580
9884
10230
9495
9891
9830
9877
9700
9930
9646
9453
9786
9655
10091
9665
10076
9781
9346
9481
9933
10008
9555
9396
9464
9900
9634
9699
9722
9322
9826
9885
9458
10256
10211
9659
10112
9663
10261
9951
9446
9621
10101
10286
9594
9974
9926
9813
10023
10302
9384
9979
9569
9929
9376
9491
9746
9771
10232
9791
9988
9347
9898
10019
10076
10130
9435
9405
10051
9983
9969
9740
9666
9571
9881
9409
9592
9494
9804
10246
10118
9696
9919
9400
9375
10111
10147
9517
9687
10250
9544
9328
9965
9390
9837
9805
9660
9594
10226
10214
9471
9364
10266
9587
9469
10111
10233
9639
9470
9866
9580
9565
9560
9900
9515
9856
9401
9822
9365
9559
9566
9576
9749
9570
9666
10127
9718
9488
10052
9590
9361
9370
9391
9405
9337
9435
9460
9738
9555
9799
10162
10027
9505
9448
9443
9383
9510
9473
9640
10169
9482
9453
10028
9652
9563
9397
9411
9351
9871
9344
9644
9506
9363
10001
9506
9749
9657
9560
9596
9554
9424
9372
9865
9781
9389
9416
9385
9420
9506
9725
9897
9658
9479
9765
9397
9324
9775
9466
9346
9907
9535
9545
9626
9433
9592
9673
9369
9492
9370
9535
9325
10193
9456
9510
9372
9427
9855
9348
9391
9949
9652
9632
9840
9390
9796
9473
9631
10005
9915
9663
9756
9789
9356
10052
9482
9632
9681
9615
10105
9865
9417
9631
9340
10260
9671
9527
9709
9891
9429
9508
9823
9573
10101
9978
9377
9957
9512
9570
9768
9949
9335
9580
9569
9536
9738
9439
9467
9578
9702
9344
9349
10075
10222
9748
9496
9375
9658
9755
9940
10043
9385
10165
9525
9414
10066
9964
10105
9415
9639
9829
9885
10078
9954
9600
9712
9811
9585
9492
9939
9642
10109
9328
9544
10078
10166
9881
9771
9704
9360
9533
9678
9784
9358
10051
9992
9716
9499
9432
10122
9574
9979
9899
9526
9840
9730
9453
9966
9935
9428
