l2_rqsts.all_demand_miss
72422
69453
69297
69868
68733
69091
72064
69154
68635
69628
74827
72433
68148
68286
69260
71993
72049
71771
68585
69236
69044
68092
71607
71074
68683
68092
71012
69280
68366
69450
72239
71160
72110
69328
69389
73848
73133
68500
70683
68226
68814
71666
71644
68370
71196
69676
69450
68541
68931
68375
73413
72448
72546
72148
71058
73286
71615
72611
69254
70948
68494
71386
69337
68269
69033
70594
70809
68181
69661
68369
73034
73318
69085
70509
69094
71064
68975
69584
71170
68631
69235
70359
71935
70300
73381
68224
71777
69117
73798
68588
71192
71610
71380
70481
68358
68393
70410
74252
68626
70076
74520
70125
68369
69323
68828
72760
69310
68192
68246
69583
73084
68505
70281
73328
68833
74229
74858
69534
68458
74455
71300
68202
72005
70679
69972
69340
71833
70255
73689
74773
68125
70268
73970
69489
68790
71295
73200
68663
73682
70397
71419
72222
71457
68094
71743
68659
72029
72800
72133
70816
72400
73823
73521
70707
70844
69534
73359
74624
74042
69666
69052
68310
72273
75111
73130
68829
71720
74308
70371
70072
69393
72114
70593
68582
71733
68913
69098
70563
73126
72276
69707
75031
71835
71335
68738
68963
69919
68337
69131
69253
74227
72100
74718
72190
72713
73300
68103
69703
69819
73336
72378
70377
68392
69896
69904
71509
68913
69870
71603
68747
73491
68628
72412
72001
69035
69512
73781
68401
71212
71154
68255
68439
71505
70252
70945
68907
72270
72521
70148
72765
69811
70369
73282
71799
70483
71233
72643
70601
72731
70932
70104
71130
70987
69117
68301
70327
69163
72550
68580
68210
68502
69218
69016
71336
68139
69720
68458
69857
68319
68633
68995
68594
68151
68923
69984
68483
68442
70732
69076
69999
68408
70600
69212
70046
68498
68267
70109
68277
69300
69469
69774
68986
69290
68956
70268
68402
71804
69949
70831
68620
68737
68345
71392
68449
69963
69639
70492
69070
68659
68883
69064
71468
69493
68867
69628
72890
72214
69180
69689
71691
74634
70245
71764
75004
68570
71790
69132
69880
69079
69834
69806
68608
68394
72845
70900
69133
73407
68687
69783
72580
70957
72094
70130
68679
68582
69314
69010
68150
70091
73574
70802
69616
71437
68098
71025
69238
71682
69436
73426
69601
73901
68823
68831
72415
71297
71127
72266
72127
68769
71129
68723
73446
70653
72058
69181
72564
68620
72954
69777
70068
69115
71343
70487
73458
71994
72314
71303
69217
72923
68927
72024
70174
70842
70603
68255
69250
71042
70111
68722
74798
70749
75160
73068
71239
69160
69523
70235
69668
69256
68710
69361
68824
69028
72751
73955
72659
71124
69886
69901
68692
70013
69345
72599
73245
69283
68110
70136
68994
69209
71772
71271
69689
73004
71054
71324
69896
70892
69667
68650
70586
71986
72898
69811
74405
68585
71957
68780
70345
71613
71234
71196
70801
70002
71494
69378
72385
68190
69825
71171
68903
68649
73502
69033
68997
68261
69897
69180
73486
71944
74684
70110
68328
69587
68373
71109
71260
74778
73155
68640
74350
69088
70934
71788
70257
68462
71834
72541
70385
70641
71191
72468
74803
73839
73255
71717
68588
72550
68264
70067
70533
68413
69790
68713
68915
70274
72656
72626
70419
69795
68520
72572
69712
68562
71176
68648
72677
69419
68217
73085
70388
71094
68510
71045
74208
72304
69470
68577
71242
72164
69577
68983
69379
69781
70360
74601
74101
69648
73102
69406
68732
70046
71990
71251
70506
70705
70917
68276
72512
70742
68607
71287
74833
70077
73503
71550
68780
69481
71644
69827
68677
69834
70154
68862
70853
69725
73424
68204
69184
70475
68792
69741
69024
71662
73583
69881
73039
71721
70517
68268
70606
72192
75085
69923
74403
73037
68116
74596
68503
72319
68473
69110
72388
68514
69792
71376
70590
70504
72322
69299
75166
74295
69769
69331
69548
69071
69620
69153
71685
69448
72200
73343
68494
73741
68374
68721
69059
72257
68280
69132
68517
72001
75203
71045
70295
69934
70537
69441
70725
72632
71198
72975
68207
68273
69640
68411
70049
71218
68700
73583
69065
73547
68825
71444
68097
68720
71079
71741
71456
68403
68473
71242
69365
69470
70077
69272
69698
70491
73041
70633
71313
71148
68289
69325
71867
71267
68760
71542
70347
72510
68800
71970
72206
69391
68974
70775
73775
69629
68118
71200
71338
70069
72393
72324
70821
73991
68217
69509
71566
71545
73675
71295
69413
72995
74171
68410
68381
69362
68178
68365
68786
69460
69021
71996
70819
69826
69045
73553
74144
70604
69900
70154
71872
72644
72012
69364
69256
70465
68741
70602
71131
68360
69898
68121
71283
71038
69556
69826
71491
74025
71575
68787
69855
70838
69251
70085
69080
69621
68743
70840
69994
70344
68419
68317
69805
69866
72195
68128
68467
68763
68663
74687
73742
68981
68893
72434
68113
69644
71963
68999
72642
71861
69504
68662
70012
71943
71658
69041
72461
70153
70720
69592
71042
70133
68918
68155
68842
69879
73862
69380
69891
69728
71366
68369
68465
71477
71824
72024
70896
68261
72478
71577
70280
72812
68091
72559
68618
72899
70992
72482
69153
73767
68399
70567
69802
68819
71234
68392
68632
68376
68454
69248
69833
68156
70425
70414
70612
69272
69035
73095
69936
69711
68090
68707
71259
68857
68447
68752
68565
70600
72682
68756
70115
68847
69630
69126
68752
68091
68906
69988
68810
69368
71583
71641
70612
68167
70359
72341
72463
69983
73349
72744
72677
70770
69182
73983
73445
73693
70628
68137
71063
69329
69722
69256
69693
69645
69675
74740
70622
71889
71665
70637
72279
71012
72153
71240
68349
68372
69191
72968
70313
71149
71729
69823
70113
68612
69116
69024
70505
71924
71424
74334
70780
68465
71768
71884
70051
71739
75233
68394
70665
69966
69083
71651
72364
70539
71813
69960
68427
68131
71973
71180
70313
68762
68333
69054
72482
68685
72743
72461
69032
70480
69499
69882
68893
71496
68505
73452
70524
70466
69101
72722
68294
69872
72703
70767
74897
68489
68164
69038
70691
70333
71964
68255
74583
68993
71623
68553
69340
73299
70998
72732
72063
69982
71311
71449
74233
69414
69725
70940
74076
73044
72829
69843
70319
72093
71714
74413
70927
74349
71120
71758
68796
68363
69263
71308
70327
70161
68747
69129
68191
71698
68893
69390
71283
69711
69263
74987
69797
73978
73149
74655
72763
73345
74626
70557
72123
68797
68671
71774
71704
68996
69708
71656
70907
70254
71045
71941
69193
70077
72536
70314
72675
72357
68726
72018
70495
70331
69621
74521
73738
70295
70709
71526
70544
71737
72817
69806
70008
69478
68191
73664
74688
70096
68555
68787
72294
73024
68338
72943
73136
69477
72834
68520
68658
72045
71192
69089
70130
68726
70095
73912
68365
70229
71524
70694
72773
71968
74173
68702
72121
68599
69056
69179
70376
71934
70650
73345
70259
69257
74115
68702
72031
70719
68179
69195
69394
68839
70248
72935
70227
68304
74222
73142
68806
70116
70162
69863
70778
70480
68619
69875
72763
68773
70911
68252
69779
71907
68680
69413
72562
73671
69856
73019
69643
69800
71458
69078
71998
68238
69780
68465
72726
72689
71493
73026
73240
72440
71197
69901
68600
69530
72689
68541
68835
69981
71846
70947
72855
70790
74502
68709
71155
71257
69911
74167
72277
70719
69827
69043
69661
71245
69911
69398
75074
68475
70618
74100
72682
70701
69338
75011
68723
72436
72742
70131
74534
70078
72036
73364
71363
70892
69669
71454
71627
73286
74957
73652
70206
68574
73778
71924
70381
74999
72070
72930
74604
71094
68154
70212
72945
69342
70943
71258
72231
74318
75155
68594
73699
70094
73339
71214
69307
70158
68563
70544
69992
68345
71919
69644
70003
72652
72917
68215
73125
73760
71784
73822
71937
72317
69694
74524
72029
69027
68471
69846
69362
71513
69209
70833
73730
73270
71591
68499
68342
74557
73375
69054
73369
69524
69150
69034
74121
69041
68224
69620
69153
70667
68245
72306
69939
68410
68152
69177
73315
72728
72659
70881
72307
68873
73353
68154
74020
73664
74647
68462
