l2_lines_out.non_silent
63529
61926
62330
62552
62068
62043
62033
63558
63157
62147
63241
62712
61695
62936
65699
65655
64532
61650
61785
63197
63251
66547
63040
62853
63765
63732
62233
65067
62625
66938
61932
64307
62948
62037
62198
63901
62266
64022
62569
62646
64624
63833
63301
64662
66995
67589
63471
63076
63278
62732
66789
62774
62604
61658
62984
61757
63828
65284
64595
63834
64373
64493
67553
66694
62433
63656
65295
65365
64874
61717
62561
62464
65839
64629
62596
65031
63120
64751
64434
62215
61986
63568
63074
63085
61821
63706
64105
62659
64042
62178
64968
64573
65855
61640
62521
64625
61718
62417
68012
66808
63813
62655
63445
64485
64611
63891
65614
66063
64021
65863
62190
65929
66084
62401
61986
64384
63559
66618
65947
63655
63641
61642
65629
62041
64395
64981
64681
61787
64288
62678
62214
61637
62337
65383
62032
67047
63298
61912
66785
65758
63120
66901
65905
65643
67252
61852
65661
64559
62819
62999
63431
64820
62732
65937
61801
66358
65451
63819
61938
67201
62137
61822
65312
62911
62304
63554
62614
62527
63483
65502
65517
68056
64743
65137
62255
64141
66912
66046
62086
62458
62925
66347
65512
66021
63820
67774
62869
67031
62757
66405
65859
63192
65813
62861
62694
67274
64410
61693
61995
65660
62096
65330
62970
62309
62977
62089
61707
65858
67739
64910
62935
63797
64761
61938
62690
61636
63074
62562
63818
65018
65719
64786
64241
63501
64211
62514
66338
64008
63431
61653
62533
64408
63645
65501
64529
66927
62759
63433
62137
65606
63799
64675
62053
61881
66576
61828
65569
64846
64053
63703
64890
62734
65854
61983
62676
65602
63978
61628
61858
65997
65348
62965
65166
64603
64144
65626
63025
62342
61807
64462
64023
63203
62367
63867
65184
65498
61799
62965
64525
62933
62088
68005
62563
61750
64844
66840
63392
64065
67175
63360
64292
62239
62487
66306
62647
62605
62141
65339
66576
65073
66227
65367
63164
63482
66652
64288
65129
62532
66712
65352
63050
61651
64258
62864
65424
65136
61732
63133
63484
61764
62487
61848
66807
66427
64865
63339
64748
62107
65040
62287
62595
66394
64650
65950
66740
66478
64313
64965
63988
61801
64342
61697
63369
62082
63413
65454
64942
64559
63018
62759
66349
63405
62903
64557
63143
66051
62456
66613
64923
61713
62521
63281
62436
65623
62107
62043
62378
63910
62272
63068
64174
62292
62810
66462
65292
62667
62627
66080
62701
63241
64769
65391
63599
62287
65173
62561
65386
65103
63234
64739
63052
64013
66989
63941
61856
66894
61837
61927
62752
65094
62227
63286
63915
63661
64029
65745
65791
64383
65196
66882
64305
63472
64723
65744
64962
63412
63660
64719
63301
64242
64701
63914
64624
64257
63896
64789
67357
62509
63853
63196
65331
62041
63779
65588
64673
67025
64770
64199
63088
61988
63392
65556
63294
63729
64650
62741
64352
65017
67904
67408
61924
65235
64744
63156
67219
64509
67615
65141
66172
66560
62947
63608
62108
61632
62040
62039
63684
63985
62236
62791
66398
62116
63790
63983
63462
62331
67022
62429
64708
63886
66383
63333
61749
66451
61959
65054
62512
64086
63857
62144
62164
65879
63667
62054
63976
62519
65570
62007
62179
64371
62688
63248
64431
67895
62011
63132
62170
63800
65217
63413
63153
65876
61668
62709
63082
64737
64439
63833
62530
65145
67291
67753
66132
