mem_inst_retired.all_loads
228905
237360
238695
236742
237974
244257
232151
241864
240448
238045
238314
241456
238924
241422
228769
234167
240214
232699
246492
238172
235125
237969
241756
232385
244180
237600
235718
233995
241461
234893
237071
242798
243356
242319
229918
236434
242677
241383
234788
245720
240196
242032
242854
233791
238687
238307
244834
236065
239437
234480
233412
228756
232599
244742
241599
242046
243293
236003
238217
232710
236023
228826
239737
241493
240369
236246
237356
244019
236079
238725
245349
249201
235425
233399
244260
232172
240370
238272
241055
242809
236965
242653
231297
234886
240189
238681
230303
234837
238691
237826
239908
239786
238058
245005
240922
237654
234322
238273
234235
233348
239409
234542
238411
244202
236627
250370
248175
236639
242541
230572
238262
239796
241117
247341
236497
245236
242877
242347
246599
240987
239903
234909
235962
244339
228598
243675
242460
234847
234678
238853
238017
237171
239189
238733
243676
234283
242635
243700
239376
243960
233921
248076
233203
240623
246164
245829
244563
243964
245991
240198
233744
229294
243936
244848
245736
243549
241973
243824
236831
242837
230105
234787
234266
246238
247949
234870
248859
234078
236638
247262
248092
239896
248231
240638
249356
228129
249341
240325
240394
246891
250506
244225
233865
241700
248522
235942
251000
245383
242531
229311
238775
228263
246309
246364
234980
242153
228702
237371
240372
237535
229016
240898
229097
232750
242939
236464
248204
232102
232898
236877
250340
229162
238851
234070
233526
237353
243428
236004
250060
231616
244888
236146
228867
248284
231723
239025
244219
230627
250228
231683
229510
235917
247340
231648
240491
238947
240104
241168
242638
244920
235126
240514
237754
241753
236287
236243
232217
242756
239852
243427
235006
247037
238539
237467
240896
243439
245604
244925
238916
251754
228263
237082
233291
232337
240237
237535
232936
235096
238751
239507
232161
233322
237379
246109
245911
242250
234251
228251
247236
246449
246924
235475
236859
247542
241229
244408
234216
242955
237200
235234
239350
240474
243526
233196
238962
233620
230802
241775
231697
238456
246266
237614
234985
234022
242882
241401
231771
240317
238414
236642
233004
242800
234243
247402
243731
236261
242157
239255
251647
242422
241454
237635
243087
231041
240051
251116
247375
231689
240842
231956
239615
237480
239012
238994
228069
248289
230823
243919
237352
235409
235631
237468
237689
243098
251183
238355
239767
236772
235764
229999
237383
248382
231988
243160
233719
231030
243394
236761
236963
251657
231324
241861
236787
238735
245566
242282
245043
243718
238503
230667
235321
238944
251833
230015
240701
238635
242326
247531
240090
244672
239200
240024
234959
240235
243651
234757
242672
230480
235597
242532
236794
236096
239234
236641
244400
251439
251763
235624
234897
231243
234214
237764
239085
241897
242457
249551
235364
234213
245537
237471
234676
241234
241223
236449
236668
241437
249126
244997
231898
228594
240262
234971
239286
242240
248425
228937
241809
233537
246369
241062
244620
243501
234056
250231
236157
249301
241022
231668
250252
243149
242285
239547
238657
237535
243497
243556
246229
233496
243602
233240
247348
237460
241617
229740
243624
241832
236696
228933
243148
250752
239975
228128
239175
233529
239851
233276
230419
249532
238178
241701
231551
245676
234681
228926
231923
241715
248913
247726
239692
232701
232742
239894
229627
235822
228034
244240
234726
250215
232538
232786
233305
244130
230755
235190
239756
232996
229823
232238
251628
236000
245609
246001
235672
234429
239589
243524
239705
250257
234759
239707
236827
244597
236945
245316
241712
240403
235858
236791
245569
244865
239585
236487
235053
237389
246128
234354
233276
242890
233135
244951
239237
236795
242552
244718
244325
230729
241894
241939
240771
239025
236569
236672
237904
245872
247674
248662
244654
247707
242719
250345
241191
243855
238736
242215
238773
237899
244873
237259
238342
244169
231706
239373
233527
239437
240705
240472
234709
245895
241058
248312
235803
240526
238167
239628
240245
246035
246246
247830
238256
245943
238946
242086
235492
239451
245267
240514
251343
231763
235453
246890
235880
231636
237457
240455
239360
235338
237229
241823
234444
245077
238571
228474
248601
249386
230656
238515
229772
242103
236289
232930
235375
245020
