br_inst_retired.cond_taken
63677
65713
62994
65065
61126
66723
63699
66359
63500
66568
62009
65802
66667
66004
65838
65347
66733
63234
62484
62808
65945
65606
65575
65826
65640
66027
62693
64236
65913
62834
64109
63044
64144
64557
64113
66499
65543
65649
65870
66212
66679
66216
62965
62760
61450
63382
65680
66364
62525
62745
65205
65501
64542
64125
63134
61529
66603
65270
62821
62009
62611
66455
66293
62844
62552
64485
61677
62608
64744
62723
65564
62684
62233
61128
63991
62495
62496
65288
63553
62066
64702
62448
65624
64673
64089
63532
62359
63403
63424
64755
62498
61789
64722
61245
65412
64940
61718
63387
64625
65500
65681
63671
63769
65840
63094
64677
63918
65086
63905
64397
66361
66138
62582
63920
61072
65388
63954
64727
62906
61261
66208
64048
64604
66237
64553
64310
62777
65480
65505
63329
64176
65175
63619
64218
66528
63575
64927
66358
64668
65602
65611
63434
64567
65376
63457
63763
65672
66281
63225
64504
61723
64066
63754
61664
62965
66082
63997
63953
66499
63124
61681
65427
66317
65883
63471
63462
62064
66754
65441
64909
63226
65812
65370
63990
63187
65502
65223
65493
63423
64837
63450
62431
65263
66181
64773
66607
63761
66645
65787
65646
63391
65966
65090
