br_inst_retired.cond_ntaken
112837
106519
107147
102923
109581
104714
103325
102566
102317
106769
106697
111454
110268
107054
107193
105922
110444
102861
102889
102752
109562
102317
110622
111840
107209
110793
106359
106335
110187
107456
104575
105216
109269
103206
104983
111148
108313
111290
112348
109326
110136
106985
108333
107002
110440
109230
111388
111625
106745
109089
111328
112617
104676
102846
102443
110739
110294
108242
103060
102601
103991
110431
110179
102306
104962
106544
108967
110859
105397
104596
111285
105549
112986
108302
111939
109304
109774
105354
104394
102930
112145
108863
103205
102705
108079
107295
102804
108517
102980
103388
102785
103406
107625
104751
107317
107971
107000
102378
106698
106612
106064
106848
104285
106609
107776
110042
104758
103116
106289
108827
108509
110852
105817
110169
110343
104866
104234
105894
106148
103231
105656
108192
108492
103811
104002
112491
106087
104816
104323
108224
112166
108196
108228
112470
108363
108778
108936
112693
112513
109717
104204
107072
107245
110614
112656
106475
106080
106563
106034
104250
103298
107134
109709
106353
107101
107452
112896
104995
104636
109862
108040
106967
106626
110143
107126
106217
111293
106234
110930
104985
109977
110804
107918
103716
106406
110156
107656
105606
105273
111265
105192
110525
106388
109843
108397
103300
106646
107255
104916
108327
111625
102357
111167
109039
102904
106530
105020
103960
110481
110020
103963
110966
106510
112457
111364
110002
103091
108404
109751
109798
104887
103480
107173
108476
105778
109220
104855
107198
105990
106284
111336
108295
109622
110925
111123
112864
108234
103328
112097
107245
109437
107071
108955
112584
108293
107533
108430
106665
106981
112522
107534
107600
103173
107950
106802
111136
112644
109097
111290
108307
111872
106448
112612
103077
109816
110284
111690
111895
104312
108901
109275
105130
109069
112653
112481
112691
111143
111996
109835
111902
104694
