br_misp_retired.ret
529
560
547
548
542
522
518
520
540
518
564
524
557
528
525
545
548
532
533
550
515
513
564
547
535
518
525
518
556
550
538
535
535
555
548
538
541
538
529
559
562
534
563
517
540
528
530
519
522
552
527
541
560
522
527
523
532
550
555
528
558
533
516
541
553
552
551
560
543
550
530
525
564
520
554
536
551
523
529
563
513
540
558
523
554
543
540
538
535
519
553
538
554
530
540
524
551
550
539
535
530
545
520
545
524
547
561
530
531
555
551
545
543
538
517
515
539
545
537
520
535
532
534
555
545
558
564
522
523
517
559
518
551
542
552
536
549
563
529
549
540
539
526
551
561
548
530
520
546
556
542
538
518
560
518
538
559
520
533
538
524
531
528
545
547
513
563
560
553
538
562
546
545
560
538
550
552
541
547
532
531
539
550
545
545
515
558
533
527
531
539
526
547
525
536
552
560
540
518
520
551
561
514
538
532
545
549
535
548
551
547
543
564
552
536
528
550
532
533
528
529
540
539
550
548
531
522
520
563
536
535
517
533
553
560
558
558
550
560
513
530
524
551
528
530
548
548
561
523
555
548
513
551
529
528
540
526
537
561
514
563
548
526
548
543
556
563
550
550
546
548
552
548
555
562
528
545
562
562
538
545
542
524
538
534
514
560
556
540
515
515
541
548
558
526
560
548
551
518
531
551
518
538
530
558
512
535
561
516
555
543
548
548
563
559
548
523
533
538
539
563
549
536
535
546
545
523
561
531
564
560
563
552
515
548
518
545
515
554
521
547
528
528
546
522
534
549
546
530
553
548
546
546
533
520
534
533
515
550
541
532
556
545
557
548
533
564
548
540
532
554
545
558
543
560
545
548
563
526
545
513
518
541
551
558
538
560
550
540
556
538
513
545
562
553
532
555
523
554
548
528
535
513
540
538
534
521
550
530
545
552
540
561
563
535
518
552
548
542
553
564
553
544
525
548
555
564
537
559
522
543
559
549
522
551
538
527
541
554
549
553
559
524
525
563
543
551
540
544
557
540
520
563
557
551
525
513
532
553
553
524
530
538
551
549
512
545
557
541
540
545
543
550
548
556
548
548
561
551
530
549
513
552
552
536
562
562
541
546
513
553
549
533
562
541
552
540
541
559
522
542
515
531
541
548
532
545
559
555
545
540
561
540
547
548
532
518
552
564
540
536
536
527
554
560
553
535
557
513
534
556
555
539
517
560
514
558
563
529
513
548
541
518
533
538
555
534
550
528
525
550
526
559
534
515
528
533
553
548
555
552
551
523
539
532
557
524
550
550
538
530
560
553
514
520
536
525
548
546
534
540
530
540
545
544
522
531
523
564
554
524
558
527
550
530
546
538
538
555
514
558
515
538
545
548
562
549
558
546
559
534
513
553
530
515
550
535
547
540
555
563
514
538
555
520
547
545
525
542
528
551
527
549
538
523
520
530
563
540
522
540
523
539
538
547
533
523
535
532
556
543
516
518
520
538
532
545
559
556
545
525
545
563
553
547
548
548
563
548
564
530
554
517
540
558
513
523
550
535
520
543
545
533
563
532
529
516
547
545
547
533
540
512
539
541
541
548
549
549
558
556
528
512
535
547
547
557
513
561
557
542
530
563
540
545
556
525
553
550
536
543
538
518
553
519
523
523
551
531
552
557
538
527
515
556
563
561
533
554
558
557
551
537
563
525
559
535
537
552
554
531
555
563
523
545
526
541
558
522
541
556
512
519
541
518
551
515
526
537
532
547
518
554
519
512
564
560
556
519
535
536
529
559
527
555
559
563
528
513
543
513
533
561
526
539
518
555
529
530
525
545
531
513
521
542
518
547
521
558
520
535
554
564
544
535
530
546
525
554
536
526
551
529
564
521
545
530
542
563
551
537
541
545
554
551
513
550
550
538
560
521
559
540
525
529
529
532
537
559
557
555
539
540
550
554
553
535
543
528
543
517
555
540
547
530
542
536
537
531
535
514
513
529
545
539
518
539
545
538
562
534
513
515
524
562
514
557
548
548
563
548
541
554
521
522
558
561
564
530
547
540
513
536
536
519
558
547
543
523
548
532
543
529
516
517
543
560
520
544
538
563
557
516
520
544
548
535
540
550
551
553
523
559
562
555
555
556
528
558
561
555
546
553
545
552
533
525
540
539
557
523
523
563
531
514
545
518
523
564
544
544
538
558
553
548
543
520
547
542
545
523
556
525
545
531
548
538
545
522
551
552
532
542
562
546
531
556
549
543
513
513
514
545
533
536
553
563
540
555
547
557
534
544
543
521
543
544
547
536
561
556
550
529
537
556
560
551
539
545
536
558
523
547
533
520
532
536
526
523
552
515
558
542
520
554
524
556
525
519
532
556
557
553
530
559
559
544
555
518
546
542
557
539
546
547
557
523
514
527
531
523
546
548
558
553
558
551
563
555
528
534
513
530
529
531
558
515
564
561
557
525
548
553
540
532
553
530
541
558
548
525
512
553
527
521
539
562
530
555
562
547
532
556
545
562
520
552
549
557
536
513
535
528
547
530
534
538
520
547
550
530
554
521
550
549
520
555
559
559
525
560
520
538
530
561
544
550
538
552
520
543
547
532
520
525
540
543
537
536
539
563
548
555
539
563
555
564
526
518
530
554
538
555
545
549
537
517
560
529
548
531
520
550
555
525
543
561
544
533
530
547
535
551
540
550
552
519
538
551
560
553
563
513
534
553
518
515
564
533
563
556
543
554
553
536
544
552
516
557
534
525
536
520
551
524
548
562
530
549
529
518
534
533
564
531
541
557
540
525
521
528
558
544
543
523
528
529
560
518
555
558
528
563
563
515
526
561
543
518
527
550
514
550
539
523
558
536
558
561
533
543
561
549
545
558
525
546
528
542
540
547
563
553
555
548
538
546
533
529
543
525
526
535
537
561
558
525
528
560
532
538
520
540
532
515
548
514
564
543
515
522
543
545
563
523
512
515
533
562
531
528
551
563
563
535
545
564
558
562
525
527
542
513
546
551
538
524
527
564
547
548
556
564
520
538
526
556
553
550
541
532
540
531
553
531
560
534
548
563
518
525
543
546
548
539
524
540
555
532
515
533
527
530
513
516
542
558
561
525
529
539
551
558
559
540
525
535
548
558
523
514
558
544
520
561
530
530
530
541
521
525
545
515
513
553
543
551
537
515
535
519
554
536
514
553
536
535
543
549
539
522
541
553
543
516
545
553
538
558
521
531
546
535
520
527
518
534
559
554
539
562
529
553
531
520
543
522
543
523
550
515
549
514
538
549
559
545
542
540
547
529
558
558
562
557
540
523
520
539
529
545
564
525
537
531
555
539
538
540
562
514
535
552
515
550
543
519
546
545
555
538
533
519
538
553
543
562
548
513
528
518
545
561
554
551
515
548
560
552
553
522
530
525
549
561
512
542
563
543
552
543
526
540
522
527
544
545
539
549
554
560
558
559
559
536
557
549
524
549
540
544
544
555
559
520
527
513
538
558
537
540
563
538
520
550
533
564
513
553
551
544
532
518
555
540
522
530
550
543
550
560
562
562
561
561
533
543
548
530
551
513
543
537
552
564
533
548
555
564
548
535
554
550
544
560
531
543
555
545
532
560
544
538
546
513
540
534
535
533
563
550
544
546
537
562
548
555
548
546
545
550
529
552
531
551
537
557
554
547
553
553
559
548
545
563
545
548
533
545
530
553
558
545
547
548
563
544
553
563
558
543
556
555
523
554
516
564
545
557
516
535
541
527
548
546
558
534
550
540
542
540
551
535
546
514
563
521
541
547
526
540
550
546
563
545
536
515
537
522
530
532
558
540
546
548
540
556
550
533
552
527
535
552
535
549
560
538
547
552
555
532
515
554
557
530
520
515
525
548
560
530
539
553
529
539
552
562
518
562
545
558
548
561
545
540
526
550
561
519
554
550
513
550
530
538
537
544
513
538
545
517
552
534
558
550
558
548
546
533
530
536
528
542
551
555
544
521
521
551
526
549
545
557
532
550
555
513
550
520
553
537
530
561
561
558
517
548
562
551
542
548
514
550
546
536
553
525
538
523
535
520
540
543
522
531
547
561
519
519
555
528
555
526
540
540
524
527
521
555
542
537
529
552
543
543
550
555
551
545
551
550
526
530
543
515
563
551
538
522
553
553
527
564
560
524
528
554
563
540
548
549
530
555
533
564
524
543
532
529
541
548
526
550
540
549
515
534
520
540
564
552
558
546
549
548
523
563
557
548
546
551
533
538
528
525
540
530
528
516
547
552
545
530
530
523
539
538
528
522
560
545
542
548
518
548
545
517
545
564
564
515
557
542
542
543
522
546
550
556
558
538
537
554
540
525
526
536
563
549
555
531
534
516
531
541
563
545
540
538
546
519
525
548
516
543
537
534
551
545
550
541
530
552
555
535
558
550
530
538
526
553
533
531
547
556
538
548
564
548
545
532
562
556
534
556
537
533
543
516
557
546
538
549
531
548
538
543
560
541
525
548
557
556
549
555
524
541
530
550
541
538
553
516
515
562
560
533
513
557
545
546
546
540
552
533
550
525
552
548
556
541
523
547
554
551
530
534
525
559
553
564
554
558
555
545
557
545
559
545
540
536
559
545
538
563
548
545
555
544
536
556
533
558
537
548
517
555
527
548
553
563
549
548
541
559
555
543
515
560
535
535
512
553
559
533
535
554
527
560
540
518
518
520
538
545
539
561
519
538
561
561
526
547
558
550
540
551
558
554
550
553
558
550
527
556
550
545
512
563
528
555
517
544
536
535
535
560
551
546
555
559
543
533
522
546
542
513
550
513
539
545
549
536
548
555
557
534
547
537
562
562
556
530
558
556
541
515
533
562
543
547
539
546
538
559
536
540
533
538
558
535
528
550
555
544
540
548
563
555
520
548
553
551
522
547
545
548
542
540
561
512
540
555
551
536
550
550
563
562
539
534
533
514
558
549
556
559
559
528
540
548
548
542
554
542
540
552
540
561
535
538
536
542
556
563
525
525
545
555
559
536
558
548
542
540
513
542
528
562
515
549
543
516
555
550
541
546
526
515
521
515
560
545
536
536
515
533
548
532
517
560
535
552
552
533
540
534
543
525
544
548
524
540
523
538
529
513
538
544
540
545
553
544
532
550
540
542
550
559
552
559
523
551
546
555
514
517
540
527
528
550
518
521
553
548
521
513
548
543
538
563
514
538
544
564
522
526
556
545
540
554
561
548
537
540
557
546
545
540
539
550
544
538
545
564
550
523
538
543
545
536
556
512
556
528
512
560
556
549
526
539
540
539
529
563
520
545
535
528
529
548
558
551
539
558
528
515
537
533
533
522
534
539
556
547
555
525
542
536
538
559
559
514
540
540
540
538
526
556
545
530
552
554
553
528
555
552
541
527
521
528
535
536
558
531
560
558
528
555
538
515
540
533
560
547
563
524
534
551
563
540
526
535
557
532
527
520
540
557
519
535
518
558
515
552
533
524
542
551
535
525
525
521
550
530
522
543
537
535
529
562
550
552
537
540
527
557
525
525
528
515
541
532
517
562
542
562
516
556
518
525
558
532
545
541
551
557
525
534
545
524
550
540
532
535
556
548
525
555
550
549
544
561
564
528
525
543
538
546
537
540
534
551
560
518
556
561
554
520
524
535
555
529
563
530
531
564
548
529
556
537
518
538
563
528
543
540
540
545
560
517
547
521
540
543
535
530
537
513
525
535
534
545
547
549
560
513
558
554
513
555
558
535
562
543
525
515
556
544
564
547
512
542
533
554
520
556
520
560
513
529
552
533
540
551
540
532
531
552
536
532
538
543
527
540
542
555
548
520
519
545
545
558
523
556
540
539
555
557
550
529
543
549
558
538
538
514
552
521
534
558
518
540
515
530
516
559
550
547
525
546
545
534
516
553
517
514
549
523
529
530
520
540
545
561
548
557
546
540
533
525
553
560
555
547
564
539
562
515
515
512
553
536
533
556
525
554
555
551
535
548
546
553
552
535
539
556
517
522
540
544
559
538
548
564
522
525
544
518
533
516
536
512
540
553
543
545
551
542
535
563
553
554
551
555
536
537
560
551
540
557
547
513
547
534
527
560
527
555
514
528
521
536
528
564
533
555
525
550
552
562
515
540
542
559
554
542
531
558
515
530
537
517
526
563
525
550
522
549
559
543
520
532
526
555
521
522
535
552
537
520
548
538
530
548
525
549
540
563
543
548
560
514
522
538
542
547
547
562
543
512
556
525
525
549
534
522
528
550
535
560
558
534
546
545
525
537
528
513
531
528
530
