mem_store_retired.l2_hit
427
405
420
427
440
427
417
431
417
441
439
417
424
439
424
439
426
402
439
426
420
420
427
405
405
435
427
409
417
427
412
427
405
420
405
435
412
420
427
427
427
405
412
405
405
427
412
412
427
427
412
412
405
439
424
417
424
431
424
439
417
431
424
439
409
424
424
424
441
439
431
417
417
431
417
402
402
402
424
404
439
402
431
401
424
439
417
420
435
420
427
435
420
412
420
427
435
435
427
435
417
409
424
424
424
439
439
402
417
439
440
439
424
420
405
405
435
405
420
412
412
420
412
420
412
420
405
412
427
405
420
420
405
405
412
420
427
412
427
412
420
427
405
412
405
426
412
405
412
405
435
412
427
435
427
420
420
435
405
405
412
420
420
413
435
412
435
435
405
435
435
420
420
427
405
412
435
412
420
405
420
420
412
420
405
405
420
412
435
427
405
420
405
405
412
412
435
427
435
405
427
435
427
420
431
409
402
417
440
402
439
402
439
410
402
431
402
435
405
435
420
405
412
435
412
412
420
435
405
405
427
420
405
435
435
435
405
412
435
435
427
412
412
420
435
405
405
435
412
405
427
435
412
420
435
420
420
420
427
435
427
405
412
420
412
427
402
417
409
402
431
433
424
402
431
439
431
439
439
441
417
409
409
424
402
439
417
409
439
439
417
433
439
435
405
420
435
405
412
420
420
427
409
424
420
405
420
405
435
420
405
412
405
405
420
405
420
412
412
420
420
405
427
405
427
405
405
405
405
412
435
405
420
420
427
435
412
412
435
427
405
420
435
420
405
420
405
435
405
405
435
420
405
412
412
427
412
427
405
427
435
405
420
412
412
412
427
420
412
420
420
412
435
420
405
435
420
412
412
412
435
405
405
427
405
405
420
412
435
405
412
427
435
412
435
435
405
412
405
427
412
405
412
412
405
427
420
425
439
439
424
402
417
417
424
420
420
420
412
412
412
434
420
405
420
427
435
420
412
420
435
412
435
420
405
420
405
420
412
412
435
427
435
405
420
427
420
427
435
405
420
405
435
405
435
420
427
435
435
435
420
420
420
424
417
439
409
431
439
430
405
435
420
435
427
427
420
412
412
405
420
420
412
427
435
420
405
420
405
435
427
427
420
427
427
420
405
420
405
435
435
435
420
435
405
427
412
420
412
420
402
420
420
420
405
431
402
424
439
424
409
431
402
431
427
435
435
427
420
412
427
405
435
435
405
405
427
405
427
420
405
435
412
427
427
405
427
405
412
433
409
417
403
417
440
431
420
405
427
427
427
435
427
405
405
405
405
435
420
435
435
435
412
405
427
435
420
420
420
435
405
420
435
427
435
405
420
420
427
427
427
430
420
427
435
435
405
420
412
420
435
412
412
420
435
427
405
412
435
412
427
412
427
420
435
412
427
412
420
435
405
435
405
405
420
405
405
435
405
420
412
427
404
435
435
427
427
435
427
435
435
420
405
427
420
420
420
412
427
420
435
412
405
412
427
412
435
420
435
412
405
435
412
405
412
420
405
420
420
435
427
412
412
412
412
427
427
435
420
427
420
427
435
427
440
435
427
427
412
412
412
420
435
420
435
420
420
427
420
435
435
435
427
420
427
412
435
420
412
427
435
420
435
435
427
405
420
420
420
427
405
427
427
435
405
412
435
427
427
427
405
427
405
412
435
435
427
405
405
412
427
420
420
420
420
435
427
420
435
427
405
427
427
427
405
427
435
427
412
427
427
427
435
405
412
435
427
420
412
435
412
427
420
435
435
420
405
420
405
420
435
427
405
424
424
417
402
431
405
405
435
402
431
440
402
439
424
439
417
407
427
435
405
405
435
420
412
435
427
412
412
412
424
439
417
435
420
420
435
412
427
427
412
427
405
435
427
420
435
427
412
405
435
439
439
417
420
435
420
412
405
412
427
405
420
412
433
431
439
412
427
412
405
412
412
412
427
412
412
419
405
412
420
417
420
420
435
420
412
404
412
405
420
412
420
427
405
435
420
405
420
405
427
435
427
435
412
412
427
435
412
427
419
412
435
412
427
427
405
405
435
405
420
405
420
435
420
427
420
420
412
420
420
435
412
420
435
405
412
427
435
435
427
427
405
420
405
427
405
420
435
435
427
412
420
412
405
420
427
412
412
405
427
412
420
427
427
427
405
420
405
412
412
427
412
435
405
405
405
427
420
427
405
418
439
425
409
431
409
409
411
402
402
435
420
435
412
412
405
420
420
427
413
420
412
433
426
426
427
427
420
435
412
412
412
412
435
435
405
420
427
420
435
439
439
431
431
403
409
420
427
427
435
427
435
427
435
420
412
420
420
420
420
435
427
439
431
431
424
439
439
420
420
405
420
405
420
405
435
427
405
405
412
405
439
424
409
402
439
439
420
427
435
412
427
432
439
424
431
416
409
431
402
439
431
409
425
410
403
419
411
435
412
427
412
435
412
435
405
412
427
435
405
427
412
412
405
420
405
435
412
427
405
405
412
420
420
435
427
412
412
420
412
420
427
405
435
412
405
427
405
427
405
427
427
405
412
