topdown.slots_p
5340434
5053346
5000518
5415705
5004545
4972774
5316065
5187713
5190388
5258956
5376319
5154219
5333870
5257113
5314522
5232023
5203916
5343622
5133189
5175764
5180218
5114529
5317426
5093018
5176569
5228028
5374819
5252555
5190398
5314489
5120942
5144664
5218297
5253818
5326137
5198205
5244505
5267967
5257756
5282859
5234592
5221559
5353601
5236111
5394677
5276855
5204190
5318590
5304092
5192500
5228449
5311618
5236006
5288618
5350840
5285767
5309431
5250695
5409069
5395617
5207750
5366967
5292891
5307030
5399872
5215018
5324458
5300829
5262209
5370526
5349158
5306241
5252022
5359879
5166202
5211995
5256512
5311219
5365546
5181074
5394226
5159587
5334610
5233382
5353218
5229439
5320272
5229693
5402834
5426541
5357023
5285290
5209447
5277623
5432242
5357531
5345775
5416375
5351183
5354107
5165521
5219190
5224620
5432230
5172579
5385537
5238888
5062315
5354770
5099056
5198148
4963083
5094897
5173435
5070153
5105345
5234397
5117582
5169316
5277993
5138285
5098632
5118533
5164518
5184361
5158719
5212933
5236437
5254495
5384391
5105611
5155760
5023801
5063829
5420120
5266160
5173376
5232264
4925790
4981769
5145541
5328136
5200166
5427867
5041948
5143056
5273058
4917945
5010113
5134111
5171784
5118619
4975299
5262867
5201649
5158073
5211747
5069470
5029225
5250840
5108044
4970293
5134882
5092879
5278869
5023705
4934687
5130249
5012296
5022849
5025845
5225840
5248569
5210815
5025750
5090646
5138516
5376215
5415369
5378874
5042822
5219253
5014894
4945887
4950483
5359418
5076635
4976175
4950468
5205732
5332911
4950178
5065654
5065059
5169270
5046619
5068672
5083932
5022431
5361628
4924392
5402924
5357402
5142897
5105195
5390919
5160217
4918741
5088696
5153788
5059071
5262192
5123179
5422121
4920482
5025829
5258684
5028015
5362237
4976956
4983181
5217681
5054543
5099722
4922805
4996789
5391081
5384657
5367108
4937047
5163057
5059061
5122388
5188621
5227683
5426668
5095411
5368972
5001692
5206027
5349232
5193874
5026589
4959354
5019034
4928129
5417385
5087359
5200617
5185031
5143166
5002045
5132221
4954593
5325891
5259567
5077384
5181075
4969839
4981178
5033374
4915797
5024190
4966168
5022998
5286464
4992639
5159136
4953532
5027911
5100481
5373867
5205071
5177865
4992205
5170921
4948348
5078604
5297832
5164434
5308373
5095815
5164305
5167438
5146393
5114885
5131846
4997991
5179274
5006794
5014298
5050037
5076434
5342819
5173553
5229319
5307629
5085306
5265984
5127065
5103220
5179576
5218845
5138144
5314606
5219780
5313702
5039542
5137235
5200202
5231545
5180449
5318005
5204294
5271794
5328882
5216818
5160462
5380146
5337872
5297621
5270011
5150388
5357138
5341807
5327931
5351308
5286513
5306561
5247624
5233375
5401499
5118987
5152484
5209143
5200439
5348391
5362473
5193279
5195558
5251409
5192865
5349469
5417808
5039653
5139046
5163838
5316439
5248151
5240009
5158438
5174513
5280010
5229248
5418307
5286872
5410979
5337737
5263425
5200210
5244877
5135310
5279499
5361141
5177259
5263170
5228905
5199079
5178915
5318415
5119643
5306413
5063697
5198323
5152253
5241150
5226561
5232879
5178966
5251418
5139035
5301763
5389627
5186569
5301985
5154821
5191766
5123143
5171966
5104828
5218302
4994567
5235942
5170021
5396003
5175496
5347221
5160564
5092868
5159065
5058057
5209857
5078940
5374534
5147167
5138019
5087269
5153480
4994985
5340116
5223861
5229752
5276671
5039199
5045690
5185498
5025261
5254688
4941758
5055236
5038233
5053996
5105067
5107286
5061258
4978411
5099090
4924255
5075913
5066803
5327375
5349805
5241098
5102259
5103748
4953387
5044160
5385164
5372072
4916584
4919967
4937214
5250706
5352694
5075579
5390024
5206092
5303493
5262219
5288091
4977537
4932798
5015870
5329287
5337564
5016429
4994086
4967986
5408445
5397088
5170625
5354886
4915896
5061798
5273771
4936869
4979745
5108751
4958800
5004640
5164486
5417510
5040488
5266306
5428205
5213453
5100233
5162221
5140393
5278904
5007161
5369209
5159548
5041142
5424319
4980795
5240816
5117257
5300671
5418357
5093545
5316776
5192954
5176343
5196644
5222571
4967246
5174670
5061990
5125012
5105895
5217980
5281206
5131966
5236789
5206573
5272422
5369559
5137309
5276851
5326772
5204038
5137870
5147448
5383109
5300380
5301340
5373173
5298138
5219338
5290078
5259672
5188592
5208724
5236711
5358956
5210144
5323223
5335523
5336723
5432364
5251182
5271723
5364911
5363472
5209379
5230546
5197169
5374397
5371368
5225207
5358229
5417939
5163011
5222702
5291603
5193033
5242223
5414850
5252591
5312993
5227900
5166207
5363718
5286308
5399087
5087423
5228700
5256432
5119894
5157980
5202022
5170015
5252900
5379837
5411510
5217684
5246949
5281634
5241806
5156908
5324207
5228397
5312230
5249471
5354841
5153081
5265405
5245092
5146460
5372158
5343804
5291935
5239171
5149517
5224480
5333414
5238869
5219820
5167366
5131445
5198681
5391342
5191195
5209533
5179546
5220111
5331579
5412421
5233589
5321699
5212519
5339254
5413861
5395714
5343432
5408878
5302047
5404249
5430945
5262186
5279845
5060410
5217071
5070391
5206816
5117829
5301738
5361086
5400986
5231793
5299453
5144234
5213837
5234948
5111142
5157190
5206280
5230945
5070973
5327657
5195812
5295167
5066938
5358552
5273383
5245070
5208317
5233029
5105974
5046021
5432831
5195986
5401122
5184475
5380230
5169227
5289639
5194962
5278843
5156935
5268266
5101716
5262878
5091296
5386868
5225730
5262812
5209822
5366921
5081854
5101145
5136382
5273965
5333531
5406707
5312430
5341563
5266719
5247375
5188819
5219261
5345872
5247463
5269072
5296139
5354958
5229836
5312420
5297090
5237378
5184198
5351774
5265773
5376289
5291803
5324482
5136321
5342267
5286997
5294886
5390577
5244625
5338186
5292081
5330541
5322402
5406541
5255938
5311445
5213979
5305852
5370427
5151758
5275632
5430620
5228220
5363358
5222629
5331619
5328330
5148122
5173906
5267754
5292537
5110412
5197707
5348787
5279386
5234763
5222314
5395248
5191753
5240469
5220489
5383356
5303153
5257618
5354663
5322665
5235676
5188086
5248409
5212510
5378974
5397263
5115292
5423424
5124743
5289300
5148019
5185203
5267027
5297886
5181932
5155519
5106736
5368363
5299696
5273069
5403634
5330149
5178305
5340364
5400799
5295347
5241267
5416359
5230794
5312610
5305051
5259404
5422254
5329146
5315585
5364726
5272931
5357288
5292753
5344869
5223648
5164399
5354291
5378100
5397627
5234928
5244125
5176818
5252329
5314007
5194291
5304393
5299812
5147222
5408733
5370548
5399761
5203622
5262780
5328938
5361290
5192125
5181651
5316519
5161399
5322927
5271808
5223096
5259703
5303465
5383518
5289755
5195196
5275642
5340826
5268360
5216942
5253792
5323488
5159008
5203526
5215913
5325801
5383884
5363263
5261694
5222210
5180594
5252825
5316573
5342903
5233781
5200883
5217368
5399735
5227452
5249633
5338117
5381671
5174090
5165908
5085917
5151517
5389622
5198943
5379252
5228720
5268267
5360087
5249373
5196301
5318508
5055061
5396380
5305920
5101789
5118535
5086495
5095643
5297934
5343563
5228474
5391113
5337150
5120066
5245522
5104361
5214534
5245443
5230966
5206429
5117466
5083891
5083315
5085855
5234655
5163485
5360433
5007755
5201160
5280597
5229977
5112771
5108027
5281106
5170323
5070612
5270646
5114930
5223567
5274148
5124069
4955305
4935657
4936356
5029962
5347454
4972843
4981146
5343673
4943356
5432225
4928191
5129693
5116099
5122727
5265604
5220529
5143074
4915718
5255200
5241887
4965091
5313717
5078498
4998058
5307920
5063564
5262910
4999730
4938746
5015945
5128573
4957465
4940530
5226377
5137525
5069501
5125623
5177490
5148195
4961977
4949885
5346782
5102888
5289586
4949356
5184523
5130078
5026189
5119517
5093368
5343502
4959128
5004937
5005309
5190406
5064430
5164772
5023700
5254900
5246093
5180843
5057104
5067289
5187541
5015401
4939847
5044816
5012915
5424723
5199382
5085855
5278440
5045488
4946943
5050862
5133115
5166688
5369641
5144927
5360230
5064599
5018411
5013380
5303183
5340286
5325869
5227315
5027148
5111156
5155010
5423477
5273769
5067111
5180953
5179855
4992613
5262026
5087487
5220189
5151112
5155185
5218408
5281322
5211526
5149315
5065619
5081194
5086932
5192868
5139158
5025557
4951718
5305749
5258409
5384508
5211190
5057522
5135367
4971942
5152029
4985300
5322315
5018608
5117982
5401366
5165245
5330960
4926854
5202769
5147238
5080962
5143845
5017794
5039501
5243842
5279650
5240315
5084339
5165101
5113934
5075843
5082683
5059042
5139985
5420079
5138455
5280564
5153090
5236877
5265200
5386490
5101960
5301628
5054490
5374199
5212700
5276705
5051456
5154638
5388423
5187588
5201302
5380984
5099593
5345888
5078393
5327572
5168692
5327363
5339582
5344551
5103559
5285657
5191913
5357017
5108433
5186317
5140479
5004828
5170674
5296806
5282134
5162591
5080773
5158636
5083017
5210965
5236557
5229890
5109316
5189339
5346290
5074999
5192128
5096695
5058362
5110613
5156721
5059548
5321179
5056209
5342088
5306362
5231512
5061316
5086891
5324132
5360958
5058546
5070002
5213150
4977980
5121093
5100797
5210905
5180228
5230795
5381897
5260350
5168359
5419827
5068922
4977747
5028710
5166597
5165722
5104124
4994522
5279949
5266256
5069384
5040827
5203298
5098902
5282952
5038223
4994772
4988635
5075755
5061372
5139606
5402141
5129188
5077174
5061437
5051938
5162714
5322684
4998485
5081113
5347770
4971384
5114704
5214653
5103899
5044214
5183872
5369108
5150753
5109792
5147087
5072388
5167315
4985777
5156041
5177725
5064759
5102817
5371395
5000386
4989366
5354824
5401415
5284939
5139520
4946842
5275538
5281167
5100787
5200764
