uops_executed.core
815616
837785
839150
834760
796960
797164
819321
778340
808754
833921
789709
809809
839260
801092
797139
807164
791594
795575
812213
810029
790358
784323
826062
835382
806149
835208
789236
823190
810851
795795
798657
831840
797567
834456
789772
810179
807517
834004
795263
824162
806700
835734
793730
821222
828249
799642
799452
798615
807137
801092
822603
815864
819300
798052
836247
799263
794497
820802
805929
799153
764506
838159
796131
828365
799270
797184
829822
808311
804278
825331
828446
816305
832218
837564
836201
815015
801034
833613
800489
797651
800444
804612
832980
821271
814910
794723
835150
796069
803491
813644
835473
797184
803946
796572
806365
830555
827785
798590
793463
817606
784633
833607
822570
779612
793971
790497
804098
806658
819713
784399
786701
805536
800527
794363
837858
784980
812339
808902
788378
820467
827606
833486
797757
838530
794346
802780
800425
820634
811115
798362
800541
792656
820570
786435
817085
839604
795347
792827
792209
831974
833068
794846
801215
797404
834533
814482
811988
799454
775438
797663
798379
835748
798424
835991
815979
813741
810513
797486
825163
822603
837702
812861
789757
800336
797751
795523
829645
798809
800380
785634
781450
832968
815052
820412
805741
794100
808013
800987
825487
822624
785183
789407
802807
788475
760094
829073
838637
838389
796627
825408
829579
829455
836784
832133
760589
794846
834386
787467
787863
795416
786389
836110
796239
804135
803203
832750
817694
780657
793660
802044
796484
834196
801978
809968
791325
831512
788217
813311
795906
784938
838499
834836
796286
807712
794410
799790
831486
805519
833459
796088
785055
800161
798327
822359
782944
788521
810748
787235
782472
798728
816589
807484
827628
781966
825785
803023
806271
809994
787014
801008
781781
838209
790383
813885
780966
826072
783371
785542
789127
814007
780763
802615
783914
827562
802611
807860
825233
800328
828149
790245
833355
818929
822276
822007
837195
786931
824885
789793
808213
783662
809953
782665
834639
783662
801954
822039
790568
790486
789026
805796
782239
830753
830904
826207
781546
815598
832799
802604
825108
802284
818155
836252
797521
790946
801433
790988
790865
819565
787077
812615
806199
814491
824201
826832
811083
787418
813450
821112
798106
790118
787236
830469
787827
790830
787419
800121
800816
825621
811195
809672
802589
833031
788486
826052
815441
821755
838161
793402
826543
799660
807558
788162
804028
800296
809801
807586
816949
784074
803876
784060
815557
826062
804643
837329
780314
831655
787336
814675
801424
817402
788066
826408
787095
834121
767230
826027
797206
800108
824227
813444
819020
801828
798770
786649
793568
777655
792216
773058
775031
807139
806960
837178
805346
788321
839084
817186
779128
815949
767417
810892
817893
779818
801061
778471
815985
799249
812978
823766
802243
807991
795794
823892
839217
808192
821609
770222
790128
795227
806600
804269
774824
794828
829034
802460
805765
838179
812958
796611
805123
812691
803080
791141
839926
820872
803086
828049
796588
824708
827522
834060
804779
824069
781486
796649
809717
810950
791863
836759
770501
802148
801441
780637
791147
778837
808004
806790
788629
814176
790666
783706
779391
805307
784060
820248
784383
788665
779992
793273
839847
805854
838491
785855
802056
799199
805870
788934
781727
808980
796572
788433
805965
789347
765409
780477
798231
798528
802178
827723
789222
786285
833043
830721
824091
797407
835708
804406
812229
792499
789700
795155
789781
788533
782814
819184
802821
788318
787672
826575
837535
792278
798323
781345
798936
784163
791162
803388
836197
832268
796006
786675
820277
808664
824528
830693
813669
826469
779192
799105
834123
787432
801633
765608
788865
799979
787645
829407
801437
792488
783736
805710
786025
781347
822082
782140
783701
790276
793911
788277
800351
839594
790700
801440
819560
783420
824275
783975
811380
823289
788836
792777
793282
798076
824647
790833
822361
830523
781500
836136
775345
826617
834155
799237
832654
828671
805475
798674
835053
831409
836027
836703
824343
794430
791602
801311
809704
836879
828630
834325
798961
802743
811897
839155
805168
811713
796047
803993
807578
835520
792021
799008
811776
833900
762445
820800
813356
810104
792379
789095
837799
833840
799342
799510
797726
813780
812601
826753
809833
824511
831098
801967
814146
812237
799559
806640
834472
816460
788638
793863
783837
769921
763402
805608
791757
806311
823845
790278
811173
836555
782826
776331
824058
816879
792355
792517
781343
790686
827521
834616
790325
820613
815998
810771
790817
821739
788054
818368
798385
788685
793656
786588
816944
807917
807457
788978
834174
826599
790227
803735
791380
799170
813416
777355
806940
800302
800960
788642
798728
824210
827082
800312
793980
816604
836281
783945
781122
801742
802656
791791
802584
786513
787256
800672
790135
823740
820263
837291
800855
805626
831184
814274
799518
802051
839810
806064
798447
788962
801376
804696
802288
827675
788383
773015
785444
799250
790843
783036
790399
783889
798206
824686
780005
798522
823017
827711
786514
800587
837409
822000
819836
787036
826300
834920
801617
789287
788461
830291
788206
783635
807794
828119
804308
790353
789622
825825
791104
792957
792805
810093
825876
799869
815229
789398
822662
828225
818857
792939
792837
806983
780040
787291
797736
792944
838782
807121
798822
834404
785574
799777
795283
779600
765833
808005
801588
824394
788560
839179
806666
792775
806007
839299
765849
820388
807223
793961
812494
831781
807942
826318
795648
790436
829023
807208
828509
835364
798635
820637
824957
789363
833910
783811
821594
782411
791456
827060
793434
788782
814045
787348
835762
790913
807268
826339
808150
825370
827948
825310
794500
827865
839466
839747
789696
828512
786917
794073
789785
827163
787361
822085
800781
811250
789131
834053
794362
807415
815365
812434
818538
790446
801515
782267
777191
821793
827177
839811
797236
802723
836064
805378
818202
836136
799580
788983
777458
798665
825738
787785
806328
817980
827096
799014
838988
835967
787809
807470
792377
830856
806452
792278
825136
825775
814962
835164
779750
805446
792221
814517
800324
799657
784839
800795
789166
791323
832341
809924
787274
825126
805633
792120
822488
787480
801455
782863
819185
838441
791099
800069
790511
829836
784894
791798
808039
801262
804363
785999
794351
790208
804714
837739
821692
794213
815437
814701
811945
814555
807390
825522
837837
787841
805630
794231
829143
793723
838066
800422
811120
802960
791282
788556
820060
825532
828747
839454
812946
786244
822997
796434
794926
834039
796710
792444
834203
782416
837453
802271
794385
807880
800551
808119
796371
816922
790337
798945
824376
798885
797689
817340
782004
829270
793218
821213
806649
798799
805739
797378
830149
796290
792250
812213
840000
832099
