cycle_activity.stalls_l2_miss
7751
7388
7125
7600
7544
7268
7358
7525
7508
7124
7177
7638
7460
7190
7762
7628
7460
7196
7159
7338
7148
7186
7252
7322
7763
7616
7568
7730
7502
7546
7250
7302
7658
7174
7688
7472
7652
7206
7244
7107
7670
7742
7652
7255
7472
7364
7814
7538
7664
7267
7165
7142
7484
7688
7359
7700
7526
7400
7780
7610
7184
7772
7304
7392
7250
7489
7628
7436
7185
7141
7310
7682
7534
7544
7607
7781
7148
7093
7168
7349
7772
7292
7418
7742
7610
7460
7678
7316
7111
7814
7430
7214
7691
7568
7496
7298
7700
7687
7509
7154
7811
7273
7281
7357
7171
