misc2_retired.lfence
349
373
360
374
375
360
376
360
360
360
360
359
360
360
360
360
377
360
375
352
345
375
367
360
360
360
375
375
360
360
360
360
360
360
360
375
360
354
375
359
375
360
360
360
360
360
360
360
360
367
360
375
375
360
347
360
360
375
360
360
360
360
360
360
360
360
360
360
360
360
378
346
367
360
363
360
360
360
360
360
360
360
360
360
360
360
360
360
360
354
360
365
358
360
360
367
360
360
360
360
360
360
360
367
360
360
367
360
342
360
343
360
360
375
367
360
354
375
360
360
360
360
360
375
360
375
360
375
370
359
360
360
360
367
375
360
360
360
360
360
375
360
360
360
351
360
374
360
360
360
360
360
360
375
360
360
372
360
358
357
360
360
360
360
360
360
375
360
360
360
360
360
367
360
360
378
375
375
360
360
360
375
360
360
360
375
360
360
375
365
360
361
360
375
360
367
360
360
367
360
360
360
360
360
360
360
360
360
360
362
365
360
360
367
360
360
360
375
360
360
360
360
360
360
360
370
360
372
360
360
360
367
360
375
360
360
360
360
360
368
375
360
377
360
375
360
360
360
360
361
360
363
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
375
360
360
378
360
345
360
360
360
360
360
360
360
360
360
360
360
375
360
360
360
375
375
374
360
362
360
347
360
360
360
360
360
360
360
360
360
360
360
360
360
360
375
360
367
360
360
360
360
360
368
375
360
375
360
375
360
360
360
360
360
360
360
375
360
360
360
370
360
360
360
360
371
346
359
360
360
360
360
360
360
367
360
360
375
360
360
360
360
378
355
375
350
360
362
375
375
360
367
360
360
360
360
351
358
360
362
360
360
375
360
360
366
345
360
360
375
375
360
360
375
375
360
375
367
367
360
375
360
375
360
375
375
367
375
360
360
375
352
360
366
360
360
360
360
360
360
360
360
360
360
360
360
347
360
367
347
361
360
360
360
360
360
360
360
360
360
360
375
375
371
360
347
360
360
375
360
360
360
360
367
360
360
375
360
368
361
375
368
360
360
375
360
360
375
360
375
360
375
360
360
360
360
360
367
360
360
370
360
351
375
360
360
360
375
360
375
360
375
360
375
375
375
375
360
360
375
360
360
360
368
360
360
360
360
360
360
360
375
360
360
360
360
375
360
375
375
360
360
375
360
360
360
375
360
375
360
346
375
360
360
375
360
367
375
360
360
375
360
375
360
375
360
375
360
375
360
375
349
345
360
360
360
375
374
375
360
348
367
354
360
360
360
360
360
360
360
360
360
360
367
360
360
360
367
360
360
351
375
360
348
344
375
360
360
367
360
360
375
360
375
375
360
360
360
375
360
360
346
360
350
360
375
360
360
360
375
367
360
360
375
360
360
360
360
360
360
360
375
360
375
360
360
360
368
371
375
342
360
375
367
360
360
360
347
349
360
360
375
360
360
375
360
375
360
360
360
360
367
360
375
360
360
375
360
360
360
353
360
377
360
361
360
375
360
360
360
360
360
360
375
360
367
375
360
360
360
345
360
349
355
360
360
375
360
360
367
360
360
360
360
375
375
360
360
360
377
360
358
375
371
375
369
375
376
360
360
375
360
360
375
360
360
360
360
360
375
360
375
360
374
375
357
348
360
360
360
375
360
360
360
360
360
360
360
375
360
375
346
344
360
360
375
360
360
360
360
375
360
360
360
360
375
375
360
376
375
355
360
360
360
360
360
360
360
360
375
360
375
360
360
360
360
375
360
360
374
367
365
360
354
360
360
360
360
360
360
375
359
360
360
359
360
375
360
367
360
375
360
367
360
360
375
360
360
343
358
360
360
360
375
360
360
360
373
360
360
360
360
352
360
360
360
360
360
360
375
360
360
360
360
360
367
367
360
358
360
360
360
360
360
360
360
375
375
360
360
375
360
375
369
360
377
360
360
360
375
360
360
360
360
360
367
360
360
360
360
360
360
360
360
360
360
360
360
375
360
360
365
360
366
360
360
360
360
360
360
375
360
360
360
360
360
373
347
356
378
375
367
375
360
360
360
375
360
360
360
360
360
360
366
370
360
367
367
360
360
360
360
360
360
360
360
360
372
360
375
360
360
367
360
375
360
367
360
360
360
360
375
360
360
360
360
360
360
367
360
360
375
360
360
360
360
360
360
356
360
360
375
360
360
360
360
360
360
360
360
360
360
361
375
370
360
361
360
366
349
360
360
375
360
360
360
367
360
354
344
360
360
360
360
360
360
360
360
360
360
360
370
367
360
360
360
360
367
375
360
360
360
375
375
344
360
360
360
360
375
360
360
360
356
360
376
360
360
360
375
360
360
360
360
360
360
360
360
360
367
360
368
367
360
360
350
375
360
360
360
375
360
367
367
360
360
360
360
360
360
360
360
365
372
375
360
369
375
360
360
360
360
360
360
360
360
360
360
360
370
374
351
360
357
367
357
360
360
375
375
360
360
375
367
360
360
360
373
375
359
360
353
360
360
360
360
360
360
360
360
360
375
360
367
360
351
362
360
360
360
360
367
375
360
360
378
360
374
375
360
360
360
360
360
360
367
360
360
360
360
360
360
362
375
375
360
360
360
375
360
360
360
375
367
360
360
360
360
360
360
360
351
364
367
360
360
360
360
360
360
367
375
360
369
349
360
367
360
360
375
360
360
349
358
362
360
360
360
375
360
360
375
360
360
367
360
360
360
360
360
360
360
360
378
360
360
360
367
367
360
360
360
360
360
360
375
373
345
360
360
359
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
367
375
360
367
369
375
362
342
372
360
360
360
375
360
360
360
360
360
360
360
346
360
352
360
360
375
360
360
375
360
360
360
367
367
367
360
360
360
360
362
365
360
376
360
360
360
360
375
360
375
360
375
360
367
375
367
360
360
367
367
360
360
362
360
360
354
363
360
344
375
367
360
375
375
360
375
360
375
360
360
360
375
360
360
360
360
360
377
360
360
360
360
360
375
360
360
360
372
371
366
346
360
360
360
360
360
375
367
375
360
367
360
375
345
360
367
360
360
360
360
360
360
360
375
360
360
375
375
360
360
357
375
356
360
378
375
359
360
360
367
360
360
360
360
360
367
360
360
367
360
360
360
360
375
360
360
375
375
360
360
377
360
360
360
360
360
360
360
360
375
360
360
375
367
360
377
344
375
360
360
360
348
375
360
360
372
375
360
360
375
360
360
360
360
375
360
360
360
376
360
364
364
367
375
360
360
360
360
360
360
375
375
360
360
375
360
360
360
349
360
358
360
360
360
360
360
360
360
360
360
375
360
375
360
360
376
360
360
360
360
360
367
360
360
360
360
360
360
367
360
361
375
367
360
360
360
360
360
360
360
360
375
360
360
375
360
360
360
347
360
356
360
368
360
360
360
367
360
360
360
360
360
375
360
360
373
375
346
360
360
360
360
375
345
360
345
355
360
367
360
360
360
360
360
360
367
360
360
360
356
360
375
369
360
360
360
360
360
360
360
360
360
375
360
360
360
371
360
346
375
360
375
360
360
375
360
360
375
375
360
360
360
360
375
375
360
360
375
360
360
360
360
360
368
360
345
375
364
360
360
360
360
375
367
360
360
360
360
360
367
360
375
375
378
360
375
360
375
375
360
375
360
375
356
360
360
360
375
360
360
360
360
375
367
375
360
375
375
373
358
375
355
360
360
360
360
360
358
375
360
360
367
360
360
360
375
360
367
375
360
360
367
360
360
355
375
355
360
375
360
360
360
375
360
360
360
360
375
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
360
367
375
360
367
360
375
355
360
360
360
375
374
360
375
360
367
360
375
375
360
360
375
360
360
360
360
360
375
378
360
360
365
375
360
360
360
360
360
360
360
360
360
375
360
360
375
360
374
360
367
343
375
360
360
360
375
360
360
367
375
367
360
360
375
376
349
356
375
367
360
360
375
360
360
375
375
360
360
360
360
360
375
370
345
360
359
375
360
360
360
360
360
360
360
367
375
360
360
375
348
375
354
375
375
360
360
375
375
360
360
360
360
360
375
375
360
360
360
360
367
360
375
354
360
360
360
375
360
360
375
375
360
375
360
375
375
360
360
375
375
360
360
365
367
360
360
360
360
375
360
360
360
375
375
375
375
360
375
360
375
360
360
375
360
360
360
375
360
375
360
360
375
360
373
375
351
353
367
360
360
375
360
367
360
360
360
375
367
360
375
375
376
375
348
375
352
375
370
360
367
360
367
360
375
360
360
360
375
360
360
360
375
375
360
367
375
369
360
360
375
360
360
375
360
375
351
375
361
360
360
360
360
375
360
360
360
375
360
360
360
360
360
360
358
360
360
360
375
360
360
360
360
360
360
360
360
360
360
360
360
375
375
360
375
375
360
360
375
375
367
367
344
360
360
360
367
360
360
360
360
360
360
375
360
378
375
347
360
360
360
360
375
360
360
375
375
360
360
375
360
360
374
360
353
360
360
360
360
375
360
375
360
360
360
375
360
360
360
367
360
368
360
375
360
375
360
360
360
375
360
375
360
360
350
360
360
360
375
360
375
360
360
360
375
360
375
360
360
360
375
375
360
375
360
375
369
378
360
367
360
360
351
360
345
360
345
360
375
360
360
360
367
360
360
375
367
360
375
360
365
367
360
374
360
375
360
360
375
375
375
360
352
358
344
367
375
360
360
360
360
360
360
360
375
360
360
360
370
360
360
360
360
360
360
375
360
360
360
375
360
360
360
360
360
375
360
375
360
375
350
360
355
360
357
377
360
360
360
360
360
375
360
375
360
360
360
360
375
360
360
360
375
353
365
347
375
360
360
375
375
360
360
375
375
360
360
360
360
360
377
375
342
375
348
360
360
375
360
360
360
375
367
360
360
360
375
367
360
360
375
375
344
375
375
360
360
375
375
360
360
360
367
360
360
360
360
360
368
361
367
346
375
360
360
367
360
360
360
372
355
355
375
360
367
375
360
360
375
360
360
375
360
360
360
360
360
375
364
360
375
360
360
360
375
375
360
360
360
375
360
367
360
360
360
375
367
360
360
343
356
360
360
375
375
360
369
375
364
360
360
375
367
360
346
360
360
375
367
375
360
375
360
367
375
375
360
360
360
360
360
375
345
360
360
375
360
367
360
360
375
375
360
360
360
360
375
360
367
360
375
375
360
375
362
352
375
360
360
367
367
360
360
360
360
360
360
375
375
367
360
375
363
360
350
375
360
360
360
360
375
360
360
375
360
360
360
375
371
360
361
344
360
360
367
375
360
375
360
360
360
360
360
360
375
360
372
351
375
360
342
360
375
360
360
360
360
360
360
367
375
360
375
367
360
360
375
375
360
368
360
360
360
360
375
360
360
360
360
360
367
375
360
350
360
360
375
375
360
360
360
360
375
360
360
375
375
367
360
367
375
360
367
360
360
360
360
360
375
360
375
360
360
360
360
360
360
360
375
375
360
360
375
360
352
360
360
375
360
360
360
360
360
375
360
360
360
360
375
360
360
360
360
360
360
375
377
375
358
360
375
367
375
360
360
360
375
360
360
360
375
360
360
367
360
360
360
360
367
359
360
375
375
360
375
360
360
360
360
375
360
375
360
360
360
375
359
357
375
360
360
360
375
375
360
375
360
360
360
360
375
360
360
375
377
360
360
375
375
360
360
375
367
375
360
375
360
375
375
375
360
360
375
360
375
367
360
375
360
348
360
367
360
360
360
375
360
367
360
375
360
360
360
375
360
360
345
375
