idq.mite_cycles_any
362511
350458
344953
334577
335032
344332
361364
333692
353768
341177
341530
344102
330094
344354
350679
347955
348066
354148
342659
335370
330170
364556
357883
330070
358918
349388
330719
350273
340355
346594
339918
346875
334205
345492
331989
355823
339006
349221
330944
339402
345603
339520
356384
353089
352925
334665
358948
342773
346761
351563
345748
357583
349404
338748
347346
335325
345412
354968
338652
350258
358821
340046
357211
343381
343688
332471
330174
351934
349921
358370
360518
345819
345292
349712
331363
330954
345138
344595
332743
353261
353506
333185
352162
332372
332202
360457
351820
336360
336973
344539
334785
348168
352580
338969
339248
353098
341704
358950
362294
333998
349785
362123
340222
350732
332951
330527
353532
336730
338737
341172
347708
334892
333965
331595
346448
338830
335682
345262
330503
340484
341786
356144
342566
342420
354145
347837
355644
353445
349904
356066
359021
334216
340270
360555
364249
344953
342617
345729
347473
349469
330652
348630
357517
354809
347530
341537
340248
347549
337418
341416
361876
346507
333754
331794
353492
346087
350602
355666
341976
346219
358780
353519
338583
337256
350941
346786
350199
343385
342436
347250
351771
350143
338128
357294
330424
336201
350059
330148
333896
355006
343152
344797
349986
354279
333761
343342
354411
358739
337443
353203
335454
343950
355888
349413
334746
345645
331808
331023
356192
332038
348037
357800
346013
357816
350539
361196
335125
346745
329955
345869
338062
359376
357669
345242
330211
349102
342442
359965
350180
343584
338903
338152
343256
350257
345863
358731
349249
351445
340857
346814
353220
342649
341303
344137
331872
341994
359749
360033
348467
354183
348223
335473
335350
353909
354918
333115
332413
346208
341094
357373
333933
341348
354025
334531
358901
352670
351574
338045
343112
333429
364341
343623
337216
358919
337564
350193
360705
345608
345857
339062
356230
336133
360933
344081
350028
356566
337313
346428
337006
356636
330903
331684
330096
355390
356918
342095
343026
333575
343079
331584
346618
362760
352133
361211
350728
339735
356735
360359
337806
346410
338157
353431
348914
346443
332209
362704
353597
361145
353662
334703
360043
337237
357150
339933
362465
352789
359360
340975
354536
353049
335138
335903
336985
357357
335065
355732
342041
355383
339251
345278
343430
335183
355344
347814
350170
354340
340688
335081
350017
339767
343933
346197
346455
354037
353819
343901
351860
335854
353825
344707
349592
342946
355864
349700
364341
352998
341678
343470
359376
338612
352734
349623
346831
358099
363550
331430
342447
339218
330963
351232
335138
331437
349629
361357
334711
337859
346130
363773
348934
360442
339407
331760
337266
359711
364205
341290
356192
349540
359325
335804
359746
342335
343424
331945
351720
350265
340954
356538
335604
353320
359932
349608
334985
342593
333908
354331
362901
344891
348113
348774
348149
330524
351368
346431
333456
353739
330688
340680
337381
353958
339155
341553
330004
347953
340370
337846
340132
330329
333107
336616
330100
338747
331225
343129
347468
336993
333544
334974
337396
339421
355149
338051
349836
350059
349949
343266
340112
350093
362509
343480
343684
331789
