decode.lcp
317
334
313
313
317
317
330
317
338
330
313
330
317
334
339
334
317
334
311
313
338
321
317
338
338
317
326
339
325
338
338
318
313
310
326
313
326
330
326
313
330
335
341
338
335
334
317
334
342
334
330
330
313
326
317
317
326
313
317
338
339
324
341
330
339
340
312
326
320
325
313
330
334
313
332
310
314
334
327
335
341
337
317
317
330
321
335
334
339
338
328
321
334
340
338
330
330
313
326
326
332
338
334
338
311
326
330
310
326
339
337
319
321
326
317
330
334
337
334
325
317
321
338
339
330
330
330
315
326
318
334
332
326
317
339
338
340
334
334
317
328
311
338
334
338
313
326
310
321
317
313
310
317
317
326
317
330
339
321
326
330
326
321
322
317
330
334
317
334
313
338
321
342
318
326
317
314
313
321
316
334
322
321
330
313
313
314
321
339
317
334
322
313
317
321
336
334
325
330
313
320
313
339
335
322
334
326
313
330
317
317
311
334
330
321
323
326
312
313
321
338
310
339
335
331
330
325
312
328
330
330
313
320
321
317
313
339
340
334
330
314
339
321
334
316
334
326
314
336
312
338
330
327
317
321
323
338
333
321
334
336
321
334
326
342
318
342
325
329
330
321
326
317
321
330
341
339
339
334
326
338
321
317
317
339
338
321
313
327
317
326
317
312
321
313
313
321
327
313
317
317
334
321
318
332
330
313
332
326
330
317
315
338
341
313
330
313
327
327
342
330
330
321
333
319
321
339
330
317
330
337
335
326
334
324
326
317
321
335
336
338
342
334
340
311
317
334
338
338
325
330
326
330
313
341
310
321
331
317
326
316
338
338
321
317
326
313
315
334
330
313
321
334
321
317
317
334
338
321
322
326
313
313
338
317
329
333
334
321
313
342
331
326
323
334
313
326
335
321
338
312
321
334
335
330
330
340
326
338
330
334
323
339
339
313
333
313
337
313
340
336
336
338
320
318
311
321
334
334
328
315
315
330
334
338
318
337
313
333
330
331
338
317
313
317
339
332
321
327
330
326
330
342
335
321
339
334
312
321
311
339
312
339
321
338
326
325
318
334
340
333
330
328
314
313
323
340
317
340
330
326
316
324
312
321
321
339
317
330
334
331
326
325
317
338
320
326
330
325
317
339
310
338
334
326
342
337
321
321
321
313
338
313
330
334
334
325
338
317
321
327
332
314
313
341
325
317
317
326
321
316
330
337
340
326
335
326
326
313
321
339
330
314
338
330
313
326
330
330
317
331
326
312
338
313
334
317
317
330
317
330
330
317
310
338
330
326
334
336
325
314
325
331
330
342
334
334
338
328
317
312
326
326
321
336
330
321
312
317
334
326
317
313
334
338
313
338
338
330
313
321
334
317
317
330
321
331
320
317
317
334
313
338
334
330
326
317
326
338
324
334
315
330
317
326
321
317
340
326
330
335
313
338
330
313
313
339
338
321
321
315
321
330
321
333
339
332
317
333
313
318
330
328
321
338
330
330
342
329
317
316
330
325
317
339
311
330
313
318
321
313
335
317
326
313
313
321
317
311
326
326
319
326
334
334
321
334
332
317
338
328
314
321
317
326
321
321
330
339
326
338
321
330
336
340
334
333
330
325
327
334
330
317
315
314
335
317
321
330
334
338
321
326
326
320
323
313
326
326
311
313
321
330
330
319
317
317
315
330
317
313
334
326
327
338
333
318
334
334
319
313
330
313
322
321
326
317
319
333
313
339
322
321
322
330
334
334
324
328
325
338
321
313
321
314
342
334
337
339
329
318
339
334
329
323
338
334
313
337
334
334
312
312
317
341
330
333
316
326
313
326
333
333
330
318
318
328
330
339
321
326
317
338
321
334
338
331
333
334
340
330
314
338
330
335
337
312
326
330
337
338
334
325
322
334
314
317
326
330
342
321
338
317
334
330
342
339
313
330
317
342
339
311
334
313
323
314
326
317
339
313
323
326
321
342
313
338
341
330
327
330
313
326
317
324
321
341
338
313
338
334
313
338
313
317
321
325
314
321
340
313
335
321
329
317
321
319
321
339
317
334
313
334
326
334
321
338
330
317
326
326
332
330
325
338
324
326
321
327
321
317
330
313
331
330
338
334
333
313
339
326
322
337
321
332
334
321
338
317
313
317
339
329
330
321
330
338
333
321
313
330
321
317
313
313
334
317
330
332
319
339
329
325
321
313
330
321
317
330
340
330
328
326
321
338
338
330
335
338
330
334
317
330
334
318
313
321
311
326
334
334
330
317
319
317
330
318
334
312
342
319
330
330
322
313
334
334
332
311
317
325
334
339
330
334
325
338
317
330
331
338
314
334
315
313
326
317
338
334
339
326
310
322
311
331
326
321
326
314
321
323
314
321
314
313
334
319
328
313
313
327
338
321
323
317
338
326
330
326
339
331
317
341
315
313
330
338
310
325
335
338
313
327
323
317
311
321
335
315
332
330
321
338
327
321
330
334
332
338
317
338
319
335
317
330
335
321
330
319
313
325
312
315
317
334
326
338
313
334
317
326
317
334
321
334
326
319
317
330
325
334
334
318
338
326
338
314
339
317
321
320
313
315
317
330
316
310
317
326
335
333
326
329
336
330
330
331
318
310
342
328
312
330
313
334
334
330
313
321
319
330
326
338
317
341
330
318
332
318
313
334
321
328
317
336
334
321
326
323
326
326
330
338
342
314
330
321
312
338
313
321
330
322
334
330
326
341
321
321
312
334
339
330
317
312
316
338
334
338
310
317
320
342
330
322
317
310
316
313
326
317
314
338
321
334
317
334
326
321
335
317
326
317
321
334
333
336
315
335
338
330
325
317
338
339
334
339
