frontend_retired.any_dsb_miss
137031
136624
135763
144695
140919
138286
140409
135093
134109
139063
146653
133260
144505
141285
146468
143561
138361
146176
133900
133730
135369
138289
133021
139755
134734
136124
139100
133034
141348
133933
145869
140011
135357
146091
134946
146111
133269
135156
133030
134421
140149
140012
139766
141909
142588
134047
144731
134558
135955
134348
133245
146561
137649
135635
145247
146019
142354
134432
135962
146198
137185
146877
136107
142179
146759
133689
145739
138493
142350
134086
139846
134355
146916
145798
146837
134411
136005
141599
146728
142833
133032
134083
144701
143918
137039
139870
137133
133654
134869
134071
134091
133402
145400
136276
136356
137435
134525
133539
143563
146313
146027
146815
133787
146784
135835
140480
146263
136263
138166
145031
145151
146140
136780
139218
136396
139080
138820
143462
140522
133818
139689
136106
138644
143546
133064
146959
140989
144654
139269
140877
142049
133424
140780
135584
141705
143821
146948
145401
144905
142290
133722
136013
139500
140126
143905
133457
133344
143643
146049
134564
133317
133085
135802
137144
135079
138918
146873
141287
136235
135338
144189
140095
133481
140351
133708
137103
146757
137386
144933
146179
136873
142236
134339
134165
145993
136555
143777
140423
136722
135457
134070
144580
136768
140883
136294
142968
146807
139497
133043
139441
140807
136552
134607
143735
143529
135563
138822
133887
140528
133041
134264
145341
145699
146979
146725
136411
139467
145182
134339
146506
134620
133505
142764
144196
137536
133434
135178
134398
145483
141022
138683
136194
139381
142733
133153
138179
145212
135892
142094
133366
134394
141895
133663
146366
140451
140559
146137
144104
133391
133735
145020
133740
138690
135698
133916
133063
133370
139115
140633
134184
141627
134575
135177
136731
133190
133099
144986
134693
138352
146687
137659
143382
144252
144528
144589
144518
136800
138939
134029
133814
145175
133002
144745
137329
138522
144532
141879
145326
135142
145085
133372
135040
133721
133921
138067
145703
140949
146024
142092
138372
133225
146871
136250
139841
146652
146053
138414
145729
139280
135885
136541
133456
138317
134613
135743
146509
141061
143614
136584
136976
132997
137227
136956
133289
134782
142973
146835
134022
133163
135465
133444
134886
134364
134458
133898
137369
136189
144434
145202
139131
135997
133307
135258
134731
134088
141394
146814
141947
142173
133054
135567
133551
134269
136284
146770
139065
140045
133043
133018
141285
140303
146879
136120
146565
136549
141582
133633
141960
144588
134828
134624
135053
146284
135024
134985
145807
145296
138555
146555
142736
133271
145981
134384
143447
135860
144904
136627
134401
134654
133090
143513
140358
134211
146940
138033
139941
138557
144507
138414
136800
143226
141134
134828
146860
137602
141279
145059
144240
143511
138575
146848
140439
133081
142643
146485
133209
140072
140246
137157
134773
140288
135527
144361
134721
134899
136302
134213
145885
143496
145754
138923
140580
146075
139660
144442
133729
141844
146742
135188
135233
139823
133225
142827
141039
142773
141924
135611
136634
133157
139258
139470
134967
133587
138297
134194
133103
133845
140928
138530
145639
134269
134469
133006
134248
135245
135926
135741
133471
140024
133956
135295
146923
134893
142362
143832
133686
133586
133384
134486
137713
144714
134283
139922
134600
135226
134074
142910
138469
133083
136188
134330
136265
133927
136733
138981
134355
134208
143174
135078
143334
135609
143643
133274
144181
145527
140068
137125
140952
146175
134555
137724
133242
146067
134574
146506
139609
140155
145318
138429
144102
145810
141376
138295
134293
134457
139744
140423
133432
133575
134844
146553
139946
145587
137963
134162
143793
140612
141472
146803
134509
135738
141568
142106
137045
139880
142177
142572
135478
134210
136156
145281
133065
143607
146033
133885
133825
139155
135836
145550
137836
140365
144166
133013
135955
144490
143103
135130
133497
134772
140480
134869
146622
146666
138916
