cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45303637,32552434,77240799,46520483,28149653,145560851,52389596,59815187,6793497,8132692,59689662,194287313,266243
109520,60172,158550,92721,58011,333529,0,0,0,24770,128795,310829,290
1720320,254035,2489382,1852009,380187,2769447,802351,0,0,109465,1637821,3057620,748
40837224,85825681,59144063,47094978,7136198,64122017,14419242,17315600,11119253,12045124,37574616,64802449,52937
37010067,30421288,50760735,35208233,10214804,76042699,15959812,16377129,2272727,2927154,21510401,61899467,109180
22777764,2325548,33252400,24984688,6174657,48408619,11758908,13266211,455041,827471,18331465,36726502,19508
22585476,2127859,32914444,24913439,5894700,45765829,11166630,12564550,336730,699572,18058941,35204964,16390
22877071,1968554,32918879,24802278,5676478,45447586,11207571,12612631,267342,624048,18007579,36586190,17086
23049669,1896028,33271577,24894834,6013923,45949769,11027410,12468178,224040,581874,18036931,37306596,18198
22715585,1803256,33036421,24783317,5908299,45611266,11236120,12662078,191794,533046,17499788,35375947,17839
22489508,1727915,32783066,24685620,5918185,45456362,11255415,12656411,180041,525921,17860610,35968208,16946
22917976,1743731,32878022,24739046,5715677,45217095,11107549,12670175,182593,521950,17898663,36753911,18015
22926899,1781241,33148828,24851026,5914803,45046577,10876240,12305703,154296,526973,17919021,37020752,18691
22691382,1685131,32782561,24612899,5909969,45061336,11235950,12624420,129555,485119,17304073,35899690,17466
22388736,1675617,32802190,24647466,6024676,45279151,11409934,12822481,129504,478720,17771532,35934443,17288
22575351,1650066,32416661,24378215,5657976,44324663,10977703,12595076,122300,477444,17721634,36680952,17523
22834663,1693979,32945313,24707515,5830773,44717286,10891436,12525641,130750,484963,17772109,36908577,18097
22682648,1629717,32789191,24627387,5904014,44902806,11232852,12447369,123979,475119,17551940,36111539,18819
22569365,1632648,32800053,24574264,5918181,44422649,11250507,12661835,127007,464779,17352145,35324106,17860
22673091,1665613,32816328,24649725,6036546,44750981,11421135,12807538,146322,489819,18150765,37293402,19024
