dsb2mite_switches.penalty_cycles
12728
12145
12543
12085
11647
12187
11619
11807
12619
12052
11959
11670
12327
12177
12243
12037
11598
12242
12594
11855
12143
11771
12654
12660
12315
11715
12316
11773
12587
12081
11883
12200
12683
12217
11859
11678
12638
12720
12133
12436
12376
11970
12237
11906
11639
11855
12133
12425
12743
11894
11704
12499
11971
12193
11880
11644
11607
11662
11603
11905
12491
11938
12674
12126
12447
11782
12126
12054
12240
11705
11871
12120
12051
12521
11680
11894
12612
12496
11791
12494
11785
11878
12220
12471
11932
11825
11594
11737
12496
11751
12670
12202
12310
12192
11608
11728
11880
12202
11624
11632
11769
11889
12306
11773
12658
11913
11653
12526
12044
11675
11864
11625
12791
12694
12443
12579
11869
12579
12114
11928
11603
11865
12700
11900
11897
11618
12610
12307
11693
11961
11642
11831
11829
12502
12436
11870
11742
11733
11784
12800
12459
11599
12287
11752
12200
12058
12639
11751
12238
12161
12331
12124
11678
12726
12666
11924
12658
12030
11812
11921
12472
12571
11799
12309
12583
12366
11723
11634
11940
12507
12587
11781
11610
12798
12164
12791
12096
11599
12057
12061
11856
11596
11942
12636
12750
11616
12335
12106
11622
11992
12291
12708
11911
11741
12097
12474
11636
12511
11627
11612
11955
12198
11910
11727
12276
11719
11641
11931
11643
11697
11851
12512
11973
12349
12296
12283
11907
12189
11619
12346
12666
11873
11841
12236
11808
11675
11889
12366
11956
11620
11822
11954
12494
12338
12008
12077
12093
11703
12691
11964
12029
11973
12574
12311
12324
12516
11837
11917
12022
12758
12251
11627
11640
11930
12186
12330
12203
11910
11636
11791
12585
12624
11605
11722
12575
12035
11773
11612
11670
11654
12352
12083
11625
11723
12133
11744
11812
12481
11963
11962
12547
11773
11739
11783
12178
11915
11918
12471
12685
11835
12803
11911
12301
12793
11643
11657
11898
11596
12386
12615
11736
12720
12039
12396
12058
12052
12057
12778
11786
11903
11802
12299
12264
12615
12036
11939
12365
12428
12239
12659
12245
12584
11774
11935
12176
12336
11821
11973
12148
12668
12187
11725
12028
12365
12471
12782
11726
11764
12469
12072
11956
12403
12770
11893
12487
11717
12092
12039
12604
12308
11633
12725
12471
12388
11709
11808
12227
12681
11740
12134
12734
11947
12086
12196
12632
11952
12431
11629
11645
12157
12654
12417
11619
12316
11823
12402
11745
12041
11764
12542
12121
12211
12355
11869
11812
11824
11596
11778
12343
11725
12063
12560
12139
11627
11786
12355
11988
11979
12805
11908
12310
12369
12545
12056
12345
12297
12679
12534
11636
11684
11640
12259
12663
12574
12100
11674
12008
11860
11594
11957
12352
12643
11805
12135
11837
11615
11896
12590
12483
12128
12758
12363
12206
12193
11638
12026
11827
11719
11727
11906
12203
11831
11834
12192
12740
11594
12210
11955
11825
11802
12434
12481
11782
11867
12670
11984
11886
12478
11943
12545
12456
11690
11601
11611
11601
12112
12300
12661
12311
12741
11651
12117
12306
12380
12307
11715
12585
11663
12218
12495
11910
11750
12249
11684
11796
12179
11661
12105
12227
12580
12021
12228
11808
11626
11750
11748
12040
12511
12700
12489
11739
11671
12655
11923
11785
11803
12066
11739
11696
12123
12350
12531
12386
11698
11808
12149
12366
12267
11850
12546
12139
12333
11984
12116
12676
12147
12164
12224
12249
12707
12046
11955
11771
12460
11606
12601
12707
12324
11811
12709
11987
11602
11853
11754
12576
11782
11779
11629
11778
12026
11748
11712
11675
12589
12471
12524
12530
12664
12073
11828
12610
12012
12152
11647
11666
12421
11623
12030
12099
12021
11978
12088
12190
11830
12064
12280
12186
11959
11774
12202
12604
11875
11727
11669
11797
12074
12783
12016
12388
11737
12555
12387
12471
11845
12777
11990
12722
12012
11911
12505
12269
12299
12320
11671
11657
12268
12384
12432
12305
12087
12297
11963
12100
12040
12596
11713
11623
11803
12546
11792
12263
11799
12802
12032
11964
12181
12212
11642
11632
11797
11780
12177
12610
11846
12319
11763
11634
11616
12546
11759
11778
12289
12594
11745
11851
12239
12681
12618
12466
12785
11841
12781
11686
12628
12328
11902
12026
12768
12691
12512
12007
11609
11599
12115
11891
11842
11722
11752
12544
12436
11884
12765
11956
12708
11617
12368
12345
11645
11780
11769
11817
12203
11961
11939
12364
11608
11749
12314
12002
12651
12426
11797
12719
11789
12465
12211
11842
12254
12408
12212
12013
12220
11928
11663
11867
12504
12196
11636
11688
12185
12082
12241
12555
12160
11623
12042
12793
11839
12143
11906
12413
12155
11748
12011
11711
12511
12738
12231
12139
12668
12369
12132
12151
12086
12400
12172
12567
12243
11846
12061
11700
11644
12640
11775
12253
12076
12604
11910
12701
11902
11812
12241
11885
12571
12120
11928
12301
11761
11857
11657
11795
11679
11671
11812
12392
12648
11660
11999
12571
12389
12199
11972
12258
11599
12671
11710
11817
11603
12194
11951
11944
11845
12193
12583
12422
12122
12298
12050
12693
11740
11671
12400
11600
12476
12136
11594
11872
12007
12435
11696
12066
12298
12570
11623
12077
12234
11619
12812
12066
11844
11693
12367
12055
12319
12532
12082
12797
11778
12434
12062
12362
11878
12643
12223
12074
11750
12507
12771
12232
12690
12734
12146
12616
12016
12054
11630
