cpu_clk_unhalted.thread
632584
623386
624919
627437
632045
625983
625614
624887
614970
620349
620767
642380
639052
644377
635027
643069
650184
654918
647445
644472
646701
647613
636902
618370
627978
648576
636013
647820
635771
655973
639601
608499
634026
628792
617906
643371
618038
624696
650171
656097
627547
625623
613076
635033
645866
627678
636009
607268
612394
608915
639980
654696
637549
604173
641714
615808
651680
640883
641739
619341
655387
627522
654738
630692
651326
633091
634083
628565
614400
605340
640840
646727
640880
623330
656291
614532
615382
628118
639174
638897
631395
600022
647496
654112
656367
650646
637750
652248
605995
636006
642549
615535
630213
623410
644307
639826
651519
618549
618216
633097
651097
617868
628317
651937
624077
634484
624597
617651
604154
656361
650314
647493
611490
656391
653063
623430
629799
635124
636947
618436
650633
642353
626190
613850
623637
656053
621704
608547
650419
654861
645599
647697
649960
644467
635651
651813
638102
655988
653198
656577
617444
608954
619551
624204
618800
638156
650098
654315
612923
604857
656130
612089
634412
626453
630768
597420
640347
654429
625055
652237
621976
651872
636218
634196
637305
620073
627058
627684
597878
639338
601492
630749
644707
641872
627547
630431
640017
616086
636088
614188
616349
619512
612274
631566
635628
629562
610177
638394
629182
649855
610225
643375
616427
654002
611061
647013
642589
622606
655792
647656
618378
620071
645596
639326
648195
627586
653981
638781
614334
623971
650700
623730
636787
647809
647197
643811
640459
620362
640888
645984
627839
636874
635829
633719
654739
624561
618029
613616
617199
597345
634211
643207
645440
631204
635227
635993
649873
609493
619595
650697
609039
613803
625114
637542
626416
612266
650428
632404
646823
651401
622945
648246
655271
640656
640954
607883
649562
632811
637187
640623
652646
620946
610521
656380
608645
646873
618825
643074
624031
599067
624133
632034
627398
621199
603898
607182
635399
645168
649953
652524
628740
650380
615580
654826
630293
606497
616922
642639
628028
626983
629104
607479
624549
645868
618452
642480
631247
640713
605103
606043
613629
617157
631610
623501
647789
645906
595618
615061
642671
650506
636697
618640
633007
627743
646800
597527
631901
646586
634250
635050
646816
595043
646350
624564
596269
615119
607970
653345
656033
655691
624167
652014
598265
653608
638560
648781
642581
600734
653211
646041
611520
624516
649757
607216
614659
629884
652798
651423
617983
594978
637704
610996
638438
639185
644300
594467
627327
627497
645062
628806
641037
620850
618825
603478
612126
644050
636432
646509
624056
655852
639732
632457
650481
655882
652111
637626
642275
649716
651567
656368
619365
630049
633283
622082
618746
628951
622805
633815
636488
645509
636760
638901
611340
648923
617199
656445
611130
634812
644289
647798
640138
600333
617062
649500
615976
636494
651458
634162
627625
629944
623008
655280
616375
607975
606833
631799
630475
636306
617558
645622
604659
646342
606586
618550
634393
632027
627280
608596
646190
653395
610321
637611
656296
619753
618080
622602
635620
611482
638645
608671
631010
620834
650916
631658
636449
635817
641708
621032
624668
622521
632859
629018
637377
635928
652602
640740
639675
654735
637810
621451
636360
614399
624215
621998
614404
626081
634876
642218
635893
639905
599441
650359
635440
597591
608784
640984
638796
640184
638045
623403
599730
648834
612807
618104
648905
653285
648222
612258
644433
628253
615297
624573
647166
594226
638533
616671
653841
653870
609897
638208
628017
630127
617156
627845
623401
639476
649819
612158
627177
642073
643969
617679
635289
635670
652498
629772
627130
619119
613277
649962
605310
653907
631253
629332
632060
635925
633747
623739
626424
637571
642431
643484
650713
598706
645851
621625
646201
645219
629203
653024
643121
652652
654141
614412
627643
629354
637023
643776
655930
629226
618064
640941
652412
642996
619843
629786
619812
649785
637995
634655
629531
654834
638048
594538
648755
609630
612725
630869
625527
614105
651901
612931
640962
650323
608714
655649
616164
655397
654665
654336
611438
595663
654715
648887
631147
638126
618053
639720
650020
651735
648875
629519
619069
629448
633396
628214
635989
641474
645963
605732
630715
649100
630177
642652
624004
622901
634664
630828
650404
649276
650491
638012
613814
622535
644764
636674
636922
652259
628584
634203
656194
642418
649711
633234
605578
634055
654482
629547
613619
651838
620826
637483
630443
600505
626141
612188
652961
652650
646632
648194
625237
654533
601760
598132
631823
630770
646645
650673
621214
634324
612501
609307
637689
653907
627476
646359
643976
652490
629567
637405
617479
624726
645998
648734
626929
643033
625755
645065
638761
597471
649086
626732
646960
646760
599410
648589
647742
647413
615021
639078
646383
654084
639974
656122
613395
596850
605505
624322
629125
652191
638828
601886
624109
644049
636838
614489
606214
643767
636168
628168
598903
624603
640467
638005
644730
608181
615678
655010
650971
636335
619412
645535
632060
636612
629503
636422
616788
622700
630810
653314
635351
620878
627400
620897
654212
656173
646952
617775
628602
618300
635533
599594
651690
627049
622369
642540
633145
613725
644746
608045
649723
635508
650687
616374
604886
644971
638873
638948
643267
625347
622722
625965
620064
656406
652710
602503
597746
650804
633585
646510
604291
634550
638986
641461
641466
613148
626965
642511
616386
644471
627431
601243
630689
644193
630599
602901
625929
629942
653215
642815
653884
644343
645050
631047
652212
630992
599757
625125
643930
632177
596475
638139
623853
634048
623727
654257
619976
605212
627878
605895
654471
647213
624016
601434
599774
641352
627608
640033
636515
610186
648009
637455
625477
605233
620179
635158
607549
611816
612367
608402
641526
624334
654481
653437
631847
650886
638126
609822
642388
619072
639472
615784
603188
621262
619899
611265
595765
616607
640819
618242
633948
595852
630148
616692
651271
626210
605158
611356
640147
646186
645918
640544
639761
643715
607218
605279
643139
611462
641387
611262
638733
613906
600105
610950
626234
656290
630121
615378
620687
647669
622959
618890
640681
627879
611158
624356
645642
653487
599685
619215
622283
613379
610973
630779
645261
656066
640270
641780
639159
595891
648925
632548
631068
643854
613699
623083
611290
617319
626864
613228
638032
646714
652791
648375
645072
614608
596493
636947
647894
645454
618146
614656
633372
653568
611990
611824
613903
619172
645545
628225
598435
617466
649342
636853
650286
621017
643771
613141
642402
627066
619016
632323
629925
633994
654079
647622
629039
614733
603536
610439
649969
596636
644923
627543
655407
617713
613309
640501
642757
615114
604075
640389
612045
641395
651333
599901
609189
633713
623552
623566
656474
628994
654097
622793
641386
620544
640920
596914
652823
611831
641276
632029
633950
630773
625926
622656
654423
644884
626472
655598
631340
652324
654834
625081
630097
629289
621365
622219
613148
627088
610350
628282
638633
655755
619496
643537
631703
636264
626864
614497
599399
624347
650002
620710
642906
637879
640775
598283
608080
625356
609340
648290
618019
624092
639328
615231
623347
629192
624881
631193
599298
633579
647100
650522
644012
652861
638136
651667
644632
631535
652127
643573
652868
627813
629057
602020
603186
635281
633143
625719
653312
597179
636581
620361
645164
610082
627028
647038
598538
629008
631139
655378
643337
622699
647386
644256
640377
598473
653509
640536
622818
612517
624109
648372
618309
619379
635105
629016
610842
641875
646463
637521
615891
650564
619514
624999
651410
638912
651580
625077
628093
621210
615296
639268
617987
652497
649163
624894
619868
634427
622401
605745
652484
654006
621719
651685
642536
648314
654289
646400
607687
596528
628889
617276
618537
653501
643227
629508
604625
650535
645477
655735
634085
630236
632639
645535
627317
638584
636809
619708
620661
614884
655700
655283
637144
637564
610073
622284
645081
631798
614407
607758
600716
627449
611784
639554
623342
634419
637685
633396
646460
607261
618339
655296
611371
646109
656183
625870
635848
619489
638570
654868
654571
653749
621430
637158
618558
629613
628779
656215
650309
622286
644685
639700
638262
647891
596178
624298
641194
631875
639377
610431
641482
627666
650363
644048
625589
602443
621236
629552
611407
644223
632832
641734
616307
615847
635859
645148
651680
617817
626550
623907
650288
641232
641222
635088
653806
613337
626599
630368
641041
614824
650957
641207
640669
645735
609385
651407
654376
635740
640550
635555
641190
619992
637971
634261
599259
646200
629307
645411
609089
641538
619478
635195
629885
652023
623910
610793
641250
623366
612969
654884
642584
637659
638787
624364
648003
651598
605085
606121
616323
610387
612231
598101
648237
617269
632926
642842
651868
619665
644056
653143
615681
609963
627652
627195
638015
620176
640888
634220
594888
622168
623732
643025
635377
626562
642270
640675
647366
639239
638912
610709
632663
642220
633737
620362
644947
594804
619161
632077
641407
628685
646162
650695
622963
635240
637364
611941
653672
631336
632637
606001
636554
647532
599309
622410
608743
649917
640488
606956
635628
631455
629447
642942
642315
609740
611872
611304
640897
647851
623398
629696
611523
638022
633977
641400
644993
630775
642629
638472
597445
649741
628271
609378
644035
616675
652177
594853
599526
630530
620728
651522
636423
617812
644609
635033
630868
653227
625346
624495
624254
653720
648353
621986
651775
620136
605207
639591
624956
618479
655518
650546
613588
