uops_executed.core_cycles_ge_4
78585
77775
74464
73254
77125
75139
78414
79175
80260
78406
74601
79748
79341
80184
78111
79779
73287
78800
78186
78656
78157
80315
76475
78272
78494
78934
78102
77678
78225
80164
77585
78159
78835
77009
80288
78480
77823
78945
78597
79813
78071
78157
79285
78391
78398
80367
78383
77672
77703
80292
78376
76852
78564
77024
77776
76922
77415
77758
79300
78399
77183
79786
79333
79991
78579
77948
79901
78084
80096
80103
77250
76886
77099
78248
75535
77350
78137
79465
77575
78235
79488
76154
76212
78774
77706
78489
80101
77385
80216
77265
78219
78924
77536
78231
78715
79443
77754
78520
78520
76891
77378
77941
78889
80374
80253
79488
77340
80095
78369
78065
80058
74082
79397
76974
79525
76700
78439
77996
77881
77716
79427
78804
78084
77040
78054
78766
77221
78358
80351
77800
77168
76812
79007
79533
77196
76545
78407
74155
78976
79157
77012
79723
80258
79488
78661
77919
78677
75508
77678
77810
77904
77418
80171
78414
79097
76324
78309
79210
76259
78867
78123
77940
78547
79908
79840
78662
77942
78804
79360
78969
79597
80179
77907
79096
79331
79908
77813
80156
76923
79395
79282
76011
78038
78008
78226
79165
79503
78076
79571
79135
77715
76289
76275
80345
77911
79173
78436
77821
78467
78677
77556
78362
77589
77580
77536
76942
77497
77355
78687
79061
77325
78887
78779
78353
79217
79836
76807
77775
80099
75647
79720
76522
77700
77979
77157
79810
79061
78323
76641
80096
77566
79341
78939
77573
79262
80207
77594
77648
77776
79436
79550
78603
76645
77356
79611
78849
80056
78841
75834
76462
79421
77378
77670
79022
78671
79079
77241
79092
79277
78594
79268
77684
79031
79053
78624
78384
77842
79090
80261
77199
77934
78630
76867
78227
78960
76862
79965
79036
78165
78887
78189
79750
78410
78618
77852
78241
78092
79999
77415
78917
77829
78117
79494
77287
77986
79615
75225
78272
77957
77211
78805
79766
78402
79099
78684
78152
77979
79041
79058
78527
80087
78826
78020
78368
79618
78617
78324
77115
79269
77326
77296
79810
74592
80281
77042
77942
77982
76925
78549
80188
78265
76602
78401
78732
79109
80173
78054
79931
79052
79367
76703
78841
78548
79908
77851
78876
78632
79375
76807
78666
79409
77123
76360
79998
79456
78114
78557
78692
78981
77476
79736
80151
80171
80337
79081
76907
78218
80058
76717
79890
78814
77888
77768
75817
78732
78608
77988
79007
77851
78825
77460
78962
76045
78853
77854
77663
78392
76337
79308
77685
78790
79662
78879
78372
78872
79299
78158
78972
78284
75619
76855
79917
79524
78323
78929
79987
77264
78497
78497
78556
78068
76762
78880
78482
77385
79509
78820
79765
78113
79247
77894
78062
78751
78076
78407
78166
80291
78083
79705
77223
78708
77813
78894
80081
79571
77745
79285
80314
79660
79266
78527
77943
78819
79441
79630
77926
77370
80351
76768
74802
79025
77483
77218
79791
75966
80322
79127
78031
75834
78477
76472
76820
76636
77437
78496
78369
77457
77985
80073
78657
78737
77663
77960
79045
78881
77780
79134
79082
77258
76386
78204
78505
80366
79441
78751
76317
77460
77271
80269
80313
76398
80351
77835
78662
76758
77291
78669
78948
78345
77610
76957
77491
78786
77025
79832
77551
77348
77371
79653
76920
77145
77461
78520
77693
77376
79772
77319
78302
79224
76342
77856
79270
78482
79811
78992
78781
78889
80170
78151
77161
77018
79712
79315
77047
78121
78527
78503
76894
79810
79353
79177
79713
77978
80005
78317
78962
76756
77844
79623
72886
77611
79148
76185
75300
77476
76979
79224
78241
78287
79394
79033
79311
76399
78834
79052
78864
78620
78586
77753
78068
78760
77438
79993
80125
80007
78226
79360
78448
77150
78954
77579
74196
76640
78955
77881
79055
79247
77889
79192
76989
79248
78631
76680
79585
80080
78430
76680
78957
77686
77858
79728
77149
79007
78084
80232
76846
78602
80156
78700
77777
76606
80103
78503
79124
77311
79262
79585
77245
79368
77882
73191
78838
78632
77715
79413
78204
78670
76222
79525
79162
74664
77817
80322
77643
78744
78614
79468
77316
78073
78218
