idq.mite_cycles_ok
25479
26897
24664
26496
25662
24889
24851
26248
25481
25220
25784
25557
26337
25211
26451
26194
26735
25422
25219
26766
25145
26083
25714
25407
25197
25440
25857
26227
27059
25640
26460
25220
26968
26012
26064
25287
26265
25340
25130
25849
26757
25902
26270
26487
24552
26217
25295
26623
26022
25925
25234
24818
26458
25361
25467
25842
25309
26052
25790
26606
25701
25369
26878
26990
25639
25359
25347
25099
26315
26033
25947
26488
26885
26188
27059
25216
26114
24926
25370
25879
26684
26221
26488
24644
26668
25482
25122
25317
25587
26293
25061
25124
26562
25363
25346
26278
25198
25986
25826
25172
25917
25220
26734
25847
26247
26119
25429
25092
26111
25361
25218
26097
26878
25588
25421
26679
26246
25835
26887
26217
26233
26781
26351
25459
26968
26331
25383
26470
25121
25241
27052
25173
26803
25639
25226
26435
25598
25009
27063
25369
25246
26818
24547
26188
25128
26620
25677
25496
25196
26780
26285
25834
26570
25623
26542
25474
26421
25357
25767
25053
25332
25234
25220
26519
25031
24679
24957
25444
25135
26077
25136
25167
24701
25421
25909
24791
25498
25363
24994
26120
26745
25738
25947
25362
24509
26563
26413
26834
26773
25722
25782
25239
25594
26458
25310
24661
26420
26483
26143
25293
25969
25296
25318
26517
26300
25601
25227
25977
25451
25084
26225
26398
24979
26600
25557
25527
25737
26397
25527
26727
26840
26931
24971
26743
26902
25143
25466
25189
25962
26104
26135
26315
25661
26518
26166
25903
25354
25768
24981
25205
26398
25879
25812
25347
26097
24807
24881
25435
25220
26352
25301
25963
26158
25076
26114
26525
25318
26488
25999
26390
25857
25189
27014
25445
26344
25053
25288
25407
25519
26225
26532
26420
24647
24633
26253
25512
25399
25137
24775
25368
24964
25173
26014
26848
26548
26337
24775
26901
25279
25204
25077
25376
25054
24866
25930
26398
25361
26082
24730
25744
25722
25016
26465
26488
25977
24904
25002
25346
25211
25278
24836
26000
26368
25114
24747
24836
25540
25144
24836
25978
25188
25962
24731
25361
24753
26205
25038
25692
25196
25256
25661
26000
25272
25083
27037
26039
25377
26533
26293
26661
25675
25278
25315
26131
24882
25047
25663
24994
25527
26372
26834
25554
26164
25939
25398
25870
26759
25014
24649
26690
26300
25719
26714
25784
26060
25892
25115
24896
25331
25158
24556
26248
24978
25932
25091
25617
25197
25137
27008
26480
24709
25887
25293
25102
24927
25181
25076
26689
25617
25241
26329
25332
24941
26254
26203
24986
24791
26425
25819
26668
25346
25174
25009
25271
25813
24955
24648
26390
25436
26698
24789
25496
24524
25977
25699
25751
24956
26169
24843
24881
25577
24964
24820
25241
25291
24814
24783
24934
26629
26361
24829
24994
26818
25191
25402
25076
26548
26487
24926
25384
26391
26010
25918
26345
25229
24836
26090
25745
25920
26635
25438
25121
25489
27041
25271
26352
25054
25738
26255
25677
26502
26160
25218
25504
25542
25774
25445
25128
24979
25949
25977
25293
26398
25340
25300
25407
26232
25293
27002
25213
26383
26374
25684
25488
25423
25256
25151
25594
25475
25519
25505
25361
25166
25541
25460
25324
25166
26405
25879
25634
25340
25286
25092
25382
26374
26157
26348
25085
25429
25204
26578
25662
26195
25632
25887
25196
25663
24883
25850
26738
24859
24881
25864
25745
25286
25909
24813
25685
25294
25174
25789
26278
26855
25347
25601
25984
25232
25340
25399
25477
25076
25332
26225
26803
26726
25182
25532
25128
25467
26855
26012
25747
26405
25759
26552
25392
25046
24986
25654
25722
25491
25489
25286
25238
26090
26248
26367
25256
26681
26052
25782
26985
26570
25519
25872
25294
25257
24988
26904
26022
26055
25557
26556
25557
26406
25286
25939
25441
26387
26068
25092
25534
25993
26057
25836
25249
25468
26336
26214
24912
26487
25376
26508
25321
24723
25355
25181
24858
25571
26515
25824
25189
24638
26502
26361
24873
24791
25580
25870
26059
25421
24949
25181
24739
25992
25439
25491
25856
26319
26727
25354
26578
24866
26308
25662
24694
25362
25138
26142
25542
25167
26112
26690
25364
25249
26690
26354
25256
25542
25467
26473
26487
26540
25901
24862
26037
25610
25212
25737
26329
25181
25407
26310
26368
26247
25451
26465
25354
25527
25396
25378
26142
25550
25197
26073
25587
26473
26925
25677
26564
26212
26083
25257
25497
25036
26369
25378
25739
26304
26653
25377
25619
26211
25015
26186
26014
26038
25564
26089
24723
26214
26145
24994
26347
26758
25106
25466
26713
24926
25436
25660
25861
26045
25226
25226
26548
24897
25474
24636
26833
26480
26428
25313
26458
26991
25264
25385
24836
26686
26420
25069
26128
25782
25151
25917
25504
25595
25615
26202
25609
25540
26232
26921
25654
25258
25429
25054
26136
25060
26766
24928
25715
25192
26218
24898
25737
25398
26487
25204
26418
25421
25473
24844
25407
25406
25377
26766
26473
26367
26380
26360
26488
26435
25009
25662
25504
25188
25703
26601
25670
26382
25909
26631
25496
26629
26209
24585
25234
25264
25377
25346
26202
25321
25992
25610
26803
25362
25969
27032
25850
24949
25355
24808
24828
25018
25955
26208
25257
25121
26202
25737
24989
24578
26616
26361
25014
25661
25306
25502
25685
26646
25774
25798
25399
26987
25444
26112
25034
25692
25692
26886
26290
25429
25259
25549
25670
25437
26638
25459
26295
24956
24923
25324
26323
25237
26637
25091
25113
26149
25218
25813
25047
25354
26368
25871
25554
25790
26942
25556
25782
25063
24566
25540
25378
26127
25084
26032
25188
26105
26344
26499
25332
24890
25624
26443
25372
26668
24836
26743
26916
25256
25354
26691
26090
25535
25132
25151
26344
25106
26737
25241
25625
25527
25595
25588
26450
25541
25175
24746
25048
26420
24783
26382
24926
26457
25834
25332
25962
24836
24993
27038
26382
26029
25917
26534
25482
26909
26330
26800
26038
24806
26120
26677
26870
25249
26750
25301
26256
26889
25031
26795
25151
25572
26573
26299
26188
25541
26407
25369
26338
25963
26758
24994
26600
26675
25533
25302
25504
25339
25534
25033
26679
25406
25032
25825
26833
25399
25480
25362
25369
25032
25429
25242
24746
25193
25984
26135
25054
25282
25887
26503
25302
26014
26390
26781
25361
25256
24517
25550
25403
25149
26000
26375
25105
24986
24769
24925
24881
24754
25852
26946
24596
24700
25610
27006
25855
26631
26701
25548
25753
26420
25345
26892
25558
26413
25415
25648
25362
26465
25152
25088
25720
25264
26898
25812
26022
25942
25129
25108
25617
26262
26067
24723
26210
24648
24722
25872
25557
26210
25241
24499
26420
26046
25880
25557
27021
25345
25482
26346
24940
25527
26645
25939
25302
25565
26525
26217
25121
26165
25385
25475
25167
26294
25692
25504
26104
25215
26263
25196
25859
25467
25236
25152
25271
26038
25188
26533
25491
25445
26241
25118
25249
25016
24971
24736
24660
26698
26744
25241
25151
24656
26089
26015
26522
25249
24543
25128
24776
24806
25301
26638
24683
24923
24657
25706
26698
25857
25229
25504
25506
25572
25317
25510
26668
25226
26473
25242
24911
25654
26744
25737
25774
25361
25865
25521
25264
26156
25564
25210
26384
25076
26816
25286
25774
25602
25730
25519
26719
26443
26382
25924
25827
26958
25141
25887
24984
25669
25460
25482
25557
26789
26254
25454
26892
25328
26727
26593
26609
25819
26653
26788
26285
24716
26706
25505
25767
25787
25549
26232
26661
27010
27004
25737
26232
26430
24745
24844
24715
26218
25222
25001
26130
26651
25076
25264
25113
25053
25851
25497
25547
25061
25152
25655
26202
26510
25377
26810
25046
24866
26909
25556
26862
26727
25255
25570
25164
25556
25564
26376
26225
26601
25947
24629
26893
25993
26300
26683
25182
25287
26352
26338
24935
26218
25850
26427
26292
26052
26119
26459
26045
24963
25431
25121
25669
25422
25415
25722
25392
25534
26518
25467
25985
26016
26386
26265
25497
26923
25121
27058
26532
25346
25842
26428
25571
25297
25737
25751
25421
24986
26664
25832
25549
25475
26735
26645
26563
24716
25009
25264
24610
26919
25956
25281
25166
25264
27001
26967
25954
26176
25017
26052
27012
24607
25572
25504
25894
25179
26203
26725
26165
24986
25234
25963
25760
25069
26563
24829
25016
24896
26270
25250
25196
26321
25414
26067
24574
26645
25911
26053
25932
25706
27013
25658
25226
25317
25775
25242
25767
25504
25599
26135
25828
26428
25084
26225
25557
26886
26043
25167
25280
25533
25272
25639
26216
26195
26495
26399
26991
24650
26450
26488
26735
25467
26495
25257
26176
25219
25787
26075
26127
26915
25187
26758
26428
25150
25624
26765
25210
24829
25146
25966
26991
26247
26232
26728
25782
25159
25044
25512
24919
24512
25315
25151
25841
26121
24822
26909
24791
26577
25594
26429
25586
25031
24892
26158
25298
25827
26540
25247
25301
25193
25406
25350
25325
25744
25114
25541
26968
25879
25148
26825
26735
26291
26743
25234
24918
25191
25332
25677
25212
25047
24979
25159
25782
25610
25027
25361
26781
25814
25504
25504
26187
25436
26382
26104
25176
25212
26480
25166
25549
25294
25367
26132
26061
25685
25963
26367
25242
25924
26459
24906
26626
26427
25466
25962
25175
25211
25876
26345
25226
26398
26053
25701
26903
25027
25025
26269
25992
26431
24701
26209
26833
24889
26923
25174
24927
25082
24753
26771
26090
25264
26037
24807
24843
26493
24821
25969
26435
25436
25921
26097
24936
26433
25061
25332
25493
26288
26555
25272
25152
25249
26112
25300
25177
25442
25353
25288
25407
25369
25992
25692
26490
26532
26368
25692
25849
25812
26426
25542
25192
25504
25515
25585
25692
26436
26563
26390
26406
26474
25580
25107
25104
26533
25596
25669
26997
25947
25535
25467
26676
26631
25257
26060
26502
25505
25583
26518
25467
26570
26412
25324
25767
25197
25494
26878
25993
25572
26810
24880
26957
24828
26085
26006
25534
25574
26638
24833
25774
24978
24964
25602
25472
25723
24956
25587
26308
25018
26224
24745
25714
26232
24994
25287
25766
26676
26945
26601
26730
26039
25932
27037
25221
26473
25143
25252
25917
26382
25663
25408
26258
25271
25271
26457
25241
25136
24914
25482
25384
25436
26314
25572
25303
25144
25352
25490
26630
26450
25377
25819
25249
25706
26036
26315
25301
25737
25737
25331
25114
26158
25332
26480
25458
25126
25384
25632
26458
25158
25697
25842
25579
26948
25602
25429
26570
25047
26075
26368
25299
26536
25804
25601
25242
25243
25070
25865
24535
25214
25632
26105
25084
25422
25711
25800
25212
25985
25287
26190
24806
25333
26172
25430
26367
26153
27028
25181
26264
25316
26315
26202
26758
25857
25374
26316
25353
26480
26511
26082
26195
26644
25317
25685
25729
26877
25041
26509
25654
25602
25700
26191
25317
26667
25347
26262
25701
25331
25147
25134
25467
26390
26570
24885
26232
26788
25428
26046
26539
25196
25400
25729
26534
24926
25977
25568
25369
25333
25295
25181
24730
26285
25348
25970
25477
25490
26556
25429
25091
26269
24836
24895
26308
26390
25256
25361
24804
25392
25985
24971
25168
25399
25421
24828
26219
24866
25084
24918
25340
25781
25865
25083
26099
26638
26225
26853
24911
26080
26682
25659
25489
26525
26585
25151
26360
25721
25580
25226
25159
25092
26796
26789
25660
25889
25188
26541
25631
25805
25722
25444
26413
25508
25579
25978
26955
25474
25245
25719
25309
26007
25324
26549
25541
26158
25625
25803
26812
25571
25406
26479
25925
26638
24836
26773
26728
26801
26645
25346
25467
26539
25737
24915
25301
24675
26390
25039
25474
26007
26901
24866
25632
25721
26319
26563
27058
25491
25759
25895
25392
25490
26006
25062
25895
25857
25281
24896
25907
25377
24889
24828
26197
26769
25159
24881
25189
25075
25257
25433
25166
26038
25301
25827
26165
26940
25821
26608
25215
25436
25664
25196
25458
26368
25444
26052
25730
26508
25992
25789
26571
25493
25219
26277
25295
26442
25156
26608
26346
26315
26593
26060
25737
26625
25188
25690
25740
26614
25454
25977
25963
26337
26481
25613
26969
25175
26089
25685
24956
25039
25151
25496
26173
26226
26353
26187
25572
25639
27043
25384
25522
25647
25670
26593
25708
25666
25647
25466
26037
26756
26368
24980
26110
24770
25650
25549
25512
25527
25878
26540
25574
25989
26135
26139
25257
26758
26390
25924
25856
26645
25628
25497
25321
24927
25151
26595
25887
25084
25963
25331
26354
26030
25963
25467
25339
26231
25317
25181
25106
26067
25294
26337
26399
26099
25632
25278
25286
25032
25446
25144
26352
25535
26118
25227
25269
26922
25835
25593
26330
26863
26578
26690
25264
25647
25837
25857
25481
25459
25895
26487
25693
26277
25380
26339
26954
25782
25370
25324
25229
25084
25483
24979
24971
25136
26256
25973
26660
27043
26840
25376
25016
25361
25016
26699
26653
25634
25716
26420
26203
24908
25459
26653
25490
26208
25857
26638
26518
25572
26179
24741
26948
25872
26098
25474
26518
26490
24956
25497
25453
25508
25392
26936
25850
26180
25827
25166
26218
25031
26135
25015
25415
25835
25572
25549
25399
25910
25549
26517
25317
26916
25272
26150
26047
25414
25519
26926
25953
25639
25271
25751
25151
