idq_uops_not_delivered.cycles_0_uops_deliv.core
240792
234992
234540
229030
240700
228950
239448
227679
233722
230769
231641
235339
227594
235878
243060
228494
249832
230598
247604
238808
244903
243539
226907
233986
231146
240979
231008
235946
240815
246597
228476
239261
238606
229230
231971
238794
238090
228810
240724
247862
244089
229806
228458
249619
234702
227652
230945
235565
249582
243542
241490
237023
240255
233225
242637
246947
250108
242796
228565
233479
228796
233080
237482
237024
230300
227265
239469
249009
231027
238263
230467
232416
242792
244669
241821
235257
241284
242180
247792
239909
243776
229371
246785
237351
237148
240945
235396
243487
239049
247303
243036
231860
228703
234179
237778
237096
229240
236638
228968
231271
232177
231850
229988
226974
243398
244425
243234
232221
231546
231648
245738
249984
235720
238359
236412
245170
233439
228217
240756
247603
234415
237673
238191
228402
241085
241353
229001
232527
239043
231420
238309
247432
237809
240719
244248
245853
247718
230883
236418
235893
233950
249216
241105
250473
237614
232274
228245
240866
250258
236292
233443
229719
237751
237333
243201
235575
229956
228247
243892
239283
234072
239450
230230
243074
238346
232653
247517
239849
241930
244451
235234
232690
233081
227362
244657
244921
239117
234217
248000
248948
243180
244597
242956
237759
241786
231866
237437
247035
230202
241224
228690
231237
241967
239188
233737
240160
250223
247824
241524
228572
244322
237310
232481
243705
228020
230530
235036
230721
240631
227924
245713
236995
239189
240427
230523
230571
233786
238533
229781
245376
240632
237085
230023
237093
249601
235959
244899
243373
244305
235187
240187
234379
241589
250442
245092
247766
246902
231479
244803
233452
233926
231701
228167
236510
249493
237337
230310
231741
233448
243671
229347
228028
245419
239376
229397
227280
250231
239632
230481
227014
228054
237168
231793
243905
229529
240847
235815
228685
244482
241368
230859
242590
231629
239427
241044
237649
240255
233693
239971
227156
230925
227691
239061
230695
227274
239997
233594
246802
239928
236883
242312
236852
246291
243620
236388
235557
226939
233805
242032
230701
237361
233272
244396
230312
227386
242693
230001
248020
240708
247116
249865
231544
242853
233142
247909
239963
242307
228673
235063
249698
240320
232807
232943
242872
229904
240104
230412
242622
231667
234772
241026
241725
229775
237674
235114
231895
244885
237581
229922
246564
229567
249372
238717
239140
231730
232268
236864
234928
236507
241074
241531
229801
240338
235423
238867
249720
245165
239943
247384
231552
234648
244293
231007
239833
238967
239479
234129
247027
231908
242752
243490
245702
229553
246819
245878
228955
238459
233653
245650
234347
241452
237630
230635
236098
234455
233860
235411
240555
227230
231275
236095
239347
239017
226904
247127
230147
240661
247638
237684
244561
230921
233890
248193
229360
228609
227377
235094
246804
232806
247954
242684
249144
241270
240936
230618
237444
243160
229361
246600
239281
238220
234139
230921
246964
244316
232897
237403
243711
241873
238077
242798
242309
241931
233698
230996
240017
244253
238129
227195
248008
239552
235913
233909
241853
244296
232193
249666
250347
239206
227375
250057
236924
233229
238526
235619
232023
236788
238081
236900
242067
231962
231006
232309
234739
235394
230989
237620
240555
231184
243092
232322
244784
249978
242715
247762
233965
247225
229937
238643
239189
242996
240386
236479
240193
237284
232369
242069
231332
229512
249875
235585
250481
238348
246972
236942
229454
245614
229474
242009
238102
245380
228497
229469
234354
227949
242727
241211
247174
238898
245855
227387
243726
231270
238013
244133
237257
234106
232831
243456
229047
236626
234208
240458
229379
235711
242181
230733
236438
248453
236032
241306
227968
237718
229231
227957
239726
235762
230119
247342
233694
238093
237432
240496
229911
228897
243226
234135
228540
239600
239310
242192
245990
230253
241364
247034
230514
239996
228072
234153
236265
241127
229189
248920
233378
233082
245315
240181
232724
246162
239210
234456
235156
233462
240968
231864
243145
238672
240488
231711
241114
234096
242651
233344
237179
233036
240365
230325
234403
250055
234665
229834
243140
237905
230762
232666
230364
232006
249225
235593
228819
229432
240602
230625
229621
243676
235705
227362
244284
235647
238376
246028
229488
243005
243746
227381
244158
247567
233593
250105
232658
237960
248288
235576
247151
243745
240196
245071
231242
232144
245791
243212
232625
238851
239259
245817
237447
245060
246261
235002
230861
236788
229937
231242
235965
249075
230896
246412
241536
243403
237326
248195
236324
236812
235012
227634
236635
232222
227128
240956
242024
245903
246524
232379
229975
247718
230921
232378
237878
231081
246701
246916
232714
231798
234265
235484
247764
242824
247473
227028
233874
230557
237124
230697
235798
240567
244171
240076
246096
230539
246849
246171
229202
246054
239370
230077
235567
241672
248466
232631
229451
242984
244276
235687
227864
239899
231729
234492
228271
231182
227170
245790
245168
241382
227655
241833
250008
242761
232333
247081
232111
231956
237083
233724
230010
235411
247353
230899
237683
232655
235256
238238
230612
238657
229320
240001
246337
232365
246798
231031
242797
233685
241768
230806
228570
230684
248051
238487
242907
231357
250168
237437
242838
238602
229746
241041
242163
238675
246121
240287
244799
247270
240421
231749
228238
237034
250432
245700
230989
236507
238880
243110
248005
234910
240075
237844
230287
235701
227450
239065
238644
230271
241468
241109
245717
246041
232129
250553
246712
240392
229834
237200
235062
240105
249318
238767
245311
240254
247573
231629
248214
242545
236127
248263
238238
245100
232198
240622
232623
235665
237812
230567
238914
233970
237801
232295
231271
244930
237345
235753
236190
228629
230164
240172
234340
236680
235736
241148
232456
230063
244889
242074
236544
243897
238744
242820
236326
236491
237716
250123
237127
239994
235384
235282
237551
233426
230707
246253
249857
249110
242077
249186
243989
239347
226951
241426
233590
240457
228663
229372
240710
234653
247147
243145
229795
228435
233201
235249
242409
250041
237730
231871
248698
239828
240561
242478
247191
249840
234722
232195
234151
233819
234076
244775
236152
242973
231265
234354
239389
227048
247338
234210
234671
246082
239734
239907
235261
244742
250322
230779
232038
241342
233178
237923
247266
231795
228785
236998
246581
244196
232544
243468
238235
241652
242899
244177
230675
228970
241575
248909
243129
230380
232690
244944
249923
235392
244713
232152
243503
237846
241297
234437
230647
230614
234785
235485
247859
232529
230560
228604
229183
239231
230892
241787
227263
234589
229537
231955
232682
228120
232127
233835
244218
229638
237305
236113
227283
227032
237667
236327
244663
248114
235176
244113
243076
246426
244128
230623
239891
243550
232070
237458
240502
229974
233465
234442
245398
238578
247405
229780
227805
230451
235110
229281
231631
242460
230774
232332
247696
243043
243075
248778
227392
229101
234987
233430
237244
242164
232138
249816
229466
237926
240547
250430
234654
228314
241040
230142
245063
235581
232494
234649
240120
239813
250712
233164
228516
230820
239328
230660
234655
239476
246057
250270
239643
227798
244839
232160
233270
243368
248016
241778
235161
238725
240471
236995
249086
231650
240284
239151
241610
249879
231326
245665
229548
238461
232070
239518
247434
241528
239548
231255
228470
231612
240101
234153
231730
239876
229265
235016
246587
238503
241102
242605
235560
250051
244424
234996
228797
238112
236648
241283
245290
230296
227937
247811
234034
243284
236676
230120
228676
234737
240364
235391
243854
239355
231417
230177
246708
241980
243391
250303
239020
246857
244456
235373
235025
242502
231361
233255
234380
237701
232834
247202
246690
240950
237844
230782
235426
231429
248599
248010
239905
245745
235476
236634
243239
245965
233763
239751
246302
231593
231703
228547
241985
247727
244169
240879
232340
238980
238949
242168
231640
238526
232274
249171
232113
227625
232451
242976
240255
238807
229570
228006
242417
230669
239735
245734
249845
236883
228128
235521
237368
230878
237816
228984
229277
232837
228730
239984
243306
246925
246044
228114
234386
235176
230708
230148
237025
228767
245380
237799
244018
244215
231392
243263
248225
246076
227039
238222
242215
231964
246428
239518
243355
233340
239646
230922
246506
245110
235817
247855
240539
230760
250568
229421
230313
234516
234459
233501
237412
233230
236952
228903
239984
234157
239356
246337
240715
249386
232962
233472
232277
243709
236743
248890
235933
246695
233137
237181
231554
234854
237135
244465
242264
238244
248827
233138
245387
240780
238852
236485
232948
227850
235621
242155
228435
228466
239385
248152
236354
229266
238229
249061
231760
228931
245545
235575
242909
231309
238941
238142
233342
239042
239357
247236
246050
244933
233508
229025
229724
236829
235684
237460
239415
245658
244733
228597
235605
240096
234187
227191
238784
235922
242528
231117
227476
234395
241885
238927
240938
234038
241379
229743
230628
243132
240998
232078
236340
234629
247566
249711
232252
247956
246425
227402
240169
247734
250236
233251
245696
240271
235536
242683
242293
238434
232256
227833
238737
242308
239898
228045
230744
238576
235843
235043
241570
236406
235835
240520
242425
237280
231433
236956
236740
231795
232586
250417
233811
232040
247101
228681
228036
232988
229727
228223
241580
231554
249164
242542
240576
234902
231083
229296
230819
229901
239734
227955
246278
230864
227605
236147
231566
240402
229801
228764
228589
232380
235052
229972
243956
238769
233832
232065
236296
235795
242606
248860
231402
239723
237574
227082
231970
231051
231335
237212
243897
241979
239128
244465
248210
239364
236865
242953
236604
240464
250073
226938
241385
230445
228843
229030
244745
235881
246007
242829
228278
235935
245129
241044
238038
231880
234372
229658
240825
227600
227124
242275
237262
247889
249275
247418
242179
239663
227640
235407
250110
243834
237149
241763
231974
227267
227872
246221
237333
236050
232949
239191
250762
235745
243652
249384
234432
240184
241390
248053
239352
246667
231673
244862
236699
237193
247852
230007
246424
249742
237602
229834
242098
237098
243764
241733
247806
241640
235348
248436
248521
231017
232102
238555
235566
228222
241009
247051
233930
228919
238602
240981
230618
233142
236237
239539
248364
233382
229275
236687
228274
237330
241248
242450
238730
236732
236781
231438
239480
245612
232002
234149
242816
229412
227814
242082
234304
239860
250483
238724
249407
229775
235671
233274
227697
231560
228118
242844
229948
242555
243988
231505
238441
229861
228754
241820
244733
243888
236149
243424
240538
231972
244006
239349
237926
250166
242268
239988
228371
235636
229593
242134
237093
240354
236155
229686
249458
249664
246641
232450
246751
248369
238451
230243
248784
238609
233021
244157
239545
248966
244153
230015
250268
249408
244310
246868
248696
234942
232919
230479
232584
227905
243408
243705
238094
248846
232002
245464
244097
236710
248830
247042
249620
236853
238301
241308
241119
246476
234285
241247
232137
231849
246031
240821
238382
231862
235561
240569
229457
250001
248320
237517
246277
247099
238397
234722
231000
247681
235927
230783
236178
232616
241239
230250
241020
244082
235553
238414
236177
236136
236805
227940
246607
240158
243659
236241
232625
239211
245176
229439
235730
244244
237227
232297
246851
243840
239087
239401
238090
243105
232087
247675
244572
246583
246927
241317
244177
239448
250258
233235
244815
232589
245754
236663
241051
249508
233587
241547
231957
241441
234550
229764
233320
238891
244103
248776
236531
236005
244429
243284
229428
238028
242520
239141
239935
229562
245723
250376
246989
247550
242906
250133
241522
236468
242152
248444
250615
249964
242423
245871
233668
229533
242127
241710
240566
242968
241445
231830
244770
241439
242133
245992
239479
241406
243831
238299
235566
240719
243346
235775
248163
235004
242193
239237
248401
245240
239931
244319
247989
240464
248520
231396
245103
232918
239323
241548
243821
232788
237761
238557
235475
235405
231493
240767
242589
246104
232442
236523
239695
232087
232274
229161
248872
231094
239052
229736
228425
242312
227182
234769
232301
250604
235952
230654
243774
249201
241214
242246
226999
246476
239991
247841
239166
232225
239495
236472
229383
232503
248070
235543
234072
232112
234129
239591
233007
233818
229110
240383
236159
250378
232494
229330
227728
234622
232156
250563
245007
232515
236679
240743
248803
250201
236808
228115
247847
239244
229362
240042
231552
236875
235229
235328
242748
238149
242937
227034
243423
235508
235013
236063
243844
227867
238513
232940
246047
238466
248057
244326
227752
246525
243057
232411
248042
230704
233080
244624
235941
248293
227693
243481
242850
248298
235453
240315
247687
247322
240683
233503
232191
239028
231130
227907
232232
234812
239598
232560
245892
240627
233428
240774
241211
238219
237055
230100
229318
233749
232363
247208
232516
240184
238739
242026
234459
229937
237047
243588
239233
239933
228396
248709
235930
