frontend_retired.dsb_miss
51164
52858
51509
52225
51337
52166
51412
52074
49780
49344
50510
52525
51658
52734
49312
52435
52016
50360
48947
50100
50877
48232
50245
49585
50307
49882
52798
51111
51052
52318
50451
51742
50691
51423
52526
49222
48894
48203
52045
51175
51488
51202
51773
51685
50633
51947
50274
50182
50996
49973
52179
52368
51213
49102
49850
50584
52309
51200
50806
49522
50241
50786
48951
50121
47992
51849
51988
48501
48140
48594
49769
48207
48116
50838
50784
49719
49104
50091
52885
51777
48022
48625
52084
52136
49671
49494
52828
49704
48040
49523
48836
48765
50456
49640
52106
51081
51624
50186
48711
49703
49939
50397
48568
49851
48343
52480
49155
52456
51681
51850
49826
51539
52586
50786
48750
50605
52762
51116
51353
50455
51352
51342
51683
52919
50029
48340
50575
52465
52855
48048
51143
51702
50519
50455
50816
52915
50893
49821
51582
49912
51742
51383
52197
51310
50993
50452
50031
50800
50697
52850
51642
51250
51355
51721
49765
50273
49767
50504
50182
52135
48954
49307
51438
50243
50241
49436
51588
52850
51974
52821
51773
50546
51355
52849
52278
50373
51325
51171
50595
52381
52884
49856
52194
48923
52585
49788
52554
48743
50215
51688
50332
48362
48413
50548
52167
49631
50702
50250
49733
52318
48531
51653
49527
51024
52076
51388
50777
49521
50388
51381
52407
48894
51048
48861
48443
49676
50147
50660
52074
51956
52426
52681
49855
49881
52914
51668
50092
52162
49524
51570
52856
51776
51409
50636
50394
51425
50272
52680
51415
49430
51353
51958
51685
50516
48800
50863
49734
47962
52073
49789
50214
50389
52710
49430
50994
52011
50213
50906
48863
52316
51713
48289
49043
52438
51889
50574
52136
50096
48230
49638
50966
48711
50787
49407
52148
51717
52015
52040
48767
51296
49676
48591
52946
51570
51257
52256
52703
51116
50755
52854
50750
50155
51969
50819
47966
50546
50032
51530
52495
50811
50271
50270
50486
49077
50671
50092
51860
49370
51303
49733
52887
50245
51534
49528
48467
50094
51775
51748
52843
52854
52645
50604
50935
52652
52493
50155
52199
52280
50699
48531
50526
49319
51412
52672
51897
50331
52736
50544
52165
49198
49790
49483
52675
48467
49369
50545
50934
52432
51202
50842
52435
52919
49254
50692
50749
52346
50092
51353
52948
51625
49909
49310
51175
50356
48684
51684
49225
49574
52975
52946
49790
49526
51473
49864
48470
49400
48886
51957
49439
49130
51506
50816
50693
51507
50429
51080
48678
49432
49910
50810
51898
52016
51115
49690
50511
50185
52948
48114
48712
48016
48469
48048
50463
50241
49307
48227
48769
48440
48680
50207
49617
51154
48201
50528
50381
50881
48485
51388
51831
51300
50505
48199
49900
49493
50955
52333
50847
49622
48923
51683
50632
50451
48173
50002
50184
48893
49912
49257
49239
51868
52105
52195
50688
48863
49481
48077
50123
49372
49732
50271
48439
48594
50782
48472
51229
50004
49844
51900
50577
51563
51417
49371
49557
50545
51743
50533
49254
51902
50753
51016
49040
52798
50151
48450
51539
50619
50447
49490
49672
52103
49099
49701
50004
52135
50094
51113
52019
52831
51476
48954
50485
49344
49968
49669
48710
48532
50542
50786
51554
49346
48829
49585
49794
50316
48035
50426
49794
48561
51933
51027
48693
51625
51141
52429
52400
52377
50901
49971
52681
51271
52652
49373
50337
51206
50241
50066
49342
48410
51032
49131
48714
50755
50785
52407
52644
51540
51415
51440
50086
50427
49673
51758
51262
51022
49733
50584
48169
49317
49254
50392
48982
50993
49586
49966
49914
50908
48596
50395
51301
52556
48655
49506
51115
50754
50272
52617
51911
47964
52194
51959
51325
52912
51123
48261
48709
49582
50873
51238
51834
51109
50751
51236
49825
52898
51956
49669
52282
51445
52584
50151
50642
51757
52045
51924
51661
50696
52734
49365
50360
52225
49223
50109
50206
51356
50788
49739
49878
50786
50950
52377
51412
50664
48893
50540
49194
51926
49643
52727
50096
48140
50575
50513
50664
50130
51328
52519
49370
51418
49879
50214
49250
49281
52346
50525
50820
50877
48263
49462
50813
50904
48021
52329
48351
49613
51779
51080
48494
52462
51779
48050
50817
51053
52438
49430
51970
51923
50868
49611
49944
48800
50933
49249
52135
50692
51531
50661
48139
49523
48894
52071
52164
50846
49432
52975
49856
50785
51171
51651
49525
50361
50484
52017
51527
50964
48831
49222
50213
50393
49913
51715
51053
50690
52828
51356
51844
49673
48475
