icache_data.stalls
35014
35760
34790
36304
37353
35495
35510
34965
35189
34257
37685
35639
35128
34468
35882
35580
36935
37590
35580
35205
34636
36674
34483
36541
35189
34981
36825
35772
34350
34800
34741
35701
35686
36415
34286
35356
37218
35821
35475
37007
34950
36314
36018
34844
36090
34966
36718
34585
36179
35247
35648
37306
36046
37652
36407
35725
35639
35160
35741
35215
37022
35731
35370
36480
35641
36872
34986
37321
35246
35492
36661
36346
35940
35806
35626
36390
37596
37172
37442
36031
36960
37428
37172
36542
36262
35707
36858
35882
36212
35792
36076
37382
35835
36387
36256
35971
36735
36752
37351
37478
37426
36151
36016
36061
34972
36692
37308
36816
36788
37322
36902
36303
36275
37562
35345
36872
35100
37233
36880
35069
37278
37471
37411
36000
36317
36693
37382
35331
37127
37261
34318
35611
36122
36233
37623
35023
37172
37650
37039
37413
36960
37159
37727
37426
36437
37727
36601
37473
37407
37714
37380
37096
37652
37202
36782
37232
37382
37666
37292
37440
37321
36933
36841
37731
36964
36797
36826
36931
36181
37382
37474
37032
36209
34304
34671
35355
35939
34845
35522
34574
35987
35461
35190
35055
36173
34830
37352
35251
35100
34604
36553
36902
34454
37728
34589
37681
36166
34201
36182
35389
34546
35188
34380
34361
35444
35684
34440
34215
35010
35056
34591
37551
35490
36766
37711
34304
34544
34918
34621
34562
34300
35849
34420
37577
35731
36693
34624
34858
34452
36344
34195
35775
34328
35757
35950
36613
36031
36053
37105
36232
36720
36822
37057
35534
36246
37466
37419
35971
35414
34741
35580
37052
34243
34695
36745
36888
36243
34784
35746
36126
35100
34934
34544
34673
34739
34964
35642
35911
35386
37218
34334
34246
36948
34230
36317
35483
34184
35385
35160
35943
36843
35957
35355
35400
36345
37594
37636
35573
34604
35281
35939
35673
35896
34859
34922
36106
37128
36256
35774
36393
34755
35950
36269
36512
37024
37428
35367
35371
36331
36302
35626
36676
35485
35685
37173
36602
37201
36166
36752
35445
35173
37502
35583
36541
37711
36165
37672
36601
37113
36752
35908
36504
36415
37578
36837
36377
37038
36676
37293
36182
37398
37231
36849
35760
36241
36089
35821
36361
36692
36105
36707
36017
36121
35642
36630
36932
36106
36821
36721
37006
37144
37262
34290
37487
36573
36031
35790
35894
36151
35145
35490
35415
35761
36496
36453
35806
35025
34893
35468
36030
34979
35055
34770
36422
36506
36647
36210
34545
36692
36242
35822
36436
36107
37381
37682
36362
37477
37277
35821
36557
36889
35822
35909
36240
36511
36316
35373
37179
36781
36915
35985
37022
37109
36466
35461
36916
36723
36316
36646
36810
36525
37743
36106
37368
37322
37172
36451
35774
37303
36413
37279
37067
36871
37480
36930
36797
37681
35519
36857
36480
35520
37050
36872
36121
35973
36959
34416
34470
36459
35159
34183
35490
35458
36361
35203
34483
36001
35190
36061
35386
35296
36873
34617
37530
37666
36422
36826
35234
34321
35461
34409
35072
36825
37341
36886
37724
36363
36000
35341
34620
35340
35865
36992
35188
35340
34289
35490
35143
34560
37246
34545
34529
34472
35970
35806
35206
34602
35864
35789
37367
36302
36481
36691
35656
34689
35206
37322
37383
34544
34514
35490
37319
34439
36932
34754
35024
34619
34605
36871
36692
35897
35729
34439
34664
35221
35382
35610
34994
34289
37216
34214
36391
35012
35626
36136
34981
37719
34379
35355
35413
34710
35730
34970
35371
36361
35504
36767
37114
36737
34680
37592
35582
35882
34365
36989
34981
35761
36707
35170
34648
36148
35458
34740
36060
35882
35835
34413
35729
34876
34605
37385
34260
34798
37726
36029
34679
37175
34426
36802
35567
34740
35484
37624
35460
37728
36963
36421
36271
36168
36872
35461
37443
35310
36917
36916
36811
37267
35434
36407
36579
35494
37050
37125
36315
37142
36122
37112
35346
34749
36588
37592
35129
35836
36422
35415
34589
36363
34980
34891
35039
36917
36828
37155
37607
35897
37562
37473
36272
36765
37170
35040
35431
35071
35581
35100
37456
34484
36829
35789
36477
35790
35236
35398
35940
35101
36662
34484
35370
34318
36196
34740
35401
34589
36482
34524
35010
36767
36572
34251
34938
34861
34395
35055
34214
37129
35447
35881
37743
34740
34695
35611
34756
35339
35640
35160
37322
34906
37334
35401
35491
34695
35041
37501
34586
35399
34440
34304
34978
35370
36421
35684
35775
34650
35040
35761
35581
36435
34709
35543
36182
35672
36221
35850
35084
35040
37325
34183
35822
35962
34800
34199
35352
34965
36509
37214
37697
35760
35820
35638
37611
37261
35506
35672
35505
34289
36481
34618
34408
34679
36106
36014
35580
35295
34979
36052
36962
35108
37518
34799
36781
34679
34935
34831
34739
35825
35595
37592
36376
36751
35944
36513
35126
36120
35532
37126
