idq.ms_uops
253563
253071
258475
248945
264614
266813
264552
260069
257372
257563
262223
257459
255865
256783
255578
265989
257498
252155
258992
254127
252582
253908
265501
253075
252461
252282
257154
253228
252938
253967
248713
265378
268088
250027
253071
253229
257044
254150
256547
250821
256470
253218
260096
259474
266727
252346
251984
264763
251642
259377
255467
254584
251535
252338
250468
252824
256168
253656
261225
258446
265304
253696
245398
253677
253562
255843
255469
258235
254480
258384
258076
264459
256263
252930
253551
258490
268329
249036
253390
253331
255869
254563
254998
255991
262511
253371
256674
248127
254661
253669
268490
252073
268326
256804
256216
252322
253497
267805
254454
252130
255044
254562
257272
254922
257249
253771
256509
254962
260271
254773
255536
255038
253743
256165
255715
267509
257121
253531
255228
258728
253973
255479
268354
253762
263458
255292
255271
258734
259557
251395
257481
257517
256999
253811
254064
254478
268311
252092
252774
254395
250613
268309
256094
248834
257511
253966
253833
252443
258799
256322
255219
253520
262103
256496
256045
253551
254773
253531
256847
254497
244931
254989
264146
254745
252868
254554
254554
260749
267934
254485
265588
255460
267936
253559
253834
267228
249703
267132
258724
259218
256148
252886
261691
252803
255652
267760
255279
258070
255225
267440
253551
254993
253568
253486
254076
254069
245434
267011
265291
257724
251992
252260
251175
254674
251338
253146
249873
256452
258759
252460
256597
253636
251305
266432
253692
253828
266235
253515
252508
252060
254042
252247
256972
252800
251212
251902
253540
255185
252603
253395
254521
251748
255792
251663
254392
247721
249864
258653
256557
261448
255394
255101
253754
253835
253924
251454
252744
256974
252657
248191
252388
266536
253439
262774
266248
256261
256716
254071
254170
254754
252838
253882
256108
266751
246647
268262
268494
251543
253979
253881
267408
267726
253576
248780
254945
253632
253704
252376
252296
251852
256136
261707
252484
253847
253370
253344
265587
266822
265516
252309
267877
254892
254656
250738
255524
261126
250234
251865
250204
251979
251904
252707
262017
266536
253323
250160
251611
250966
252750
252389
256654
254842
258934
250758
264809
251821
251019
251387
252447
264805
250285
253137
259463
253935
265280
265607
251927
266327
253087
267302
264539
255075
255185
261843
266561
247433
251213
256361
252596
254233
264173
254045
250602
264301
244124
250527
253556
255487
251627
251418
250962
251045
251105
243372
260555
253046
257969
259674
254490
252908
261559
253722
254833
261923
246758
243922
249265
256293
260141
246641
246483
259351
243652
245558
243752
258494
245913
266658
252193
257317
253972
264653
255260
264680
251686
253878
256325
267699
251666
265850
254006
266272
266929
265665
253970
268073
252543
256349
253993
252958
251583
253438
251905
247994
267288
252488
253468
266462
266212
257035
253348
254930
255069
252751
253823
250884
255932
257101
252118
251664
265649
267027
254369
251113
265790
251645
255249
254588
254111
252035
266331
252970
253308
267336
265742
253100
268013
253956
262914
252437
257520
253442
252308
253676
253839
251116
251242
255926
259436
252739
258888
266823
251798
265454
260880
250676
266832
258802
264456
257253
253676
260463
253945
255180
253938
264384
248610
261597
252136
253301
256832
252352
263669
250400
256230
264552
251980
261972
266835
252921
252039
252990
256294
253490
253788
254953
264846
255195
256392
256598
265359
267844
253045
259516
254840
252683
256593
265994
262436
253953
254356
255735
265611
254303
267311
250869
254492
254279
263472
253174
253703
253549
267336
253360
257208
251967
261500
252184
251877
251735
252762
267162
252227
256939
260172
261111
263119
259097
254530
265946
253011
254276
251821
253071
258425
253229
260969
264850
251705
253594
254474
257709
252122
255285
256544
258359
256195
255914
253513
252981
253590
268012
259719
259700
254533
253449
256291
258429
268029
256768
255835
266682
254181
252569
252843
254856
254146
254109
263873
258326
248853
265680
255228
253337
247139
254458
267427
268344
268389
257263
266488
255094
248548
258146
253388
268306
252830
255406
258654
252928
253753
256606
256143
254359
251163
252504
252946
255807
253548
253578
252704
253928
252834
259137
258650
253572
254770
254647
255016
254357
256064
259735
261421
256553
254847
252033
258718
267404
268468
252396
263647
253590
252887
258347
267672
267403
255149
266922
254292
255013
257340
256599
250671
258238
256684
260474
256345
255169
257031
266769
260772
261252
266627
255903
252135
250067
254660
252399
259556
250735
265554
250263
253600
263097
264888
259435
254017
258955
250829
265239
257276
265270
253674
252229
251659
264093
254820
251115
265878
266889
252369
262925
252815
261704
265101
253212
266029
254618
256119
253010
252451
252596
268465
264561
266911
255800
254338
252629
253075
267362
253094
261780
256155
253356
254303
255828
251739
253682
252472
254135
264912
266066
253130
250608
257525
258045
265130
253586
259817
259105
267346
262161
251563
253535
253697
252432
254833
250570
265125
252224
252796
253155
266484
263402
250297
252471
266185
252644
251662
253743
249853
250526
250557
268127
259644
266251
256208
254683
255670
255204
253541
253194
257151
260429
253866
257136
264920
267074
252945
267178
267847
266288
253932
254026
267385
252762
252881
252816
266921
265947
262231
257400
254784
253736
253686
257014
253600
255095
252650
265005
255370
252994
259617
257507
258894
252880
259943
251633
252495
252209
255510
268189
254911
254361
256813
254291
256470
258745
254471
263241
252430
254472
267436
254246
253650
260480
253387
253414
252250
255029
253373
257685
252764
256424
262180
257508
262534
252048
259429
254216
252962
259104
254152
255239
253818
253181
257959
253311
252927
255696
253903
266521
258033
253930
254513
259749
253722
259645
254701
252457
253449
257139
267442
265023
256095
257461
254041
256065
254950
257367
255504
255608
253709
253254
267654
262982
253686
254949
256487
253303
257248
254636
254095
266443
256114
253308
256561
255653
254666
255396
266402
268469
254663
252927
254502
254314
261190
254529
257636
254013
254958
252984
253807
256321
254728
267570
252189
268318
261223
256251
255233
253570
265596
267102
256261
256064
254957
254832
254177
256155
254776
253764
268002
262050
260038
254054
257312
255405
260034
255406
256045
263048
266465
253717
253759
255322
267653
253314
255414
267102
268233
266849
256010
253592
262371
268326
258314
255098
265759
254339
253588
255473
268409
256293
259463
253390
254501
253283
255071
253608
255113
258760
247050
257251
255305
252785
254204
252218
257733
252527
252621
253348
250809
267916
254614
264402
266411
251864
267747
252947
255696
253302
253809
254868
252745
253393
266014
266117
266202
255090
255129
254360
251902
254818
255179
252750
251310
266734
252369
251092
250825
254296
252265
255420
252240
251905
252424
255473
261045
264283
252162
254447
250945
253323
268138
255244
266318
265229
265709
250452
252162
253566
250636
250609
264519
267118
266193
255308
261056
252712
252484
267417
257632
268437
265911
255487
259669
253280
251942
265112
252113
255592
265885
253814
267064
264241
265830
251915
253210
258376
252859
252703
253622
268543
253992
266863
255466
253714
253200
252666
267818
253848
266713
261274
267157
268138
268423
253536
266587
255328
266402
252241
258111
253332
267291
255691
251852
261211
257757
251333
252087
254681
267413
253837
252930
265762
252906
251322
266779
265323
254336
253623
261658
256289
253241
268073
264274
265782
254403
259837
253072
252367
252302
267988
253979
256036
267896
262272
253522
254756
255048
254908
267940
255086
252443
264045
266754
251466
254944
264354
266209
251617
252230
265438
268102
251751
252311
267978
252071
266865
250646
263002
264994
265623
265802
259086
267662
252655
254227
257719
266296
255936
261742
266727
251469
249969
268212
253171
256686
253408
252255
252939
250842
258934
263552
257396
250845
252204
267863
266902
251585
264967
252617
255506
254689
251776
252472
253754
252056
251721
252257
266341
267681
258139
265669
251686
256220
252352
251173
252118
268548
262263
252355
257470
253138
256619
266775
252875
253293
252962
251601
256153
254997
259570
260472
266567
253489
255698
250525
260231
253007
252777
251032
256646
253042
258248
261131
253130
254284
268415
252867
265695
264206
266695
251441
254716
252583
253695
254190
251975
251889
255256
252126
256906
256203
251548
253976
258854
253239
253621
262084
265360
253045
255426
254675
267698
267738
267623
262329
257547
266040
265475
267231
255396
254627
253920
251746
261931
253527
254029
253433
251785
267281
253921
258219
264885
252374
250296
254689
252072
251692
263153
256902
267753
251968
257589
256208
255707
253688
253849
267004
263434
255319
268363
262863
252625
252160
252728
253803
252314
256067
256164
253539
258156
254378
254348
254237
253128
253049
268337
267116
256610
251311
256725
253968
252145
264463
252865
266018
253275
264032
252715
261229
255449
252397
256203
252301
251042
253855
259409
252904
252675
251803
252814
253293
253361
254451
266864
253026
254823
253625
252606
252745
251828
267232
253475
251276
251260
251192
252644
253004
264472
254968
255207
255526
268027
257294
253499
266774
253408
266955
256905
257578
253173
265029
253181
253596
253022
266660
253108
265315
254478
266944
267627
267124
253484
253928
259627
255589
257150
254735
253394
255469
252522
257686
254157
254468
255303
268262
256981
254063
266848
257808
253429
253263
254541
252996
257718
254178
254905
263152
254156
267830
251832
260257
255727
262431
267094
255806
252400
252429
251758
251694
253727
253594
260831
253955
265185
261886
255403
255562
253426
253291
255258
266240
