cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
14378153,1337496,20801545,13604300,3788469,76012256,7124120,8062919,83836,471348,10758025,26343957
14219261,1304612,20764677,13492637,3658381,76124236,7294691,8018846,83349,461292,10621261,25677376
14477332,1303647,20879851,13660912,3770375,76329317,7114788,7852981,83536,470977,10551738,25747444
15262362,1992387,21412244,14404179,4055477,80703484,7852451,8810821,721421,1145807,12595583,27251416
15059938,2378154,21851503,14237321,3854363,76281117,7657512,8553534,332422,739316,11724290,27435232
14409844,1319269,20792933,13549776,3789122,76253414,7351954,7886729,54904,448638,10502540,25819314
14428787,1400759,20608739,13509041,3783561,75452276,7141611,8071697,130862,503833,10779477,26598942
14304343,1347702,20864025,13631096,3775481,76302260,7304247,8049329,88180,476171,10631820,25777963
14513134,1478202,20948276,13672534,3676087,76338810,7318790,7867327,162210,549343,10891495,26392487
14382539,1232653,20550660,13415049,3762912,76117752,7303018,8026355,28130,406492,10459966,25797461
14395262,1215812,20991462,13638202,3879366,76365281,7307694,8246549,18384,394946,10700286,26421349
14376417,1240271,20770777,13571191,3679320,76019653,7322726,7869990,21864,405281,10680117,26445508
14300980,1209859,20683533,13526184,3782414,76695885,7322890,8057389,18491,407271,10501521,25780674
14366931,1203469,20749647,13534023,3780622,76301901,7120425,7862180,13480,406614,10445905,26367326
14370636,1224366,20942196,13634584,3774616,76359542,7501626,8048301,16243,412051,10882117,26322777
14293264,1173334,20647787,13450148,3883029,76056683,7506420,8049405,15074,401595,10634012,26342618
14546380,1253701,21028453,13662475,3897048,76672893,7142588,7884493,17190,402067,10692098,27087886
14186984,1187931,20489823,13450792,3666289,76015872,7300970,8042758,19324,402626,10675378,25718165
14210728,1240959,20706273,13496570,3780155,76190645,7317967,8063950,11200,396412,10460433,25769232
14429505,1215095,20843479,13501343,3671001,76609159,7121034,7860314,12074,404876,10723595,26412917
15333599,2590757,22686827,15199636,4165608,82824586,8556027,9345321,866363,1312973,12889546,27805931
14309734,1419718,20876826,13672975,3781280,76265311,7313357,8053403,129663,523068,10592978,25683793
14555148,1463082,21005041,13685789,3679328,76702395,7149880,7884293,161027,543535,10886479,26452806
14321537,1280502,20685578,13606936,3775074,76434655,7314774,8057391,83059,463257,10568726,25166706
14458693,1382285,20869211,13647762,3795157,75990916,7146012,8107508,117242,495407,10837213,26504772
14232133,1371630,20755592,13491083,3681685,75949503,7330996,8070211,131777,506311,10791086,25713798
14514296,1329969,20918955,13767675,3882384,76899296,7363646,8057252,81964,463460,10784547,25832200
14525437,1470450,20933810,13712142,3777859,76334600,7119342,8042366,168845,553497,10900819,26422868
