cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
1379000,934680,1970052,1543983,345655,7941289,702848,732011,399938,471408,1147473,2034223
1624307,1028140,2620477,1959205,434755,7300677,698284,851770,407154,419398,1436735,2701101
1550424,1472210,3081830,2286498,483432,7259189,1180995,1024878,407879,530313,1404006,2717143
1267061,904766,1802322,1432088,341317,6997113,686205,714777,343473,414321,1090016,1960050
1476173,1036276,2012247,1510340,344266,6064202,483000,502510,306615,309877,1017479,2667064
1298110,773893,1849799,1721437,236046,6362649,700729,727081,318495,397974,1450410,2019401
1591814,1138747,2392419,1709022,377586,7761292,880549,917484,381693,434043,1418903,2666409
1467798,855764,2052916,1551714,344085,6394811,481445,503335,303543,309251,1033287,2734873
1309526,835747,1869863,1729795,234837,6494230,693626,723098,302518,374294,1425887,2026510
1255257,908351,2117501,1599677,342763,7001013,691649,719092,261852,320495,1067702,1974101
2271649,1526781,3081901,2068674,449959,7279980,486832,941293,505638,585982,2268984,4316138
1794746,1127202,2449111,2090885,456108,6731966,905424,1166045,447222,528005,1765710,2715559
2065175,2766464,7411368,5437326,2764750,17352866,5636718,5767930,1194894,1318126,4014955,3356543
1735910,1185069,2433526,1923357,347645,8219958,697884,505557,332024,459109,1207233,2134393
1924455,1288817,2304596,1518181,347414,7375194,686640,933881,508655,574766,1877934,3490541
1317111,972630,2661631,2354289,586617,8488514,1166851,1224110,499666,520017,2007349,2053075
1822262,1172036,2520923,1971022,232866,7986511,688572,508448,380567,510594,1611122,2943539
2402000,1677780,3252802,2478561,703517,8104410,705403,1244338,604765,705154,2511735,4523884
1229979,901060,2156928,1662514,347744,7101342,699271,728430,308147,354023,1359208,2011124
1766033,4639909,5177647,3646034,872849,10711995,1757556,1886784,1024410,1138177,1868525,2867616
1282077,874234,1823615,1689336,347479,7116104,699221,728757,362886,412718,1089571,1255879
2242676,1592250,3091528,2323717,577994,7834419,933478,726992,353015,528361,2298450,4332430
1537969,1432450,3274566,2171498,557149,8691854,1311298,1150176,463973,607185,1859533,2705464
1402008,756866,1566252,1196073,345369,5793618,696150,724589,275387,340080,993128,1923041
1351819,720621,1838927,1341022,343779,4771227,485677,726611,210013,212228,958332,2665707
1174412,951277,2051721,1360969,236682,6549125,667690,693215,396377,467451,1418257,1778686
1615273,1078740,2265644,1761520,347636,7613547,700088,506154,305013,448835,1146871,1973116
1792084,1093506,2053375,1567663,454272,6597573,694275,942884,394953,414503,1418864,3414559
2774820,1863078,4159789,2384304,472897,9524726,1653655,1742511,673132,628770,2382960,5360103
1173741,966520,2033809,1529805,346888,6377579,701631,509989,211522,327218,989494,1886655
1350721,714454,1517000,1168861,348212,5867138,488741,510226,263998,327260,1287800,2555940
1460850,985553,2323320,1699071,442372,6322549,886322,713597,283665,374631,1319722,2596920
2211508,925553,1998318,1496905,482071,7241788,1177393,1016924,375216,525483,2304924,4329506
1359126,826455,1919275,2356038,698595,7331530,1170542,1452914,468851,536936,2222991,1878866
1123283,835854,1979899,1488258,339332,6177377,683321,712951,271892,330216,1351500,1789798
2770515,4064944,3678374,2535642,583297,8002679,1385621,1263396,790999,925428,1468220,2626897
1404197,967731,2338835,2066067,595493,7889721,1185952,1247047,508573,572007,1949052,1767705
1348618,927682,1866342,1386949,331060,5078395,454019,697465,225023,276432,1107046,2485573
2213547,1502394,3354258,2179681,586609,8286223,1382214,1231169,446375,450145,1712489,4314174
2136980,1259369,2512925,1859160,590333,5878699,698108,1241402,429814,507088,1923446,3551666
1355127,1038523,1947985,1464620,348708,5317365,490027,730679,334582,333414,980326,2558551
1082240,808820,1933122,1442046,234462,5333539,692948,722873,295682,337299,1304852,1858797
1921449,1491467,3027315,1524142,346593,7515691,1188775,1030205,410734,548154,1987952,3633510
1968149,1508576,2970740,2209798,691220,7602049,1154637,1269834,479943,503751,1327591,3405276
1054909,693548,1872222,1376179,237443,4902354,699700,729590,287802,345828,1309814,1854418
1086334,1053061,1958522,1461765,349373,5918043,701968,510589,242501,355329,956868,1816343
1388758,636451,1582639,1215591,346705,6098424,485939,508668,287366,355327,1355248,2651825
1147160,879379,1616627,1483044,345873,5926137,697729,722653,298865,291003,986550,1864635
1980808,1346041,2708967,1720865,447606,7402207,1106135,932254,372826,414148,1318935,3292688
2023818,865806,1619054,2091103,832948,8395392,1442137,1744611,645408,740540,3260525,4123651
1841759,1313122,2884800,2091169,597797,6987344,699463,732103,396472,462086,2280009,3531145
5451117,6546929,7212665,5065962,1431382,10716750,2570915,2311068,419222,1018764,6486592,10905973
1409689,923464,1556391,1165014,346003,5613240,693973,725744,327564,387987,1003690,1831027
1288166,923029,1864337,1415690,340763,5114262,490956,716931,293431,315380,961684,2491740
2177855,959353,2630917,1723467,490366,7342640,1398817,1250772,415660,560015,2621847,4361733
1026171,605180,1422941,1067037,345758,5416866,696519,725443,260059,328080,933085,1773540
1270542,829071,1803979,1331597,331971,4909303,484970,664391,273363,282858,913177,2464760
1019989,785722,1861249,1377610,235020,4975986,694703,723991,345911,412633,1348804,1750870
1847225,1442936,2946354,1468525,344257,7536516,1175804,1017920,406288,547257,1936479,3541172
2453949,1146701,1997641,1506438,695465,8254224,1163392,1224968,583348,619007,2354165,4974295
1804180,1193060,2497184,1912065,238890,6310067,1153978,1216171,443513,513150,2236921,3423916
2118065,1537148,3266461,2383018,697420,6174701,699754,1450013,481568,560540,2314667,4286843
1389741,755171,2035264,1905298,541155,7732314,919147,970337,425573,503456,2205982,2557663
1032655,624981,1422817,1336451,347857,5470683,698039,731886,240137,260213,964588,1834120
1640387,1048699,2268031,1675602,445283,6768823,1100359,1146731,374986,444109,1660690,3286361
2135704,1328832,2902400,1885595,489494,6196443,484297,1030325,417465,509145,2311734,4332729
1124957,697387,1589156,1494850,346948,6240254,698593,727668,270465,336622,983638,1065086
2174014,1428174,2976369,2222227,597909,7058418,980293,1253253,321365,337900,1561316,4329732
1183947,914788,1985560,1229753,224031,5968441,673136,705515,261315,336537,1155491,1928590
2205782,1386061,3051435,1842846,455178,8629579,1184442,1247274,530393,614413,2340352,3614571
1810412,709020,1604389,1525669,594686,7513315,1188261,1248106,431454,521900,1961010,2785436
1893281,888185,1923108,1625900,576665,6675558,939181,1206937,357562,444861,2196464,3918737
1899628,1203204,2980217,1963523,239999,6278562,1196160,1252997,409091,515042,2346134,3654976
2178168,1309137,2995259,2212382,590268,7697077,1174097,1014826,328300,462249,1011064,1901939
1316476,675496,1601524,1346033,348036,5745912,485520,726345,300442,371175,1372723,2505830
3380592,2418457,8046047,5178497,2371837,14866050,4928626,5221022,924637,1105469,4625654,4354310
1488605,1025335,2088678,1578960,346148,6580881,698573,504961,266598,372942,993121,1869196
1506754,841688,2683748,2021840,591988,7468381,979469,1242351,468408,544396,2309119,2640678
1219833,783251,2086351,1570768,346520,6564807,698456,727094,288646,300216,1031841,1917959
2203209,1398764,3022570,2227739,484936,6944567,940490,514273,340238,514269,2317986,4383306
1517695,979462,2040471,1538886,453477,6475399,697832,933738,365860,436105,1337086,2603403
2092519,1535858,3640902,2715785,699791,8293992,898403,1456300,553486,595331,2079979,3741952
1430174,887908,2003074,1506833,237351,5398637,694521,509265,227998,358277,1363545,2666248
1151244,1010308,2537464,1889218,592109,7347095,1178222,1239812,362892,468685,1332258,1897753
2198679,1335834,2981078,2187013,597306,6616812,486668,1031585,439919,475337,1976353,4382479
1510004,1439368,3051585,2524586,594134,8023804,1394734,1445943,444704,567958,1750479,2689325
1283167,880391,1789406,1611673,328263,7010247,664693,693725,349666,424742,1054364,1297576
1429259,874101,2014608,1544600,346634,5916017,482718,723365,257364,331122,1395400,2661799
2674441,1697677,3982140,2660652,721477,9502292,1163069,1223634,488397,512418,2510657,5279887
1882977,861335,2131134,1622378,461612,8030365,921098,739763,529454,679855,1707597,2689332
1834274,1054035,2128351,1606046,450027,6757511,489679,735437,394636,482898,1764538,3405298
2429314,2340616,4633727,3348020,869575,8000269,1401503,2081332,702943,755185,2602962,4713655
2115521,1648493,2931238,2198962,570828,7426871,1151011,994365,302061,415761,1964547,3539644
1351225,802524,1492159,1123458,341544,5054882,485697,720553,302873,346060,1282258,2508412
5690225,6820571,7916205,5785733,1775443,9808387,1600033,1629801,1209503,1437326,7047966,11666842
