cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
15578719,3284030,23190613,15793303,4248752,83852271,8141129,9091204,896771,1268779,11696672,27063235
14396004,1366905,21058456,13756027,3670473,77279087,7320771,8028524,82014,489119,10821420,25739115
14596464,1525356,21103689,13827544,3771206,77279033,7338226,7839039,139822,558453,10743806,25753610
14462011,1275605,20761540,13582077,3770028,77057904,7157777,8035629,16827,442838,10800116,26413089
14479920,1274325,21140776,13735106,3765474,76990038,7522350,8223705,28038,429696,10784988,26502765
14464771,1305051,21114634,13803163,3774732,78146274,7356960,7858849,8443,430857,10617033,25829486
14602901,1280481,20914530,13747221,3777002,78127943,7166768,7856316,19608,434315,10799613,26450117
14406370,1231188,20976633,13752080,3759244,77679726,7311240,8012412,24772,422896,10546586,25770662
14644823,1279660,21165403,13911528,3766259,78077816,7548176,8047928,16897,433759,11013994,26513067
14633535,1313097,21155343,13835820,3888482,78254338,7371835,8071165,21130,439720,10834764,26531150
14428363,1285905,20906055,13811483,3774901,77600680,7328270,8038074,32945,426723,10580856,25814044
14622685,1300237,21160472,13834354,3664346,77895257,7339431,8036700,17254,431978,10795650,26448989
14507278,1431734,21164561,13811681,3667461,77863461,7349385,8050835,79965,505288,10717287,25849932
14555100,1260722,21043128,13776918,3759249,77511997,7122493,7821565,12096,423217,10557894,26069464
14585996,1325997,21114262,13892224,3773979,77991244,7548835,8242487,14996,439113,11030363,26449897
14456523,1293241,21110813,13710247,3674070,78111020,7336653,8034816,11842,436721,10592281,25824793
14598423,1264428,21143842,13870796,3782275,77872346,7161732,7859401,23645,427985,10572323,25834201
16076631,4347007,23793535,15983855,4262305,84005288,8170468,8965210,585081,976948,12042272,27972191
14300671,1368744,20927867,13673384,3771451,76802752,7348694,8051882,43447,467422,10832629,25830119
14719958,1544074,21265048,13884389,3652414,77737435,7299897,7857157,147857,571318,10991183,26424063
14611042,1346494,21160619,13934046,3875370,77604458,7336604,8222690,79782,483644,10859287,25801304
14487985,1421787,21135020,13866003,3780113,77502228,7348370,8035427,91394,493524,10888756,25853562
14567824,1298818,21095755,13758038,3673861,77653417,7344845,7850840,31325,441078,10802836,26425754
14679246,1429217,21053919,13856323,3771410,78061486,7336769,8035875,97026,513115,10721086,25780640
14691675,1420579,21234229,13935221,3782038,77701647,7140694,8039699,91661,498055,10708715,26524782
14686228,1289264,21406623,13898728,3857233,77744194,7491557,7999922,37548,438700,11191705,26870315
14612792,1312719,20971230,13783630,3785212,78032433,7354200,8065957,27593,447606,10641212,25817872
14536112,1292254,21056569,13759264,3778837,77332580,7175678,8058579,25649,440530,10603380,26481132
14342325,1306396,20980333,13670322,3663462,76938701,7327698,8041971,15974,441640,10818447,25819778
14291463,1287076,20934551,13668148,3775534,76877892,7341539,7855170,18944,428095,10544400,25778984
14636513,1217833,20971349,13674090,3867216,77410864,7325639,8027416,13822,411597,10749634,27044008
14437250,1296330,20884920,13770843,3666110,77705023,7343784,8041588,15485,431775,10801178,25831337
14442878,1298378,21134040,13861087,3763710,78045785,7314317,7839271,13911,436072,10578519,25712271
14565930,1290338,20879843,13736622,3766790,77801708,7144621,7835505,16019,441818,10788431,26385844
14437414,1291795,20892389,13833930,3776847,77922707,7330623,8031761,24479,437317,10567724,25756370
24056345,10349951,34999801,20722708,11637252,67018683,20241645,21468177,1764135,2265864,25884754,62531920
23553238,7195532,34501961,18424755,13619311,51046806,23193165,24631068,883192,1332939,27079113,68402373
23640609,6891830,34512307,18348118,13678806,51350206,23644775,24941316,850389,1303617,27546511,69962667
23628478,6984141,34285027,18159742,13546184,51200862,23634892,24921267,846096,1293916,27568705,69746714
23802429,6523313,34357326,18239976,13622199,50617045,23678114,24997864,805065,1253711,27592698,70419081
23269443,6582926,33642746,17996813,13465555,50893565,22927797,24587546,773655,1236825,27177006,69651334
23761128,6737703,34398776,18250228,13730416,52495923,23782779,24858723,784098,1272898,27769157,70130117
23497006,6898074,34095475,18274718,13604048,51196144,23409832,24600999,812144,1285394,27189664,68932023
14761814,4506739,21211008,11292144,8332706,32450170,14318309,15014145,538905,818493,16824971,42980386
2413441,925329,3439628,1969249,1078235,7206223,2090993,1744335,144545,234481,2108606,6983601
24147273,6690575,34939223,18569524,13965709,51483074,24001533,25518698,798979,1260569,28002969,71564872
24130954,6816950,34970700,18642594,13823501,51787795,24095434,25229668,884138,1344144,28284952,71275544
23807582,7365200,34499280,18354437,13904206,51663522,23884329,25305116,903850,1339730,27558026,70278924
23379806,6531636,34024818,18330449,13959469,52436455,23409124,24703669,816408,1276493,26854560,68492063
23589969,6760057,34187358,18358286,13652400,51108198,23769972,25069948,851559,1324420,28283151,69335010
23913179,6807251,34822261,18554771,13920965,51943754,23997630,25315663,856913,1315390,27699217,70402351
23956184,6778725,34650390,18432553,13746840,51803552,23593124,24891307,821577,1275886,27342842,70514894
24098333,6712444,34896523,18674614,13950068,51998622,24332113,25656066,832283,1306387,28219414,71215077
23734559,7041723,34325086,18317897,13705180,51630874,23565067,24831491,877255,1319997,27539382,69979630
24209208,6762006,35021809,18527668,13871393,52077416,24069183,25364129,815019,1291403,28308412,71623548
23924209,6814267,34488462,18327401,13838988,51685167,23548675,24636134,753977,1261312,27488105,69671516
23596812,6383258,33607472,18028097,13661941,50830772,23241399,24947117,767582,1219988,27448635,69779066
24170936,6714456,35127452,18578555,13994808,52109447,24202383,25536349,778739,1247902,28248055,71678890
24022338,6741149,34837068,18644392,13881923,52340187,23978963,25278965,826175,1304016,27855182,70002777
10728472,3355995,16565671,9214306,6822679,26493811,11816812,12561197,420423,660208,12863602,30236509
847508,521595,1512050,845128,249901,3828286,740067,753534,96815,187219,1066504,1752721
22325378,6290262,30300153,21317766,5675187,53671079,10300505,11196006,1124717,1603252,17210640,37941785
23123956,2103942,33583519,25108875,6114920,45773232,11389687,12802043,234370,592183,18049448,37480115
22863530,1854281,33097522,24727921,5881283,45166860,11127389,12562025,153717,511994,17822763,37078211
21113257,1667815,29568141,21797912,5245093,39666088,9955833,11248749,128730,465916,16295098,33624476
765588,315041,1027961,628642,305814,2039260,402171,619872,50370,74727,786445,2062975
553061,261022,1035375,490933,204287,2594761,613437,633869,70845,99989,790421,1394120
953786,323790,1028080,624773,421360,2996730,809766,630168,75751,123548,780303,2071961
1288020,1000111,2484371,2021865,632353,8390396,978795,1239544,432114,489669,1942241,2999319
16226291,1675456,24613136,18855838,4614163,36826086,9219617,10385166,287709,557282,13620866,25513415
22884439,1922197,33087197,24853304,5975942,45159549,11292603,12519308,195433,550034,17606778,36333221
9181707,1018317,13411916,10357425,2521477,19332972,5045366,5611745,205006,353144,7386155,15057743
14766556,1491803,19968032,15066911,3659797,27548925,6736554,8007396,271896,518718,12868438,25189566
22541387,2019800,32748839,24367013,5851307,44192026,11289305,12676867,207804,540434,17686609,36292533
22404373,1871720,32398921,24248492,5853500,43951877,10895708,12303322,162543,502753,17394220,35913324
22184705,1917535,32330844,24300340,5834697,43782059,11243049,12614902,205339,550403,17709813,35575996
22114417,1924885,32175050,24101495,5839716,43704901,11060918,12427807,166933,505721,17282288,35529875
22317172,1815316,32221788,24072984,5757498,43750234,10906248,12295763,163298,492686,17537167,36294322
22513935,1882681,32522980,24414948,5966509,44094607,11117151,12692609,179429,526381,17679231,35785590
22218062,1822960,32254191,24148524,5859902,43913902,11088889,12479706,158863,487500,17523186,35674345
7934025,2006093,11712863,9129776,2217769,18721842,4419241,4590453,434005,588481,6457596,12457591
692332,334587,955315,774331,319930,3111688,595344,614602,135993,157332,619459,849212
701761,208117,973316,570869,313625,1720238,411983,630453,66035,76982,758199,2019546
696927,201315,1182147,559803,314525,2247095,812816,632870,63793,80476,984351,2002780
674639,150010,717757,438535,312402,1949544,609406,631088,42987,54985,495727,1319187
754813,218276,1000857,569427,352202,2203020,665380,690470,18704,22828,841602,2320300
529920,114511,766449,403872,308284,1673918,571309,589885,11550,41179,612496,1594258
517760,103870,749375,394012,299539,1597591,562139,578870,0,46464,600276,1560673
494960,114193,715992,374846,292601,1443614,551226,564294,64520,97197,588356,1514731
602160,132030,870978,438127,380237,1539379,721238,728899,0,40308,753911,1927933
454400,84407,657414,329342,286222,1293134,539993,550341,0,34626,553410,1461786
615600,153781,891040,464256,374126,1706749,708469,716970,0,38594,760968,1903811
473520,127039,684814,357485,285907,1285942,539341,550064,0,31869,579936,1460605
601280,130059,869823,440489,377329,1575999,714705,722849,0,40420,751649,1913220
947818,375015,1266286,696939,437850,2729138,824349,659016,53710,109148,1143087,2781491
1078408,478560,1158254,869055,355028,4313392,685614,708860,227235,254669,766676,1558440
865533,311263,1172304,716983,338731,2394187,471976,681554,78420,103756,631735,2185344
624496,167793,1059214,600812,229640,2287391,664255,687807,9094,37194,768646,1522052
609901,167581,1047112,599311,336849,2527032,657850,481834,13623,39492,537397,1481983
913144,168387,1020412,583921,435757,2545831,668278,807443,6309,33944,733609,2762656
812895,222111,1306639,778709,383977,1701716,393307,749731,38235,69278,930341,1971340
20801259,2479659,31813758,18125667,13129798,61836940,18788672,22005469,579554,1068987,23651162,63001238
2598356,1322376,3971645,2213349,1217731,8276596,2690625,2804011,347351,298509,1162398,6651631
966873,404803,1325752,849880,344070,3719200,469055,485251,85568,131309,663303,1685498
715025,312164,1302918,830817,234205,3051544,671974,693792,87640,131359,916736,1626280
8948697,2495735,13593821,8491667,3184916,40936573,5597639,5233174,190907,582440,6970625,19284984
2058557,262863,3514681,2230348,758080,11639127,1427770,1595435,86652,164274,2397789,4127275
0,0,84324,51051,24959,191112,51527,54163,3617,6204,60709,0
0,0,95965,60025,27192,201096,54657,57564,3499,7207,69648,0
0,0,89364,54608,26749,188751,52823,55683,2544,6954,65816,0
0,0,88569,54780,26709,178190,51109,53935,2666,7584,67288,0
0,0,105230,65904,31010,207327,58553,61837,3411,9535,80714,0
0,0,112671,70371,34227,215182,63393,67009,5268,11661,86169,0
0,0,98137,62272,29838,179552,53425,56527,4581,11494,77537,0
416158,89944,899577,1097588,860607,3385190,1603640,1663531,73811,125886,2063799,1167802
979911,728431,1681682,1077897,367492,3267207,918646,953832,120962,168384,1030390,2443139
986549,560578,1352554,675722,245122,3248556,488883,509071,114964,160773,1029226,2480670
734120,402253,1025338,875479,367104,3290699,708159,734009,112491,161860,708055,923618
