memory_activity.stalls_l1d_miss
1085074.0
1117593.0
1102539.0
1129662.0
1100570.0
1078383.0
1120728.0
1082273.0
1095921.0
1080923.0
1113379.0
1113347.0
1099669.0
1114244.0
1093614.0
1088312.0
1090111.0
1083715.0
1076372.0
1060305.0
1096671.0
1083097.0
1089557.0
1126609.0
1077775.0
1086498.0
1091765.0
1089367.0
1082263.0
1112857.0
1099215.0
1112470.0
1122485.0
1082216.0
1069028.0
1101097.0
1111772.0
1100313.0
1123775.0
1120823.0
1124280.0
1120976.0
1100191.0
1104761.0
1081138.0
1092294.0
1081997.0
1113371.0
1092945.0
1096651.0
1107098.0
1092933.0
1116321.0
1065286.0
1072207.0
1059943.0
1132268.0
1112999.0
1141702.0
1089855.0
1089694.0
1071096.0
1093434.0
1061178.0
1113249.0
1073066.0
1107317.0
1120648.0
1043990.0
1103235.0
1129270.0
1110396.0
1066741.0
1086848.0
1069045.0
1086767.0
1079622.0
1075714.0
1098153.0
1108846.0
1101849.0
1092552.0
1082072.0
1105210.0
1131787.0
1093648.0
1082130.0
1111434.0
1110435.0
1131894.0
1085046.0
1119901.0
1097050.0
1043986.0
1115124.0
1087394.0
1090367.0
1094012.0
1076125.0
1137205.0
1085899.0
1083128.0
1111094.0
1127133.0
1136632.0
1137999.0
1102380.0
1138061.0
1091235.0
1094328.0
1099336.0
1099676.0
1107447.0
1092974.0
1130826.0
1081200.0
1105530.0
1049806.0
1103306.0
1099522.0
1099451.0
1101812.0
1085663.0
1094459.0
1082578.0
1074457.0
1071092.0
1075770.0
1090390.0
1079062.0
1090279.0
1072644.0
1113645.0
1067302.0
1099214.0
1107169.0
1127332.0
1129292.0
1083940.0
1114053.0
1109851.0
1088975.0
1117912.0
1130852.0
1134053.0
1071159.0
1108704.0
1085004.0
1105458.0
1061587.0
1067787.0
1128180.0
1101373.0
1087972.0
1072949.0
1094829.0
1102477.0
1103744.0
1108580.0
1121027.0
1112342.0
1084284.0
1101898.0
1136003.0
1099979.0
1051383.0
1067471.0
1106563.0
1109599.0
1048965.0
1065792.0
1117311.0
1088510.0
1083630.0
1043610.0
1039894.0
1119877.0
1104146.0
1108123.0
1104299.0
1063647.0
1092319.0
1097815.0
1098052.0
1112195.0
1089154.0
1097316.0
1091169.0
1118183.0
1093845.0
1100533.0
1059491.0
1041773.0
1078542.0
1096030.0
1100830.0
1093737.0
1058150.0
1074637.0
1056229.0
1071268.0
1142050.0
1106567.0
1049230.0
1047635.0
1085806.0
1069061.0
1081005.0
1067959.0
1097557.0
1115936.0
1050137.0
1055505.0
1085461.0
1045802.0
1090226.0
1086599.0
1066705.0
1115791.0
1096678.0
1063946.0
1051094.0
1076641.0
1066133.0
1070498.0
1072805.0
1107511.0
1085368.0
1095693.0
1085522.0
1056515.0
1071428.0
1083687.0
1104312.0
1085333.0
1096968.0
1091054.0
1086730.0
1089107.0
1084905.0
1103952.0
1113664.0
1074120.0
1071051.0
1118105.0
1074276.0
1070653.0
1081644.0
1075823.0
1083685.0
1086306.0
1075502.0
1084236.0
1108323.0
1109159.0
1074670.0
1074859.0
1056544.0
1062156.0
1097059.0
1083447.0
1074609.0
1118776.0
1079947.0
1064025.0
1098405.0
1097765.0
1048975.0
1089072.0
1099602.0
1107868.0
1065540.0
1094964.0
1093049.0
1114912.0
1075625.0
1084131.0
1065820.0
1074341.0
1107664.0
1094474.0
1084169.0
1090056.0
1090303.0
1096681.0
1099150.0
1067532.0
1088414.0
1099668.0
1101295.0
1106306.0
1048252.0
1081229.0
1079892.0
1086351.0
1067065.0
1058330.0
1088820.0
1124692.0
1071757.0
1071203.0
1092287.0
1067537.0
1086349.0
1089165.0
1055619.0
1108036.0
1105625.0
1109709.0
1067221.0
1086095.0
1070784.0
1074074.0
1072898.0
1070459.0
1058145.0
1126780.0
1081932.0
1045218.0
1095483.0
1055929.0
1064042.0
1094920.0
1099044.0
1121722.0
1087395.0
1084682.0
1111036.0
1087951.0
1054081.0
1069677.0
1095743.0
1061118.0
1050534.0
1078056.0
1074956.0
1083858.0
1049277.0
1054117.0
1085565.0
1062622.0
1044566.0
1059828.0
1084021.0
1096540.0
1121340.0
1101123.0
1095108.0
1079094.0
1072277.0
1113527.0
1057499.0
1075132.0
1100817.0
1109005.0
1117387.0
1103777.0
1111680.0
1100238.0
1108467.0
1070642.0
1042684.0
1084036.0
1073076.0
1080427.0
1086805.0
1069996.0
1105631.0
1113233.0
1058843.0
1074659.0
1068347.0
1049300.0
1075810.0
1067876.0
1113694.0
1101256.0
1101323.0
1051822.0
1093994.0
1087955.0
1104804.0
1117425.0
1119520.0
1068190.0
1114974.0
1095299.0
1108768.0
1117084.0
1114873.0
1130844.0
1098934.0
1079656.0
1102567.0
1100643.0
1078761.0
1108729.0
1094994.0
1124748.0
1092211.0
1047981.0
1112461.0
1044051.0
1064727.0
1110134.0
1101715.0
1071695.0
1088686.0
1090892.0
1079205.0
1073165.0
1083536.0
1077447.0
1094050.0
1125250.0
1106513.0
1085721.0
