l2_lines_in.all
104182
98754
105325
103888
105185
103517
101970
100264
101627
101926
104933
104622
104106
103774
101015
102763
104881
98149
100191
99602
100132
105500
103118
105270
105369
102768
101697
101912
100345
99068
103214
101020
99179
100340
104106
100253
103885
103992
103760
104541
102094
101323
104746
100283
101027
104700
105466
102823
100398
102761
102281
101726
98907
101932
103610
104562
104803
105407
97458
103172
100552
100959
102365
104077
102711
103118
105457
100053
98624
103201
104302
105291
102870
104845
102388
99578
101790
103403
102391
102649
101348
105310
101961
105052
104921
103404
102709
103037
104586
102276
103818
104450
104389
104818
104807
104575
97400
102550
101879
100691
102435
102932
101451
104906
104625
103057
105483
103619
104443
98745
102397
103493
101325
102212
97119
101332
105037
102276
99108
104808
103891
104402
98668
101311
103997
104192
104723
99777
104832
103696
105527
104928
102927
102207
105259
104846
102946
103722
103881
98259
104657
101162
103368
104154
101905
103440
102343
102350
95623
104068
105437
103951
101965
96105
103559
100899
103441
95577
103218
100082
102134
103407
103434
105459
100231
102196
104953
102395
105417
98962
102028
96700
102657
101321
104020
105252
104048
101615
101302
104437
100003
103719
101305
104745
99608
103130
99894
104361
103689
99769
99538
105457
102385
104782
103958
102866
103431
100508
100815
102272
103666
105170
100689
104134
104612
104783
104364
104768
104657
104585
103701
103465
101258
104188
99005
97281
96009
103625
102852
103521
103328
104524
104715
102086
103653
105247
104967
97195
98634
102604
101092
103877
104999
105105
96827
100691
99521
104819
101809
102676
105093
104734
105478
103627
101430
104850
101080
104067
103705
99800
104139
103322
101142
101014
96082
102714
100863
104870
104033
103143
101164
101851
101780
105184
99672
105369
105524
102927
104988
101361
104743
103458
104949
105515
101416
105008
102200
105336
104575
105135
100725
102056
103959
102877
104675
102913
104836
100749
103214
105281
99215
100409
101391
103121
99089
104029
100044
101480
104872
105530
103694
99444
104635
104573
104489
102754
98985
101552
102916
104570
105529
97258
103107
103364
102264
102537
99730
101893
103265
104760
102313
104735
104892
102110
103937
105096
103799
102337
104165
104722
100361
103285
101233
99786
103884
104331
103200
99532
105484
101322
102900
100652
103279
103036
104495
101113
102522
101625
101278
104435
100629
101275
104468
104386
103139
99977
97153
103676
98384
101795
105323
99797
102115
97784
103520
103847
100614
105378
98915
96578
104743
97573
104648
101744
103006
104496
103089
98344
96597
102869
103889
103593
105050
105387
97007
100125
102681
98890
102910
102861
100078
104858
98974
100631
99842
103450
104898
103081
99403
98919
103767
101048
101731
103591
101181
103166
103317
103198
98602
104767
100798
100359
104645
104346
105528
96360
103857
101186
99665
102745
101787
103309
104702
105003
104023
96876
103767
101291
103059
102795
103281
102807
98717
102039
98837
104734
102117
100324
101271
104272
102789
100058
102911
97753
101533
98862
105111
104532
99911
104540
99055
99807
103539
103045
103984
104176
104624
104571
105297
103564
104492
104413
