l2_lines_in.all
102406
104187
105109
103280
102300
103917
97970
104748
98517
105097
99969
100018
103034
105312
103631
102007
102651
101588
104845
105369
103859
102600
104747
100012
102526
103797
103815
103574
104461
103733
99249
100389
102048
104941
103911
96898
103735
105357
104070
101099
105270
102482
104999
98947
103398
103102
105028
103906
104310
103124
105458
105334
101293
104209
98530
104820
104848
103858
97717
104932
97516
105195
104379
104136
101096
105216
104585
101603
96193
101673
100501
105067
101225
104462
103646
103843
105233
99828
105043
104148
104884
102521
103989
105447
98149
100290
104914
100316
102655
102780
105442
103464
101555
104019
101583
103713
101096
102100
99263
104641
104084
102456
104699
102706
102316
102688
105469
102411
104707
100383
104329
100374
103161
101652
104527
103854
98687
96810
101637
102450
104570
104143
99357
103333
104151
99261
99330
101017
102375
104848
105533
103549
103965
100667
102434
102566
101742
100588
99133
103063
102087
102502
101910
96727
104080
103777
102978
103062
104196
104820
105246
99709
97163
102752
99325
105017
103701
101703
103768
101683
102374
105114
102097
102655
97726
100683
103538
102647
102900
104860
103480
101998
99879
102309
103734
102164
101789
104499
101077
102025
101598
101547
104415
100474
102058
102949
99771
98831
102368
102176
104388
100229
102019
104462
101922
100510
101094
98943
105281
101961
102332
99230
103514
97925
103518
103818
102928
98817
102783
98021
102786
105351
103479
102589
103411
100879
104032
99610
102757
104386
100247
103745
103910
101486
105280
104590
101602
105255
104413
104772
105085
99574
103442
102799
100085
101841
99582
104704
100812
103560
102389
105288
103350
100213
102827
95872
104991
101831
103499
102820
99956
102578
104032
103783
105324
98552
102692
101070
102969
103938
105403
99864
105117
99949
102771
100667
104967
105389
103426
102730
104245
100059
103482
104637
99890
100141
105488
103049
102748
102196
100677
102351
105262
100153
101552
103853
101581
104253
103035
105220
98831
103447
103569
96510
98468
103722
101094
104164
101448
101714
100552
98653
103176
103044
102376
103143
102337
104838
97890
102423
100601
104557
103140
99912
103452
99061
105176
100036
99689
101907
102791
104389
105530
102949
103350
98823
99712
103922
105188
103327
104593
102665
105326
100694
96937
101255
100923
100769
101458
100975
96635
103331
105245
103291
101061
102379
105016
104444
101788
104277
103262
98898
104162
101400
102385
101415
103228
101907
100738
98880
105174
99480
101799
97307
103526
105464
96541
100982
99195
103499
103703
99417
97281
104458
97573
104255
98967
103477
105397
102011
99739
100727
104346
104395
104666
99686
104845
102082
103539
102704
103075
104855
104152
103055
97471
100882
100592
103198
100338
103743
98421
103700
98923
100707
99143
104667
102333
97029
99194
98556
101713
100641
104351
98027
103850
98839
103648
96806
105026
102524
101914
100866
104228
105430
104286
104272
102414
101486
99182
98815
103493
105035
101664
99152
104994
104921
104823
95534
103267
99144
100747
102864
102886
99081
100753
102414
99921
101423
101073
97825
104380
98104
100013
103253
103475
102139
100991
103597
98155
105355
105342
103570
96116
97709
100875
103248
102719
104290
101714
98428
104665
105000
101848
105218
97588
96856
101746
101787
99797
102807
103532
102656
100473
98022
96856
103646
101872
102351
101477
102598
98743
104382
104355
98373
98657
101462
99646
102957
102450
101286
105219
104731
101355
95535
104005
104580
97307
96433
104705
101772
104614
101931
104312
104277
104270
102360
97604
99494
102569
105498
103424
96945
104535
105144
98790
99105
104383
100857
103618
103887
104115
99388
104898
99195
102400
99145
101997
98298
102992
104029
102074
102040
102773
104093
101408
103529
103686
105132
101171
105448
105183
104110
104167
98025
102772
99267
104784
104255
101065
103377
102013
98176
98239
104934
103260
103648
104405
102053
104783
104538
101035
103844
104217
96995
102453
103036
103346
103677
104746
104396
104314
101739
102841
102704
104496
98223
102077
102195
98682
101188
99934
100936
97198
104020
104171
102527
103168
103611
105028
103677
103369
104869
99085
102368
100366
99807
103880
98779
99667
104179
99502
102416
104212
103201
100145
102937
101386
100462
99156
103419
105232
104290
105025
102932
103787
101075
102996
104978
103659
97414
102512
104871
103903
101808
104975
104813
102227
105085
100635
102245
102204
105261
101919
97481
103363
104593
103019
104371
105525
100245
103632
104036
104407
102953
100651
101243
100658
103917
104685
103582
103820
103875
103197
101493
105347
105365
104636
105367
102060
105170
103041
104392
103385
105362
103045
104281
103828
104563
100991
101269
98799
100616
105412
102852
98328
103970
104310
97663
103687
103502
104746
101890
103242
101351
104037
102558
105242
104743
102073
98906
101416
103547
105324
103894
101828
102753
101008
104592
102634
105037
104995
104124
105347
103814
104078
105041
101364
105345
104616
100915
99091
104531
104951
105318
104169
98435
104086
105242
105064
105411
105129
103647
105393
104943
104703
100936
105361
104396
104480
105077
104079
104827
100566
100584
104260
103565
104644
104997
104928
101464
102013
104137
104865
104813
97026
105292
105275
97673
103464
104104
102754
104555
102888
104560
103097
103762
104854
104897
97229
100742
99709
