sample,epi_delta,runtime_delta,busy_fraction
1,3106,37,83.945946
2,8824,104,84.846154
3,8761,103,85.058252
4,9056,103,87.922330
5,9748,117,83.316239
6,8548,106,80.641509
7,9013,107,84.233645
8,8971,108,83.064815
9,8969,110,81.536364
10,9640,110,87.636364
11,9036,109,82.899083
12,8984,107,83.962617
13,9574,112,85.482143
14,9452,125,75.616000
15,9523,110,86.572727
16,9407,104,90.451923
17,9163,105,87.266667
18,8810,109,80.825688
19,9386,121,77.570248
20,9322,105,88.780952
21,9032,106,85.207547
22,8855,106,83.537736
23,9662,121,79.851240
24,9362,116,80.706897
25,10046,107,93.887850
26,8678,105,82.647619
27,8805,104,84.663462
28,9141,109,83.862385
29,9316,109,85.467890
30,9088,109,83.376147
31,8854,106,83.528302
32,8984,112,80.214286
33,9976,115,86.747826
34,9271,109,85.055046
35,8728,108,80.814815
36,9017,106,85.066038
37,10368,129,80.372093
38,15411,122,126.319672
39,9300,108,86.111111
40,9909,109,90.908257
41,9564,128,74.718750
42,9516,113,84.212389
43,9910,110,90.090909
44,8730,119,73.361345
45,10847,137,79.175182
46,11304,111,101.837838
47,13793,138,99.949275
48,9711,102,95.205882
49,8463,125,67.704000
50,10751,121,88.851240
51,12018,133,90.360902
52,9733,131,74.297710
53,11636,155,75.070968
54,12823,120,106.858333
55,9465,108,87.638889
56,8740,108,80.925926
57,10553,105,100.504762
58,9227,105,87.876190
59,9630,112,85.982143
60,8822,103,85.650485
61,9061,104,87.125000
62,8949,113,79.194690
63,10087,116,86.956897
64,9154,108,84.759259
65,8749,105,83.323810
66,9378,109,86.036697
67,9036,110,82.145455
68,9641,117,82.401709
69,9194,102,90.137255
70,8730,105,83.142857
71,9163,108,84.842593
72,9801,120,81.675000
73,9567,109,87.770642
74,9613,102,94.245098
75,8834,106,83.339623
76,9040,124,72.903226
77,10171,112,90.812500
78,8884,107,83.028037
79,8835,100,88.350000
80,9069,109,83.201835
81,9600,111,86.486486
82,9166,118,77.677966
83,9676,104,93.038462
84,9356,106,88.264151
85,8815,131,67.290076
86,10779,110,97.990909
87,9399,103,91.252427
88,8962,105,85.352381
89,9227,107,86.233645
90,9096,108,84.222222
91,8857,106,83.556604
92,9298,111,83.765766
93,9425,116,81.250000
94,9406,108,87.092593
95,10224,126,81.142857
96,9944,106,93.811321
97,9109,109,83.568807
98,8885,107,83.037383
99,10162,125,81.296000
100,8772,101,86.851485
101,9422,108,87.240741
102,9585,108,88.750000
103,8815,105,83.952381
104,9640,115,83.826087
105,9302,111,83.801802
106,9004,104,86.576923
107,8975,113,79.424779
108,9342,105,88.971429
109,8932,110,81.200000
110,9034,100,90.340000
111,8827,107,82.495327
112,9411,110,85.554545
113,9301,114,81.587719
114,9360,100,93.600000
115,9089,112,81.151786
116,8203,104,78.875000
117,8878,115,77.200000
118,9968,110,90.618182
119,9097,110,82.700000
120,9312,102,91.294118
121,9478,107,88.579439
122,16932,115,147.234783
123,32796,109,300.880734
124,30351,102,297.558824
125,31874,105,303.561905
126,31213,108,289.009259
127,31925,108,295.601852
128,30520,114,267.719298
129,35333,109,324.155963
130,31454,111,283.369369
131,35720,120,297.666667
132,33372,125,266.976000
133,34347,108,318.027778
134,32029,103,310.961165
135,31358,101,310.475248
136,30549,115,265.643478
137,31992,103,310.601942
138,33023,106,311.537736
139,32137,112,286.937500
140,31687,108,293.398148
141,34097,113,301.743363
142,34728,115,301.982609
143,14069,106,132.726415
144,8807,111,79.342342
145,8698,101,86.118812
146,9275,108,85.879630
147,9457,123,76.886179
148,11654,120,97.116667
149,9566,132,72.469697
150,10762,118,91.203390
151,9305,105,88.619048
152,8730,104,83.942308
153,9255,106,87.311321
154,9041,113,80.008850
155,9011,110,81.918182
156,9185,110,83.500000
157,9405,111,84.729730
158,8871,118,75.177966
159,9561,117,81.717949
160,10396,107,97.158879
161,8609,104,82.778846
162,8073,107,75.448598
163,9068,113,80.247788
164,9311,103,90.398058
165,8655,103,84.029126
166,9258,106,87.339623
167,8981,107,83.934579
168,9258,115,80.504348
169,9287,113,82.185841
170,8983,110,81.663636
171,8718,103,84.640777
172,9575,114,83.991228
173,9234,108,85.500000
174,8813,106,83.141509
175,8885,110,80.772727
176,8801,108,81.490741
177,9565,110,86.954545
178,9166,105,87.295238
179,8366,107,78.186916
180,9052,102,88.745098
181,8644,139,62.187050
182,10996,100,109.960000
183,9047,109,83.000000
184,8988,106,84.792453
185,8844,103,85.864078
186,8917,108,82.564815
187,8559,107,79.990654
188,9645,109,88.486239
189,8803,106,83.047170
190,9293,117,79.427350
191,10723,118,90.872881
192,8361,111,75.324324
193,9484,105,90.323810
