epi_delta,busy_fraction,label
"[12555.0, 12255.0, 12008.0, 13055.0, 12122.0, 12420.0, 12788.0, 12018.0, 13144.0, 18624.0, 20543.0, 12175.0, 12259.0, 12017.0, 12231.0, 11437.0, 12874.0, 12320.0, 11875.0, 14093.0, 11817.0, 13068.0, 12694.0, 12665.0, 11709.0, 11877.0, 22961.0, 14885.0, 12055.0, 12266.0, 12283.0, 12639.0, 12779.0, 12345.0, 12484.0, 12705.0, 12072.0, 12672.0, 12527.0, 11941.0, 12727.0, 12382.0, 12593.0, 26805.0, 13717.0, 12362.0, 12750.0, 13531.0, 11959.0, 12970.0, 11880.0, 12583.0, 12453.0, 13095.0, 12950.0, 12535.0, 13471.0, 11770.0, 12430.0, 24144.0, 13685.0, 12578.0, 12162.0, 13757.0, 13327.0, 12377.0, 11986.0, 12188.0, 11901.0, 11941.0, 12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0]","[113.108108, 115.613208, 113.283019, 117.612613, 112.240741, 112.909091, 116.254545, 112.317757, 111.389831, 164.814159, 195.647619, 118.203883, 116.752381, 108.261261, 117.605769, 112.127451, 119.203704, 110.990991, 108.944954, 118.428571, 113.625, 123.283019, 114.36036, 115.136364, 110.462264, 108.963303, 205.008929, 150.353535, 115.913462, 112.53211, 104.09322, 122.708738, 109.222222, 118.701923, 118.895238, 115.5, 113.886792, 114.162162, 112.855856, 111.598131, 114.657658, 115.719626, 116.601852, 241.486486, 116.245763, 108.438596, 108.050847, 120.8125, 112.820755, 117.909091, 114.230769, 120.990385, 108.286957, 114.868421, 111.637931, 117.149533, 118.166667, 116.534653, 118.380952, 225.64486, 126.712963, 116.462963, 102.201681, 129.783019, 112.940678, 114.601852, 114.152381, 118.330097, 115.543689, 108.554545, 115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038]",distilgpt
"[20543.0, 12175.0, 12259.0, 12017.0, 12231.0, 11437.0, 12874.0, 12320.0, 11875.0, 14093.0, 11817.0, 13068.0, 12694.0, 12665.0, 11709.0, 11877.0, 22961.0, 14885.0, 12055.0, 12266.0, 12283.0, 12639.0, 12779.0, 12345.0, 12484.0, 12705.0, 12072.0, 12672.0, 12527.0, 11941.0, 12727.0, 12382.0, 12593.0, 26805.0, 13717.0, 12362.0, 12750.0, 13531.0, 11959.0, 12970.0, 11880.0, 12583.0, 12453.0, 13095.0, 12950.0, 12535.0, 13471.0, 11770.0, 12430.0, 24144.0, 13685.0, 12578.0, 12162.0, 13757.0, 13327.0, 12377.0, 11986.0, 12188.0, 11901.0, 11941.0, 12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0]","[195.647619, 118.203883, 116.752381, 108.261261, 117.605769, 112.127451, 119.203704, 110.990991, 108.944954, 118.428571, 113.625, 123.283019, 114.36036, 115.136364, 110.462264, 108.963303, 205.008929, 150.353535, 115.913462, 112.53211, 104.09322, 122.708738, 109.222222, 118.701923, 118.895238, 115.5, 113.886792, 114.162162, 112.855856, 111.598131, 114.657658, 115.719626, 116.601852, 241.486486, 116.245763, 108.438596, 108.050847, 120.8125, 112.820755, 117.909091, 114.230769, 120.990385, 108.286957, 114.868421, 111.637931, 117.149533, 118.166667, 116.534653, 118.380952, 225.64486, 126.712963, 116.462963, 102.201681, 129.783019, 112.940678, 114.601852, 114.152381, 118.330097, 115.543689, 108.554545, 115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047]",distilgpt
"[11817.0, 13068.0, 12694.0, 12665.0, 11709.0, 11877.0, 22961.0, 14885.0, 12055.0, 12266.0, 12283.0, 12639.0, 12779.0, 12345.0, 12484.0, 12705.0, 12072.0, 12672.0, 12527.0, 11941.0, 12727.0, 12382.0, 12593.0, 26805.0, 13717.0, 12362.0, 12750.0, 13531.0, 11959.0, 12970.0, 11880.0, 12583.0, 12453.0, 13095.0, 12950.0, 12535.0, 13471.0, 11770.0, 12430.0, 24144.0, 13685.0, 12578.0, 12162.0, 13757.0, 13327.0, 12377.0, 11986.0, 12188.0, 11901.0, 11941.0, 12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0]","[113.625, 123.283019, 114.36036, 115.136364, 110.462264, 108.963303, 205.008929, 150.353535, 115.913462, 112.53211, 104.09322, 122.708738, 109.222222, 118.701923, 118.895238, 115.5, 113.886792, 114.162162, 112.855856, 111.598131, 114.657658, 115.719626, 116.601852, 241.486486, 116.245763, 108.438596, 108.050847, 120.8125, 112.820755, 117.909091, 114.230769, 120.990385, 108.286957, 114.868421, 111.637931, 117.149533, 118.166667, 116.534653, 118.380952, 225.64486, 126.712963, 116.462963, 102.201681, 129.783019, 112.940678, 114.601852, 114.152381, 118.330097, 115.543689, 108.554545, 115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929]",distilgpt
"[12283.0, 12639.0, 12779.0, 12345.0, 12484.0, 12705.0, 12072.0, 12672.0, 12527.0, 11941.0, 12727.0, 12382.0, 12593.0, 26805.0, 13717.0, 12362.0, 12750.0, 13531.0, 11959.0, 12970.0, 11880.0, 12583.0, 12453.0, 13095.0, 12950.0, 12535.0, 13471.0, 11770.0, 12430.0, 24144.0, 13685.0, 12578.0, 12162.0, 13757.0, 13327.0, 12377.0, 11986.0, 12188.0, 11901.0, 11941.0, 12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0]","[104.09322, 122.708738, 109.222222, 118.701923, 118.895238, 115.5, 113.886792, 114.162162, 112.855856, 111.598131, 114.657658, 115.719626, 116.601852, 241.486486, 116.245763, 108.438596, 108.050847, 120.8125, 112.820755, 117.909091, 114.230769, 120.990385, 108.286957, 114.868421, 111.637931, 117.149533, 118.166667, 116.534653, 118.380952, 225.64486, 126.712963, 116.462963, 102.201681, 129.783019, 112.940678, 114.601852, 114.152381, 118.330097, 115.543689, 108.554545, 115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523]",distilgpt
"[12727.0, 12382.0, 12593.0, 26805.0, 13717.0, 12362.0, 12750.0, 13531.0, 11959.0, 12970.0, 11880.0, 12583.0, 12453.0, 13095.0, 12950.0, 12535.0, 13471.0, 11770.0, 12430.0, 24144.0, 13685.0, 12578.0, 12162.0, 13757.0, 13327.0, 12377.0, 11986.0, 12188.0, 11901.0, 11941.0, 12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0, 12248.0, 13515.0, 12134.0, 13134.0, 12999.0, 12328.0, 12281.0, 11227.0, 12731.0, 11768.0]","[114.657658, 115.719626, 116.601852, 241.486486, 116.245763, 108.438596, 108.050847, 120.8125, 112.820755, 117.909091, 114.230769, 120.990385, 108.286957, 114.868421, 111.637931, 117.149533, 118.166667, 116.534653, 118.380952, 225.64486, 126.712963, 116.462963, 102.201681, 129.783019, 112.940678, 114.601852, 114.152381, 118.330097, 115.543689, 108.554545, 115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523, 102.92437, 125.138889, 114.471698, 110.369748, 128.70297, 111.063063, 118.086538, 109.0, 118.981308, 112.07619]",distilgpt
"[11880.0, 12583.0, 12453.0, 13095.0, 12950.0, 12535.0, 13471.0, 11770.0, 12430.0, 24144.0, 13685.0, 12578.0, 12162.0, 13757.0, 13327.0, 12377.0, 11986.0, 12188.0, 11901.0, 11941.0, 12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0, 12248.0, 13515.0, 12134.0, 13134.0, 12999.0, 12328.0, 12281.0, 11227.0, 12731.0, 11768.0, 12293.0, 26004.0, 11713.0, 12265.0, 11995.0, 12430.0, 14215.0, 12411.0, 12982.0, 18262.0]","[114.230769, 120.990385, 108.286957, 114.868421, 111.637931, 117.149533, 118.166667, 116.534653, 118.380952, 225.64486, 126.712963, 116.462963, 102.201681, 129.783019, 112.940678, 114.601852, 114.152381, 118.330097, 115.543689, 108.554545, 115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523, 102.92437, 125.138889, 114.471698, 110.369748, 128.70297, 111.063063, 118.086538, 109.0, 118.981308, 112.07619, 117.07619, 234.27027, 117.13, 114.626168, 111.064815, 115.092593, 110.193798, 120.495146, 119.100917, 167.541284]",distilgpt
"[13685.0, 12578.0, 12162.0, 13757.0, 13327.0, 12377.0, 11986.0, 12188.0, 11901.0, 11941.0, 12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0, 12248.0, 13515.0, 12134.0, 13134.0, 12999.0, 12328.0, 12281.0, 11227.0, 12731.0, 11768.0, 12293.0, 26004.0, 11713.0, 12265.0, 11995.0, 12430.0, 14215.0, 12411.0, 12982.0, 18262.0, 24381.0, 23031.0, 24130.0, 12254.0, 13393.0, 11917.0, 12479.0, 12651.0, 12019.0, 18502.0]","[126.712963, 116.462963, 102.201681, 129.783019, 112.940678, 114.601852, 114.152381, 118.330097, 115.543689, 108.554545, 115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523, 102.92437, 125.138889, 114.471698, 110.369748, 128.70297, 111.063063, 118.086538, 109.0, 118.981308, 112.07619, 117.07619, 234.27027, 117.13, 114.626168, 111.064815, 115.092593, 110.193798, 120.495146, 119.100917, 167.541284, 236.708738, 219.342857, 229.809524, 115.603774, 119.580357, 113.495238, 108.513043, 120.485714, 109.263636, 174.54717]",distilgpt
"[12121.0, 12133.0, 13076.0, 12559.0, 13273.0, 14279.0, 24858.0, 12512.0, 13642.0, 11983.0, 12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0, 12248.0, 13515.0, 12134.0, 13134.0, 12999.0, 12328.0, 12281.0, 11227.0, 12731.0, 11768.0, 12293.0, 26004.0, 11713.0, 12265.0, 11995.0, 12430.0, 14215.0, 12411.0, 12982.0, 18262.0, 24381.0, 23031.0, 24130.0, 12254.0, 13393.0, 11917.0, 12479.0, 12651.0, 12019.0, 18502.0, 21852.0, 12047.0, 12175.0, 12122.0, 12281.0, 12444.0, 11696.0, 12146.0, 13595.0, 13695.0]","[115.438095, 113.392523, 114.701754, 114.172727, 116.429825, 129.809091, 232.317757, 111.714286, 129.92381, 106.991071, 113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523, 102.92437, 125.138889, 114.471698, 110.369748, 128.70297, 111.063063, 118.086538, 109.0, 118.981308, 112.07619, 117.07619, 234.27027, 117.13, 114.626168, 111.064815, 115.092593, 110.193798, 120.495146, 119.100917, 167.541284, 236.708738, 219.342857, 229.809524, 115.603774, 119.580357, 113.495238, 108.513043, 120.485714, 109.263636, 174.54717, 186.769231, 110.522936, 120.544554, 112.240741, 112.669725, 116.299065, 112.461538, 110.418182, 123.590909, 123.378378]",distilgpt
"[12072.0, 12124.0, 11963.0, 12261.0, 12156.0, 12121.0, 13057.0, 11934.0, 15567.0, 18310.0, 14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0, 12248.0, 13515.0, 12134.0, 13134.0, 12999.0, 12328.0, 12281.0, 11227.0, 12731.0, 11768.0, 12293.0, 26004.0, 11713.0, 12265.0, 11995.0, 12430.0, 14215.0, 12411.0, 12982.0, 18262.0, 24381.0, 23031.0, 24130.0, 12254.0, 13393.0, 11917.0, 12479.0, 12651.0, 12019.0, 18502.0, 21852.0, 12047.0, 12175.0, 12122.0, 12281.0, 12444.0, 11696.0, 12146.0, 13595.0, 13695.0, 12553.0, 13623.0, 11986.0, 12422.0, 12398.0, 12488.0, 26427.0, 12209.0, 12012.0, 12046.0]","[113.886792, 115.466667, 112.858491, 115.669811, 113.607477, 109.198198, 122.028037, 111.53271, 93.777108, 125.410959, 119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523, 102.92437, 125.138889, 114.471698, 110.369748, 128.70297, 111.063063, 118.086538, 109.0, 118.981308, 112.07619, 117.07619, 234.27027, 117.13, 114.626168, 111.064815, 115.092593, 110.193798, 120.495146, 119.100917, 167.541284, 236.708738, 219.342857, 229.809524, 115.603774, 119.580357, 113.495238, 108.513043, 120.485714, 109.263636, 174.54717, 186.769231, 110.522936, 120.544554, 112.240741, 112.669725, 116.299065, 112.461538, 110.418182, 123.590909, 123.378378, 118.424528, 116.435897, 108.963636, 113.963303, 119.211538, 113.527273, 251.685714, 112.009174, 113.320755, 114.72381]",distilgpt
"[14900.0, 23063.0, 17230.0, 12112.0, 12558.0, 12248.0, 12167.0, 12327.0, 12491.0, 12833.0, 13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0, 12248.0, 13515.0, 12134.0, 13134.0, 12999.0, 12328.0, 12281.0, 11227.0, 12731.0, 11768.0, 12293.0, 26004.0, 11713.0, 12265.0, 11995.0, 12430.0, 14215.0, 12411.0, 12982.0, 18262.0, 24381.0, 23031.0, 24130.0, 12254.0, 13393.0, 11917.0, 12479.0, 12651.0, 12019.0, 18502.0, 21852.0, 12047.0, 12175.0, 12122.0, 12281.0, 12444.0, 11696.0, 12146.0, 13595.0, 13695.0, 12553.0, 13623.0, 11986.0, 12422.0, 12398.0, 12488.0, 26427.0, 12209.0, 12012.0, 12046.0, 12570.0, 13133.0, 14500.0, 15066.0, 14183.0, 14045.0, 13216.0, 12741.0, 11986.0, 13819.0]","[119.2, 213.546296, 161.028037, 112.148148, 114.163636, 110.342342, 112.657407, 119.679612, 106.760684, 121.066038, 108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523, 102.92437, 125.138889, 114.471698, 110.369748, 128.70297, 111.063063, 118.086538, 109.0, 118.981308, 112.07619, 117.07619, 234.27027, 117.13, 114.626168, 111.064815, 115.092593, 110.193798, 120.495146, 119.100917, 167.541284, 236.708738, 219.342857, 229.809524, 115.603774, 119.580357, 113.495238, 108.513043, 120.485714, 109.263636, 174.54717, 186.769231, 110.522936, 120.544554, 112.240741, 112.669725, 116.299065, 112.461538, 110.418182, 123.590909, 123.378378, 118.424528, 116.435897, 108.963636, 113.963303, 119.211538, 113.527273, 251.685714, 112.009174, 113.320755, 114.72381, 115.321101, 97.281481, 115.079365, 124.512397, 121.222222, 110.590551, 123.514019, 116.889908, 99.883333, 127.953704]",distilgpt
"[13910.0, 13634.0, 12805.0, 12070.0, 12354.0, 12207.0, 13089.0, 12422.0, 26532.0, 14208.0, 12243.0, 11994.0, 11837.0, 12684.0, 11728.0, 11362.0, 12289.0, 12092.0, 12305.0, 12601.0, 12392.0, 13691.0, 12141.0, 13496.0, 24306.0, 13755.0, 12987.0, 11868.0, 12134.0, 12538.0, 12248.0, 13515.0, 12134.0, 13134.0, 12999.0, 12328.0, 12281.0, 11227.0, 12731.0, 11768.0, 12293.0, 26004.0, 11713.0, 12265.0, 11995.0, 12430.0, 14215.0, 12411.0, 12982.0, 18262.0, 24381.0, 23031.0, 24130.0, 12254.0, 13393.0, 11917.0, 12479.0, 12651.0, 12019.0, 18502.0, 21852.0, 12047.0, 12175.0, 12122.0, 12281.0, 12444.0, 11696.0, 12146.0, 13595.0, 13695.0, 12553.0, 13623.0, 11986.0, 12422.0, 12398.0, 12488.0, 26427.0, 12209.0, 12012.0, 12046.0, 12570.0, 13133.0, 14500.0, 15066.0, 14183.0, 14045.0, 13216.0, 12741.0, 11986.0, 13819.0, 12253.0, 12825.0, 25543.0, 12597.0, 13408.0, 12091.0, 12554.0, 12843.0, 12112.0, 12243.0]","[108.671875, 122.828829, 118.564815, 113.867925, 116.54717, 116.257143, 114.815789, 110.910714, 219.272727, 132.785047, 113.361111, 107.089286, 116.04902, 120.8, 108.592593, 112.49505, 114.850467, 111.962963, 117.190476, 112.508929, 119.153846, 118.025862, 103.769231, 129.769231, 220.963636, 127.361111, 114.929204, 115.223301, 112.351852, 115.027523, 102.92437, 125.138889, 114.471698, 110.369748, 128.70297, 111.063063, 118.086538, 109.0, 118.981308, 112.07619, 117.07619, 234.27027, 117.13, 114.626168, 111.064815, 115.092593, 110.193798, 120.495146, 119.100917, 167.541284, 236.708738, 219.342857, 229.809524, 115.603774, 119.580357, 113.495238, 108.513043, 120.485714, 109.263636, 174.54717, 186.769231, 110.522936, 120.544554, 112.240741, 112.669725, 116.299065, 112.461538, 110.418182, 123.590909, 123.378378, 118.424528, 116.435897, 108.963636, 113.963303, 119.211538, 113.527273, 251.685714, 112.009174, 113.320755, 114.72381, 115.321101, 97.281481, 115.079365, 124.512397, 121.222222, 110.590551, 123.514019, 116.889908, 99.883333, 127.953704, 114.514019, 115.540541, 243.266667, 117.728972, 117.614035, 113.0, 115.174312, 114.669643, 115.352381, 113.361111]",distilgpt
