sample,epi_delta,runtime_delta,busy_fraction
1,11355,32,354.843750
2,38987,121,322.206612
3,33642,103,326.621359
4,31914,107,298.261682
5,36233,108,335.490741
6,35119,103,340.961165
7,38523,124,310.669355
8,38151,113,337.619469
9,39248,113,347.327434
10,33180,107,310.093458
11,35870,110,326.090909
12,39161,108,362.601852
13,34877,101,345.316832
14,34914,106,329.377358
15,33694,107,314.897196
16,34926,122,286.278689
17,34358,103,333.572816
18,30755,109,282.155963
19,34451,109,316.064220
20,39377,109,361.256881
21,34232,113,302.938053
22,31271,112,279.205357
23,38435,107,359.205607
24,31284,106,295.132075
25,30868,108,285.814815
26,36498,104,350.942308
27,34730,108,321.574074
28,33821,102,331.578431
29,30868,114,270.771930
30,34778,113,307.769912
31,32251,104,310.105769
32,30313,109,278.100917
33,28219,114,247.535088
34,26231,114,230.096491
35,14767,131,112.725191
36,10058,109,92.275229
37,9692,102,95.019608
38,10127,107,94.644860
39,10032,110,91.200000
40,10268,106,96.867925
41,9767,105,93.019048
42,10966,114,96.192982
43,10029,109,92.009174
44,10065,108,93.194444
45,9989,106,94.235849
46,10266,111,92.486486
47,10032,101,99.326733
48,10075,106,95.047170
49,9727,108,90.064815
50,10542,110,95.836364
51,9943,110,90.390909
52,10326,111,93.027027
53,11643,114,102.131579
54,9735,107,90.981308
55,10220,112,91.250000
56,11052,107,103.289720
57,10001,113,88.504425
58,10466,100,104.660000
59,10395,118,88.093220
60,11034,121,91.190083
61,11363,116,97.956897
62,12375,127,97.440945
63,10832,114,95.017544
64,10701,105,101.914286
65,9981,112,89.116071
66,10327,107,96.514019
67,10509,113,93.000000
68,10734,106,101.264151
69,10153,111,91.468468
70,10515,108,97.361111
71,10377,109,95.201835
72,10044,107,93.869159
73,10933,115,95.069565
74,10844,109,99.486239
75,10401,112,92.866071
76,10862,106,102.471698
77,9556,108,88.481481
78,10549,104,101.432692
79,9991,107,93.373832
80,9873,107,92.271028
81,10673,107,99.747664
82,10465,109,96.009174
83,10701,111,96.405405
84,11053,130,85.023077
85,11508,100,115.080000
86,9681,106,91.330189
87,10056,103,97.631068
88,13165,105,125.380952
89,34625,130,266.346154
90,28594,104,274.942308
91,29290,105,278.952381
92,28908,105,275.314286
93,29917,111,269.522523
94,17263,120,143.858333
95,9992,101,98.930693
96,10004,116,86.241379
97,9908,100,99.080000
98,10206,116,87.982759
99,11467,111,103.306306
100,10076,109,92.440367
101,10198,110,92.709091
102,10069,107,94.102804
103,10651,110,96.827273
104,9258,102,90.764706
105,10256,106,96.754717
106,10484,116,90.379310
107,10222,103,99.242718
108,10561,111,95.144144
109,10036,111,90.414414
110,10476,107,97.906542
111,10214,105,97.276190
112,9631,112,85.991071
113,10791,108,99.916667
114,10379,103,100.766990
115,9874,109,90.587156
116,10924,111,98.414414
117,10139,109,93.018349
118,10371,107,96.925234
119,10340,118,87.627119
120,12367,104,118.913462
121,11138,117,95.196581
122,9493,108,87.898148
123,10642,107,99.457944
124,9899,103,96.106796
125,10237,109,93.917431
126,10601,112,94.651786
127,9965,108,92.268519
128,11361,111,102.351351
129,10216,113,90.407080
130,10440,114,91.578947
131,10999,109,100.908257
132,10288,109,94.385321
133,10530,109,96.605505
134,10439,110,94.900000
135,11339,115,98.600000
136,10503,110,95.481818
137,9567,105,91.114286
138,10112,112,90.285714
139,11055,104,106.298077
140,10819,110,98.354545
141,10153,104,97.625000
142,11202,114,98.263158
143,9708,104,93.346154
144,10542,128,82.359375
145,11156,100,111.560000
146,10111,112,90.276786
147,10928,104,105.076923
148,9877,107,92.308411
149,10488,112,93.642857
150,10659,109,97.788991
151,10321,109,94.688073
152,10544,110,95.854545
153,11064,114,97.052632
154,11188,121,92.462810
155,11530,117,98.547009
156,11436,125,91.488000
157,11454,121,94.661157
158,11606,107,108.467290
159,10226,102,100.254902
160,11067,109,101.532110
161,9558,107,89.327103
162,30686,122,251.524590
163,32590,105,310.380952
164,28279,103,274.553398
165,29943,106,282.481132
166,29704,108,275.037037
167,19086,110,173.509091
168,10275,108,95.138889
169,10035,116,86.508621
170,10452,101,103.485149
171,10082,135,74.681481
172,12961,115,112.704348
173,10111,105,96.295238
174,10495,111,94.549550
175,10302,110,93.654545
176,10599,104,101.913462
177,10240,111,92.252252
178,9963,111,89.756757
179,9740,98,99.387755
180,10164,110,92.400000
181,10850,108,100.462963
182,10141,107,94.775701
183,9910,106,93.490566
184,10215,108,94.583333
185,10624,108,98.370370
186,10185,106,96.084906
187,9549,106,90.084906
188,9915,106,93.537736
189,10535,110,95.772727
190,10492,118,88.915254
191,9841,102,96.480392
192,10289,116,88.698276
193,11365,104,109.278846
194,10022,119,84.218487
195,10607,102,103.990196
196,10179,102,99.794118
197,9662,104,92.903846
198,10056,107,93.981308
199,10286,106,97.037736
200,10214,109,93.706422
201,10194,109,93.522936
202,11044,111,99.495495
203,9736,113,86.159292
204,10792,110,98.109091
205,10204,108,94.481481
206,11233,108,104.009259
207,9384,106,88.528302
208,10938,118,92.694915
209,10184,104,97.923077
210,10387,109,95.293578
211,10255,107,95.841121
212,12056,112,107.642857
213,10191,108,94.361111
214,10159,105,96.752381
215,9854,105,93.847619
216,10715,113,94.823009
217,10595,117,90.555556
218,10329,103,100.281553
219,10164,110,92.400000
220,11383,115,98.982609
221,10839,118,91.855932
222,10725,110,97.500000
223,10707,110,97.336364
224,10110,103,98.155340
225,11018,117,94.170940
226,10424,128,81.437500
227,12299,99,124.232323
228,24013,106,226.537736
229,23198,105,220.933333
230,24128,104,232.000000
231,22365,110,203.318182
232,22800,107,213.084112
233,23964,107,223.962617
234,22150,115,192.608696
235,13485,101,133.514851
236,9985,116,86.077586
237,10886,103,105.689320
238,11180,119,93.949580
239,22187,102,217.519608
240,29728,121,245.685950
241,31868,104,306.423077
242,29607,106,279.311321
243,30352,111,273.441441
244,26759,115,232.686957
245,12846,107,120.056075
246,9956,105,94.819048
247,11684,105,111.276190
248,11325,113,100.221239
249,12391,138,89.789855
250,12929,118,109.567797
251,12883,122,105.598361
252,13582,163,83.325153
253,15144,104,145.615385
254,10782,105,102.685714
255,11372,107,106.280374
256,10947,106,103.273585
257,11069,110,100.627273
258,11588,109,106.311927
259,11634,105,110.800000
260,9782,106,92.283019
261,10319,107,96.439252
262,9853,109,90.394495
263,11731,116,101.129310
264,9448,108,87.481481
265,10331,110,93.918182
266,10246,106,96.660377
267,10542,109,96.715596
268,9846,107,92.018692
269,10332,107,96.560748
270,10237,114,89.798246
271,10277,106,96.952830
272,10210,106,96.320755
273,11022,119,92.621849
274,11531,111,103.882883
275,9163,104,88.105769
276,10902,110,99.109091
277,9543,105,90.885714
278,9990,109,91.651376
279,10445,113,92.433628
280,12399,123,100.804878
281,9965,110,90.590909
282,10803,119,90.781513
283,10814,108,100.129630
284,10627,106,100.254717
285,11146,119,93.663866
286,9860,107,92.149533
287,10233,103,99.349515
288,9885,105,94.142857
289,10590,110,96.272727
290,10042,106,94.735849
291,10078,106,95.075472
292,9918,103,96.291262
293,10169,113,89.991150
294,10588,121,87.504132
295,11825,109,108.486239
296,10276,107,96.037383
297,10164,106,95.886792
298,10015,101,99.158416
299,10267,108,95.064815
300,10016,109,91.889908
301,10037,102,98.401961
302,12112,116,104.413793
303,11804,127,92.944882
304,11202,107,104.691589
305,9824,105,93.561905
306,10765,111,96.981982
307,9744,105,92.800000
308,10802,111,97.315315
309,10848,110,98.618182
310,9429,107,88.121495
311,10429,109,95.678899
312,25291,134,188.738806
313,33274,108,308.092593
314,30600,110,278.181818
315,33648,116,290.068966
316,28650,111,258.108108
317,22492,108,208.259259
318,10022,107,93.663551
319,9165,108,84.861111
320,10263,116,88.474138
321,10363,100,103.630000
322,10326,113,91.380531
323,9922,108,91.870370
324,9962,123,80.991870
325,10869,100,108.690000
326,10221,118,86.618644
327,10379,118,87.957627
328,10671,108,98.805556
329,11418,101,113.049505
330,25650,114,225.000000
331,25900,124,208.870968
332,23934,104,230.134615
333,21004,118,178.000000
334,25115,101,248.663366
335,24839,118,210.500000
336,23929,117,204.521368
337,14618,120,121.816667
338,10800,128,84.375000
339,12240,123,99.512195
340,10454,101,103.504950
341,9844,106,92.867925
342,9745,111,87.792793
343,10618,110,96.527273
344,10405,118,88.177966
345,11126,118,94.288136
346,11274,126,89.476190
347,10626,100,106.260000
348,10753,117,91.905983
349,9876,109,90.605505
350,10470,106,98.773585
351,9802,101,97.049505
352,10321,110,93.827273
353,9494,107,88.728972
354,10784,111,97.153153
355,9591,105,91.342857
356,9801,105,93.342857
357,10531,119,88.495798
358,11295,111,101.756757
359,10675,111,96.171171
