sample,epi_delta,runtime_delta,busy_fraction
1,2989,40,74.725000
2,7933,108,73.453704
3,7760,109,71.192661
4,7900,106,74.528302
5,7708,115,67.026087
6,7902,109,72.495413
7,8177,114,71.728070
8,7560,120,63.000000
9,8951,116,77.163793
10,8132,111,73.261261
11,7692,108,71.222222
12,8131,111,73.252252
13,8219,107,76.813084
14,7477,115,65.017391
15,7538,101,74.633663
16,7688,107,71.850467
17,7506,115,65.269565
18,8235,101,81.534653
19,7634,107,71.345794
20,7794,107,72.841121
21,8060,109,73.944954
22,8297,107,77.542056
23,8007,113,70.858407
24,7660,112,68.392857
25,7889,111,71.072072
26,7873,104,75.701923
27,7836,117,66.974359
28,7895,107,73.785047
29,7928,110,72.072727
30,7326,104,70.442308
31,8114,108,75.129630
32,7838,110,71.254545
33,8144,110,74.036364
34,7447,111,67.090090
35,7427,101,73.534653
36,8726,121,72.115702
37,8069,110,73.354545
38,7538,107,70.448598
39,7616,105,72.533333
40,7711,117,65.905983
41,8385,108,77.638889
42,7731,108,71.583333
43,7679,107,71.766355
44,7850,108,72.685185
45,7618,115,66.243478
46,8154,102,79.941176
47,7475,111,67.342342
48,7626,104,73.326923
49,7913,111,71.288288
50,8867,115,77.104348
51,7665,109,70.321101
52,7308,105,69.600000
53,7544,112,67.357143
54,8845,114,77.587719
55,8268,117,70.666667
56,7373,110,67.027273
57,8421,105,80.200000
58,7489,114,65.692982
59,7793,120,64.941667
60,8422,110,76.563636
61,7691,100,76.910000
62,7286,105,69.390476
63,7996,107,74.728972
64,7644,111,68.864865
65,7838,106,73.943396
66,7840,119,65.882353
67,8210,102,80.490196
68,7825,109,71.788991
69,7877,110,71.609091
70,7491,110,68.100000
71,7555,112,67.455357
72,8226,115,71.530435
73,7445,102,72.990196
74,8202,108,75.944444
75,9297,111,83.756757
76,8565,108,79.305556
77,7159,111,64.495495
78,8188,105,77.980952
79,7445,108,68.935185
80,7325,103,71.116505
81,8466,110,76.963636
82,7692,112,68.678571
83,8104,119,68.100840
84,8557,111,77.090090
85,7738,102,75.862745
86,7892,105,75.161905
87,7594,112,67.803571
88,7903,117,67.547009
89,8896,123,72.325203
90,8855,126,70.277778
91,8422,107,78.710280
92,7678,100,76.780000
93,7637,108,70.712963
94,7479,107,69.897196
