l2_rqsts.all_demand_miss
23360
24783
23281
24386
24685
24565
25165
23862
24462
24814
24362
25138
25160
24821
25152
24173
24794
23746
24584
25172
25134
23236
23157
24392
24995
22896
24527
23791
25028
24317
25120
24113
24596
25006
25136
24604
25065
24531
23734
23864
25011
25216
24393
23243
25122
24962
24771
25126
25188
24568
25038
25156
25032
23134
23588
24686
25054
24506
23652
24427
24970
24770
23459
24501
24711
24911
24929
25251
24975
23885
25250
24523
25168
24501
24868
25059
24350
24739
23246
22998
24040
25154
24393
24813
24502
25074
23381
24066
24086
23058
24991
24303
23847
24300
25144
24242
24442
25219
25176
24552
24944
24521
25182
23229
23263
24823
24789
24476
24703
23572
23811
23207
25247
24728
25232
24573
23920
24154
23456
24238
23671
24492
24179
23028
25001
25149
24846
24316
24043
24613
24742
24671
25044
24187
25112
24487
25132
24877
24957
24578
24052
24205
22882
24388
25134
23320
24191
25143
24210
23590
24321
25084
24732
25221
25181
24813
24243
25118
24586
24518
25246
23450
24796
24568
23510
25093
25058
24893
24171
24908
25170
23439
24011
24791
24392
24374
24507
25104
24383
24285
23297
24853
24639
24349
24879
24415
24605
24518
23918
23922
22929
23645
24850
24198
23479
24836
24681
24047
23756
23883
24734
23722
23308
24106
24306
24673
23493
24352
22921
25017
23785
24095
25095
23613
24061
24577
23672
23587
25129
25228
24705
25246
24421
23863
23819
24967
23675
24566
24951
25068
24908
24863
24911
23751
25177
25228
24470
24899
24428
23180
24642
23425
24177
23530
24663
25051
24219
23889
25089
25076
24125
24150
24855
24534
