l2_rqsts.rfo_miss
454
445
470
470
461
455
449
440
455
445
461
465
449
455
460
445
475
445
445
462
445
450
439
435
462
467
462
462
458
463
467
467
454
443
473
445
470
440
445
445
455
435
450
475
455
465
461
460
435
435
445
470
470
435
470
455
470
439
460
465
454
449
435
450
460
440
465
470
455
436
440
434
470
455
454
460
460
438
475
455
440
455
440
440
436
455
445
471
450
466
472
463
465
443
453
438
457
438
433
470
450
434
456
470
470
475
460
448
438
433
473
473
455
444
450
455
435
435
435
465
455
445
455
450
465
451
436
475
445
452
453
436
445
440
449
470
442
448
435
457
470
466
455
459
475
450
466
443
435
470
460
454
471
445
460
452
445
449
470
469
470
450
435
470
475
449
444
472
473
465
433
467
467
457
446
460
445
450
469
465
475
454
469
440
471
450
451
475
439
470
465
471
465
460
455
465
435
435
475
463
460
475
438
465
466
465
467
473
455
465
440
434
460
455
440
449
465
445
445
435
474
445
469
475
471
475
440
438
449
469
460
445
436
474
470
476
469
450
465
435
450
435
465
435
