mem_inst_retired.all_stores
187840
182601
187906
184918
185565
179214
178186
180163
183946
184842
187126
185121
183540
177904
179216
180815
182017
177977
182375
182143
176846
179885
179333
181081
183032
179812
178587
182333
180669
179165
179626
184461
181678
177216
178699
185784
178932
179278
181900
181358
180074
181238
178562
177530
179269
178589
182652
177538
183950
175443
180112
182317
178056
182445
182169
182116
182114
180580
179133
178793
182306
180152
180514
179346
177998
181169
178653
178020
185310
183689
182695
179218
178905
181907
179139
181781
177196
184773
177698
179735
179219
184082
181915
179652
179408
182329
177485
181231
177769
183659
185397
184211
179618
180142
180143
183295
184897
179382
181899
180739
185965
183741
177365
182943
180390
185244
181815
182515
180327
181795
178920
178343
183290
181251
178740
185302
182474
179278
178520
177983
180503
185696
179520
178489
182489
180343
179956
180059
183899
180494
180619
178023
180517
179893
180364
182401
177651
181557
179767
178289
181759
182992
178756
179314
184399
178912
180384
180204
185257
182465
180452
182416
179381
183492
180587
180349
184017
183597
184323
177912
178693
186511
186497
181814
180468
180706
182244
180509
179314
176754
181941
182609
179032
179046
178919
179253
181382
179420
178892
177302
180953
179555
181686
178777
182760
180788
181755
188255
181408
189077
183430
184457
185147
182630
188061
187433
183240
179475
183275
190044
183980
185504
185046
182296
190410
182769
183121
186144
186995
186344
184142
183850
185744
183518
184594
183359
187433
188595
182624
185114
184423
185830
182549
184092
184221
182717
185512
181586
183620
187564
188482
183939
181346
180574
180137
178423
182719
183390
180088
179946
178515
183236
179754
183055
180921
180056
178410
179881
181165
179453
178938
179440
186260
183987
184740
179541
178898
182700
182751
181074
179735
178433
181720
179429
179735
180699
180051
180226
177672
178428
178983
181109
180612
181778
179310
179834
182367
185198
179602
180574
180743
180188
179478
183956
178240
183031
179497
178822
182057
180772
178306
182156
179947
180455
182706
181053
180109
176070
181632
178719
177939
180063
178200
179620
183277
183474
181082
177747
179672
177600
178377
179180
178221
184868
178925
180917
179172
176313
180956
179664
178455
178117
179375
181959
178766
180470
181915
179856
181218
178670
179175
178981
178929
180978
178434
178093
181594
181083
178579
181687
178115
180767
180520
182438
179411
183983
182710
184446
182024
180359
181623
182443
177904
180909
184591
178252
183078
178489
186311
178323
183340
180050
178569
182034
184250
182129
180401
182085
181102
178519
178885
179364
182513
177670
180264
182494
185615
178361
180490
179192
181997
181447
179504
183497
177844
181262
181004
178636
180465
181372
179356
180916
177310
179666
182193
179356
179978
184492
178387
184807
179289
181438
183808
181956
181933
178855
179484
184731
186501
178240
180051
178210
182101
179184
180524
181410
183664
179894
180213
179956
183817
181902
181774
181981
182052
183046
181169
182513
180116
186038
183832
179594
180762
180590
177992
181682
182961
182246
183383
181710
179825
181115
181470
179382
187460
183551
177803
178647
178431
183278
179756
177626
178829
178901
183190
179058
181076
178962
177745
180027
181734
183454
183377
178275
178460
179858
182439
181439
182647
178819
181602
178897
184920
182052
182443
181454
178161
183930
181983
180612
179090
180593
181176
180673
177418
179011
179318
181659
180609
181960
179267
177790
182640
179282
177897
177051
183885
188166
183079
181793
187361
183631
184107
185152
185458
186413
186969
182408
184245
182781
180749
181620
180811
179580
188363
181615
184860
182694
186711
185970
184145
181131
184798
181239
187087
183135
190831
180721
186089
184490
182057
186744
173820
173569
175110
188234
177089
177532
178710
181981
180484
178691
181866
177193
180202
183596
188256
183920
181544
180993
188755
181997
185485
181579
186193
184647
184201
181513
183751
186365
186374
181971
183244
184211
185641
186310
181680
184367
180543
184034
181132
180938
188571
180828
190260
182448
184179
182337
185768
189555
187305
182532
184094
185664
187969
180618
181354
188098
185904
184832
182131
182916
185797
182329
184802
184840
184401
183303
183330
187379
178993
187742
186911
188759
180134
178446
180685
187664
180545
185085
183141
184682
186509
181103
184001
180882
184090
184024
186032
180908
185445
179616
181745
181732
177174
179707
178397
179486
183459
180592
177423
177323
179979
183289
184873
176366
179255
181833
177761
179662
183883
183416
176221
178593
177611
181478
181476
179945
181609
182181
180199
181086
179028
179852
178260
181404
181795
178696
179424
181571
177652
181202
181197
182712
183318
181866
183583
182781
179969
182006
182145
184371
182094
179232
179015
179410
176789
185259
183000
181706
184178
180364
184930
179738
178625
179526
180979
182278
180170
183385
179949
182204
184569
178479
179918
178946
182467
179642
177467
181737
181606
181774
177384
182278
179654
179369
183367
182105
181930
179982
180228
186701
177878
180161
180187
179468
177678
180691
182632
180464
180470
179688
182449
182256
181544
178738
177097
181680
179980
177479
181079
181700
179950
178852
183209
180815
180067
179016
184232
181126
183873
179736
179969
181897
182707
179667
181298
181108
180328
178721
181938
183237
185033
188860
183680
182738
181806
183314
183519
183131
178017
180002
184457
182407
178238
178848
179233
184443
178831
179019
181525
183467
180606
177722
178350
180275
177803
178868
175715
179798
176657
182696
179241
180606
180106
184946
178774
178655
182929
182483
181252
181858
179115
183450
177363
184984
179929
176602
178654
180959
179615
180403
178136
177859
180222
178379
175001
180091
177463
182132
183613
179069
184697
180724
178451
178199
178968
186881
180084
181604
180300
178281
180210
177211
178149
186578
178393
180321
180407
184637
181820
178595
181226
184607
181944
177688
180659
179417
178374
182452
176442
185043
181008
180370
179346
183387
182294
181647
179854
177726
186221
182433
185058
182009
183821
183171
184344
189974
184144
180709
182509
185397
184249
181449
181518
182911
185450
183915
181964
187677
184669
184242
183928
184067
185031
188503
181941
185354
185577
182351
184301
174836
176750
179322
183319
176728
176772
173736
179362
182055
181729
182535
182183
177830
178183
178202
179085
180121
182416
179725
178363
180351
177081
177290
178378
179382
181358
177863
179391
179168
178798
182449
179414
180987
182634
182204
180232
180300
180157
183211
183677
178709
178361
179108
180574
180242
179547
182329
182512
178282
177544
179809
179361
178514
181180
178672
181402
178608
181408
179121
181134
185828
183538
178846
178909
178864
178368
178660
180305
183013
177680
178573
178751
179676
177707
183593
180237
180652
178755
183811
179168
177178
182691
182416
180544
180246
179944
179753
180771
181154
178218
174836
178465
184412
174215
176545
178456
180598
178645
181854
180775
177155
180119
175640
179219
177625
179528
183239
176303
178261
177952
182014
180953
179761
180458
180757
179243
179962
178855
181820
183148
178602
180517
180684
183773
181196
176410
179206
182119
178945
180460
179589
182251
181457
179504
178784
184721
177977
178317
179411
182587
179199
178481
179723
184912
183866
181372
180462
179400
176901
180788
181983
179708
181750
181240
180195
180813
182894
183548
178786
182880
182437
182973
180675
180580
180142
185433
182760
180332
184699
179548
182053
178738
182009
182580
176977
182405
181547
181249
179712
182054
180375
184258
181490
184950
183007
185701
184410
184910
187066
181807
180304
182149
183857
181280
182366
187710
182888
183427
181549
184001
184477
183885
185397
185371
187949
184014
182324
184795
185275
182757
182621
184864
185222
181508
180731
184429
186731
188437
183813
182207
178333
182155
179034
180267
183236
183344
178885
178919
182254
181610
180991
183093
184428
185997
183805
184698
181540
182211
183975
186907
186271
182786
181923
185448
183522
185851
182508
190483
180498
182902
188367
184781
180705
183368
181896
185033
183502
182887
182644
182420
185302
186154
184086
181408
181132
182807
184203
181051
183344
183376
184918
186841
183523
182279
185692
186213
184162
180665
182332
179182
179875
178882
182292
178629
179243
181060
180994
179012
179340
181139
180601
179332
182705
180625
179228
179906
183167
182332
180997
180207
180995
178721
180585
179241
185254
182285
180506
179984
182077
182274
184048
181155
178798
181477
183450
178524
178983
181592
178694
178548
179800
181746
180892
180069
178677
179165
180300
181156
179025
180292
180502
180431
182206
179227
182025
184080
180254
180637
183796
177954
179139
179407
183317
181155
179993
179905
180411
180605
177822
180230
183593
181011
178298
180623
180465
182671
178176
178626
180661
188462
181423
179136
179190
181043
185686
182661
178974
179766
182568
179278
183811
184251
179365
180544
186794
179715
182079
182186
181366
182001
178508
180830
179082
179916
180673
178935
182709
183420
183502
179688
178915
180799
183355
181332
183956
182642
182055
178724
179207
179400
177126
179199
185867
178006
181141
179278
181309
178588
178427
184104
181134
180897
175541
179619
179237
182214
181563
181684
179614
180608
185199
181917
179527
178412
181219
182426
180373
178397
184962
179743
180036
180573
181470
181574
177897
177678
182202
184295
182062
182218
178841
183241
183232
180903
178883
183550
180885
179133
178848
182533
183959
180511
181815
177370
179661
177819
179743
178473
181003
183533
178543
178066
182163
178718
178809
186102
188014
189710
180659
181110
179821
181431
182563
180546
182050
179811
184708
178353
181904
179473
182836
178148
179857
178884
180850
179120
183880
183426
179961
180912
181140
179965
183270
180126
183618
179348
182887
179519
187165
186337
180406
181025
180790
183387
179446
177603
181254
179219
182382
178689
181861
179922
180492
179648
177450
178757
183144
181692
181128
179671
181808
181753
182510
180585
183559
183481
180450
181998
182123
180162
183442
180909
181810
179184
182054
182078
178095
185047
180266
182889
179836
185411
178108
179674
179846
182353
184399
182653
179566
181165
178072
180352
181961
182290
181743
182924
180756
180499
176963
183367
184964
179643
179668
181819
180688
183025
178640
177780
182366
180997
178585
178176
181022
181491
180700
180403
176864
181540
182672
177809
180867
181277
182797
177902
180714
178885
182003
183720
179134
180436
181418
184581
178890
179741
184148
179502
179176
178541
179030
179670
185206
179646
179247
181163
180123
180860
181027
182333
182250
183252
177986
185757
182057
179369
183703
180595
180241
182410
182818
182373
182952
183935
182004
181512
185124
181265
184662
177094
176721
178980
183745
184436
182186
183326
178508
187140
180282
173266
174367
178005
178806
182213
180267
180903
190308
187542
187648
184412
180225
181904
183043
178800
179710
180739
178690
181130
182569
179754
181773
183436
181142
181491
185558
178437
181905
178310
183332
185032
182229
183236
182695
185449
187394
187219
185269
182820
183744
186740
185250
181915
184401
182782
186975
183138
179563
179620
178576
182569
184143
180649
185406
181997
179532
182293
179463
179704
179836
182469
182583
184240
186984
187549
181946
181759
187395
185751
185295
182657
183407
184188
188202
184174
186602
178415
184725
178035
180285
177742
180449
182170
179673
182630
180386
180500
179885
180089
181758
182905
179452
177159
178597
180948
179539
177726
181290
178139
180183
177302
183185
182691
181544
180475
176682
184313
176508
179272
179663
181408
181851
180122
180596
181800
176851
181722
180368
180820
184244
183719
181998
177980
182033
184650
183780
176284
180134
181277
183179
179101
179837
179480
179980
177125
178425
176298
182941
181125
178093
179960
183558
181049
181298
180460
181241
181146
181718
181352
182268
182882
181354
179445
180020
181826
182702
175966
180188
181240
181122
179522
177605
177690
181758
178736
178964
173422
186862
176747
181965
186090
182506
186292
190151
185672
182600
183518
184069
187424
184058
181918
187030
186005
184334
184244
182510
182932
185905
185130
184376
184556
185242
186314
184563
182743
184717
183011
187732
183701
184653
184440
184692
184942
185030
187507
184933
185154
183926
190393
186088
181679
184414
183404
185726
181633
183261
182096
181358
178724
183051
182658
179754
182488
182015
180355
183095
183071
183011
179911
183112
180567
182774
180244
180833
181316
183465
182197
178867
179185
182670
182659
180203
182084
179766
181420
180942
182496
180798
185235
181822
184899
178601
185030
178938
179176
181173
179828
186929
180248
178608
179895
182566
179320
182624
183491
184276
187681
183412
186822
184523
182061
183389
187928
186624
189173
182612
182354
187372
185088
183994
181749
182760
184140
186659
183137
181212
180084
185455
184735
182781
182826
181361
187085
185947
185327
182589
182385
189188
186006
182833
183535
183354
179923
180594
179248
181812
181321
179359
180829
181852
183504
183723
182632
183906
187013
182622
184680
182739
182503
185678
186801
185406
181392
182693
187774
180624
180037
177401
178641
178853
177899
180056
185463
178325
180876
175459
181399
181896
180210
179496
179965
180629
180713
179097
178620
180806
177162
179197
180479
182803
181717
178833
180162
180661
180898
177705
178332
177633
182927
181796
179306
178083
181795
181393
178816
186611
175207
184137
178558
178542
178768
183564
177478
176751
178744
181832
177893
178922
177972
181509
177360
179801
175300
178481
176589
179065
173756
180225
178116
179350
175732
176758
177358
181808
178632
176894
178749
176966
176543
174029
175530
177109
175205
173955
178670
173847
182228
180626
177544
176197
182016
177941
181246
181183
180231
176155
179763
178549
181361
182996
179961
181038
176718
179535
178307
179722
185238
183017
181139
180451
176047
178712
175415
179859
184705
176522
175970
179513
182788
178929
179967
179036
176693
176209
179357
178903
174798
177466
179755
179942
177941
175716
179308
176021
177735
181827
182943
177886
181711
187490
180972
184516
178637
181965
180676
182929
184292
179666
180376
184172
181188
182586
178170
180679
181790
176835
182206
181417
183169
177931
180920
179830
178682
177860
179678
184434
179157
182327
183161
183117
179480
177306
180996
181769
179451
178175
182830
178810
178703
179455
181918
178237
177599
179262
180361
184147
177843
182502
177788
183479
182906
181498
179102
179836
183855
178928
181229
179992
182988
181475
178941
181267
176442
182938
179611
178226
183420
181930
181809
179517
179673
182061
180452
179971
181093
177684
179460
182545
178404
187663
177280
177930
179489
180445
178457
178325
179406
182071
178867
176875
176547
181733
181411
178489
177869
179583
180874
179177
179283
179450
181562
179041
179089
179327
184054
178071
180061
182140
185424
182230
176207
179757
179265
179263
181667
178538
182848
181187
179219
180964
180396
177978
180219
181857
181674
177656
180190
179316
179847
178757
182616
178217
178431
175792
180608
182761
178817
180857
182389
183021
180368
180141
181277
182448
181627
179381
180085
179974
180963
178470
180410
177834
183333
182137
179413
182228
178486
179728
177585
185683
180139
178322
179681
184536
180771
182172
182170
182581
180133
181658
180072
179228
180304
185264
180188
179028
178055
180114
180575
179283
178259
184370
179334
182684
178667
181152
180131
178590
180626
179362
179619
183525
181482
180406
178815
177364
181671
181209
185144
175633
179566
179040
183517
187008
183772
176137
180917
181479
179263
180732
178059
178690
177398
179175
179608
178753
178853
180637
178877
180978
184729
179193
181802
183723
180847
184057
177467
181593
179219
179883
181037
183577
178735
179338
180753
178460
177336
180493
181773
181791
182770
178900
178964
177568
179634
182265
181398
180494
