l2_rqsts.demand_data_rd_hit
64522
65646
63340
64438
63043
69301
63993
63814
63756
64067
64857
65470
65191
67832
64904
63427
64766
64347
63536
63620
65456
64500
67394
65169
64642
64093
64216
63792
63505
65059
65606
64014
64948
63056
64142
63817
65421
65053
64678
64133
63410
65096
64501
64726
64917
63396
62923
65070
65170
63425
65960
64629
64254
64361
63173
66454
65229
64060
64504
64555
64765
64890
68297
64326
64344
65145
65635
64364
63617
64601
65038
65721
64954
66576
66341
64239
65279
63971
65449
63415
65576
65006
65074
65961
66602
65187
64966
65075
64881
65730
63748
65303
64885
65131
66605
64825
65636
65193
63992
65162
67101
64405
64879
63290
64218
66036
64173
65284
64267
64803
63178
64665
63589
63871
64331
63169
64517
64063
65336
63238
65958
63995
64876
64735
65378
65189
64951
65745
64552
66562
63360
64572
65952
65057
64757
66220
65014
64083
65521
64357
65215
65725
63801
63578
63490
63744
67032
63266
65286
65543
66475
65235
66111
64928
64262
64154
64045
63612
66206
63540
63705
66048
63288
63296
64461
63177
63236
63422
66145
63280
63933
63182
64842
64351
64098
64564
64323
63378
67040
63432
63697
63452
63476
64656
64082
65048
63322
64779
64883
63932
65981
63584
64276
64012
65602
63848
63122
62977
65574
64713
63356
63833
64196
64262
64609
63365
64298
63343
62985
63105
67060
64132
63324
63785
64344
64731
64814
64018
63402
64331
63933
64017
63254
63263
63107
69253
63693
64033
63468
65076
64138
64720
64323
63941
63987
65056
64645
65714
63698
65444
65929
65886
63306
63227
63883
63476
64613
64596
65103
63047
64927
65188
64320
64308
63144
63088
63468
63164
63086
64096
64750
66544
66385
64596
64801
63854
64280
64181
65639
65434
64302
64164
64201
64275
64226
64898
65029
64318
65720
63764
63541
63247
64523
64492
64084
63848
63044
63927
63368
63495
63145
64015
64247
65608
63242
63237
65257
63720
64548
64625
64247
63557
65989
67216
62973
64424
63112
65501
66164
64374
65766
64741
65596
63095
64499
62993
63579
64909
63075
64737
63080
62963
63197
64808
63151
63827
64086
65986
65210
65888
64481
64957
64597
64996
64757
64237
66375
63790
64665
63702
63614
63560
63692
65681
65437
64419
64799
63509
65012
63769
63642
64394
63486
64700
65688
64489
64959
63173
66423
63496
65100
65439
63532
65074
64949
65011
63980
64995
62955
64687
64574
64430
64807
64652
62929
64562
63007
64577
63760
65284
66429
63945
64864
63861
65470
64572
66782
63056
66180
65056
64433
64128
63666
66126
66077
64429
63466
63856
65428
65526
63491
65580
64913
65012
64946
63337
64178
66004
63717
63234
65251
65565
64644
65435
64264
65125
64249
63799
63015
65604
63588
63299
63419
64719
63206
63250
64982
64835
63323
66843
63648
64501
64889
65859
65058
63428
64511
64445
63439
64364
64998
64567
63166
64614
64166
65348
64173
64898
65089
64064
63250
64193
66126
64536
64445
64781
63344
63707
64213
64866
64320
63460
64451
64441
64179
64596
64976
65247
65051
64828
63103
64879
65663
64365
63949
64174
64186
64994
63200
65186
63926
63392
63505
63766
63865
63593
63765
63867
65385
62949
64833
63118
63629
63065
64643
63480
65636
64049
63015
63377
65935
65117
64500
64837
63212
65548
64693
65874
65264
64680
63063
63938
64283
63895
64250
64989
65690
65124
63721
66282
64197
63844
64595
63706
64382
64633
64161
63170
63038
63872
63568
64487
63505
63830
64520
64945
63810
63685
64190
62926
64347
64539
64226
64193
64663
63978
63084
63235
64412
65136
64227
65254
65463
64220
64321
64162
64816
63674
65588
65556
64912
65512
64743
65574
64000
65240
67173
64613
65948
64782
65152
64841
63694
64269
63469
66380
64160
66682
64414
64355
64749
63510
65515
64478
64145
64585
65331
65718
64823
64452
63944
63369
64742
65929
65228
64026
66011
63335
64991
64468
64842
66136
64146
65386
65899
64132
63446
65006
65646
64831
65097
64617
64544
63756
65458
67308
63378
65962
63878
64676
64969
64215
66325
64708
63236
63057
66419
65236
63327
63011
65550
65123
65277
65542
63729
63187
64449
63332
63337
64887
63355
64205
64047
63988
63645
63849
63841
64489
64181
63236
63694
63648
64480
65023
63616
65125
63497
65496
63607
64230
63685
65340
65121
63928
65191
65924
64009
63725
64289
64087
66125
64202
63232
65344
65387
63183
62967
65199
63807
64398
63124
63314
64067
63333
64401
64577
63329
63662
63891
64477
64057
62934
62996
65658
65416
64841
64688
65493
64997
65100
63555
64946
65179
64206
63732
63913
64408
64812
63635
64050
64271
64578
63597
64037
63215
66043
63892
64258
63254
65649
64730
65422
66196
65043
64101
66135
66238
64761
64740
64220
65997
65522
64294
64960
66834
65283
65831
62936
65842
65152
66536
64415
65556
64666
65396
63558
66073
63891
65547
63863
64695
64433
63784
66320
65316
64203
65736
65191
64977
63017
64146
66303
65242
65200
65541
66228
64441
64360
64979
65124
66752
64185
64291
66841
63984
65524
66473
64459
64579
63905
64303
66069
66842
64573
63834
63989
63705
64733
64277
64075
66569
64453
65223
65198
63189
65138
64674
64023
64382
64034
65260
64413
62995
65149
65427
63958
67404
65664
65140
65660
63903
65567
64076
63339
64388
64079
65487
65841
65947
65850
65384
65911
65726
67372
66287
65258
66678
67864
64185
64327
65673
65859
66845
65644
65432
63625
65828
64071
63379
64038
63537
63300
64118
66170
64864
63052
64021
64719
64671
67035
63542
66072
65023
64202
63524
64723
64136
65144
64298
65963
64715
63294
64921
63902
65408
66698
66958
63758
64936
63665
65147
65956
64704
64937
65727
64122
65759
65217
64271
63552
64101
64636
64445
63267
63480
65143
64737
65263
64355
64472
64125
66552
64983
64249
66452
63688
66240
64680
65297
65288
63887
65958
67039
66029
65903
64611
64519
66119
65775
63341
63210
64081
64244
64045
64762
63716
65002
64917
66746
66215
65352
65587
64925
64636
65773
63319
64542
65015
63896
65416
66164
65047
64350
65409
64702
65482
65242
67169
63692
66963
65208
64635
65188
62925
64676
65333
67310
65297
65456
64305
64898
66523
64152
64780
64178
65144
65389
66434
65513
65476
63693
64134
63062
64607
65519
65741
64479
63905
65511
63787
65363
65088
67657
65679
65215
65951
65737
63981
65007
63621
64643
63736
65569
64564
64386
65598
64028
64270
63342
66773
63786
64739
62926
63887
65232
65016
66347
65635
65771
65171
64526
65833
62985
63377
63605
63207
65057
63976
64933
67495
65702
64148
66250
65674
63334
66714
64789
66512
65230
66097
64419
64259
65385
65519
65002
65642
63387
63796
64453
65089
64172
64016
63095
63955
64775
63389
64334
65407
64084
63386
63196
64015
64281
63605
65035
64420
64190
63344
63449
64181
63189
66421
63196
63506
65977
65501
64703
63949
63109
63248
64523
65404
63886
64174
64639
64565
64827
64805
63705
64593
63595
64795
65657
67685
64009
66094
63564
64629
65042
63787
65326
64927
65094
63232
64224
65834
63124
64626
65111
65296
65321
64228
64432
64561
64488
63556
64617
65630
64918
63218
63815
64659
64005
64497
63518
63854
63452
64673
65645
66203
64560
65789
65034
65121
63066
64612
64712
64493
65839
69225
65348
65561
65621
63801
65096
65808
64498
64405
63902
64753
65202
64874
65336
65658
64359
64042
64987
62922
65669
65918
64372
64096
63977
67295
65633
64905
64147
63174
64295
65073
66689
65329
63336
64078
64272
63399
64708
65442
63946
65783
64087
64588
62975
65656
65884
63191
63327
63634
62995
62969
64764
63939
65382
63506
65555
63505
62965
65647
65102
65083
64077
63320
66105
64070
64634
63960
64617
63797
65475
65039
63384
63752
65358
63801
64774
64174
65538
65440
65014
65355
64150
67180
64520
65343
63301
65517
63411
63945
64541
64723
64895
63262
62926
64115
64421
63337
63713
64316
63737
63541
63866
63879
63834
68724
64117
67167
63985
64406
64280
64970
63462
64106
62999
64131
64670
63046
64206
63270
64398
65538
65041
64755
65028
65785
66101
64777
64657
64366
64754
64737
65828
65995
63573
63937
63884
63927
64167
63945
64963
64032
66723
63056
64271
63833
65136
65953
64677
64361
64603
63312
63777
63987
64099
63797
65335
63834
63362
65237
66086
65308
63593
63242
64534
63555
63348
67596
65129
64913
65449
63752
65354
65329
64925
65061
64629
63278
63418
64648
63707
65167
64841
63964
64769
64574
64369
63795
66006
64900
67153
63287
64481
65434
64842
64685
64505
63570
63888
64477
64664
63563
63247
64098
63885
63909
64755
64275
64195
63357
69007
63148
64604
63138
64037
65049
64786
63980
64948
64754
63324
65096
65101
65080
63381
64093
64167
65269
63541
63617
65120
63368
65177
64379
64453
63958
66066
64276
64439
64434
64754
66389
67547
65430
66928
64755
65519
65464
63528
64618
65373
63704
63064
66297
63761
64064
66639
63745
63434
65480
63902
65006
64480
63029
64234
63942
63433
63797
64178
63803
64824
65101
63967
63872
63368
63498
64670
64120
64479
65229
64245
63957
63675
65157
64013
64544
65449
64320
63799
66174
66245
66593
65638
64570
65305
65508
65785
64853
64304
64379
63590
65203
64854
65024
66484
64501
63100
65225
63808
64254
64121
63118
66064
64084
63481
65447
63609
64883
63960
64796
65471
64437
64907
63070
64991
64825
64569
62969
65207
65978
65053
65528
66688
65087
64291
63697
65647
65773
64968
64391
64936
63167
63523
63287
64708
65046
65046
63051
64807
64095
62937
64149
63308
64201
63103
63492
63670
63956
63190
64515
64694
64843
65785
63578
64208
63690
66131
65489
65637
66215
66760
63266
63355
65753
64481
64624
63694
64755
63885
65854
63415
64198
64958
63843
65137
63502
65053
64746
64112
65337
63443
65392
66024
64466
65474
65500
64233
63944
64037
65056
64862
64652
64818
65997
65031
64588
63388
64697
66009
63185
65119
64784
62970
65586
63595
