br_inst_retired.cond_taken
65234
62672
62733
62833
62523
62417
65138
64607
60117
61839
61927
61840
64780
65369
64213
64014
64865
62981
62888
65002
62890
63864
65651
64908
63738
65086
64907
64750
65742
64315
64366
63338
63161
62050
63197
65743
62983
64186
63826
65100
64813
63378
65777
63880
65053
62180
63101
61555
62558
64460
65517
65502
62481
65570
63270
64307
65510
63840
60215
62531
65588
65488
65009
61595
63751
61664
65507
63650
63812
62354
63509
64838
65242
63449
64180
62348
62120
62680
