br_inst_retired.cond_ntaken
114025
113885
105952
111731
105091
113575
110250
113166
103856
111812
112613
113157
108302
112288
107239
109912
108666
108429
104456
109294
109141
112019
103730
107876
111952
113170
111491
107272
104415
113134
107975
110402
110953
110546
107311
103832
108500
105797
108468
109327
105512
105216
110337
110036
112568
110241
109453
107070
107772
108855
108293
106310
111480
110039
109032
113247
113940
113926
104814
108697
104200
103706
104189
111325
111561
105859
105812
110458
108149
108159
109624
109018
106149
108132
109571
114021
108429
105091
107388
106427
111227
114009
108610
103822
112312
111907
110522
111781
106204
107299
103989
108496
104048
109801
105901
104215
109897
113333
113555
109439
113372
113044
104628
109576
109008
109419
110862
105082
110761
107177
110314
110634
111348
111176
110896
109828
111169
111455
113280
105781
111923
112915
111281
105329
108869
111126
112158
103470
112533
108061
108316
109632
106805
113724
107109
104756
113835
112302
110433
110062
112480
111051
104310
111465
