br_inst_retired.near_return
38737
37663
38009
38606
39489
38865
37876
38905
39035
38852
39146
37720
40736
40706
40745
40677
40677
37861
39160
37431
40836
40391
40320
41049
40211
37632
39266
37622
38243
39965
41041
40692
38233
39382
39899
39127
37976
38007
38193
38216
39173
38010
40139
39788
37386
40940
38201
39018
38167
37940
39654
37926
38729
38864
38294
40907
38182
37835
37176
38345
38414
38102
39741
38833
39747
37422
37535
38140
39091
37431
40214
39270
40584
39873
38186
40368
40152
39912
40182
40020
39786
39529
39459
39743
41018
39849
37619
39940
40416
39901
40341
38280
40632
40536
40819
39904
40192
40674
39978
38552
37400
38114
40223
39534
39304
40982
39224
37843
40711
40761
37364
